ModelGeography,SubGeography1,SubGeography2,NumHH,ConsumerType1,Year,UsagePenetration
INDIA,ER,BR,21648687,RURAL,2022,0.003758492
INDIA,ER,BR,22029717,RURAL,2023,0.004485051
INDIA,ER,BR,22412860,RURAL,2024,0.005291979
INDIA,ER,BR,22798326,RURAL,2025,0.006617646
INDIA,ER,BR,23185523,RURAL,2026,0.008274373
INDIA,ER,BR,23566367,RURAL,2027,0.010343274
INDIA,ER,BR,23943207,RURAL,2028,0.012926966
INDIA,ER,BR,24322097,RURAL,2029,0.016154217
INDIA,ER,BR,24703044,RURAL,2030,0.020184893
INDIA,ER,BR,25085853,RURAL,2031,0.025218395
INDIA,ER,BR,25444991,RURAL,2032,0.031499138
INDIA,ER,BR,25787002,RURAL,2033,0.039335996
INDIA,ER,BR,26130981,RURAL,2034,0.049117538
INDIA,ER,BR,26476520,RURAL,2035,0.061325171
INDIA,ER,BR,26823832,RURAL,2036,0.076558554
INDIA,ER,BR,27173344,RURAL,2037,0.095565525
INDIA,ER,BR,27537771,RURAL,2038,0.119258126
INDIA,ER,BR,27907086,RURAL,2039,0.148803495
INDIA,ER,BR,28281354,RURAL,2040,0.184111741
INDIA,ER,BR,28660641,RURAL,2041,0.227769642
INDIA,ER,BR,3517183,URBAN,2022,0.064931537
INDIA,ER,BR,3635952,URBAN,2023,0.072905886
INDIA,ER,BR,3757302,URBAN,2024,0.081106333
INDIA,ER,BR,3881523,URBAN,2025,0.093938701
INDIA,ER,BR,4008916,URBAN,2026,0.108790243
INDIA,ER,BR,4138064,URBAN,2027,0.125963771
INDIA,ER,BR,4269234,URBAN,2028,0.145824925
INDIA,ER,BR,4403461,URBAN,2029,0.168801859
INDIA,ER,BR,4540807,URBAN,2030,0.195381049
INDIA,ER,BR,4681591,URBAN,2031,0.226124063
INDIA,ER,BR,4820639,URBAN,2032,0.257753845
INDIA,ER,BR,4959695,URBAN,2033,0.293765562
INDIA,ER,BR,5101661,URBAN,2034,0.334784376
INDIA,ER,BR,5247136,URBAN,2035,0.381503562
INDIA,ER,BR,5395916,URBAN,2036,0.434709421
INDIA,ER,BR,5547510,URBAN,2037,0.48785148
INDIA,ER,BR,5706663,URBAN,2038,0.547403719
INDIA,ER,BR,5870381,URBAN,2039,0.609506079
INDIA,ER,BR,6038797,URBAN,2040,0.664307166
INDIA,ER,BR,6212044,URBAN,2041,0.7
INDIA,ER,JH,6134156,RURAL,2022,0.00227416
INDIA,ER,JH,6270280,RURAL,2023,0.002551361
INDIA,ER,JH,6408521,RURAL,2024,0.002965368
INDIA,ER,JH,6548685,RURAL,2025,0.003630991
INDIA,ER,JH,6691241,RURAL,2026,0.004445551
INDIA,ER,JH,6831246,RURAL,2027,0.005441679
INDIA,ER,JH,6969709,RURAL,2028,0.006659905
INDIA,ER,JH,7110235,RURAL,2029,0.008150063
INDIA,ER,JH,7253086,RURAL,2030,0.009972684
INDIA,ER,JH,7397823,RURAL,2031,0.012201712
INDIA,ER,JH,7537989,RURAL,2032,0.014925725
INDIA,ER,JH,7676290,RURAL,2033,0.018254639
INDIA,ER,JH,7816050,RURAL,2034,0.022324025
INDIA,ER,JH,7957774,RURAL,2035,0.027298189
INDIA,ER,JH,8101234,RURAL,2036,0.033377571
INDIA,ER,JH,8247207,RURAL,2037,0.040807032
INDIA,ER,JH,8397965,RURAL,2038,0.049878324
INDIA,ER,JH,8551479,RURAL,2039,0.060958736
INDIA,ER,JH,8707799,RURAL,2040,0.074491887
INDIA,ER,JH,8866976,RURAL,2041,0.091019054
INDIA,ER,JH,2657912,URBAN,2022,0.088275553
INDIA,ER,JH,2770257,URBAN,2023,0.091434217
INDIA,ER,JH,2886561,URBAN,2024,0.094827608
INDIA,ER,JH,3007231,URBAN,2025,0.098558072
INDIA,ER,JH,3132129,URBAN,2026,0.102549328
INDIA,ER,JH,3259324,URBAN,2027,0.106855525
INDIA,ER,JH,3389722,URBAN,2028,0.111550201
INDIA,ER,JH,3524615,URBAN,2029,0.116638955
INDIA,ER,JH,3664146,URBAN,2030,0.122313606
INDIA,ER,JH,3808461,URBAN,2031,0.128746065
INDIA,ER,JH,3955077,URBAN,2032,0.136171662
INDIA,ER,JH,4103972,URBAN,2033,0.14492551
INDIA,ER,JH,4258222,URBAN,2034,0.155490034
INDIA,ER,JH,4417654,URBAN,2035,0.168563705
INDIA,ER,JH,4582790,URBAN,2036,0.183956443
INDIA,ER,JH,4752718,URBAN,2037,0.202284113
INDIA,ER,JH,4931444,URBAN,2038,0.224346517
INDIA,ER,JH,5116892,URBAN,2039,0.251267202
INDIA,ER,JH,5309313,URBAN,2040,0.284573275
INDIA,ER,JH,5508970,URBAN,2041,0.322259985
INDIA,ER,OD,9918923,RURAL,2022,0.005021093
INDIA,ER,OD,10068913,RURAL,2023,0.006748037
INDIA,ER,OD,10220730,RURAL,2024,0.008370788
