EnergyCarrier,Year,Season,DayType,DaySlice,ModelGeography,SubGeography1,DomSupplyFrom
NATGAS,2028,,,,INDIA,,22.671664179150003
NATGAS,2029,,,,INDIA,,23.125737001919997
NATGAS,2030,,,,INDIA,,23.586205216560003
NATGAS,2031,,,,INDIA,,24.05946421494
BIOGAS,2021,,,,INDIA,,0.49801137572592946
BIOGAS,2022,,,,INDIA,,0.4741372401468567
BIOGAS,2023,,,,INDIA,,0.45822724853114233
BIOGAS,2024,,,,INDIA,,0.44798132593570217
BIOGAS,2025,,,,INDIA,,0.44099410559239827
BIOGAS,2026,,,,INDIA,,0.4359442333645401
BIOGAS,2027,,,,INDIA,,0.4286089602176996
BIOGAS,2028,,,,INDIA,,0.422742130153017
BIOGAS,2029,,,,INDIA,,0.4170606446417062
BIOGAS,2030,,,,INDIA,,0.41164355324087226
BIOGAS,2031,,,,INDIA,,0.40629007158277647
BIOMASS,2021,,,,INDIA,,301.8818551836131
BIOMASS,2022,,,,INDIA,,294.40541428176346
BIOMASS,2023,,,,INDIA,,288.8628994547966
BIOMASS,2024,,,,INDIA,,283.8687652188693
BIOMASS,2025,,,,INDIA,,278.6699985449867
BIOMASS,2026,,,,INDIA,,273.92336747114496
BIOMASS,2027,,,,INDIA,,269.22769672414705
BIOMASS,2028,,,,INDIA,,264.4509346430214
BIOMASS,2029,,,,INDIA,,260.31329806709806
BIOMASS,2030,,,,INDIA,,257.2910427980943
BIOMASS,2031,,,,INDIA,,253.82520052638046
CRUDE,2021,,,,INDIA,,32.49
CRUDE,2022,,,,INDIA,,32.82
CRUDE,2023,,,,INDIA,,33.14
CRUDE,2024,,,,INDIA,,33.48
CRUDE,2025,,,,INDIA,,33.81
CRUDE,2026,,,,INDIA,,34.15
CRUDE,2027,,,,INDIA,,34.49
CRUDE,2028,,,,INDIA,,34.83
CRUDE,2029,,,,INDIA,,35.18
CRUDE,2030,,,,INDIA,,35.53
CRUDE,2031,,,,INDIA,,35.89
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,ER,117.39350653764271
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,WR,179.93656515340166
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,NR,124.79868518549846
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,SR,154.4381838235779
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,NER,4.94761189122579
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,ER,118.33267153828109
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,WR,214.9552443627751
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,NR,156.26072476011964
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,SR,185.6008919787376
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,NER,5.760772864710694
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,ER,118.3126339536925
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,WR,201.9992006559207
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,NR,158.47313361532267
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,SR,197.99601948964147
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,NER,6.328623551838802
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,ER,117.32914292803325
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,WR,192.58706718220498
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,NR,151.8539825246019
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,SR,175.095552808601
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,NER,6.254648599994267
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,ER,156.1819864281852
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,WR,380.13621100204944
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,NR,201.40872775543087
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,SR,207.8460075052935
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,NER,14.290927409243194
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,ER,311.51015030736374
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,WR,412.17712633068186
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,NR,241.43748207309793
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,SR,394.7778659021504
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,NER,11.479410847970454
ELECTRICITY,2021,MONSOON,ALLDAYS,EARLY,INDIA,ER,118.73604277081895
ELECTRICITY,2021,MONSOON,ALLDAYS,EARLY,INDIA,WR,112.84506661472474
ELECTRICITY,2021,MONSOON,ALLDAYS,EARLY,INDIA,NR,96.68054737796368
ELECTRICITY,2021,MONSOON,ALLDAYS,EARLY,INDIA,SR,166.60321685435918
ELECTRICITY,2021,MONSOON,ALLDAYS,EARLY,INDIA,NER,7.125931943404433
ELECTRICITY,2021,MONSOON,ALLDAYS,MORN,INDIA,ER,119.49698577569959
ELECTRICITY,2021,MONSOON,ALLDAYS,MORN,INDIA,WR,134.91760431182954
ELECTRICITY,2021,MONSOON,ALLDAYS,MORN,INDIA,NR,110.8756133946099
ELECTRICITY,2021,MONSOON,ALLDAYS,MORN,INDIA,SR,184.2314668751264
ELECTRICITY,2021,MONSOON,ALLDAYS,MORN,INDIA,NER,7.721864105318211
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,ER,119.44627897251152
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,WR,143.26269906312461
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,NR,128.21993147048707
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,SR,192.90494956990563
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,NER,8.466775442736301
ELECTRICITY,2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,ER,118.69595560063506
ELECTRICITY,2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,WR,141.2426000490898
ELECTRICITY,2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,NR,126.30164786577623
ELECTRICITY,2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,SR,186.37782228801865
ELECTRICITY,2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,NER,8.488610404653027
ELECTRICITY,2021,MONSOON,ALLDAYS,EVENING,INDIA,ER,157.69841829092098
ELECTRICITY,2021,MONSOON,ALLDAYS,EVENING,INDIA,WR,277.3295834391607
ELECTRICITY,2021,MONSOON,ALLDAYS,EVENING,INDIA,NR,135.13183563378809
ELECTRICITY,2021,MONSOON,ALLDAYS,EVENING,INDIA,SR,223.91513246621142
ELECTRICITY,2021,MONSOON,ALLDAYS,EVENING,INDIA,NER,11.114900874778076
ELECTRICITY,2021,MONSOON,ALLDAYS,NIGHT,INDIA,ER,315.39761457238563
ELECTRICITY,2021,MONSOON,ALLDAYS,NIGHT,INDIA,WR,192.87901706418162
ELECTRICITY,2021,MONSOON,ALLDAYS,NIGHT,INDIA,NR,145.27367415371955
ELECTRICITY,2021,MONSOON,ALLDAYS,NIGHT,INDIA,SR,338.246199159609
ELECTRICITY,2021,MONSOON,ALLDAYS,NIGHT,INDIA,NER,16.864016710970954
ELECTRICITY,2021,AUTUMN,ALLDAYS,EARLY,INDIA,ER,118.30079448104911
ELECTRICITY,2021,AUTUMN,ALLDAYS,EARLY,INDIA,WR,149.8323732420705
ELECTRICITY,2021,AUTUMN,ALLDAYS,EARLY,INDIA,NR,42.12842684295043
ELECTRICITY,2021,AUTUMN,ALLDAYS,EARLY,INDIA,SR,159.49489651325004
ELECTRICITY,2021,AUTUMN,ALLDAYS,EARLY,INDIA,NER,5.592639822170123
ELECTRICITY,2021,AUTUMN,ALLDAYS,MORN,INDIA,ER,119.20094353524284
ELECTRICITY,2021,AUTUMN,ALLDAYS,MORN,INDIA,WR,204.72022702734117
ELECTRICITY,2021,AUTUMN,ALLDAYS,MORN,INDIA,NR,94.72155587421204
ELECTRICITY,2021,AUTUMN,ALLDAYS,MORN,INDIA,SR,188.4175658538136
ELECTRICITY,2021,AUTUMN,ALLDAYS,MORN,INDIA,NER,6.416298277848735
ELECTRICITY,2021,AUTUMN,ALLDAYS,MID,INDIA,ER,119.0858729572748
ELECTRICITY,2021,AUTUMN,ALLDAYS,MID,INDIA,WR,281.8647923461275
ELECTRICITY,2021,AUTUMN,ALLDAYS,MID,INDIA,NR,81.24550480365693
ELECTRICITY,2021,AUTUMN,ALLDAYS,MID,INDIA,SR,194.19661240656393
ELECTRICITY,2021,AUTUMN,ALLDAYS,MID,INDIA,NER,7.150431502358141
ELECTRICITY,2021,AUTUMN,ALLDAYS,AFTERNOON,INDIA,ER,118.08462097981983
ELECTRICITY,2021,AUTUMN,ALLDAYS,AFTERNOON,INDIA,WR,274.68276146154915
ELECTRICITY,2021,AUTUMN,ALLDAYS,AFTERNOON,INDIA,NR,86.85711702480063
ELECTRICITY,2021,AUTUMN,ALLDAYS,AFTERNOON,INDIA,SR,169.41598453447776
ELECTRICITY,2021,AUTUMN,ALLDAYS,AFTERNOON,INDIA,NER,7.368919699643353
ELECTRICITY,2021,AUTUMN,ALLDAYS,EVENING,INDIA,ER,157.009027495546
ELECTRICITY,2021,AUTUMN,ALLDAYS,EVENING,INDIA,WR,322.2396195289432
ELECTRICITY,2021,AUTUMN,ALLDAYS,EVENING,INDIA,NR,106.70009847549463
ELECTRICITY,2021,AUTUMN,ALLDAYS,EVENING,INDIA,SR,204.03968162449414
ELECTRICITY,2021,AUTUMN,ALLDAYS,EVENING,INDIA,NER,10.055737455141266
ELECTRICITY,2021,AUTUMN,ALLDAYS,NIGHT,INDIA,ER,314.018054991092
ELECTRICITY,2021,AUTUMN,ALLDAYS,NIGHT,INDIA,WR,251.8722488499468
ELECTRICITY,2021,AUTUMN,ALLDAYS,NIGHT,INDIA,NR,84.73819140704482
ELECTRICITY,2021,AUTUMN,ALLDAYS,NIGHT,INDIA,SR,396.5731015251879
ELECTRICITY,2021,AUTUMN,ALLDAYS,NIGHT,INDIA,NER,14.744225540771257
ELECTRICITY,2021,WINTER,ALLDAYS,EARLY,INDIA,ER,116.46743630457793
ELECTRICITY,2021,WINTER,ALLDAYS,EARLY,INDIA,WR,164.21016865072338
ELECTRICITY,2021,WINTER,ALLDAYS,EARLY,INDIA,NR,62.15312899086055
ELECTRICITY,2021,WINTER,ALLDAYS,EARLY,INDIA,SR,150.05935017414782
ELECTRICITY,2021,WINTER,ALLDAYS,EARLY,INDIA,NER,3.712611216344961
ELECTRICITY,2021,WINTER,ALLDAYS,MORN,INDIA,ER,117.46220191095117
ELECTRICITY,2021,WINTER,ALLDAYS,MORN,INDIA,WR,239.16853902016794
ELECTRICITY,2021,WINTER,ALLDAYS,MORN,INDIA,NR,33.741193117295936
ELECTRICITY,2021,WINTER,ALLDAYS,MORN,INDIA,SR,176.98703974351685
ELECTRICITY,2021,WINTER,ALLDAYS,MORN,INDIA,NER,4.546422530782083
ELECTRICITY,2021,WINTER,ALLDAYS,MID,INDIA,ER,117.44992962707505
ELECTRICITY,2021,WINTER,ALLDAYS,MID,INDIA,WR,280.5741658005855
ELECTRICITY,2021,WINTER,ALLDAYS,MID,INDIA,NR,43.543015136170744
ELECTRICITY,2021,WINTER,ALLDAYS,MID,INDIA,SR,184.69469460318945
ELECTRICITY,2021,WINTER,ALLDAYS,MID,INDIA,NER,5.15197400284902
ELECTRICITY,2021,WINTER,ALLDAYS,AFTERNOON,INDIA,ER,116.30936031315456
ELECTRICITY,2021,WINTER,ALLDAYS,AFTERNOON,INDIA,WR,278.5125029422527
ELECTRICITY,2021,WINTER,ALLDAYS,AFTERNOON,INDIA,NR,39.89518257646446
ELECTRICITY,2021,WINTER,ALLDAYS,AFTERNOON,INDIA,SR,162.23157001025544
ELECTRICITY,2021,WINTER,ALLDAYS,AFTERNOON,INDIA,NER,5.049100795935868
ELECTRICITY,2021,WINTER,ALLDAYS,EVENING,INDIA,ER,154.7249894026492
ELECTRICITY,2021,WINTER,ALLDAYS,EVENING,INDIA,WR,267.475849033508
ELECTRICITY,2021,WINTER,ALLDAYS,EVENING,INDIA,NR,28.179347255910447
ELECTRICITY,2021,WINTER,ALLDAYS,EVENING,INDIA,SR,195.20413081533115
ELECTRICITY,2021,WINTER,ALLDAYS,EVENING,INDIA,NER,6.720395763626463
ELECTRICITY,2021,WINTER,ALLDAYS,NIGHT,INDIA,ER,309.4499788052984
ELECTRICITY,2021,WINTER,ALLDAYS,NIGHT,INDIA,WR,254.94151582550072
ELECTRICITY,2021,WINTER,ALLDAYS,NIGHT,INDIA,NR,55.0525481945384
ELECTRICITY,2021,WINTER,ALLDAYS,NIGHT,INDIA,SR,383.99884006102315
ELECTRICITY,2021,WINTER,ALLDAYS,NIGHT,INDIA,NER,9.707438834473212
ELECTRICITY,2021,SPRING,ALLDAYS,EARLY,INDIA,ER,116.56860957647386
ELECTRICITY,2021,SPRING,ALLDAYS,EARLY,INDIA,WR,167.5917123555246
ELECTRICITY,2021,SPRING,ALLDAYS,EARLY,INDIA,NR,22.893185499910064
ELECTRICITY,2021,SPRING,ALLDAYS,EARLY,INDIA,SR,148.04022740850317
ELECTRICITY,2021,SPRING,ALLDAYS,EARLY,INDIA,NER,3.9992772042054274
ELECTRICITY,2021,SPRING,ALLDAYS,MORN,INDIA,ER,117.65342848318915
ELECTRICITY,2021,SPRING,ALLDAYS,MORN,INDIA,WR,253.72666741702804
ELECTRICITY,2021,SPRING,ALLDAYS,MORN,INDIA,NR,35.856947313762994
ELECTRICITY,2021,SPRING,ALLDAYS,MORN,INDIA,SR,179.40706644125174
ELECTRICITY,2021,SPRING,ALLDAYS,MORN,INDIA,NER,4.8281933011292715
ELECTRICITY,2021,SPRING,ALLDAYS,MID,INDIA,ER,117.71092105735082
ELECTRICITY,2021,SPRING,ALLDAYS,MID,INDIA,WR,285.78551294077073
ELECTRICITY,2021,SPRING,ALLDAYS,MID,INDIA,NR,62.38306890984295
ELECTRICITY,2021,SPRING,ALLDAYS,MID,INDIA,SR,192.33210511816534
ELECTRICITY,2021,SPRING,ALLDAYS,MID,INDIA,NER,5.282663597952434
ELECTRICITY,2021,SPRING,ALLDAYS,AFTERNOON,INDIA,ER,116.62987779053005
ELECTRICITY,2021,SPRING,ALLDAYS,AFTERNOON,INDIA,WR,285.5858419091099
ELECTRICITY,2021,SPRING,ALLDAYS,AFTERNOON,INDIA,NR,67.63079198931891
ELECTRICITY,2021,SPRING,ALLDAYS,AFTERNOON,INDIA,SR,172.5150031271035
ELECTRICITY,2021,SPRING,ALLDAYS,AFTERNOON,INDIA,NER,5.187650166926797
ELECTRICITY,2021,SPRING,ALLDAYS,EVENING,INDIA,ER,154.83510923014924
ELECTRICITY,2021,SPRING,ALLDAYS,EVENING,INDIA,WR,341.68356737377565
ELECTRICITY,2021,SPRING,ALLDAYS,EVENING,INDIA,NR,65.95449076680192
ELECTRICITY,2021,SPRING,ALLDAYS,EVENING,INDIA,SR,195.32930436447083
ELECTRICITY,2021,SPRING,ALLDAYS,EVENING,INDIA,NER,6.893604102058244
ELECTRICITY,2021,SPRING,ALLDAYS,NIGHT,INDIA,ER,309.6702184602985
ELECTRICITY,2021,SPRING,ALLDAYS,NIGHT,INDIA,WR,382.36364946152105
ELECTRICITY,2021,SPRING,ALLDAYS,NIGHT,INDIA,NR,57.07492037919662
ELECTRICITY,2021,SPRING,ALLDAYS,NIGHT,INDIA,SR,295.883232306581
ELECTRICITY,2021,SPRING,ALLDAYS,NIGHT,INDIA,NER,10.464697682361763
ELECTRICITY,2022,SUMMER,ALLDAYS,EARLY,INDIA,ER,123.0360164885191
ELECTRICITY,2022,SUMMER,ALLDAYS,EARLY,INDIA,WR,240.1554111174865
ELECTRICITY,2022,SUMMER,ALLDAYS,EARLY,INDIA,NR,80.37282980318273
ELECTRICITY,2022,SUMMER,ALLDAYS,EARLY,INDIA,SR,166.45384199858108
ELECTRICITY,2022,SUMMER,ALLDAYS,EARLY,INDIA,NER,5.625051446339114
ELECTRICITY,2022,SUMMER,ALLDAYS,MORN,INDIA,ER,124.03037806027396
ELECTRICITY,2022,SUMMER,ALLDAYS,MORN,INDIA,WR,251.4638012432032
ELECTRICITY,2022,SUMMER,ALLDAYS,MORN,INDIA,NR,140.94683094959657
ELECTRICITY,2022,SUMMER,ALLDAYS,MORN,INDIA,SR,199.91665999485792
ELECTRICITY,2022,SUMMER,ALLDAYS,MORN,INDIA,NER,6.461007993547892
ELECTRICITY,2022,SUMMER,ALLDAYS,MID,INDIA,ER,124.00919811003928
ELECTRICITY,2022,SUMMER,ALLDAYS,MID,INDIA,WR,203.44640887501748
ELECTRICITY,2022,SUMMER,ALLDAYS,MID,INDIA,NR,177.842651385376
ELECTRICITY,2022,SUMMER,ALLDAYS,MID,INDIA,SR,213.00450908150842
ELECTRICITY,2022,SUMMER,ALLDAYS,MID,INDIA,NER,6.849681800048602
ELECTRICITY,2022,SUMMER,ALLDAYS,AFTERNOON,INDIA,ER,122.967960220588
ELECTRICITY,2022,SUMMER,ALLDAYS,AFTERNOON,INDIA,WR,199.34123294941236
ELECTRICITY,2022,SUMMER,ALLDAYS,AFTERNOON,INDIA,NR,165.66891105052235
ELECTRICITY,2022,SUMMER,ALLDAYS,AFTERNOON,INDIA,SR,188.30602892009068
ELECTRICITY,2022,SUMMER,ALLDAYS,AFTERNOON,INDIA,NER,6.741687661693142
ELECTRICITY,2022,SUMMER,ALLDAYS,EVENING,INDIA,ER,163.660190394858
ELECTRICITY,2022,SUMMER,ALLDAYS,EVENING,INDIA,WR,392.32732929234584
ELECTRICITY,2022,SUMMER,ALLDAYS,EVENING,INDIA,NR,212.71262131890245
ELECTRICITY,2022,SUMMER,ALLDAYS,EVENING,INDIA,SR,223.3814665762282
ELECTRICITY,2022,SUMMER,ALLDAYS,EVENING,INDIA,NER,15.914805545781961
ELECTRICITY,2022,SUMMER,ALLDAYS,NIGHT,INDIA,ER,326.4664005338652
ELECTRICITY,2022,SUMMER,ALLDAYS,NIGHT,INDIA,WR,469.332274385989
ELECTRICITY,2022,SUMMER,ALLDAYS,NIGHT,INDIA,NR,196.96678499379297
ELECTRICITY,2022,SUMMER,ALLDAYS,NIGHT,INDIA,SR,425.16700404522254
ELECTRICITY,2022,SUMMER,ALLDAYS,NIGHT,INDIA,NER,12.769789616185617
ELECTRICITY,2022,MONSOON,ALLDAYS,EARLY,INDIA,ER,124.38200068488302
ELECTRICITY,2022,MONSOON,ALLDAYS,EARLY,INDIA,WR,190.0180638685429
ELECTRICITY,2022,MONSOON,ALLDAYS,EARLY,INDIA,NR,50.05742604319442
ELECTRICITY,2022,MONSOON,ALLDAYS,EARLY,INDIA,SR,178.2112953131545
ELECTRICITY,2022,MONSOON,ALLDAYS,EARLY,INDIA,NER,7.6466815252617195
ELECTRICITY,2022,MONSOON,ALLDAYS,MORN,INDIA,ER,125.18762172545537
ELECTRICITY,2022,MONSOON,ALLDAYS,MORN,INDIA,WR,204.43554623988092
ELECTRICITY,2022,MONSOON,ALLDAYS,MORN,INDIA,NR,66.80197484207746
ELECTRICITY,2022,MONSOON,ALLDAYS,MORN,INDIA,SR,195.0389313492163
ELECTRICITY,2022,MONSOON,ALLDAYS,MORN,INDIA,NER,8.199408065182233
ELECTRICITY,2022,MONSOON,ALLDAYS,MID,INDIA,ER,125.1339211345109
ELECTRICITY,2022,MONSOON,ALLDAYS,MID,INDIA,WR,184.0793696312954
ELECTRICITY,2022,MONSOON,ALLDAYS,MID,INDIA,NR,110.91649546742339
ELECTRICITY,2022,MONSOON,ALLDAYS,MID,INDIA,SR,203.80608484239892
ELECTRICITY,2022,MONSOON,ALLDAYS,MID,INDIA,NER,8.939748692783397
ELECTRICITY,2022,MONSOON,ALLDAYS,AFTERNOON,INDIA,ER,124.33955610047727
ELECTRICITY,2022,MONSOON,ALLDAYS,AFTERNOON,INDIA,WR,149.80289566040253
ELECTRICITY,2022,MONSOON,ALLDAYS,AFTERNOON,INDIA,NR,138.82174566117618
ELECTRICITY,2022,MONSOON,ALLDAYS,AFTERNOON,INDIA,SR,199.12280096697145
ELECTRICITY,2022,MONSOON,ALLDAYS,AFTERNOON,INDIA,NER,9.230987702333577
ELECTRICITY,2022,MONSOON,ALLDAYS,EVENING,INDIA,ER,165.190198525573
ELECTRICITY,2022,MONSOON,ALLDAYS,EVENING,INDIA,WR,252.35975554895074
ELECTRICITY,2022,MONSOON,ALLDAYS,EVENING,INDIA,NR,198.80111583553628
ELECTRICITY,2022,MONSOON,ALLDAYS,EVENING,INDIA,SR,240.0984953208469
ELECTRICITY,2022,MONSOON,ALLDAYS,EVENING,INDIA,NER,12.088410901267075
ELECTRICITY,2022,MONSOON,ALLDAYS,NIGHT,INDIA,ER,330.38118860384225
ELECTRICITY,2022,MONSOON,ALLDAYS,NIGHT,INDIA,WR,302.84507485196207
