EnergyCarrier,Year,Season,DayType,DaySlice,ModelGeography,SubGeography1,ECCostInBT_BA
COKING_COAL,2021,,,,INDIA,ER,447543.5781363235
COKING_COAL,2021,,,,INDIA,WR,29595.46024185913
COKING_COAL,2021,,,,INDIA,NR,0.0
COKING_COAL,2021,,,,INDIA,SR,9598.363907775416
COKING_COAL,2021,,,,INDIA,NER,0.0
COKING_COAL,2022,,,,INDIA,ER,483449.9493423246
COKING_COAL,2022,,,,INDIA,WR,32408.070418811145
COKING_COAL,2022,,,,INDIA,NR,0.0
COKING_COAL,2022,,,,INDIA,SR,10502.165311984252
COKING_COAL,2022,,,,INDIA,NER,0.0
COKING_COAL,2023,,,,INDIA,ER,508885.8262104589
COKING_COAL,2023,,,,INDIA,WR,34587.677579903364
COKING_COAL,2023,,,,INDIA,NR,0.0
COKING_COAL,2023,,,,INDIA,SR,11197.58162111789
COKING_COAL,2023,,,,INDIA,NER,0.0
COKING_COAL,2024,,,,INDIA,ER,534233.3476473524
COKING_COAL,2024,,,,INDIA,WR,36820.84763557005
COKING_COAL,2024,,,,INDIA,NR,0.0
COKING_COAL,2024,,,,INDIA,SR,11907.472246565525
COKING_COAL,2024,,,,INDIA,NER,0.0
COKING_COAL,2025,,,,INDIA,ER,561066.0553285792
COKING_COAL,2025,,,,INDIA,WR,39216.4156867405
COKING_COAL,2025,,,,INDIA,NR,0.0
COKING_COAL,2025,,,,INDIA,SR,12667.138651576692
COKING_COAL,2025,,,,INDIA,NER,0.0
COKING_COAL,2026,,,,INDIA,ER,587861.0341330123
COKING_COAL,2026,,,,INDIA,WR,41675.73745390308
COKING_COAL,2026,,,,INDIA,NR,0.0
COKING_COAL,2026,,,,INDIA,SR,13443.853770499752
COKING_COAL,2026,,,,INDIA,NER,0.0
COKING_COAL,2027,,,,INDIA,ER,615325.6588773008
COKING_COAL,2027,,,,INDIA,WR,44250.273013521
COKING_COAL,2027,,,,INDIA,NR,0.0
COKING_COAL,2027,,,,INDIA,SR,14254.073246238637
COKING_COAL,2027,,,,INDIA,NER,0.0
COKING_COAL,2028,,,,INDIA,ER,644033.2676471446
COKING_COAL,2028,,,,INDIA,WR,46985.91218007589
COKING_COAL,2028,,,,INDIA,NR,0.0
COKING_COAL,2028,,,,INDIA,SR,15112.170407680249
COKING_COAL,2028,,,,INDIA,NER,0.0
COKING_COAL,2029,,,,INDIA,ER,674037.9203116435
COKING_COAL,2029,,,,INDIA,WR,49892.864841707946
COKING_COAL,2029,,,,INDIA,NR,0.0
COKING_COAL,2029,,,,INDIA,SR,16020.907644960658
COKING_COAL,2029,,,,INDIA,NER,0.0
COKING_COAL,2030,,,,INDIA,ER,705395.9087552185
COKING_COAL,2030,,,,INDIA,WR,52981.994193526516
COKING_COAL,2030,,,,INDIA,NR,0.0
COKING_COAL,2030,,,,INDIA,SR,16983.202108502912
COKING_COAL,2030,,,,INDIA,NER,0.0
COKING_COAL,2031,,,,INDIA,ER,738165.843797543
COKING_COAL,2031,,,,INDIA,WR,56264.858649521404
COKING_COAL,2031,,,,INDIA,NR,0.0
COKING_COAL,2031,,,,INDIA,SR,18002.13406724575
COKING_COAL,2031,,,,INDIA,NER,0.0
STEAM_COAL,2021,,,,INDIA,ER,757264.8505950161
STEAM_COAL,2021,,,,INDIA,WR,1000929.7308634383
STEAM_COAL,2021,,,,INDIA,NR,437633.30578152614
STEAM_COAL,2021,,,,INDIA,SR,808401.0115533796
STEAM_COAL,2021,,,,INDIA,NER,13402.156015043884
STEAM_COAL,2022,,,,INDIA,ER,797219.2715812005
STEAM_COAL,2022,,,,INDIA,WR,1054117.8844214054
STEAM_COAL,2022,,,,INDIA,NR,458013.12895342096
STEAM_COAL,2022,,,,INDIA,SR,884171.1032388302
STEAM_COAL,2022,,,,INDIA,NER,13425.646667173583
STEAM_COAL,2023,,,,INDIA,ER,853491.5076679977
STEAM_COAL,2023,,,,INDIA,WR,1110133.2495986633
STEAM_COAL,2023,,,,INDIA,NR,351133.41711102775
STEAM_COAL,2023,,,,INDIA,SR,857946.8317508288
STEAM_COAL,2023,,,,INDIA,NER,10099.629632661534
STEAM_COAL,2024,,,,INDIA,ER,890044.6815231374
STEAM_COAL,2024,,,,INDIA,WR,1169182.6670719972
STEAM_COAL,2024,,,,INDIA,NR,363353.58065463207
STEAM_COAL,2024,,,,INDIA,SR,793351.0295777875
STEAM_COAL,2024,,,,INDIA,NER,9582.351659966895
STEAM_COAL,2025,,,,INDIA,ER,916505.5328782116
STEAM_COAL,2025,,,,INDIA,WR,1231393.2780772108
STEAM_COAL,2025,,,,INDIA,NR,301721.7185710929
STEAM_COAL,2025,,,,INDIA,SR,785330.1627861786
STEAM_COAL,2025,,,,INDIA,NER,8574.908619152204
STEAM_COAL,2026,,,,INDIA,ER,952052.7969223805
STEAM_COAL,2026,,,,INDIA,WR,1222726.7378737268
STEAM_COAL,2026,,,,INDIA,NR,222004.738244191
STEAM_COAL,2026,,,,INDIA,SR,778237.8825377475
STEAM_COAL,2026,,,,INDIA,NER,7481.72553468755
STEAM_COAL,2027,,,,INDIA,ER,947505.6664884292
STEAM_COAL,2027,,,,INDIA,WR,1231365.3026743974
STEAM_COAL,2027,,,,INDIA,NR,261934.90707457633
STEAM_COAL,2027,,,,INDIA,SR,718696.872781702
STEAM_COAL,2027,,,,INDIA,NER,4987.723319091809
STEAM_COAL,2028,,,,INDIA,ER,951294.393171234
STEAM_COAL,2028,,,,INDIA,WR,1238057.303814072
STEAM_COAL,2028,,,,INDIA,NR,273675.6775937703
STEAM_COAL,2028,,,,INDIA,SR,713826.4727952373
STEAM_COAL,2028,,,,INDIA,NER,5426.068377457806
STEAM_COAL,2029,,,,INDIA,ER,986000.2057234319
STEAM_COAL,2029,,,,INDIA,WR,1246222.7313220145
STEAM_COAL,2029,,,,INDIA,NR,296125.4105033355
STEAM_COAL,2029,,,,INDIA,SR,718110.6022548564
STEAM_COAL,2029,,,,INDIA,NER,6217.4830634263235
STEAM_COAL,2030,,,,INDIA,ER,1012302.9883686841
STEAM_COAL,2030,,,,INDIA,WR,1251062.0853447816
STEAM_COAL,2030,,,,INDIA,NR,295368.66601877805
STEAM_COAL,2030,,,,INDIA,SR,724878.1279823239
STEAM_COAL,2030,,,,INDIA,NER,6378.425852063302
STEAM_COAL,2031,,,,INDIA,ER,1023344.8519605398
STEAM_COAL,2031,,,,INDIA,WR,1306004.4698936245
STEAM_COAL,2031,,,,INDIA,NR,331414.3400713921
STEAM_COAL,2031,,,,INDIA,SR,746718.0157393215
STEAM_COAL,2031,,,,INDIA,NER,7682.873729151
NATGAS,2021,,,,INDIA,,408408.24007393606
NATGAS,2022,,,,INDIA,,459872.3198620413
NATGAS,2023,,,,INDIA,,493872.41816496867
NATGAS,2024,,,,INDIA,,549467.3976767453
NATGAS,2025,,,,INDIA,,599580.2788701917
NATGAS,2026,,,,INDIA,,659478.3270020991
NATGAS,2027,,,,INDIA,,734959.5580104025
NATGAS,2028,,,,INDIA,,783183.5314375518
NATGAS,2029,,,,INDIA,,862008.6991465947
NATGAS,2030,,,,INDIA,,935724.2388308124
NATGAS,2031,,,,INDIA,,982246.4799048087
BIOGAS,2021,,,,INDIA,,17546.940840270774
BIOGAS,2022,,,,INDIA,,16935.116689425937
BIOGAS,2023,,,,INDIA,,16582.38226303937
BIOGAS,2024,,,,INDIA,,16435.051652479327
BIOGAS,2025,,,,INDIA,,16392.504863671893
BIOGAS,2026,,,,INDIA,,16424.2271104121
BIOGAS,2027,,,,INDIA,,16370.109174951513
BIOGAS,2028,,,,INDIA,,16366.077795113457
BIOGAS,2029,,,,INDIA,,16366.592286480172
BIOGAS,2030,,,,INDIA,,16374.985968130717
BIOGAS,2031,,,,INDIA,,16383.487533646643
BIOMASS,2021,,,,INDIA,,1079800.5611753317
