EnergyCarrier,Year,Season,DayType,DaySlice,ModelGeography,SubGeography1,EndUseDemand
COKING_COAL,2028,,,,INDIA,SR,1.8858812984956599
COKING_COAL,2028,,,,INDIA,NER,0.0
COKING_COAL,2029,,,,INDIA,ER,84.76790889361378
COKING_COAL,2029,,,,INDIA,WR,6.125812281913668
COKING_COAL,2029,,,,INDIA,NR,0.0
COKING_COAL,2029,,,,INDIA,SR,1.9906276082203855
COKING_COAL,2029,,,,INDIA,NER,0.0
COKING_COAL,2030,,,,INDIA,ER,88.32252131991854
COKING_COAL,2030,,,,INDIA,WR,6.477241423220124
COKING_COAL,2030,,,,INDIA,NR,0.0
COKING_COAL,2030,,,,INDIA,SR,2.1010516312617167
COKING_COAL,2030,,,,INDIA,NER,0.0
COKING_COAL,2031,,,,INDIA,ER,92.02011810917247
COKING_COAL,2031,,,,INDIA,WR,6.849112914138089
COKING_COAL,2031,,,,INDIA,NR,0.0
COKING_COAL,2031,,,,INDIA,SR,2.2174520114273713
COKING_COAL,2031,,,,INDIA,NER,0.0
STEAM_COAL,2021,,,,INDIA,ER,94.28680557403794
STEAM_COAL,2021,,,,INDIA,WR,88.67567751266309
STEAM_COAL,2021,,,,INDIA,NR,25.496294411450172
STEAM_COAL,2021,,,,INDIA,SR,27.54795182251067
STEAM_COAL,2021,,,,INDIA,NER,0.5326835858315025
STEAM_COAL,2022,,,,INDIA,ER,98.90822526375497
STEAM_COAL,2022,,,,INDIA,WR,94.0012149042976
STEAM_COAL,2022,,,,INDIA,NR,26.919637438954375
STEAM_COAL,2022,,,,INDIA,SR,29.181398239359964
STEAM_COAL,2022,,,,INDIA,NER,0.5634054905052445
STEAM_COAL,2023,,,,INDIA,ER,102.23812445567505
STEAM_COAL,2023,,,,INDIA,WR,98.1870466446911
STEAM_COAL,2023,,,,INDIA,NR,28.005317310690796
STEAM_COAL,2023,,,,INDIA,SR,30.456768474321056
STEAM_COAL,2023,,,,INDIA,NER,0.5872177572176469
STEAM_COAL,2024,,,,INDIA,ER,105.60438151717943
STEAM_COAL,2024,,,,INDIA,WR,102.49326333718477
STEAM_COAL,2024,,,,INDIA,NR,29.114183423494467
STEAM_COAL,2024,,,,INDIA,SR,31.764954659133203
STEAM_COAL,2024,,,,INDIA,NER,0.6116798410333477
STEAM_COAL,2025,,,,INDIA,ER,108.99785683636578
STEAM_COAL,2025,,,,INDIA,WR,106.91415582332779
STEAM_COAL,2025,,,,INDIA,NR,30.24404202225319
STEAM_COAL,2025,,,,INDIA,SR,33.10377606387834
STEAM_COAL,2025,,,,INDIA,NER,0.6367584658245083
STEAM_COAL,2026,,,,INDIA,ER,112.45054533428645
STEAM_COAL,2026,,,,INDIA,WR,111.48477796592529
STEAM_COAL,2026,,,,INDIA,NR,31.404172411791464
STEAM_COAL,2026,,,,INDIA,SR,34.48364265372347
STEAM_COAL,2026,,,,INDIA,NER,0.6626630206303435
STEAM_COAL,2027,,,,INDIA,ER,115.94791066874991
STEAM_COAL,2027,,,,INDIA,WR,116.1947197530162
STEAM_COAL,2027,,,,INDIA,NR,32.5909596703875
STEAM_COAL,2027,,,,INDIA,SR,35.9008612048732
STEAM_COAL,2027,,,,INDIA,NER,0.6893323281331465
STEAM_COAL,2028,,,,INDIA,ER,119.54826806359611
STEAM_COAL,2028,,,,INDIA,WR,121.10736111351139
STEAM_COAL,2028,,,,INDIA,NR,33.821383153765346
STEAM_COAL,2028,,,,INDIA,SR,37.37448852081439
STEAM_COAL,2028,,,,INDIA,NER,0.7171426263613273
STEAM_COAL,2029,,,,INDIA,ER,123.25442641545519
STEAM_COAL,2029,,,,INDIA,WR,126.23158624140737
STEAM_COAL,2029,,,,INDIA,NR,35.09699081391882
STEAM_COAL,2029,,,,INDIA,SR,38.90667706171583
STEAM_COAL,2029,,,,INDIA,NER,0.7461462571259037
STEAM_COAL,2030,,,,INDIA,ER,127.06926252026037
STEAM_COAL,2030,,,,INDIA,WR,131.57667228969547
STEAM_COAL,2030,,,,INDIA,NR,36.41938280824101
STEAM_COAL,2030,,,,INDIA,SR,40.49965681926156
STEAM_COAL,2030,,,,INDIA,NER,0.7763982159583095
STEAM_COAL,2031,,,,INDIA,ER,130.99572251135783
STEAM_COAL,2031,,,,INDIA,WR,137.15230648799104
STEAM_COAL,2031,,,,INDIA,NR,37.790213136984846
STEAM_COAL,2031,,,,INDIA,SR,42.155737883275584
STEAM_COAL,2031,,,,INDIA,NER,0.8079563021454695
NATGAS,2021,,,,INDIA,,22.50216732468763
NATGAS,2022,,,,INDIA,,24.055727294732904
NATGAS,2023,,,,INDIA,,25.360263963970223
NATGAS,2024,,,,INDIA,,26.725665574155595
NATGAS,2025,,,,INDIA,,28.137822158683974
NATGAS,2026,,,,INDIA,,29.595374047157616
NATGAS,2027,,,,INDIA,,31.090267197462378
NATGAS,2028,,,,INDIA,,32.63362458102235
NATGAS,2029,,,,INDIA,,34.22824320999167
NATGAS,2030,,,,INDIA,,35.879356995659094
NATGAS,2031,,,,INDIA,,37.61964226045238
BIOGAS,2021,,,,INDIA,,0.4980113757259294
BIOGAS,2022,,,,INDIA,,0.47413724014685665
BIOGAS,2023,,,,INDIA,,0.4582272485311423
BIOGAS,2024,,,,INDIA,,0.44798132593570217
BIOGAS,2025,,,,INDIA,,0.4409941055923982
BIOGAS,2026,,,,INDIA,,0.43594423336454013
BIOGAS,2027,,,,INDIA,,0.4286089602176996
BIOGAS,2028,,,,INDIA,,0.42274213015301704
BIOGAS,2029,,,,INDIA,,0.4170606446417062
BIOGAS,2030,,,,INDIA,,0.41164355324087226
BIOGAS,2031,,,,INDIA,,0.40629007158277647
BIOMASS,2021,,,,INDIA,,301.31324598050367
BIOMASS,2022,,,,INDIA,,293.83680507865404
BIOMASS,2023,,,,INDIA,,288.5711823756757
BIOMASS,2024,,,,INDIA,,283.3001560157599
BIOMASS,2025,,,,INDIA,,278.1013893418773
BIOMASS,2026,,,,INDIA,,273.06970291285995
BIOMASS,2027,,,,INDIA,,268.37403216586205
BIOMASS,2028,,,,INDIA,,263.882325439912
BIOMASS,2029,,,,INDIA,,259.74468886398864
BIOMASS,2030,,,,INDIA,,255.74649842227146
BIOMASS,2031,,,,INDIA,,251.76723923206396
CRUDE,2021,,,,INDIA,,0.0
CRUDE,2022,,,,INDIA,,0.0
CRUDE,2023,,,,INDIA,,0.0
CRUDE,2024,,,,INDIA,,0.0
CRUDE,2025,,,,INDIA,,0.0
CRUDE,2026,,,,INDIA,,0.0
CRUDE,2027,,,,INDIA,,0.0
CRUDE,2028,,,,INDIA,,0.0
CRUDE,2029,,,,INDIA,,0.0
CRUDE,2030,,,,INDIA,,0.0
CRUDE,2031,,,,INDIA,,0.0
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,ER,54.873441068834495
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,WR,134.90009754985783
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,NR,118.75944552839631
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,SR,117.76841415980164
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,NER,3.0644063681184326
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,ER,68.77643892129487
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,WR,163.8960607632548
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,NR,148.46521374629862
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,SR,144.24595481783086
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,NER,4.330142490748744
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,ER,70.95293557083184
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,WR,162.43665933541507
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,NR,157.09032804354024
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,SR,142.51274701133966
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,NER,5.436769781452781
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,ER,69.42586232035923
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,WR,152.4583621263018
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,NR,148.3957579806989
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,SR,130.3641460464979
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,NER,4.817523628121784
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,ER,108.40181975185224
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,WR,202.9722469078175
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,NR,235.73898662975333
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,SR,179.90667720928732
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,NER,9.15317828894515
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,ER,123.18552213715842
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,WR,298.71900166521414
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,NR,276.35015511089523
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,SR,251.99014214172908
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,NER,7.570248372497218
ELECTRICITY,2021,MONSOON,ALLDAYS,EARLY,INDIA,ER,56.780291284027136
ELECTRICITY,2021,MONSOON,ALLDAYS,EARLY,INDIA,WR,106.68523462260157
ELECTRICITY,2021,MONSOON,ALLDAYS,EARLY,INDIA,NR,100.66696082756407
ELECTRICITY,2021,MONSOON,ALLDAYS,EARLY,INDIA,SR,89.7765935647835
ELECTRICITY,2021,MONSOON,ALLDAYS,EARLY,INDIA,NER,4.513280237331551
ELECTRICITY,2021,MONSOON,ALLDAYS,MORN,INDIA,ER,65.48935928052792
ELECTRICITY,2021,MONSOON,ALLDAYS,MORN,INDIA,WR,124.88107303677383
ELECTRICITY,2021,MONSOON,ALLDAYS,MORN,INDIA,NR,115.14700880918544
ELECTRICITY,2021,MONSOON,ALLDAYS,MORN,INDIA,SR,105.44372236792262
ELECTRICITY,2021,MONSOON,ALLDAYS,MORN,INDIA,NER,4.502876830968455
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,ER,68.59217865041084
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,WR,131.69319786914846
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,NR,128.21872182463042
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,SR,114.39903882173456
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,NER,5.663569652678586
ELECTRICITY,2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,ER,67.27425302733491
ELECTRICITY,2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,WR,129.00731378457198
ELECTRICITY,2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,NR,127.01649209706888
ELECTRICITY,2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,SR,110.0693900002313
ELECTRICITY,2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,NER,5.29740814190812
ELECTRICITY,2021,MONSOON,ALLDAYS,EVENING,INDIA,ER,98.71650177759919
ELECTRICITY,2021,MONSOON,ALLDAYS,EVENING,INDIA,WR,147.48613039325932
ELECTRICITY,2021,MONSOON,ALLDAYS,EVENING,INDIA,NR,187.29774302508417
ELECTRICITY,2021,MONSOON,ALLDAYS,EVENING,INDIA,SR,128.7009969032876
ELECTRICITY,2021,MONSOON,ALLDAYS,EVENING,INDIA,NER,9.616881021889169
ELECTRICITY,2021,MONSOON,ALLDAYS,NIGHT,INDIA,ER,116.33912795247767
ELECTRICITY,2021,MONSOON,ALLDAYS,NIGHT,INDIA,WR,195.94151268908448
ELECTRICITY,2021,MONSOON,ALLDAYS,NIGHT,INDIA,NR,189.3020024897347
ELECTRICITY,2021,MONSOON,ALLDAYS,NIGHT,INDIA,SR,149.8272141056268
ELECTRICITY,2021,MONSOON,ALLDAYS,NIGHT,INDIA,NER,7.839323313795324
ELECTRICITY,2021,AUTUMN,ALLDAYS,EARLY,INDIA,ER,46.49640405626272
ELECTRICITY,2021,AUTUMN,ALLDAYS,EARLY,INDIA,WR,114.56340471434262
ELECTRICITY,2021,AUTUMN,ALLDAYS,EARLY,INDIA,NR,93.03587542702712
ELECTRICITY,2021,AUTUMN,ALLDAYS,EARLY,INDIA,SR,97.93781740707675
ELECTRICITY,2021,AUTUMN,ALLDAYS,EARLY,INDIA,NER,2.9129234448777006
ELECTRICITY,2021,AUTUMN,ALLDAYS,MORN,INDIA,ER,63.8501501951279
ELECTRICITY,2021,AUTUMN,ALLDAYS,MORN,INDIA,WR,146.31226344113625
ELECTRICITY,2021,AUTUMN,ALLDAYS,MORN,INDIA,NR,121.08569675638591
ELECTRICITY,2021,AUTUMN,ALLDAYS,MORN,INDIA,SR,126.28657585270031
ELECTRICITY,2021,AUTUMN,ALLDAYS,MORN,INDIA,NER,4.174011213912234
ELECTRICITY,2021,AUTUMN,ALLDAYS,MID,INDIA,ER,69.29635921827052
ELECTRICITY,2021,AUTUMN,ALLDAYS,MID,INDIA,WR,161.57622055103613
ELECTRICITY,2021,AUTUMN,ALLDAYS,MID,INDIA,NR,143.50480223096838
ELECTRICITY,2021,AUTUMN,ALLDAYS,MID,INDIA,SR,143.6864379772876
ELECTRICITY,2021,AUTUMN,ALLDAYS,MID,INDIA,NER,5.120020638156548
ELECTRICITY,2021,AUTUMN,ALLDAYS,AFTERNOON,INDIA,ER,65.65424395558732
ELECTRICITY,2021,AUTUMN,ALLDAYS,AFTERNOON,INDIA,WR,154.80283176619386
ELECTRICITY,2021,AUTUMN,ALLDAYS,AFTERNOON,INDIA,NR,137.0921604788631
ELECTRICITY,2021,AUTUMN,ALLDAYS,AFTERNOON,INDIA,SR,135.6167776451408
ELECTRICITY,2021,AUTUMN,ALLDAYS,AFTERNOON,INDIA,NER,4.419910763425907
ELECTRICITY,2021,AUTUMN,ALLDAYS,EVENING,INDIA,ER,86.78360787286984
ELECTRICITY,2021,AUTUMN,ALLDAYS,EVENING,INDIA,WR,164.9723936438694
ELECTRICITY,2021,AUTUMN,ALLDAYS,EVENING,INDIA,NR,158.6603658335356
ELECTRICITY,2021,AUTUMN,ALLDAYS,EVENING,INDIA,SR,142.91163085907985
ELECTRICITY,2021,AUTUMN,ALLDAYS,EVENING,INDIA,NER,8.505094626963896
ELECTRICITY,2021,AUTUMN,ALLDAYS,NIGHT,INDIA,ER,107.71886240530743
ELECTRICITY,2021,AUTUMN,ALLDAYS,NIGHT,INDIA,WR,255.3639274286299
ELECTRICITY,2021,AUTUMN,ALLDAYS,NIGHT,INDIA,NR,210.30762357245067
ELECTRICITY,2021,AUTUMN,ALLDAYS,NIGHT,INDIA,SR,214.5254990849152
ELECTRICITY,2021,AUTUMN,ALLDAYS,NIGHT,INDIA,NER,7.4352318461789455
ELECTRICITY,2021,WINTER,ALLDAYS,EARLY,INDIA,ER,50.2807779078017
ELECTRICITY,2021,WINTER,ALLDAYS,EARLY,INDIA,WR,127.11910264814091
ELECTRICITY,2021,WINTER,ALLDAYS,EARLY,INDIA,NR,106.2617038825352
ELECTRICITY,2021,WINTER,ALLDAYS,EARLY,INDIA,SR,109.61500488483361
ELECTRICITY,2021,WINTER,ALLDAYS,EARLY,INDIA,NER,4.250222048844556
ELECTRICITY,2021,WINTER,ALLDAYS,MORN,INDIA,ER,55.46611141561796
ELECTRICITY,2021,WINTER,ALLDAYS,MORN,INDIA,WR,147.47658728403349
ELECTRICITY,2021,WINTER,ALLDAYS,MORN,INDIA,NR,113.58101467248112
ELECTRICITY,2021,WINTER,ALLDAYS,MORN,INDIA,SR,124.36772141133207
ELECTRICITY,2021,WINTER,ALLDAYS,MORN,INDIA,NER,3.4235972119898834
ELECTRICITY,2021,WINTER,ALLDAYS,MID,INDIA,ER,58.774387390420756
ELECTRICITY,2021,WINTER,ALLDAYS,MID,INDIA,WR,158.7996059323429
ELECTRICITY,2021,WINTER,ALLDAYS,MID,INDIA,NR,120.10226873814779
ELECTRICITY,2021,WINTER,ALLDAYS,MID,INDIA,SR,138.7618120933745
ELECTRICITY,2021,WINTER,ALLDAYS,MID,INDIA,NER,3.628633138493252
ELECTRICITY,2021,WINTER,ALLDAYS,AFTERNOON,INDIA,ER,56.71363927531573
ELECTRICITY,2021,WINTER,ALLDAYS,AFTERNOON,INDIA,WR,152.02408161755656
ELECTRICITY,2021,WINTER,ALLDAYS,AFTERNOON,INDIA,NR,115.01976745693409
ELECTRICITY,2021,WINTER,ALLDAYS,AFTERNOON,INDIA,SR,131.59784897231404
ELECTRICITY,2021,WINTER,ALLDAYS,AFTERNOON,INDIA,NER,3.5312217747195525
ELECTRICITY,2021,WINTER,ALLDAYS,EVENING,INDIA,ER,73.80532896883045
ELECTRICITY,2021,WINTER,ALLDAYS,EVENING,INDIA,WR,154.03345287618546
ELECTRICITY,2021,WINTER,ALLDAYS,EVENING,INDIA,NR,129.08475757754488
ELECTRICITY,2021,WINTER,ALLDAYS,EVENING,INDIA,SR,130.25854910089967
ELECTRICITY,2021,WINTER,ALLDAYS,EVENING,INDIA,NER,7.631159227450022
ELECTRICITY,2021,WINTER,ALLDAYS,NIGHT,INDIA,ER,105.30625011756563
ELECTRICITY,2021,WINTER,ALLDAYS,NIGHT,INDIA,WR,262.14703899948483
ELECTRICITY,2021,WINTER,ALLDAYS,NIGHT,INDIA,NR,202.67300980115772
ELECTRICITY,2021,WINTER,ALLDAYS,NIGHT,INDIA,SR,216.7745311451423
ELECTRICITY,2021,WINTER,ALLDAYS,NIGHT,INDIA,NER,6.935881602265049
ELECTRICITY,2021,SPRING,ALLDAYS,EARLY,INDIA,ER,45.80323118567984
ELECTRICITY,2021,SPRING,ALLDAYS,EARLY,INDIA,WR,117.62390985648585
ELECTRICITY,2021,SPRING,ALLDAYS,EARLY,INDIA,NR,92.46905641530158
ELECTRICITY,2021,SPRING,ALLDAYS,EARLY,INDIA,SR,99.31220350379496
ELECTRICITY,2021,SPRING,ALLDAYS,EARLY,INDIA,NER,2.9103780708606264
ELECTRICITY,2021,SPRING,ALLDAYS,MORN,INDIA,ER,61.20708572986184
ELECTRICITY,2021,SPRING,ALLDAYS,MORN,INDIA,WR,149.0587710242154
ELECTRICITY,2021,SPRING,ALLDAYS,MORN,INDIA,NR,112.00760578252026
ELECTRICITY,2021,SPRING,ALLDAYS,MORN,INDIA,SR,129.62365979746582
ELECTRICITY,2021,SPRING,ALLDAYS,MORN,INDIA,NER,3.7371871989236656
ELECTRICITY,2021,SPRING,ALLDAYS,MID,INDIA,ER,67.76714801190643
ELECTRICITY,2021,SPRING,ALLDAYS,MID,INDIA,WR,164.83646151454016
ELECTRICITY,2021,SPRING,ALLDAYS,MID,INDIA,NR,126.3644349877776
ELECTRICITY,2021,SPRING,ALLDAYS,MID,INDIA,SR,150.70700079120863
ELECTRICITY,2021,SPRING,ALLDAYS,MID,INDIA,NER,4.407088761318867
ELECTRICITY,2021,SPRING,ALLDAYS,AFTERNOON,INDIA,ER,66.7592000015653
ELECTRICITY,2021,SPRING,ALLDAYS,AFTERNOON,INDIA,WR,160.79080300647828
ELECTRICITY,2021,SPRING,ALLDAYS,AFTERNOON,INDIA,NR,123.52663634740694
ELECTRICITY,2021,SPRING,ALLDAYS,AFTERNOON,INDIA,SR,145.12078280251404
ELECTRICITY,2021,SPRING,ALLDAYS,AFTERNOON,INDIA,NER,4.153175282492363
ELECTRICITY,2021,SPRING,ALLDAYS,EVENING,INDIA,ER,86.56223815806901
ELECTRICITY,2021,SPRING,ALLDAYS,EVENING,INDIA,WR,170.7708052897575
ELECTRICITY,2021,SPRING,ALLDAYS,EVENING,INDIA,NR,140.3346715409227
ELECTRICITY,2021,SPRING,ALLDAYS,EVENING,INDIA,SR,158.26311213967455
ELECTRICITY,2021,SPRING,ALLDAYS,EVENING,INDIA,NER,8.142570575326232
ELECTRICITY,2021,SPRING,ALLDAYS,NIGHT,INDIA,ER,111.0669900459033
ELECTRICITY,2021,SPRING,ALLDAYS,NIGHT,INDIA,WR,266.05989570218736
ELECTRICITY,2021,SPRING,ALLDAYS,NIGHT,INDIA,NR,204.9548585634409
ELECTRICITY,2021,SPRING,ALLDAYS,NIGHT,INDIA,SR,225.0000772201847
ELECTRICITY,2021,SPRING,ALLDAYS,NIGHT,INDIA,NER,7.30648530142183
ELECTRICITY,2022,SUMMER,ALLDAYS,EARLY,INDIA,ER,60.402460390163675
ELECTRICITY,2022,SUMMER,ALLDAYS,EARLY,INDIA,WR,140.6977257936228
ELECTRICITY,2022,SUMMER,ALLDAYS,EARLY,INDIA,NR,123.62610425601821
ELECTRICITY,2022,SUMMER,ALLDAYS,EARLY,INDIA,SR,127.09032120331185
ELECTRICITY,2022,SUMMER,ALLDAYS,EARLY,INDIA,NER,3.4614034409753494
ELECTRICITY,2022,SUMMER,ALLDAYS,MORN,INDIA,ER,73.78618067823695
ELECTRICITY,2022,SUMMER,ALLDAYS,MORN,INDIA,WR,173.6380600607353
ELECTRICITY,2022,SUMMER,ALLDAYS,MORN,INDIA,NR,157.72754139541368
ELECTRICITY,2022,SUMMER,ALLDAYS,MORN,INDIA,SR,155.26103771210313
ELECTRICITY,2022,SUMMER,ALLDAYS,MORN,INDIA,NER,4.961740598916168
ELECTRICITY,2022,SUMMER,ALLDAYS,MID,INDIA,ER,75.65063696707844
ELECTRICITY,2022,SUMMER,ALLDAYS,MID,INDIA,WR,173.00332571737727
ELECTRICITY,2022,SUMMER,ALLDAYS,MID,INDIA,NR,167.43439245124085
ELECTRICITY,2022,SUMMER,ALLDAYS,MID,INDIA,SR,153.19706581160582
ELECTRICITY,2022,SUMMER,ALLDAYS,MID,INDIA,NER,6.222363581843711
ELECTRICITY,2022,SUMMER,ALLDAYS,AFTERNOON,INDIA,ER,74.12431164335041
ELECTRICITY,2022,SUMMER,ALLDAYS,AFTERNOON,INDIA,WR,162.32665876377934
ELECTRICITY,2022,SUMMER,ALLDAYS,AFTERNOON,INDIA,NR,157.93640520539287
ELECTRICITY,2022,SUMMER,ALLDAYS,AFTERNOON,INDIA,SR,140.1090356060022
ELECTRICITY,2022,SUMMER,ALLDAYS,AFTERNOON,INDIA,NER,5.497463346938186
ELECTRICITY,2022,SUMMER,ALLDAYS,EVENING,INDIA,ER,116.58088933744592
ELECTRICITY,2022,SUMMER,ALLDAYS,EVENING,INDIA,WR,213.40928411440498
ELECTRICITY,2022,SUMMER,ALLDAYS,EVENING,INDIA,NR,245.97298360542808
ELECTRICITY,2022,SUMMER,ALLDAYS,EVENING,INDIA,SR,191.355406865685
ELECTRICITY,2022,SUMMER,ALLDAYS,EVENING,INDIA,NER,10.047538505386088
ELECTRICITY,2022,SUMMER,ALLDAYS,NIGHT,INDIA,ER,137.91916498172026
ELECTRICITY,2022,SUMMER,ALLDAYS,NIGHT,INDIA,WR,304.4219378989058
ELECTRICITY,2022,SUMMER,ALLDAYS,NIGHT,INDIA,NR,282.4971391394302
ELECTRICITY,2022,SUMMER,ALLDAYS,NIGHT,INDIA,SR,270.03217450970686
ELECTRICITY,2022,SUMMER,ALLDAYS,NIGHT,INDIA,NER,8.37228849065973
ELECTRICITY,2022,MONSOON,ALLDAYS,EARLY,INDIA,ER,61.40048719116623
ELECTRICITY,2022,MONSOON,ALLDAYS,EARLY,INDIA,WR,115.74938182732535
ELECTRICITY,2022,MONSOON,ALLDAYS,EARLY,INDIA,NR,113.83536120695406
ELECTRICITY,2022,MONSOON,ALLDAYS,EARLY,INDIA,SR,97.70419614294923
ELECTRICITY,2022,MONSOON,ALLDAYS,EARLY,INDIA,NER,4.791127693262141
ELECTRICITY,2022,MONSOON,ALLDAYS,MORN,INDIA,ER,69.83358018683008
ELECTRICITY,2022,MONSOON,ALLDAYS,MORN,INDIA,WR,134.71658682620122
ELECTRICITY,2022,MONSOON,ALLDAYS,MORN,INDIA,NR,126.9552213066171
ELECTRICITY,2022,MONSOON,ALLDAYS,MORN,INDIA,SR,113.66505516218265
ELECTRICITY,2022,MONSOON,ALLDAYS,MORN,INDIA,NER,4.858890291036216
ELECTRICITY,2022,MONSOON,ALLDAYS,MID,INDIA,ER,72.99900617421723
ELECTRICITY,2022,MONSOON,ALLDAYS,MID,INDIA,WR,141.64792349991853
ELECTRICITY,2022,MONSOON,ALLDAYS,MID,INDIA,NR,140.38788692618283
ELECTRICITY,2022,MONSOON,ALLDAYS,MID,INDIA,SR,122.51297929016405
ELECTRICITY,2022,MONSOON,ALLDAYS,MID,INDIA,NER,6.0669739402486105
ELECTRICITY,2022,MONSOON,ALLDAYS,AFTERNOON,INDIA,ER,71.66985505019488
ELECTRICITY,2022,MONSOON,ALLDAYS,AFTERNOON,INDIA,WR,138.91990824036708
ELECTRICITY,2022,MONSOON,ALLDAYS,AFTERNOON,INDIA,NR,139.0264554318527
ELECTRICITY,2022,MONSOON,ALLDAYS,AFTERNOON,INDIA,SR,118.19101561157716
ELECTRICITY,2022,MONSOON,ALLDAYS,AFTERNOON,INDIA,NER,5.699305677048851
ELECTRICITY,2022,MONSOON,ALLDAYS,EVENING,INDIA,ER,106.06305054900253
