ConsumerType1,ConsumerType2,ModelGeography,SubGeography1,SubGeography2,Year,Penetration
RURAL,Q1,INDIA,NR,JK,2021,0.142589651
RURAL,Q2,INDIA,NR,JK,2021,0.223152579
RURAL,Q3,INDIA,NR,JK,2021,0.281836563
RURAL,Q4,INDIA,NR,JK,2021,0.358435462
RURAL,Q5,INDIA,NR,JK,2021,0.597120946
URBAN,Q1,INDIA,NR,JK,2021,0.428466293
URBAN,Q2,INDIA,NR,JK,2021,0.579776482
URBAN,Q3,INDIA,NR,JK,2021,0.686655337
URBAN,Q4,INDIA,NR,JK,2021,0.79859735
URBAN,Q5,INDIA,NR,JK,2021,0.917735977
RURAL,Q1,INDIA,NR,JK,2022,0.160402354
RURAL,Q2,INDIA,NR,JK,2022,0.247439656
RURAL,Q3,INDIA,NR,JK,2022,0.308144692
RURAL,Q4,INDIA,NR,JK,2022,0.388030448
RURAL,Q5,INDIA,NR,JK,2022,0.633304781
URBAN,Q1,INDIA,NR,JK,2022,0.462718545
URBAN,Q2,INDIA,NR,JK,2022,0.612285555
URBAN,Q3,INDIA,NR,JK,2022,0.713223398
URBAN,Q4,INDIA,NR,JK,2022,0.81961329
URBAN,Q5,INDIA,NR,JK,2022,0.929976385
RURAL,Q1,INDIA,NR,JK,2023,0.175678624
RURAL,Q2,INDIA,NR,JK,2023,0.267788824
RURAL,Q3,INDIA,NR,JK,2023,0.329792467
RURAL,Q4,INDIA,NR,JK,2023,0.411948745
RURAL,Q5,INDIA,NR,JK,2023,0.660848385
URBAN,Q1,INDIA,NR,JK,2023,0.48998388
URBAN,Q2,INDIA,NR,JK,2023,0.637232823
URBAN,Q3,INDIA,NR,JK,2023,0.733171735
URBAN,Q4,INDIA,NR,JK,2023,0.834940198
URBAN,Q5,INDIA,NR,JK,2023,0.938431533
RURAL,Q1,INDIA,NR,JK,2024,0.188486524
RURAL,Q2,INDIA,NR,JK,2024,0.284524255
RURAL,Q3,INDIA,NR,JK,2024,0.34734389
RURAL,Q4,INDIA,NR,JK,2024,0.431060326
RURAL,Q5,INDIA,NR,JK,2024,0.681806119
URBAN,Q1,INDIA,NR,JK,2024,0.511487936
URBAN,Q2,INDIA,NR,JK,2024,0.656360022
URBAN,Q3,INDIA,NR,JK,2024,0.748224176
URBAN,Q4,INDIA,NR,JK,2024,0.846250278
URBAN,Q5,INDIA,NR,JK,2024,0.944413856
RURAL,Q1,INDIA,NR,JK,2025,0.201619634
RURAL,Q2,INDIA,NR,JK,2025,0.301390677
RURAL,Q3,INDIA,NR,JK,2025,0.364821243
RURAL,Q4,INDIA,NR,JK,2025,0.449846651
RURAL,Q5,INDIA,NR,JK,2025,0.701509224
URBAN,Q1,INDIA,NR,JK,2025,0.532362717
URBAN,Q2,INDIA,NR,JK,2025,0.674489148
URBAN,Q3,INDIA,NR,JK,2025,0.762312463
URBAN,Q4,INDIA,NR,JK,2025,0.856634132
URBAN,Q5,INDIA,NR,JK,2025,0.949704971
RURAL,Q1,INDIA,NR,JK,2026,0.215186957
RURAL,Q2,INDIA,NR,JK,2026,0.318513578
RURAL,Q3,INDIA,NR,JK,2026,0.38235865
RURAL,Q4,INDIA,NR,JK,2026,0.468456888
RURAL,Q5,INDIA,NR,JK,2026,0.720179887
URBAN,Q1,INDIA,NR,JK,2026,0.552776674
URBAN,Q2,INDIA,NR,JK,2026,0.691818104
URBAN,Q3,INDIA,NR,JK,2026,0.775624871
URBAN,Q4,INDIA,NR,JK,2026,0.866267257
URBAN,Q5,INDIA,NR,JK,2026,0.954439944
RURAL,Q1,INDIA,NR,JK,2027,0.22909637
RURAL,Q2,INDIA,NR,JK,2027,0.335761784
RURAL,Q3,INDIA,NR,JK,2027,0.399825276
RURAL,Q4,INDIA,NR,JK,2027,0.486756972
RURAL,Q5,INDIA,NR,JK,2027,0.737746617
URBAN,Q1,INDIA,NR,JK,2027,0.572586939
URBAN,Q2,INDIA,NR,JK,2027,0.708271764
URBAN,Q3,INDIA,NR,JK,2027,0.78813254
URBAN,Q4,INDIA,NR,JK,2027,0.875160086
URBAN,Q5,INDIA,NR,JK,2027,0.958661784
RURAL,Q1,INDIA,NR,JK,2028,0.243579576
RURAL,Q2,INDIA,NR,JK,2028,0.353403776
RURAL,Q3,INDIA,NR,JK,2028,0.417494725
RURAL,Q4,INDIA,NR,JK,2028,0.505035415
RURAL,Q5,INDIA,NR,JK,2028,0.754535178
URBAN,Q1,INDIA,NR,JK,2028,0.592106561
URBAN,Q2,INDIA,NR,JK,2028,0.724148405
URBAN,Q3,INDIA,NR,JK,2028,0.800086045
URBAN,Q4,INDIA,NR,JK,2028,0.883515736
URBAN,Q5,INDIA,NR,JK,2028,0.96249642
RURAL,Q1,INDIA,NR,JK,2029,0.258622856
RURAL,Q2,INDIA,NR,JK,2029,0.371397068
RURAL,Q3,INDIA,NR,JK,2029,0.435322039
RURAL,Q4,INDIA,NR,JK,2029,0.523243027
RURAL,Q5,INDIA,NR,JK,2029,0.770534126
URBAN,Q1,INDIA,NR,JK,2029,0.611279968
URBAN,Q2,INDIA,NR,JK,2029,0.73943154
URBAN,Q3,INDIA,NR,JK,2029,0.811491231
URBAN,Q4,INDIA,NR,JK,2029,0.89135759
URBAN,Q5,INDIA,NR,JK,2029,0.965977578
RURAL,Q1,INDIA,NR,JK,2030,0.274207951
RURAL,Q2,INDIA,NR,JK,2030,0.389695608
RURAL,Q3,INDIA,NR,JK,2030,0.453260896
RURAL,Q4,INDIA,NR,JK,2030,0.541331677
RURAL,Q5,INDIA,NR,JK,2030,0.785739377
URBAN,Q1,INDIA,NR,JK,2030,0.63005611
URBAN,Q2,INDIA,NR,JK,2030,0.754109676
URBAN,Q3,INDIA,NR,JK,2030,0.82235642
URBAN,Q4,INDIA,NR,JK,2030,0.898709404
URBAN,Q5,INDIA,NR,JK,2030,0.969136464
RURAL,Q1,INDIA,NR,JK,2031,0.290311969
RURAL,Q2,INDIA,NR,JK,2031,0.408250229
RURAL,Q3,INDIA,NR,JK,2031,0.471264084
RURAL,Q4,INDIA,NR,JK,2031,0.559254788
RURAL,Q5,INDIA,NR,JK,2031,0.800153506
URBAN,Q1,INDIA,NR,JK,2031,0.648388898
URBAN,Q2,INDIA,NR,JK,2031,0.768176023
URBAN,Q3,INDIA,NR,JK,2031,0.832692097
URBAN,Q4,INDIA,NR,JK,2031,0.905595043
URBAN,Q5,INDIA,NR,JK,2031,0.972001867
RURAL,Q1,INDIA,NR,HP,2021,0.264549856
RURAL,Q2,INDIA,NR,HP,2021,0.367373535
RURAL,Q3,INDIA,NR,HP,2021,0.470785549
RURAL,Q4,INDIA,NR,HP,2021,0.580580016
RURAL,Q5,INDIA,NR,HP,2021,0.776656923
URBAN,Q1,INDIA,NR,HP,2021,0.670436129
URBAN,Q2,INDIA,NR,HP,2021,0.850607416
URBAN,Q3,INDIA,NR,HP,2021,0.903221104
URBAN,Q4,INDIA,NR,HP,2021,0.938298402
URBAN,Q5,INDIA,NR,HP,2021,0.984430072
RURAL,Q1,INDIA,NR,HP,2022,0.289774036
RURAL,Q2,INDIA,NR,HP,2022,0.395114195
RURAL,Q3,INDIA,NR,HP,2022,0.499513992
RURAL,Q4,INDIA,NR,HP,2022,0.607861177
RURAL,Q5,INDIA,NR,HP,2022,0.793105094
URBAN,Q1,INDIA,NR,HP,2022,0.693351819
URBAN,Q2,INDIA,NR,HP,2022,0.866956322
URBAN,Q3,INDIA,NR,HP,2022,0.914254476
URBAN,Q4,INDIA,NR,HP,2022,0.946419866
URBAN,Q5,INDIA,NR,HP,2022,0.987332937
RURAL,Q1,INDIA,NR,HP,2023,0.311607881
RURAL,Q2,INDIA,NR,HP,2023,0.418505655
RURAL,Q3,INDIA,NR,HP,2023,0.523199153
RURAL,Q4,INDIA,NR,HP,2023,0.629853123
RURAL,Q5,INDIA,NR,HP,2023,0.805961793
URBAN,Q1,INDIA,NR,HP,2023,0.711541101
URBAN,Q2,INDIA,NR,HP,2023,0.879279525
URBAN,Q3,INDIA,NR,HP,2023,0.922483901
URBAN,Q4,INDIA,NR,HP,2023,0.952353861
URBAN,Q5,INDIA,NR,HP,2023,0.989326936
RURAL,Q1,INDIA,NR,HP,2024,0.330436831
RURAL,Q2,INDIA,NR,HP,2024,0.438245011
RURAL,Q3,INDIA,NR,HP,2024,0.542818095
RURAL,Q4,INDIA,NR,HP,2024,0.647740176
RURAL,Q5,INDIA,NR,HP,2024,0.816175357
URBAN,Q1,INDIA,NR,HP,2024,0.726160162
URBAN,Q2,INDIA,NR,HP,2024,0.88877172
URBAN,Q3,INDIA,NR,HP,2024,0.928773352
URBAN,Q4,INDIA,NR,HP,2024,0.956813274
URBAN,Q5,INDIA,NR,HP,2024,0.990751064
RURAL,Q1,INDIA,NR,HP,2025,0.349424362
RURAL,Q2,INDIA,NR,HP,2025,0.457772651
RURAL,Q3,INDIA,NR,HP,2025,0.561908226
RURAL,Q4,INDIA,NR,HP,2025,0.664868873
RURAL,Q5,INDIA,NR,HP,2025,0.825770604
URBAN,Q1,INDIA,NR,HP,2025,0.740023602
URBAN,Q2,INDIA,NR,HP,2025,0.897430886
URBAN,Q3,INDIA,NR,HP,2025,0.934474697
URBAN,Q4,INDIA,NR,HP,2025,0.960793771
URBAN,Q5,INDIA,NR,HP,2025,0.991963599
RURAL,Q1,INDIA,NR,HP,2026,0.368656652
RURAL,Q2,INDIA,NR,HP,2026,0.477185321
RURAL,Q3,INDIA,NR,HP,2026,0.580582331
RURAL,Q4,INDIA,NR,HP,2026,0.681368461
RURAL,Q5,INDIA,NR,HP,2026,0.834853641
URBAN,Q1,INDIA,NR,HP,2026,0.753258994
URBAN,Q2,INDIA,NR,HP,2026,0.905391111
URBAN,Q3,INDIA,NR,HP,2026,0.939686246
URBAN,Q4,INDIA,NR,HP,2026,0.964378148
URBAN,Q5,INDIA,NR,HP,2026,0.993006252
RURAL,Q1,INDIA,NR,HP,2027,0.3880056
RURAL,Q2,INDIA,NR,HP,2027,0.496362137
RURAL,Q3,INDIA,NR,HP,2027,0.598741724
RURAL,Q4,INDIA,NR,HP,2027,0.697177522
RURAL,Q5,INDIA,NR,HP,2027,0.843419165
URBAN,Q1,INDIA,NR,HP,2027,0.765836871
URBAN,Q2,INDIA,NR,HP,2027,0.912682297
URBAN,Q3,INDIA,NR,HP,2027,0.944435568
URBAN,Q4,INDIA,NR,HP,2027,0.96759735
URBAN,Q5,INDIA,NR,HP,2027,0.993901434
RURAL,Q1,INDIA,NR,HP,2028,0.407669004
