EnergyCarrier,Year,Season,DayType,DaySlice,ModelGeographySrc,SubGeography1Src,ModelGeographyDest,SubGeography1Dest,DerivedMaxTransit
ELECTRICITY,2023,AUTUMN,ALLDAYS,AFTERNOON,INDIA,NER,INDIA,SR,0.0
ELECTRICITY,2023,AUTUMN,ALLDAYS,AFTERNOON,INDIA,NER,INDIA,NER,3e+18
ELECTRICITY,2023,AUTUMN,ALLDAYS,EVENING,INDIA,ER,INDIA,ER,4e+18
ELECTRICITY,2023,AUTUMN,ALLDAYS,EVENING,INDIA,ER,INDIA,WR,71.25556792
ELECTRICITY,2023,AUTUMN,ALLDAYS,EVENING,INDIA,ER,INDIA,NR,135.95731488
ELECTRICITY,2023,AUTUMN,ALLDAYS,EVENING,INDIA,ER,INDIA,SR,26.037573792
ELECTRICITY,2023,AUTUMN,ALLDAYS,EVENING,INDIA,ER,INDIA,NER,65.6760878
ELECTRICITY,2023,AUTUMN,ALLDAYS,EVENING,INDIA,WR,INDIA,ER,71.25556792
ELECTRICITY,2023,AUTUMN,ALLDAYS,EVENING,INDIA,WR,INDIA,WR,4e+18
ELECTRICITY,2023,AUTUMN,ALLDAYS,EVENING,INDIA,WR,INDIA,NR,104.4444358
ELECTRICITY,2023,AUTUMN,ALLDAYS,EVENING,INDIA,WR,INDIA,SR,43.67681976
ELECTRICITY,2023,AUTUMN,ALLDAYS,EVENING,INDIA,WR,INDIA,NER,0.0
ELECTRICITY,2023,AUTUMN,ALLDAYS,EVENING,INDIA,NR,INDIA,ER,135.95731488
ELECTRICITY,2023,AUTUMN,ALLDAYS,EVENING,INDIA,NR,INDIA,WR,104.4444358
ELECTRICITY,2023,AUTUMN,ALLDAYS,EVENING,INDIA,NR,INDIA,NR,4e+18
ELECTRICITY,2023,AUTUMN,ALLDAYS,EVENING,INDIA,NR,INDIA,SR,0.0
ELECTRICITY,2023,AUTUMN,ALLDAYS,EVENING,INDIA,NR,INDIA,NER,0.0
ELECTRICITY,2023,AUTUMN,ALLDAYS,EVENING,INDIA,SR,INDIA,ER,26.037573792
ELECTRICITY,2023,AUTUMN,ALLDAYS,EVENING,INDIA,SR,INDIA,WR,43.67681976
ELECTRICITY,2023,AUTUMN,ALLDAYS,EVENING,INDIA,SR,INDIA,NR,0.0
ELECTRICITY,2023,AUTUMN,ALLDAYS,EVENING,INDIA,SR,INDIA,SR,4e+18
ELECTRICITY,2023,AUTUMN,ALLDAYS,EVENING,INDIA,SR,INDIA,NER,0.0
ELECTRICITY,2023,AUTUMN,ALLDAYS,EVENING,INDIA,NER,INDIA,ER,65.6760878
ELECTRICITY,2023,AUTUMN,ALLDAYS,EVENING,INDIA,NER,INDIA,WR,0.0
ELECTRICITY,2023,AUTUMN,ALLDAYS,EVENING,INDIA,NER,INDIA,NR,0.0
ELECTRICITY,2023,AUTUMN,ALLDAYS,EVENING,INDIA,NER,INDIA,SR,0.0
ELECTRICITY,2023,AUTUMN,ALLDAYS,EVENING,INDIA,NER,INDIA,NER,4e+18
ELECTRICITY,2023,AUTUMN,ALLDAYS,NIGHT,INDIA,ER,INDIA,ER,8e+18
ELECTRICITY,2023,AUTUMN,ALLDAYS,NIGHT,INDIA,ER,INDIA,WR,142.51113584
ELECTRICITY,2023,AUTUMN,ALLDAYS,NIGHT,INDIA,ER,INDIA,NR,271.91462976
ELECTRICITY,2023,AUTUMN,ALLDAYS,NIGHT,INDIA,ER,INDIA,SR,52.075147584
ELECTRICITY,2023,AUTUMN,ALLDAYS,NIGHT,INDIA,ER,INDIA,NER,131.3521756
ELECTRICITY,2023,AUTUMN,ALLDAYS,NIGHT,INDIA,WR,INDIA,ER,142.51113584
ELECTRICITY,2023,AUTUMN,ALLDAYS,NIGHT,INDIA,WR,INDIA,WR,8e+18
ELECTRICITY,2023,AUTUMN,ALLDAYS,NIGHT,INDIA,WR,INDIA,NR,208.8888716
ELECTRICITY,2023,AUTUMN,ALLDAYS,NIGHT,INDIA,WR,INDIA,SR,87.35363952
ELECTRICITY,2023,AUTUMN,ALLDAYS,NIGHT,INDIA,WR,INDIA,NER,0.0
ELECTRICITY,2023,AUTUMN,ALLDAYS,NIGHT,INDIA,NR,INDIA,ER,271.91462976
ELECTRICITY,2023,AUTUMN,ALLDAYS,NIGHT,INDIA,NR,INDIA,WR,208.8888716
ELECTRICITY,2023,AUTUMN,ALLDAYS,NIGHT,INDIA,NR,INDIA,NR,8e+18
ELECTRICITY,2023,AUTUMN,ALLDAYS,NIGHT,INDIA,NR,INDIA,SR,0.0
ELECTRICITY,2023,AUTUMN,ALLDAYS,NIGHT,INDIA,NR,INDIA,NER,0.0
ELECTRICITY,2023,AUTUMN,ALLDAYS,NIGHT,INDIA,SR,INDIA,ER,52.075147584
ELECTRICITY,2023,AUTUMN,ALLDAYS,NIGHT,INDIA,SR,INDIA,WR,87.35363952
ELECTRICITY,2023,AUTUMN,ALLDAYS,NIGHT,INDIA,SR,INDIA,NR,0.0
ELECTRICITY,2023,AUTUMN,ALLDAYS,NIGHT,INDIA,SR,INDIA,SR,8e+18
ELECTRICITY,2023,AUTUMN,ALLDAYS,NIGHT,INDIA,SR,INDIA,NER,0.0
ELECTRICITY,2023,AUTUMN,ALLDAYS,NIGHT,INDIA,NER,INDIA,ER,131.3521756
ELECTRICITY,2023,AUTUMN,ALLDAYS,NIGHT,INDIA,NER,INDIA,WR,0.0
ELECTRICITY,2023,AUTUMN,ALLDAYS,NIGHT,INDIA,NER,INDIA,NR,0.0
ELECTRICITY,2023,AUTUMN,ALLDAYS,NIGHT,INDIA,NER,INDIA,SR,0.0
ELECTRICITY,2023,AUTUMN,ALLDAYS,NIGHT,INDIA,NER,INDIA,NER,8e+18
ELECTRICITY,2023,WINTER,ALLDAYS,EARLY,INDIA,ER,INDIA,ER,3e+18
ELECTRICITY,2023,WINTER,ALLDAYS,EARLY,INDIA,ER,INDIA,WR,53.44167594
ELECTRICITY,2023,WINTER,ALLDAYS,EARLY,INDIA,ER,INDIA,NR,101.96798616000001
ELECTRICITY,2023,WINTER,ALLDAYS,EARLY,INDIA,ER,INDIA,SR,19.528180344
ELECTRICITY,2023,WINTER,ALLDAYS,EARLY,INDIA,ER,INDIA,NER,49.257065850000004
ELECTRICITY,2023,WINTER,ALLDAYS,EARLY,INDIA,WR,INDIA,ER,53.44167594
ELECTRICITY,2023,WINTER,ALLDAYS,EARLY,INDIA,WR,INDIA,WR,3e+18
ELECTRICITY,2023,WINTER,ALLDAYS,EARLY,INDIA,WR,INDIA,NR,78.33332684999999
ELECTRICITY,2023,WINTER,ALLDAYS,EARLY,INDIA,WR,INDIA,SR,32.75761482
ELECTRICITY,2023,WINTER,ALLDAYS,EARLY,INDIA,WR,INDIA,NER,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,EARLY,INDIA,NR,INDIA,ER,101.96798616000001
ELECTRICITY,2023,WINTER,ALLDAYS,EARLY,INDIA,NR,INDIA,WR,78.33332684999999
ELECTRICITY,2023,WINTER,ALLDAYS,EARLY,INDIA,NR,INDIA,NR,3e+18
ELECTRICITY,2023,WINTER,ALLDAYS,EARLY,INDIA,NR,INDIA,SR,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,EARLY,INDIA,NR,INDIA,NER,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,EARLY,INDIA,SR,INDIA,ER,19.528180344
ELECTRICITY,2023,WINTER,ALLDAYS,EARLY,INDIA,SR,INDIA,WR,32.75761482
ELECTRICITY,2023,WINTER,ALLDAYS,EARLY,INDIA,SR,INDIA,NR,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,EARLY,INDIA,SR,INDIA,SR,3e+18
ELECTRICITY,2023,WINTER,ALLDAYS,EARLY,INDIA,SR,INDIA,NER,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,EARLY,INDIA,NER,INDIA,ER,49.257065850000004
ELECTRICITY,2023,WINTER,ALLDAYS,EARLY,INDIA,NER,INDIA,WR,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,EARLY,INDIA,NER,INDIA,NR,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,EARLY,INDIA,NER,INDIA,SR,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,EARLY,INDIA,NER,INDIA,NER,3e+18
ELECTRICITY,2023,WINTER,ALLDAYS,MORN,INDIA,ER,INDIA,ER,3e+18
ELECTRICITY,2023,WINTER,ALLDAYS,MORN,INDIA,ER,INDIA,WR,53.44167594
ELECTRICITY,2023,WINTER,ALLDAYS,MORN,INDIA,ER,INDIA,NR,101.96798616000001
ELECTRICITY,2023,WINTER,ALLDAYS,MORN,INDIA,ER,INDIA,SR,19.528180344
ELECTRICITY,2023,WINTER,ALLDAYS,MORN,INDIA,ER,INDIA,NER,49.257065850000004
ELECTRICITY,2023,WINTER,ALLDAYS,MORN,INDIA,WR,INDIA,ER,53.44167594
ELECTRICITY,2023,WINTER,ALLDAYS,MORN,INDIA,WR,INDIA,WR,3e+18
ELECTRICITY,2023,WINTER,ALLDAYS,MORN,INDIA,WR,INDIA,NR,78.33332684999999
ELECTRICITY,2023,WINTER,ALLDAYS,MORN,INDIA,WR,INDIA,SR,32.75761482
ELECTRICITY,2023,WINTER,ALLDAYS,MORN,INDIA,WR,INDIA,NER,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,MORN,INDIA,NR,INDIA,ER,101.96798616000001
ELECTRICITY,2023,WINTER,ALLDAYS,MORN,INDIA,NR,INDIA,WR,78.33332684999999
ELECTRICITY,2023,WINTER,ALLDAYS,MORN,INDIA,NR,INDIA,NR,3e+18
ELECTRICITY,2023,WINTER,ALLDAYS,MORN,INDIA,NR,INDIA,SR,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,MORN,INDIA,NR,INDIA,NER,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,MORN,INDIA,SR,INDIA,ER,19.528180344
ELECTRICITY,2023,WINTER,ALLDAYS,MORN,INDIA,SR,INDIA,WR,32.75761482
ELECTRICITY,2023,WINTER,ALLDAYS,MORN,INDIA,SR,INDIA,NR,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,MORN,INDIA,SR,INDIA,SR,3e+18
ELECTRICITY,2023,WINTER,ALLDAYS,MORN,INDIA,SR,INDIA,NER,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,MORN,INDIA,NER,INDIA,ER,49.257065850000004
ELECTRICITY,2023,WINTER,ALLDAYS,MORN,INDIA,NER,INDIA,WR,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,MORN,INDIA,NER,INDIA,NR,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,MORN,INDIA,NER,INDIA,SR,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,MORN,INDIA,NER,INDIA,NER,3e+18
ELECTRICITY,2023,WINTER,ALLDAYS,MID,INDIA,ER,INDIA,ER,3e+18
ELECTRICITY,2023,WINTER,ALLDAYS,MID,INDIA,ER,INDIA,WR,53.44167594
ELECTRICITY,2023,WINTER,ALLDAYS,MID,INDIA,ER,INDIA,NR,101.96798616000001
ELECTRICITY,2023,WINTER,ALLDAYS,MID,INDIA,ER,INDIA,SR,19.528180344
ELECTRICITY,2023,WINTER,ALLDAYS,MID,INDIA,ER,INDIA,NER,49.257065850000004
ELECTRICITY,2023,WINTER,ALLDAYS,MID,INDIA,WR,INDIA,ER,53.44167594
ELECTRICITY,2023,WINTER,ALLDAYS,MID,INDIA,WR,INDIA,WR,3e+18
ELECTRICITY,2023,WINTER,ALLDAYS,MID,INDIA,WR,INDIA,NR,78.33332684999999
ELECTRICITY,2023,WINTER,ALLDAYS,MID,INDIA,WR,INDIA,SR,32.75761482
ELECTRICITY,2023,WINTER,ALLDAYS,MID,INDIA,WR,INDIA,NER,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,MID,INDIA,NR,INDIA,ER,101.96798616000001
ELECTRICITY,2023,WINTER,ALLDAYS,MID,INDIA,NR,INDIA,WR,78.33332684999999
ELECTRICITY,2023,WINTER,ALLDAYS,MID,INDIA,NR,INDIA,NR,3e+18
ELECTRICITY,2023,WINTER,ALLDAYS,MID,INDIA,NR,INDIA,SR,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,MID,INDIA,NR,INDIA,NER,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,MID,INDIA,SR,INDIA,ER,19.528180344
ELECTRICITY,2023,WINTER,ALLDAYS,MID,INDIA,SR,INDIA,WR,32.75761482
ELECTRICITY,2023,WINTER,ALLDAYS,MID,INDIA,SR,INDIA,NR,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,MID,INDIA,SR,INDIA,SR,3e+18
ELECTRICITY,2023,WINTER,ALLDAYS,MID,INDIA,SR,INDIA,NER,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,MID,INDIA,NER,INDIA,ER,49.257065850000004
ELECTRICITY,2023,WINTER,ALLDAYS,MID,INDIA,NER,INDIA,WR,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,MID,INDIA,NER,INDIA,NR,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,MID,INDIA,NER,INDIA,SR,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,MID,INDIA,NER,INDIA,NER,3e+18
ELECTRICITY,2023,WINTER,ALLDAYS,AFTERNOON,INDIA,ER,INDIA,ER,3e+18
ELECTRICITY,2023,WINTER,ALLDAYS,AFTERNOON,INDIA,ER,INDIA,WR,53.44167594
ELECTRICITY,2023,WINTER,ALLDAYS,AFTERNOON,INDIA,ER,INDIA,NR,101.96798616000001
ELECTRICITY,2023,WINTER,ALLDAYS,AFTERNOON,INDIA,ER,INDIA,SR,19.528180344
ELECTRICITY,2023,WINTER,ALLDAYS,AFTERNOON,INDIA,ER,INDIA,NER,49.257065850000004
ELECTRICITY,2023,WINTER,ALLDAYS,AFTERNOON,INDIA,WR,INDIA,ER,53.44167594
ELECTRICITY,2023,WINTER,ALLDAYS,AFTERNOON,INDIA,WR,INDIA,WR,3e+18
ELECTRICITY,2023,WINTER,ALLDAYS,AFTERNOON,INDIA,WR,INDIA,NR,78.33332684999999
ELECTRICITY,2023,WINTER,ALLDAYS,AFTERNOON,INDIA,WR,INDIA,SR,32.75761482
ELECTRICITY,2023,WINTER,ALLDAYS,AFTERNOON,INDIA,WR,INDIA,NER,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,AFTERNOON,INDIA,NR,INDIA,ER,101.96798616000001
ELECTRICITY,2023,WINTER,ALLDAYS,AFTERNOON,INDIA,NR,INDIA,WR,78.33332684999999
ELECTRICITY,2023,WINTER,ALLDAYS,AFTERNOON,INDIA,NR,INDIA,NR,3e+18
ELECTRICITY,2023,WINTER,ALLDAYS,AFTERNOON,INDIA,NR,INDIA,SR,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,AFTERNOON,INDIA,NR,INDIA,NER,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,AFTERNOON,INDIA,SR,INDIA,ER,19.528180344
ELECTRICITY,2023,WINTER,ALLDAYS,AFTERNOON,INDIA,SR,INDIA,WR,32.75761482
ELECTRICITY,2023,WINTER,ALLDAYS,AFTERNOON,INDIA,SR,INDIA,NR,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,AFTERNOON,INDIA,SR,INDIA,SR,3e+18
ELECTRICITY,2023,WINTER,ALLDAYS,AFTERNOON,INDIA,SR,INDIA,NER,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,AFTERNOON,INDIA,NER,INDIA,ER,49.257065850000004
ELECTRICITY,2023,WINTER,ALLDAYS,AFTERNOON,INDIA,NER,INDIA,WR,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,AFTERNOON,INDIA,NER,INDIA,NR,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,AFTERNOON,INDIA,NER,INDIA,SR,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,AFTERNOON,INDIA,NER,INDIA,NER,3e+18
ELECTRICITY,2023,WINTER,ALLDAYS,EVENING,INDIA,ER,INDIA,ER,4e+18
ELECTRICITY,2023,WINTER,ALLDAYS,EVENING,INDIA,ER,INDIA,WR,71.25556792
ELECTRICITY,2023,WINTER,ALLDAYS,EVENING,INDIA,ER,INDIA,NR,135.95731488
ELECTRICITY,2023,WINTER,ALLDAYS,EVENING,INDIA,ER,INDIA,SR,26.037573792
ELECTRICITY,2023,WINTER,ALLDAYS,EVENING,INDIA,ER,INDIA,NER,65.6760878
ELECTRICITY,2023,WINTER,ALLDAYS,EVENING,INDIA,WR,INDIA,ER,71.25556792
ELECTRICITY,2023,WINTER,ALLDAYS,EVENING,INDIA,WR,INDIA,WR,4e+18
ELECTRICITY,2023,WINTER,ALLDAYS,EVENING,INDIA,WR,INDIA,NR,104.4444358
ELECTRICITY,2023,WINTER,ALLDAYS,EVENING,INDIA,WR,INDIA,SR,43.67681976
ELECTRICITY,2023,WINTER,ALLDAYS,EVENING,INDIA,WR,INDIA,NER,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,EVENING,INDIA,NR,INDIA,ER,135.95731488
ELECTRICITY,2023,WINTER,ALLDAYS,EVENING,INDIA,NR,INDIA,WR,104.4444358
ELECTRICITY,2023,WINTER,ALLDAYS,EVENING,INDIA,NR,INDIA,NR,4e+18
ELECTRICITY,2023,WINTER,ALLDAYS,EVENING,INDIA,NR,INDIA,SR,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,EVENING,INDIA,NR,INDIA,NER,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,EVENING,INDIA,SR,INDIA,ER,26.037573792
ELECTRICITY,2023,WINTER,ALLDAYS,EVENING,INDIA,SR,INDIA,WR,43.67681976
ELECTRICITY,2023,WINTER,ALLDAYS,EVENING,INDIA,SR,INDIA,NR,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,EVENING,INDIA,SR,INDIA,SR,4e+18
ELECTRICITY,2023,WINTER,ALLDAYS,EVENING,INDIA,SR,INDIA,NER,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,EVENING,INDIA,NER,INDIA,ER,65.6760878
ELECTRICITY,2023,WINTER,ALLDAYS,EVENING,INDIA,NER,INDIA,WR,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,EVENING,INDIA,NER,INDIA,NR,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,EVENING,INDIA,NER,INDIA,SR,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,EVENING,INDIA,NER,INDIA,NER,4e+18
ELECTRICITY,2023,WINTER,ALLDAYS,NIGHT,INDIA,ER,INDIA,ER,8e+18
ELECTRICITY,2023,WINTER,ALLDAYS,NIGHT,INDIA,ER,INDIA,WR,142.51113584
ELECTRICITY,2023,WINTER,ALLDAYS,NIGHT,INDIA,ER,INDIA,NR,271.91462976
ELECTRICITY,2023,WINTER,ALLDAYS,NIGHT,INDIA,ER,INDIA,SR,52.075147584
ELECTRICITY,2023,WINTER,ALLDAYS,NIGHT,INDIA,ER,INDIA,NER,131.3521756
ELECTRICITY,2023,WINTER,ALLDAYS,NIGHT,INDIA,WR,INDIA,ER,142.51113584
ELECTRICITY,2023,WINTER,ALLDAYS,NIGHT,INDIA,WR,INDIA,WR,8e+18
ELECTRICITY,2023,WINTER,ALLDAYS,NIGHT,INDIA,WR,INDIA,NR,208.8888716
ELECTRICITY,2023,WINTER,ALLDAYS,NIGHT,INDIA,WR,INDIA,SR,87.35363952
ELECTRICITY,2023,WINTER,ALLDAYS,NIGHT,INDIA,WR,INDIA,NER,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,NIGHT,INDIA,NR,INDIA,ER,271.91462976
ELECTRICITY,2023,WINTER,ALLDAYS,NIGHT,INDIA,NR,INDIA,WR,208.8888716
ELECTRICITY,2023,WINTER,ALLDAYS,NIGHT,INDIA,NR,INDIA,NR,8e+18
ELECTRICITY,2023,WINTER,ALLDAYS,NIGHT,INDIA,NR,INDIA,SR,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,NIGHT,INDIA,NR,INDIA,NER,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,NIGHT,INDIA,SR,INDIA,ER,52.075147584
ELECTRICITY,2023,WINTER,ALLDAYS,NIGHT,INDIA,SR,INDIA,WR,87.35363952
ELECTRICITY,2023,WINTER,ALLDAYS,NIGHT,INDIA,SR,INDIA,NR,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,NIGHT,INDIA,SR,INDIA,SR,8e+18
ELECTRICITY,2023,WINTER,ALLDAYS,NIGHT,INDIA,SR,INDIA,NER,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,NIGHT,INDIA,NER,INDIA,ER,131.3521756
ELECTRICITY,2023,WINTER,ALLDAYS,NIGHT,INDIA,NER,INDIA,WR,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,NIGHT,INDIA,NER,INDIA,NR,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,NIGHT,INDIA,NER,INDIA,SR,0.0
ELECTRICITY,2023,WINTER,ALLDAYS,NIGHT,INDIA,NER,INDIA,NER,8e+18
ELECTRICITY,2023,SPRING,ALLDAYS,EARLY,INDIA,ER,INDIA,ER,3e+18
ELECTRICITY,2023,SPRING,ALLDAYS,EARLY,INDIA,ER,INDIA,WR,53.44167594
ELECTRICITY,2023,SPRING,ALLDAYS,EARLY,INDIA,ER,INDIA,NR,101.96798616000001
ELECTRICITY,2023,SPRING,ALLDAYS,EARLY,INDIA,ER,INDIA,SR,19.528180344
ELECTRICITY,2023,SPRING,ALLDAYS,EARLY,INDIA,ER,INDIA,NER,49.257065850000004
ELECTRICITY,2023,SPRING,ALLDAYS,EARLY,INDIA,WR,INDIA,ER,53.44167594
ELECTRICITY,2023,SPRING,ALLDAYS,EARLY,INDIA,WR,INDIA,WR,3e+18
ELECTRICITY,2023,SPRING,ALLDAYS,EARLY,INDIA,WR,INDIA,NR,78.33332684999999
ELECTRICITY,2023,SPRING,ALLDAYS,EARLY,INDIA,WR,INDIA,SR,32.75761482
ELECTRICITY,2023,SPRING,ALLDAYS,EARLY,INDIA,WR,INDIA,NER,0.0
ELECTRICITY,2023,SPRING,ALLDAYS,EARLY,INDIA,NR,INDIA,ER,101.96798616000001
ELECTRICITY,2023,SPRING,ALLDAYS,EARLY,INDIA,NR,INDIA,WR,78.33332684999999
ELECTRICITY,2023,SPRING,ALLDAYS,EARLY,INDIA,NR,INDIA,NR,3e+18
ELECTRICITY,2023,SPRING,ALLDAYS,EARLY,INDIA,NR,INDIA,SR,0.0
ELECTRICITY,2023,SPRING,ALLDAYS,EARLY,INDIA,NR,INDIA,NER,0.0
ELECTRICITY,2023,SPRING,ALLDAYS,EARLY,INDIA,SR,INDIA,ER,19.528180344
ELECTRICITY,2023,SPRING,ALLDAYS,EARLY,INDIA,SR,INDIA,WR,32.75761482
ELECTRICITY,2023,SPRING,ALLDAYS,EARLY,INDIA,SR,INDIA,NR,0.0
ELECTRICITY,2023,SPRING,ALLDAYS,EARLY,INDIA,SR,INDIA,SR,3e+18
ELECTRICITY,2023,SPRING,ALLDAYS,EARLY,INDIA,SR,INDIA,NER,0.0
ELECTRICITY,2023,SPRING,ALLDAYS,EARLY,INDIA,NER,INDIA,ER,49.257065850000004
ELECTRICITY,2023,SPRING,ALLDAYS,EARLY,INDIA,NER,INDIA,WR,0.0
ELECTRICITY,2023,SPRING,ALLDAYS,EARLY,INDIA,NER,INDIA,NR,0.0
ELECTRICITY,2023,SPRING,ALLDAYS,EARLY,INDIA,NER,INDIA,SR,0.0
ELECTRICITY,2023,SPRING,ALLDAYS,EARLY,INDIA,NER,INDIA,NER,3e+18
ELECTRICITY,2023,SPRING,ALLDAYS,MORN,INDIA,ER,INDIA,ER,3e+18
ELECTRICITY,2023,SPRING,ALLDAYS,MORN,INDIA,ER,INDIA,WR,53.44167594
ELECTRICITY,2023,SPRING,ALLDAYS,MORN,INDIA,ER,INDIA,NR,101.96798616000001
ELECTRICITY,2023,SPRING,ALLDAYS,MORN,INDIA,ER,INDIA,SR,19.528180344
ELECTRICITY,2023,SPRING,ALLDAYS,MORN,INDIA,ER,INDIA,NER,49.257065850000004
ELECTRICITY,2023,SPRING,ALLDAYS,MORN,INDIA,WR,INDIA,ER,53.44167594
ELECTRICITY,2023,SPRING,ALLDAYS,MORN,INDIA,WR,INDIA,WR,3e+18
ELECTRICITY,2023,SPRING,ALLDAYS,MORN,INDIA,WR,INDIA,NR,78.33332684999999
ELECTRICITY,2023,SPRING,ALLDAYS,MORN,INDIA,WR,INDIA,SR,32.75761482
ELECTRICITY,2023,SPRING,ALLDAYS,MORN,INDIA,WR,INDIA,NER,0.0
ELECTRICITY,2023,SPRING,ALLDAYS,MORN,INDIA,NR,INDIA,ER,101.96798616000001
ELECTRICITY,2023,SPRING,ALLDAYS,MORN,INDIA,NR,INDIA,WR,78.33332684999999
ELECTRICITY,2023,SPRING,ALLDAYS,MORN,INDIA,NR,INDIA,NR,3e+18
ELECTRICITY,2023,SPRING,ALLDAYS,MORN,INDIA,NR,INDIA,SR,0.0
ELECTRICITY,2023,SPRING,ALLDAYS,MORN,INDIA,NR,INDIA,NER,0.0
ELECTRICITY,2023,SPRING,ALLDAYS,MORN,INDIA,SR,INDIA,ER,19.528180344
ELECTRICITY,2023,SPRING,ALLDAYS,MORN,INDIA,SR,INDIA,WR,32.75761482
ELECTRICITY,2023,SPRING,ALLDAYS,MORN,INDIA,SR,INDIA,NR,0.0
ELECTRICITY,2023,SPRING,ALLDAYS,MORN,INDIA,SR,INDIA,SR,3e+18
ELECTRICITY,2023,SPRING,ALLDAYS,MORN,INDIA,SR,INDIA,NER,0.0
ELECTRICITY,2023,SPRING,ALLDAYS,MORN,INDIA,NER,INDIA,ER,49.257065850000004
ELECTRICITY,2023,SPRING,ALLDAYS,MORN,INDIA,NER,INDIA,WR,0.0
ELECTRICITY,2023,SPRING,ALLDAYS,MORN,INDIA,NER,INDIA,NR,0.0
ELECTRICITY,2023,SPRING,ALLDAYS,MORN,INDIA,NER,INDIA,SR,0.0
ELECTRICITY,2023,SPRING,ALLDAYS,MORN,INDIA,NER,INDIA,NER,3e+18
ELECTRICITY,2023,SPRING,ALLDAYS,MID,INDIA,ER,INDIA,ER,3e+18
ELECTRICITY,2023,SPRING,ALLDAYS,MID,INDIA,ER,INDIA,WR,53.44167594
ELECTRICITY,2023,SPRING,ALLDAYS,MID,INDIA,ER,INDIA,NR,101.96798616000001
ELECTRICITY,2023,SPRING,ALLDAYS,MID,INDIA,ER,INDIA,SR,19.528180344
ELECTRICITY,2023,SPRING,ALLDAYS,MID,INDIA,ER,INDIA,NER,49.257065850000004
ELECTRICITY,2023,SPRING,ALLDAYS,MID,INDIA,WR,INDIA,ER,53.44167594
ELECTRICITY,2023,SPRING,ALLDAYS,MID,INDIA,WR,INDIA,WR,3e+18
ELECTRICITY,2023,SPRING,ALLDAYS,MID,INDIA,WR,INDIA,NR,78.33332684999999
ELECTRICITY,2023,SPRING,ALLDAYS,MID,INDIA,WR,INDIA,SR,32.75761482
ELECTRICITY,2023,SPRING,ALLDAYS,MID,INDIA,WR,INDIA,NER,0.0
ELECTRICITY,2023,SPRING,ALLDAYS,MID,INDIA,NR,INDIA,ER,101.96798616000001
ELECTRICITY,2023,SPRING,ALLDAYS,MID,INDIA,NR,INDIA,WR,78.33332684999999
ELECTRICITY,2023,SPRING,ALLDAYS,MID,INDIA,NR,INDIA,NR,3e+18
ELECTRICITY,2023,SPRING,ALLDAYS,MID,INDIA,NR,INDIA,SR,0.0
ELECTRICITY,2023,SPRING,ALLDAYS,MID,INDIA,NR,INDIA,NER,0.0
ELECTRICITY,2023,SPRING,ALLDAYS,MID,INDIA,SR,INDIA,ER,19.528180344
