ModelGeography,SubGeography1,SubGeography2,ConsumerType1,NumHH,Year,UsagePenetration
INDIA,ER,BR,RURAL,22412860,2024,0.085770467
INDIA,ER,BR,RURAL,22798326,2025,0.096200013
INDIA,ER,BR,RURAL,23185523,2026,0.107884522
INDIA,ER,BR,RURAL,23566367,2027,0.120958214
INDIA,ER,BR,RURAL,23943207,2028,0.135590086
INDIA,ER,BR,RURAL,24322097,2029,0.151974829
INDIA,ER,BR,RURAL,24703044,2030,0.170320534
INDIA,ER,BR,RURAL,25085853,2031,0.190859259
INDIA,ER,BR,RURAL,25444991,2032,0.213821128
INDIA,ER,BR,RURAL,25787002,2033,0.2394964
INDIA,ER,BR,RURAL,26130981,2034,0.268227127
INDIA,ER,BR,RURAL,26476520,2035,0.297901279
INDIA,ER,BR,RURAL,26823832,2036,0.330825092
INDIA,ER,BR,RURAL,27173344,2037,0.367350597
INDIA,ER,BR,RURAL,27537771,2038,0.407804082
INDIA,ER,BR,RURAL,27907086,2039,0.452653154
INDIA,ER,BR,RURAL,28281354,2040,0.502370904
INDIA,ER,BR,RURAL,28660641,2041,0.548295759
INDIA,ER,BR,URBAN,3757302,2024,0.418278169
INDIA,ER,BR,URBAN,3881523,2025,0.458787571
INDIA,ER,BR,URBAN,4008916,2026,0.503169889
INDIA,ER,BR,URBAN,4138064,2027,0.543640105
INDIA,ER,BR,URBAN,4269234,2028,0.587287445
INDIA,ER,BR,URBAN,4403461,2029,0.634389966
INDIA,ER,BR,URBAN,4540807,2030,0.685217707
INDIA,ER,BR,URBAN,4681591,2031,0.740060154
INDIA,ER,BR,URBAN,4820639,2032,0.799154072
INDIA,ER,BR,URBAN,4959695,2033,0.850106712
INDIA,ER,BR,URBAN,5101661,2034,0.904256007
INDIA,ER,BR,URBAN,5247136,2035,0.954607104
INDIA,ER,BR,URBAN,5395916,2036,1
INDIA,ER,BR,URBAN,5547510,2037,1
INDIA,ER,BR,URBAN,5706663,2038,1
INDIA,ER,BR,URBAN,5870381,2039,1
INDIA,ER,BR,URBAN,6038797,2040,1
INDIA,ER,BR,URBAN,6212044,2041,1
INDIA,ER,JH,RURAL,6408521,2024,0.062728751
INDIA,ER,JH,RURAL,6548685,2025,0.069832396
INDIA,ER,JH,RURAL,6691241,2026,0.077731591
INDIA,ER,JH,RURAL,6831246,2027,0.086504316
INDIA,ER,JH,RURAL,6969709,2028,0.096249853
INDIA,ER,JH,RURAL,7110235,2029,0.1070821
INDIA,ER,JH,RURAL,7253086,2030,0.119121081
INDIA,ER,JH,RURAL,7397823,2031,0.132499615
INDIA,ER,JH,RURAL,7537989,2032,0.147346299
INDIA,ER,JH,RURAL,7676290,2033,0.16382529
INDIA,ER,JH,RURAL,7816050,2034,0.18212982
INDIA,ER,JH,RURAL,7957774,2035,0.202460496
INDIA,ER,JH,RURAL,8101234,2036,0.225038026
INDIA,ER,JH,RURAL,8247207,2037,0.250108083
INDIA,ER,JH,RURAL,8397965,2038,0.275761826
INDIA,ER,JH,RURAL,8551479,2039,0.304009852
INDIA,ER,JH,RURAL,8707799,2040,0.335111956
INDIA,ER,JH,RURAL,8866976,2041,0.369353608
INDIA,ER,JH,URBAN,2886561,2024,0.423001101
INDIA,ER,JH,URBAN,3007231,2025,0.458534819
INDIA,ER,JH,URBAN,3132129,2026,0.497010184
INDIA,ER,JH,URBAN,3259324,2027,0.538619134
INDIA,ER,JH,URBAN,3389722,2028,0.576129654
INDIA,ER,JH,URBAN,3524615,2029,0.61621097
INDIA,ER,JH,URBAN,3664146,2030,0.659036775
INDIA,ER,JH,URBAN,3808461,2031,0.704791171
INDIA,ER,JH,URBAN,3955077,2032,0.753609014
INDIA,ER,JH,URBAN,4103972,2033,0.795289304
INDIA,ER,JH,URBAN,4258222,2034,0.839232945
INDIA,ER,JH,URBAN,4417654,2035,0.885561266
INDIA,ER,JH,URBAN,4582790,2036,0.934398157
INDIA,ER,JH,URBAN,4752718,2037,0.979441717
INDIA,ER,JH,URBAN,4931444,2038,1
INDIA,ER,JH,URBAN,5116892,2039,1
INDIA,ER,JH,URBAN,5309313,2040,1
INDIA,ER,JH,URBAN,5508970,2041,1
INDIA,ER,OD,RURAL,10220730,2024,0.228185545
INDIA,ER,OD,RURAL,10374117,2025,0.251980085
INDIA,ER,OD,RURAL,10529086,2026,0.276202381
INDIA,ER,OD,RURAL,10676951,2027,0.302681683
INDIA,ER,OD,RURAL,10819704,2028,0.331638797
INDIA,ER,OD,RURAL,10964305,2029,0.363327341
INDIA,ER,OD,RURAL,11110197,2030,0.398001618
INDIA,ER,OD,RURAL,11257971,2031,0.435938165
INDIA,ER,OD,RURAL,11397283,2032,0.477376976
INDIA,ER,OD,RURAL,11530808,2033,0.522652972
INDIA,ER,OD,RURAL,11665892,2034,0.563914783
INDIA,ER,OD,RURAL,11801941,2035,0.608384664
INDIA,ER,OD,RURAL,11939570,2036,0.656304506
INDIA,ER,OD,RURAL,12078799,2037,0.707937171
INDIA,ER,OD,RURAL,12221308,2038,0.763462594
INDIA,ER,OD,RURAL,12365498,2039,0.811292504
INDIA,ER,OD,RURAL,12511390,2040,0.862042282
INDIA,ER,OD,RURAL,12659002,2041,0.915887511
INDIA,ER,OD,URBAN,2432031,2024,0.609474223
INDIA,ER,OD,URBAN,2470744,2025,0.648503185
INDIA,ER,OD,URBAN,2510010,2026,0.689976217
INDIA,ER,OD,URBAN,2547618,2027,0.733982817
INDIA,ER,OD,URBAN,2584119,2028,0.780698167
INDIA,ER,OD,URBAN,2620897,2029,0.820400378
INDIA,ER,OD,URBAN,2657951,2030,0.862070977
INDIA,ER,OD,URBAN,2695282,2031,0.905804107
INDIA,ER,OD,URBAN,2730953,2032,0.945901792
INDIA,ER,OD,URBAN,2765519,2033,0.98768052
INDIA,ER,OD,URBAN,2800361,2034,1
INDIA,ER,OD,URBAN,2835203,2035,1
INDIA,ER,OD,URBAN,2870598,2036,1
INDIA,ER,OD,URBAN,2905717,2037,1
INDIA,ER,OD,URBAN,2942353,2038,1
INDIA,ER,OD,URBAN,2979451,2039,1
INDIA,ER,OD,URBAN,3017017,2040,1
INDIA,ER,OD,URBAN,3055057,2041,1
INDIA,ER,SK,RURAL,86020,2024,0.418324503
INDIA,ER,SK,RURAL,83791,2025,0.439170885
INDIA,ER,SK,RURAL,81278,2026,0.461012501
INDIA,ER,SK,RURAL,78985,2027,0.483847915
INDIA,ER,SK,RURAL,76148,2028,0.507739137
INDIA,ER,SK,RURAL,73529,2029,0.528593119
INDIA,ER,SK,RURAL,70875,2030,0.550263984
INDIA,ER,SK,RURAL,67923,2031,0.572781405
INDIA,ER,SK,RURAL,65194,2032,0.596123663
INDIA,ER,SK,RURAL,62164,2033,0.620334977
INDIA,ER,SK,RURAL,59094,2034,0.645486706
INDIA,ER,SK,RURAL,56250,2035,0.671614349
INDIA,ER,SK,RURAL,53099,2036,0.698750855
INDIA,ER,SK,RURAL,50177,2037,0.726932931
INDIA,ER,SK,RURAL,47707,2038,0.75611684
INDIA,ER,SK,RURAL,45359,2039,0.7803441
INDIA,ER,SK,RURAL,43127,2040,0.805290492
INDIA,ER,SK,RURAL,41004,2041,0.830977027
INDIA,ER,SK,URBAN,125193,2024,0.562096997
INDIA,ER,SK,URBAN,133429,2025,0.586199999
INDIA,ER,SK,URBAN,141863,2026,0.611286467
INDIA,ER,SK,URBAN,150124,2027,0.63734101
INDIA,ER,SK,URBAN,158960,2028,0.664420711
INDIA,ER,SK,URBAN,168005,2029,0.69259904
INDIA,ER,SK,URBAN,177264,2030,0.721918797
INDIA,ER,SK,URBAN,186741,2031,0.752422996
INDIA,ER,SK,URBAN,196039,2032,0.777752679
INDIA,ER,SK,URBAN,205958,2033,0.803846472
INDIA,ER,SK,URBAN,215696,2034,0.830769779
INDIA,ER,SK,URBAN,225658,2035,0.858548187
INDIA,ER,SK,URBAN,235848,2036,0.887203975
INDIA,ER,SK,URBAN,246269,2037,0.916762846
INDIA,ER,SK,URBAN,257893,2038,0.943365679
INDIA,ER,SK,URBAN,270064,2039,0.970676028
INDIA,ER,SK,URBAN,282811,2040,0.998712778
INDIA,ER,SK,URBAN,296159,2041,1
INDIA,ER,WB,RURAL,17973379,2024,0.156439374
INDIA,ER,WB,RURAL,18308465,2025,0.169549685
INDIA,ER,WB,RURAL,18647341,2026,0.1837398
INDIA,ER,WB,RURAL,18974399,2027,0.199076157
INDIA,ER,WB,RURAL,19293005,2028,0.215657826
INDIA,ER,WB,RURAL,19615104,2029,0.233598635
INDIA,ER,WB,RURAL,19940674,2030,0.253008364
INDIA,ER,WB,RURAL,20269687,2031,0.272389784
INDIA,ER,WB,RURAL,20580821,2032,0.293198772
INDIA,ER,WB,RURAL,20879973,2033,0.315547171
INDIA,ER,WB,RURAL,21180972,2034,0.33957188
INDIA,ER,WB,RURAL,21483732,2035,0.365397051
INDIA,ER,WB,RURAL,21788529,2036,0.393153323
INDIA,ER,WB,RURAL,22096035,2037,0.42298242
INDIA,ER,WB,RURAL,22416040,2038,0.454977151
INDIA,ER,WB,RURAL,22740680,2039,0.489338514
INDIA,ER,WB,RURAL,23070022,2040,0.526239254
INDIA,ER,WB,RURAL,23404133,2041,0.559260211
INDIA,ER,WB,URBAN,10300676,2024,0.612093036
INDIA,ER,WB,URBAN,10537190,2025,0.659056225
INDIA,ER,WB,URBAN,10778381,2026,0.70955544
INDIA,ER,WB,URBAN,11014320,2027,0.763777813
INDIA,ER,WB,URBAN,11247749,2028,0.810372803
INDIA,ER,WB,URBAN,11485243,2029,0.859749823
INDIA,ER,WB,URBAN,11726857,2030,0.91207184
INDIA,ER,WB,URBAN,11972645,2031,0.960579812
INDIA,ER,WB,URBAN,12210853,2032,1
INDIA,ER,WB,URBAN,12443976,2033,1
INDIA,ER,WB,URBAN,12681157,2034,1
INDIA,ER,WB,URBAN,12922449,2035,1
INDIA,ER,WB,URBAN,13167604,2036,1
INDIA,ER,WB,URBAN,13415755,2037,1
INDIA,ER,WB,URBAN,13672647,2038,1
INDIA,ER,WB,URBAN,13934459,2039,1
INDIA,ER,WB,URBAN,14201284,2040,1
INDIA,ER,WB,URBAN,14473218,2041,1
INDIA,NER,AS,RURAL,6886127,2024,0.12229864
INDIA,NER,AS,RURAL,7059922,2025,0.134960137
INDIA,NER,AS,RURAL,7237903,2026,0.148915383
INDIA,NER,AS,RURAL,7414901,2027,0.164275549
INDIA,NER,AS,RURAL,7592691,2028,0.181187464
INDIA,NER,AS,RURAL,7773916,2029,0.199819441
INDIA,NER,AS,RURAL,7959137,2030,0.220344462
INDIA,NER,AS,RURAL,8147926,2031,0.242952099
INDIA,NER,AS,RURAL,8333823,2032,0.267816607
INDIA,NER,AS,RURAL,8518409,2033,0.293065261
INDIA,NER,AS,RURAL,8706615,2034,0.320665614
INDIA,NER,AS,RURAL,8898234,2035,0.35083453
INDIA,NER,AS,RURAL,9094154,2036,0.383805854
INDIA,NER,AS,RURAL,9293904,2037,0.419836338
INDIA,NER,AS,RURAL,9499995,2038,0.459139266
INDIA,NER,AS,RURAL,9710656,2039,0.50206023
INDIA,NER,AS,RURAL,9925988,2040,0.541117185
INDIA,NER,AS,RURAL,10146095,2041,0.583155804
INDIA,NER,AS,URBAN,1496057,2024,0.478565961
INDIA,NER,AS,URBAN,1521911,2025,0.515681386
INDIA,NER,AS,URBAN,1547764,2026,0.5489689
INDIA,NER,AS,URBAN,1573085,2027,0.584317483
INDIA,NER,AS,URBAN,1597606,2028,0.621869796
INDIA,NER,AS,URBAN,1622661,2029,0.661790499
INDIA,NER,AS,URBAN,1647715,2030,0.70422649
INDIA,NER,AS,URBAN,1673302,2031,0.749332387
INDIA,NER,AS,URBAN,1697557,2032,0.7972066
INDIA,NER,AS,URBAN,1720745,2033,0.837868872
INDIA,NER,AS,URBAN,1744467,2034,0.88056086
INDIA,NER,AS,URBAN,1768455,2035,0.925382394
INDIA,NER,AS,URBAN,1792443,2036,0.966552632
INDIA,NER,AS,URBAN,1816431,2037,1
INDIA,NER,AS,URBAN,1841449,2038,1
INDIA,NER,AS,URBAN,1866811,2039,1
INDIA,NER,AS,URBAN,1892523,2040,1
INDIA,NER,AS,URBAN,1918589,2041,1
INDIA,NER,NE,RURAL,2337828,2024,0.278100465
INDIA,NER,NE,RURAL,2362270,2025,0.30583372
INDIA,NER,NE,RURAL,2387432,2026,0.33629208
INDIA,NER,NE,RURAL,2410510,2027,0.369693722
INDIA,NER,NE,RURAL,2432856,2028,0.406336068
INDIA,NER,NE,RURAL,2455162,2029,0.446560914
INDIA,NER,NE,RURAL,2476207,2030,0.490714104
INDIA,NER,NE,RURAL,2498155,2031,0.539173005
INDIA,NER,NE,RURAL,2518053,2032,0.58342179
INDIA,NER,NE,RURAL,2535325,2033,0.631194513
INDIA,NER,NE,RURAL,2552166,2034,0.68282071
INDIA,NER,NE,RURAL,2568559,2035,0.738607482
INDIA,NER,NE,RURAL,2585004,2036,0.798880491
INDIA,NER,NE,RURAL,2601765,2037,0.850971529
INDIA,NER,NE,RURAL,2619446,2038,0.906290518
INDIA,NER,NE,RURAL,2637247,2039,0.957761132
INDIA,NER,NE,RURAL,2655170,2040,1
INDIA,NER,NE,RURAL,2673214,2041,1
INDIA,NER,NE,URBAN,1458503,2024,0.591329986
INDIA,NER,NE,URBAN,1518974,2025,0.619827122
INDIA,NER,NE,URBAN,1580887,2026,0.654132463
INDIA,NER,NE,URBAN,1644269,2027,0.695655081
INDIA,NER,NE,URBAN,1708872,2028,0.739721018
INDIA,NER,NE,URBAN,1774996,2029,0.786520908
INDIA,NER,NE,URBAN,1844390,2030,0.826281193
INDIA,NER,NE,URBAN,1914835,2031,0.867999889
INDIA,NER,NE,URBAN,1985456,2032,0.911704974
INDIA,NER,NE,URBAN,2056519,2033,0.951782307
INDIA,NER,NE,URBAN,2130432,2034,0.993574166
INDIA,NER,NE,URBAN,2206356,2035,1
INDIA,NER,NE,URBAN,2284027,2036,1
INDIA,NER,NE,URBAN,2363163,2037,1
INDIA,NER,NE,URBAN,2447489,2038,1
INDIA,NER,NE,URBAN,2534823,2039,1
INDIA,NER,NE,URBAN,2625275,2040,1
INDIA,NER,NE,URBAN,2718954,2041,1
INDIA,NR,DL,RURAL,22539,2024,0.872564464
INDIA,NR,DL,RURAL,18358,2025,0.903147951
INDIA,NR,DL,RURAL,14801,2026,0.930796103
INDIA,NR,DL,RURAL,11033,2027,0.959185805
INDIA,NR,DL,RURAL,7660,2028,0.988357571
INDIA,NR,DL,RURAL,5038,2029,1
INDIA,NR,DL,RURAL,2588,2030,1
INDIA,NR,DL,RURAL,1330,2031,1
INDIA,NR,DL,RURAL,0,2032,1
INDIA,NR,DL,RURAL,0,2033,1
INDIA,NR,DL,RURAL,361,2034,1
INDIA,NR,DL,RURAL,0,2035,1
INDIA,NR,DL,RURAL,0,2036,1
INDIA,NR,DL,RURAL,0,2037,1
INDIA,NR,DL,RURAL,0,2038,1
INDIA,NR,DL,RURAL,0,2039,1
INDIA,NR,DL,RURAL,0,2040,1
INDIA,NR,DL,RURAL,0,2041,1
INDIA,NR,DL,URBAN,5527614,2024,0.810117073
INDIA,NR,DL,URBAN,5664248,2025,0.840094525
INDIA,NR,DL,URBAN,5801438,2026,0.871124739
INDIA,NR,DL,URBAN,5941273,2027,0.90318271
INDIA,NR,DL,URBAN,6082734,2028,0.93218238
INDIA,NR,DL,URBAN,6225043,2029,0.962062961
INDIA,NR,DL,URBAN,6368203,2030,0.992850022
INDIA,NR,DL,URBAN,6511949,2031,1
INDIA,NR,DL,URBAN,6657621,2032,1
INDIA,NR,DL,URBAN,6804428,2033,1
INDIA,NR,DL,URBAN,6952379,2034,1
INDIA,NR,DL,URBAN,7102024,2035,1
INDIA,NR,DL,URBAN,7253105,2036,1
INDIA,NR,DL,URBAN,7405635,2037,1
INDIA,NR,DL,URBAN,7566078,2038,1
INDIA,NR,DL,URBAN,7729998,2039,1
INDIA,NR,DL,URBAN,7897469,2040,1
INDIA,NR,DL,URBAN,8068568,2041,1
INDIA,NR,HP,RURAL,1587542,2024,0.697613527
INDIA,NR,HP,RURAL,1595106,2025,0.7319725
INDIA,NR,HP,RURAL,1602434,2026,0.773370919
INDIA,NR,HP,RURAL,1608816,2027,0.808259472
INDIA,NR,HP,RURAL,1613780,2028,0.844638168
INDIA,NR,HP,RURAL,1618981,2029,0.882603118
INDIA,NR,HP,RURAL,1624181,2030,0.922221641
INDIA,NR,HP,RURAL,1629382,2031,0.958394868
INDIA,NR,HP,RURAL,1632927,2032,0.995873945
INDIA,NR,HP,RURAL,1635764,2033,1
INDIA,NR,HP,RURAL,1638364,2034,1
INDIA,NR,HP,RURAL,1640964,2035,1
INDIA,NR,HP,RURAL,1643564,2036,1
INDIA,NR,HP,RURAL,1646401,2037,1
INDIA,NR,HP,RURAL,1649255,2038,1
INDIA,NR,HP,RURAL,1652114,2039,1
INDIA,NR,HP,RURAL,1654977,2040,1
INDIA,NR,HP,RURAL,1657846,2041,1
INDIA,NR,HP,URBAN,310830,2024,0.799854797
INDIA,NR,HP,URBAN,321366,2025,0.82837657
INDIA,NR,HP,URBAN,332670,2026,0.86229665
INDIA,NR,HP,URBAN,343480,2027,0.902782173
INDIA,NR,HP,URBAN,355080,2028,0.939785033
INDIA,NR,HP,URBAN,367056,2029,0.97825277
INDIA,NR,HP,URBAN,378950,2030,1
INDIA,NR,HP,URBAN,391705,2031,1
INDIA,NR,HP,URBAN,404375,2032,1
INDIA,NR,HP,URBAN,416933,2033,1
INDIA,NR,HP,URBAN,430401,2034,1
INDIA,NR,HP,URBAN,443754,2035,1
INDIA,NR,HP,URBAN,458069,2036,1
INDIA,NR,HP,URBAN,472265,2037,1
INDIA,NR,HP,URBAN,487219,2038,1
INDIA,NR,HP,URBAN,502645,2039,1
INDIA,NR,HP,URBAN,518561,2040,1
INDIA,NR,HP,URBAN,534980,2041,1
INDIA,NR,HR,RURAL,3748887,2024,0.739411825
INDIA,NR,HR,RURAL,3792053,2025,0.778537269
INDIA,NR,HR,RURAL,3834614,2026,0.81144054
INDIA,NR,HR,RURAL,3874559,2027,0.845622132
INDIA,NR,HR,RURAL,3912469,2028,0.88115283
INDIA,NR,HR,RURAL,3949852,2029,0.918121202
INDIA,NR,HR,RURAL,3986683,2030,0.951775782
INDIA,NR,HR,RURAL,4023170,2031,0.986611521
INDIA,NR,HR,RURAL,4057443,2032,1
INDIA,NR,HR,RURAL,4090132,2033,1
INDIA,NR,HR,RURAL,4122365,2034,1
INDIA,NR,HR,RURAL,4153645,2035,1
INDIA,NR,HR,RURAL,4184902,2036,1
INDIA,NR,HR,RURAL,4216130,2037,1
INDIA,NR,HR,RURAL,4249178,2038,1
INDIA,NR,HR,RURAL,4282485,2039,1
INDIA,NR,HR,RURAL,4316054,2040,1
INDIA,NR,HR,RURAL,4349885,2041,1
INDIA,NR,HR,URBAN,3160984,2024,0.825588956
INDIA,NR,HR,URBAN,3262150,2025,0.861461743
INDIA,NR,HR,URBAN,3365403,2026,0.898832683
INDIA,NR,HR,URBAN,3468279,2027,0.937697159
INDIA,NR,HR,URBAN,3571763,2028,0.973083562
INDIA,NR,HR,URBAN,3677117,2029,1
INDIA,NR,HR,URBAN,3784619,2030,1
INDIA,NR,HR,URBAN,3894295,2031,1
INDIA,NR,HR,URBAN,4003864,2032,1
INDIA,NR,HR,URBAN,4114345,2033,1
INDIA,NR,HR,URBAN,4226783,2034,1
INDIA,NR,HR,URBAN,4341465,2035,1
INDIA,NR,HR,URBAN,4457893,2036,1
INDIA,NR,HR,URBAN,4575558,2037,1
INDIA,NR,HR,URBAN,4700166,2038,1
INDIA,NR,HR,URBAN,4828168,2039,1
INDIA,NR,HR,URBAN,4959657,2040,1
INDIA,NR,HR,URBAN,5094726,2041,1
INDIA,NR,JK,RURAL,2017720,2024,0.517574928
INDIA,NR,JK,RURAL,2048495,2025,0.550015363
INDIA,NR,JK,RURAL,2079074,2026,0.584443242
INDIA,NR,JK,RURAL,2109441,2027,0.620927693
INDIA,NR,JK,RURAL,2139798,2028,0.659608588
INDIA,NR,JK,RURAL,2170800,2029,0.700648802
INDIA,NR,JK,RURAL,2202235,2030,0.744189568
INDIA,NR,JK,RURAL,2233430,2031,0.79037903
INDIA,NR,JK,RURAL,2263680,2032,0.829516626
INDIA,NR,JK,RURAL,2293174,2033,0.870500026
INDIA,NR,JK,RURAL,2322814,2034,0.913459725
INDIA,NR,JK,RURAL,2353072,2035,0.952860752
INDIA,NR,JK,RURAL,2383000,2036,0.993912551
INDIA,NR,JK,RURAL,2413549,2037,1
INDIA,NR,JK,RURAL,2444951,2038,1
INDIA,NR,JK,RURAL,2476761,2039,1
INDIA,NR,JK,RURAL,2508985,2040,1
INDIA,NR,JK,RURAL,2541629,2041,1
INDIA,NR,JK,URBAN,1129527,2024,0.821550273
INDIA,NR,JK,URBAN,1171687,2025,0.860356232
INDIA,NR,JK,URBAN,1215682,2026,0.900941143
INDIA,NR,JK,URBAN,1261023,2027,0.938028064
INDIA,NR,JK,URBAN,1307746,2028,0.976560832
INDIA,NR,JK,URBAN,1355890,2029,1
INDIA,NR,JK,URBAN,1405195,2030,1
INDIA,NR,JK,URBAN,1456904,2031,1
INDIA,NR,JK,URBAN,1509246,2032,1
INDIA,NR,JK,URBAN,1562522,2033,1
INDIA,NR,JK,URBAN,1617711,2034,1
INDIA,NR,JK,URBAN,1674546,2035,1
INDIA,NR,JK,URBAN,1733409,2036,1
INDIA,NR,JK,URBAN,1794024,2037,1
INDIA,NR,JK,URBAN,1857353,2038,1
INDIA,NR,JK,URBAN,1922918,2039,1
INDIA,NR,JK,URBAN,1990797,2040,1
INDIA,NR,JK,URBAN,2061072,2041,1
INDIA,NR,PB,RURAL,4216207,2024,0.897764491
INDIA,NR,PB,RURAL,4269462,2025,0.92506066
INDIA,NR,PB,RURAL,4322663,2026,0.953321251
INDIA,NR,PB,RURAL,4372856,2027,0.986714932
INDIA,NR,PB,RURAL,4421148,2028,1
INDIA,NR,PB,RURAL,4469210,2029,1
INDIA,NR,PB,RURAL,4517273,2030,1
INDIA,NR,PB,RURAL,4565839,2031,1
INDIA,NR,PB,RURAL,4611263,2032,1
INDIA,NR,PB,RURAL,4654204,2033,1
INDIA,NR,PB,RURAL,4696695,2034,1
INDIA,NR,PB,RURAL,4739519,2035,1
INDIA,NR,PB,RURAL,4782677,2036,1
INDIA,NR,PB,RURAL,4825893,2037,1
INDIA,NR,PB,RURAL,4870653,2038,1
INDIA,NR,PB,RURAL,4915829,2039,1
INDIA,NR,PB,RURAL,4961423,2040,1
INDIA,NR,PB,RURAL,5007440,2041,1
INDIA,NR,PB,URBAN,3573731,2024,0.874519998
INDIA,NR,PB,URBAN,3641203,2025,0.880122526
INDIA,NR,PB,URBAN,3709945,2026,0.887441778
INDIA,NR,PB,URBAN,3776401,2027,0.897007614
INDIA,NR,PB,URBAN,3841308,2028,0.909548371
INDIA,NR,PB,URBAN,3907212,2029,0.923993474
INDIA,NR,PB,URBAN,3974639,2030,0.943044912
INDIA,NR,PB,URBAN,4042308,2031,0.9653755
INDIA,NR,PB,URBAN,4107878,2032,0.991584736
INDIA,NR,PB,URBAN,4172102,2033,1
INDIA,NR,PB,URBAN,4237847,2034,1
INDIA,NR,PB,URBAN,4303811,2035,1
INDIA,NR,PB,URBAN,4370524,2036,1
INDIA,NR,PB,URBAN,4437991,2037,1
INDIA,NR,PB,URBAN,4507606,2038,1
INDIA,NR,PB,URBAN,4578312,2039,1
INDIA,NR,PB,URBAN,4650128,2040,1
INDIA,NR,PB,URBAN,4723070,2041,1
INDIA,NR,RJ,RURAL,11891570,2024,0.450693414
INDIA,NR,RJ,RURAL,12037814,2025,0.490352685
INDIA,NR,RJ,RURAL,12184340,2026,0.533449047
INDIA,NR,RJ,RURAL,12317873,2027,0.57242243
INDIA,NR,RJ,RURAL,12441500,2028,0.614162709
INDIA,NR,RJ,RURAL,12565439,2029,0.658896226
INDIA,NR,RJ,RURAL,12689893,2030,0.706834427
INDIA,NR,RJ,RURAL,12814455,2031,0.758202059
INDIA,NR,RJ,RURAL,12936258,2032,0.802171707
INDIA,NR,RJ,RURAL,13055884,2033,0.848595325
INDIA,NR,RJ,RURAL,13175779,2034,0.897654681
INDIA,NR,RJ,RURAL,13295943,2035,0.949497372
INDIA,NR,RJ,RURAL,13416373,2036,0.997427303
INDIA,NR,RJ,RURAL,13537695,2037,1
INDIA,NR,RJ,RURAL,13662143,2038,1
INDIA,NR,RJ,RURAL,13787735,2039,1
INDIA,NR,RJ,RURAL,13914481,2040,1
INDIA,NR,RJ,RURAL,14042392,2041,1
INDIA,NR,RJ,URBAN,5233861,2024,0.794925258
INDIA,NR,RJ,URBAN,5377002,2025,0.84462516
INDIA,NR,RJ,URBAN,5523421,2026,0.89736779
INDIA,NR,RJ,URBAN,5666468,2027,0.953265317
INDIA,NR,RJ,URBAN,5808247,2028,1
INDIA,NR,RJ,URBAN,5952988,2029,1
INDIA,NR,RJ,URBAN,6100491,2030,1
INDIA,NR,RJ,URBAN,6251320,2031,1
INDIA,NR,RJ,URBAN,6403438,2032,1
INDIA,NR,RJ,URBAN,6557638,2033,1
INDIA,NR,RJ,URBAN,6715015,2034,1
INDIA,NR,RJ,URBAN,6875628,2035,1
INDIA,NR,RJ,URBAN,7039535,2036,1
INDIA,NR,RJ,URBAN,7205962,2037,1
INDIA,NR,RJ,URBAN,7378680,2038,1
INDIA,NR,RJ,URBAN,7555538,2039,1
INDIA,NR,RJ,URBAN,7736635,2040,1
INDIA,NR,RJ,URBAN,7922073,2041,1
INDIA,NR,UK,RURAL,1602753,2024,0.501789078
INDIA,NR,UK,RURAL,1607043,2025,0.536058089
INDIA,NR,UK,RURAL,1611333,2026,0.572618333
INDIA,NR,UK,RURAL,1614336,2027,0.611566058
INDIA,NR,UK,RURAL,1616267,2028,0.653075043
INDIA,NR,UK,RURAL,1617983,2029,0.697346611
INDIA,NR,UK,RURAL,1619699,2030,0.74456141
INDIA,NR,UK,RURAL,1620986,2031,0.794910173
INDIA,NR,UK,RURAL,1620986,2032,0.837794151
INDIA,NR,UK,RURAL,1619699,2033,0.882889287
INDIA,NR,UK,RURAL,1618197,2034,0.930357596
INDIA,NR,UK,RURAL,1616696,2035,0.974076448
INDIA,NR,UK,RURAL,1614980,2036,1
INDIA,NR,UK,RURAL,1613264,2037,1
INDIA,NR,UK,RURAL,1611980,2038,1
INDIA,NR,UK,RURAL,1610698,2039,1
INDIA,NR,UK,RURAL,1609417,2040,1
