EnergyCarrier,Year,Season,DayType,DaySlice,ModelGeography,SubGeography1,ImportPrice
STEAM_COAL,2023,,,,INDIA,ER,3804.771612
STEAM_COAL,2023,,,,INDIA,WR,3804.771612
STEAM_COAL,2023,,,,INDIA,NR,3804.771612
STEAM_COAL,2023,,,,INDIA,SR,3804.771612
STEAM_COAL,2023,,,,INDIA,NER,3804.771612
STEAM_COAL,2024,,,,INDIA,ER,3826.206945
STEAM_COAL,2024,,,,INDIA,WR,3826.206945
STEAM_COAL,2024,,,,INDIA,NR,3826.206945
STEAM_COAL,2024,,,,INDIA,SR,3826.206945
STEAM_COAL,2024,,,,INDIA,NER,3826.206945
STEAM_COAL,2025,,,,INDIA,ER,3853.946946
STEAM_COAL,2025,,,,INDIA,WR,3853.946946
STEAM_COAL,2025,,,,INDIA,NR,3853.946946
STEAM_COAL,2025,,,,INDIA,SR,3853.946946
STEAM_COAL,2025,,,,INDIA,NER,3853.946946
STEAM_COAL,2026,,,,INDIA,ER,3874.157517
STEAM_COAL,2026,,,,INDIA,WR,3874.157517
STEAM_COAL,2026,,,,INDIA,NR,3874.157517
STEAM_COAL,2026,,,,INDIA,SR,3874.157517
STEAM_COAL,2026,,,,INDIA,NER,3874.157517
STEAM_COAL,2027,,,,INDIA,ER,3893.393049
STEAM_COAL,2027,,,,INDIA,WR,3893.393049
STEAM_COAL,2027,,,,INDIA,NR,3893.393049
STEAM_COAL,2027,,,,INDIA,SR,3893.393049
STEAM_COAL,2027,,,,INDIA,NER,3893.393049
STEAM_COAL,2028,,,,INDIA,ER,3912.724087
STEAM_COAL,2028,,,,INDIA,WR,3912.724087
STEAM_COAL,2028,,,,INDIA,NR,3912.724087
STEAM_COAL,2028,,,,INDIA,SR,3912.724087
STEAM_COAL,2028,,,,INDIA,NER,3912.724087
STEAM_COAL,2029,,,,INDIA,ER,3932.151104
STEAM_COAL,2029,,,,INDIA,WR,3932.151104
STEAM_COAL,2029,,,,INDIA,NR,3932.151104
STEAM_COAL,2029,,,,INDIA,SR,3932.151104
STEAM_COAL,2029,,,,INDIA,NER,3932.151104
STEAM_COAL,2030,,,,INDIA,ER,3951.67458
STEAM_COAL,2030,,,,INDIA,WR,3951.67458
STEAM_COAL,2030,,,,INDIA,NR,3951.67458
STEAM_COAL,2030,,,,INDIA,SR,3951.67458
STEAM_COAL,2030,,,,INDIA,NER,3951.67458
STEAM_COAL,2031,,,,INDIA,ER,3971.29499
STEAM_COAL,2031,,,,INDIA,WR,3971.29499
STEAM_COAL,2031,,,,INDIA,NR,3971.29499
STEAM_COAL,2031,,,,INDIA,SR,3971.29499
STEAM_COAL,2031,,,,INDIA,NER,3971.29499
COKING_COAL,2021,,,,INDIA,ER,9459.882533
COKING_COAL,2021,,,,INDIA,WR,9459.882533
COKING_COAL,2021,,,,INDIA,NR,9459.882533
COKING_COAL,2021,,,,INDIA,SR,9459.882533
COKING_COAL,2021,,,,INDIA,NER,9459.882533
COKING_COAL,2022,,,,INDIA,ER,9598.998453
COKING_COAL,2022,,,,INDIA,WR,9598.998453
COKING_COAL,2022,,,,INDIA,NR,9598.998453
COKING_COAL,2022,,,,INDIA,SR,9598.998453
COKING_COAL,2022,,,,INDIA,NER,9598.998453
COKING_COAL,2023,,,,INDIA,ER,9671.783902
COKING_COAL,2023,,,,INDIA,WR,9671.783902
COKING_COAL,2023,,,,INDIA,NR,9671.783902
COKING_COAL,2023,,,,INDIA,SR,9671.783902
COKING_COAL,2023,,,,INDIA,NER,9671.783902
COKING_COAL,2024,,,,INDIA,ER,9726.272826
COKING_COAL,2024,,,,INDIA,WR,9726.272826
COKING_COAL,2024,,,,INDIA,NR,9726.272826
COKING_COAL,2024,,,,INDIA,SR,9726.272826
COKING_COAL,2024,,,,INDIA,NER,9726.272826
COKING_COAL,2025,,,,INDIA,ER,9796.788304
COKING_COAL,2025,,,,INDIA,WR,9796.788304
COKING_COAL,2025,,,,INDIA,NR,9796.788304
COKING_COAL,2025,,,,INDIA,SR,9796.788304
COKING_COAL,2025,,,,INDIA,NER,9796.788304
COKING_COAL,2026,,,,INDIA,ER,9848.163866
COKING_COAL,2026,,,,INDIA,WR,9848.163866
COKING_COAL,2026,,,,INDIA,NR,9848.163866
COKING_COAL,2026,,,,INDIA,SR,9848.163866
COKING_COAL,2026,,,,INDIA,NER,9848.163866
COKING_COAL,2027,,,,INDIA,ER,9897.060863
COKING_COAL,2027,,,,INDIA,WR,9897.060863
COKING_COAL,2027,,,,INDIA,NR,9897.060863
COKING_COAL,2027,,,,INDIA,SR,9897.060863
COKING_COAL,2027,,,,INDIA,NER,9897.060863
COKING_COAL,2028,,,,INDIA,ER,9946.200637
COKING_COAL,2028,,,,INDIA,WR,9946.200637
COKING_COAL,2028,,,,INDIA,NR,9946.200637
COKING_COAL,2028,,,,INDIA,SR,9946.200637
COKING_COAL,2028,,,,INDIA,NER,9946.200637
COKING_COAL,2029,,,,INDIA,ER,9995.584394
COKING_COAL,2029,,,,INDIA,WR,9995.584394
COKING_COAL,2029,,,,INDIA,NR,9995.584394
COKING_COAL,2029,,,,INDIA,SR,9995.584394
COKING_COAL,2029,,,,INDIA,NER,9995.584394
COKING_COAL,2030,,,,INDIA,ER,10045.21335
COKING_COAL,2030,,,,INDIA,WR,10045.21335
COKING_COAL,2030,,,,INDIA,NR,10045.21335
COKING_COAL,2030,,,,INDIA,SR,10045.21335
COKING_COAL,2030,,,,INDIA,NER,10045.21335
COKING_COAL,2031,,,,INDIA,ER,10095.08871
COKING_COAL,2031,,,,INDIA,WR,10095.08871
COKING_COAL,2031,,,,INDIA,NR,10095.08871
COKING_COAL,2031,,,,INDIA,SR,10095.08871
COKING_COAL,2031,,,,INDIA,NER,10095.08871
