EnergyCarrier,Year,ModelGeographySrc,SubGeography1Src,ModelGeographyDest,SubGeography1Dest,DerivedTransitCost
STEAM_COAL,2026,INDIA,NER,INDIA,SR,4706.492
STEAM_COAL,2026,INDIA,NER,INDIA,NER,926.0
STEAM_COAL,2027,INDIA,ER,INDIA,ER,797.2
STEAM_COAL,2027,INDIA,ER,INDIA,WR,3445.8624
STEAM_COAL,2027,INDIA,ER,INDIA,NR,3416.192
STEAM_COAL,2027,INDIA,ER,INDIA,SR,3695.292
STEAM_COAL,2027,INDIA,ER,INDIA,NER,3416.192
STEAM_COAL,2027,INDIA,WR,INDIA,ER,3190.4224
STEAM_COAL,2027,INDIA,WR,INDIA,WR,1054.7
STEAM_COAL,2027,INDIA,WR,INDIA,NR,2757.192
STEAM_COAL,2027,INDIA,WR,INDIA,SR,3078.8920000000003
STEAM_COAL,2027,INDIA,WR,INDIA,NER,4273.092
STEAM_COAL,2027,INDIA,NR,INDIA,ER,3288.4224
STEAM_COAL,2027,INDIA,NR,INDIA,WR,2884.8624
STEAM_COAL,2027,INDIA,NR,INDIA,NR,926.0
STEAM_COAL,2027,INDIA,NR,INDIA,SR,3948.192
STEAM_COAL,2027,INDIA,NR,INDIA,NER,4092.592
STEAM_COAL,2027,INDIA,SR,INDIA,ER,3567.5224
STEAM_COAL,2027,INDIA,SR,INDIA,WR,3206.5624000000003
STEAM_COAL,2027,INDIA,SR,INDIA,NR,3948.192
STEAM_COAL,2027,INDIA,SR,INDIA,SR,926.0
STEAM_COAL,2027,INDIA,SR,INDIA,NER,4706.492
STEAM_COAL,2027,INDIA,NER,INDIA,ER,3288.4224
STEAM_COAL,2027,INDIA,NER,INDIA,WR,4400.7624
STEAM_COAL,2027,INDIA,NER,INDIA,NR,4092.592
STEAM_COAL,2027,INDIA,NER,INDIA,SR,4706.492
STEAM_COAL,2027,INDIA,NER,INDIA,NER,926.0
STEAM_COAL,2028,INDIA,ER,INDIA,ER,797.2
STEAM_COAL,2028,INDIA,ER,INDIA,WR,3445.8624
STEAM_COAL,2028,INDIA,ER,INDIA,NR,3416.192
STEAM_COAL,2028,INDIA,ER,INDIA,SR,3695.292
STEAM_COAL,2028,INDIA,ER,INDIA,NER,3416.192
STEAM_COAL,2028,INDIA,WR,INDIA,ER,3190.4224
STEAM_COAL,2028,INDIA,WR,INDIA,WR,1054.7
STEAM_COAL,2028,INDIA,WR,INDIA,NR,2757.192
STEAM_COAL,2028,INDIA,WR,INDIA,SR,3078.8920000000003
STEAM_COAL,2028,INDIA,WR,INDIA,NER,4273.092
STEAM_COAL,2028,INDIA,NR,INDIA,ER,3288.4224
STEAM_COAL,2028,INDIA,NR,INDIA,WR,2884.8624
STEAM_COAL,2028,INDIA,NR,INDIA,NR,926.0
STEAM_COAL,2028,INDIA,NR,INDIA,SR,3948.192
STEAM_COAL,2028,INDIA,NR,INDIA,NER,4092.592
STEAM_COAL,2028,INDIA,SR,INDIA,ER,3567.5224
STEAM_COAL,2028,INDIA,SR,INDIA,WR,3206.5624000000003
STEAM_COAL,2028,INDIA,SR,INDIA,NR,3948.192
STEAM_COAL,2028,INDIA,SR,INDIA,SR,926.0
STEAM_COAL,2028,INDIA,SR,INDIA,NER,4706.492
STEAM_COAL,2028,INDIA,NER,INDIA,ER,3288.4224
STEAM_COAL,2028,INDIA,NER,INDIA,WR,4400.7624
STEAM_COAL,2028,INDIA,NER,INDIA,NR,4092.592
STEAM_COAL,2028,INDIA,NER,INDIA,SR,4706.492
STEAM_COAL,2028,INDIA,NER,INDIA,NER,926.0
STEAM_COAL,2029,INDIA,ER,INDIA,ER,797.2
STEAM_COAL,2029,INDIA,ER,INDIA,WR,3445.8624
STEAM_COAL,2029,INDIA,ER,INDIA,NR,3416.192
STEAM_COAL,2029,INDIA,ER,INDIA,SR,3695.292
STEAM_COAL,2029,INDIA,ER,INDIA,NER,3416.192
STEAM_COAL,2029,INDIA,WR,INDIA,ER,3190.4224
STEAM_COAL,2029,INDIA,WR,INDIA,WR,1054.7
STEAM_COAL,2029,INDIA,WR,INDIA,NR,2757.192
STEAM_COAL,2029,INDIA,WR,INDIA,SR,3078.8920000000003
STEAM_COAL,2029,INDIA,WR,INDIA,NER,4273.092
STEAM_COAL,2029,INDIA,NR,INDIA,ER,3288.4224
STEAM_COAL,2029,INDIA,NR,INDIA,WR,2884.8624
STEAM_COAL,2029,INDIA,NR,INDIA,NR,926.0
STEAM_COAL,2029,INDIA,NR,INDIA,SR,3948.192
STEAM_COAL,2029,INDIA,NR,INDIA,NER,4092.592
STEAM_COAL,2029,INDIA,SR,INDIA,ER,3567.5224
STEAM_COAL,2029,INDIA,SR,INDIA,WR,3206.5624000000003
STEAM_COAL,2029,INDIA,SR,INDIA,NR,3948.192
STEAM_COAL,2029,INDIA,SR,INDIA,SR,926.0
STEAM_COAL,2029,INDIA,SR,INDIA,NER,4706.492
STEAM_COAL,2029,INDIA,NER,INDIA,ER,3288.4224
STEAM_COAL,2029,INDIA,NER,INDIA,WR,4400.7624
STEAM_COAL,2029,INDIA,NER,INDIA,NR,4092.592
STEAM_COAL,2029,INDIA,NER,INDIA,SR,4706.492
STEAM_COAL,2029,INDIA,NER,INDIA,NER,926.0
STEAM_COAL,2030,INDIA,ER,INDIA,ER,797.2
STEAM_COAL,2030,INDIA,ER,INDIA,WR,3445.8624
STEAM_COAL,2030,INDIA,ER,INDIA,NR,3416.192
STEAM_COAL,2030,INDIA,ER,INDIA,SR,3695.292
STEAM_COAL,2030,INDIA,ER,INDIA,NER,3416.192
STEAM_COAL,2030,INDIA,WR,INDIA,ER,3190.4224
STEAM_COAL,2030,INDIA,WR,INDIA,WR,1054.7
STEAM_COAL,2030,INDIA,WR,INDIA,NR,2757.192
STEAM_COAL,2030,INDIA,WR,INDIA,SR,3078.8920000000003
STEAM_COAL,2030,INDIA,WR,INDIA,NER,4273.092
STEAM_COAL,2030,INDIA,NR,INDIA,ER,3288.4224
STEAM_COAL,2030,INDIA,NR,INDIA,WR,2884.8624
STEAM_COAL,2030,INDIA,NR,INDIA,NR,926.0
STEAM_COAL,2030,INDIA,NR,INDIA,SR,3948.192
STEAM_COAL,2030,INDIA,NR,INDIA,NER,4092.592
STEAM_COAL,2030,INDIA,SR,INDIA,ER,3567.5224
STEAM_COAL,2030,INDIA,SR,INDIA,WR,3206.5624000000003
STEAM_COAL,2030,INDIA,SR,INDIA,NR,3948.192
STEAM_COAL,2030,INDIA,SR,INDIA,SR,926.0
STEAM_COAL,2030,INDIA,SR,INDIA,NER,4706.492
STEAM_COAL,2030,INDIA,NER,INDIA,ER,3288.4224
STEAM_COAL,2030,INDIA,NER,INDIA,WR,4400.7624
STEAM_COAL,2030,INDIA,NER,INDIA,NR,4092.592
STEAM_COAL,2030,INDIA,NER,INDIA,SR,4706.492
STEAM_COAL,2030,INDIA,NER,INDIA,NER,926.0
STEAM_COAL,2031,INDIA,ER,INDIA,ER,797.2
STEAM_COAL,2031,INDIA,ER,INDIA,WR,3445.8624
STEAM_COAL,2031,INDIA,ER,INDIA,NR,3416.192
STEAM_COAL,2031,INDIA,ER,INDIA,SR,3695.292
STEAM_COAL,2031,INDIA,ER,INDIA,NER,3416.192
STEAM_COAL,2031,INDIA,WR,INDIA,ER,3190.4224
STEAM_COAL,2031,INDIA,WR,INDIA,WR,1054.7
STEAM_COAL,2031,INDIA,WR,INDIA,NR,2757.192
STEAM_COAL,2031,INDIA,WR,INDIA,SR,3078.8920000000003
STEAM_COAL,2031,INDIA,WR,INDIA,NER,4273.092
STEAM_COAL,2031,INDIA,NR,INDIA,ER,3288.4224
STEAM_COAL,2031,INDIA,NR,INDIA,WR,2884.8624
STEAM_COAL,2031,INDIA,NR,INDIA,NR,926.0
STEAM_COAL,2031,INDIA,NR,INDIA,SR,3948.192
STEAM_COAL,2031,INDIA,NR,INDIA,NER,4092.592
STEAM_COAL,2031,INDIA,SR,INDIA,ER,3567.5224
STEAM_COAL,2031,INDIA,SR,INDIA,WR,3206.5624000000003
STEAM_COAL,2031,INDIA,SR,INDIA,NR,3948.192
STEAM_COAL,2031,INDIA,SR,INDIA,SR,926.0
STEAM_COAL,2031,INDIA,SR,INDIA,NER,4706.492
STEAM_COAL,2031,INDIA,NER,INDIA,ER,3288.4224
STEAM_COAL,2031,INDIA,NER,INDIA,WR,4400.7624
STEAM_COAL,2031,INDIA,NER,INDIA,NR,4092.592
STEAM_COAL,2031,INDIA,NER,INDIA,SR,4706.492
STEAM_COAL,2031,INDIA,NER,INDIA,NER,926.0
NATGAS,2021,INDIA,,INDIA,,9000.0
NATGAS,2022,INDIA,,INDIA,,9000.0
NATGAS,2023,INDIA,,INDIA,,9000.0
NATGAS,2024,INDIA,,INDIA,,9000.0
NATGAS,2025,INDIA,,INDIA,,9000.0
NATGAS,2026,INDIA,,INDIA,,9000.0
NATGAS,2027,INDIA,,INDIA,,9000.0
NATGAS,2028,INDIA,,INDIA,,9000.0
NATGAS,2029,INDIA,,INDIA,,9000.0
NATGAS,2030,INDIA,,INDIA,,9000.0
NATGAS,2031,INDIA,,INDIA,,9000.0
BIOGAS,2021,INDIA,,INDIA,,0.0
BIOGAS,2022,INDIA,,INDIA,,0.0
BIOGAS,2023,INDIA,,INDIA,,0.0
BIOGAS,2024,INDIA,,INDIA,,0.0
BIOGAS,2025,INDIA,,INDIA,,0.0
BIOGAS,2026,INDIA,,INDIA,,0.0
BIOGAS,2027,INDIA,,INDIA,,0.0
BIOGAS,2028,INDIA,,INDIA,,0.0
BIOGAS,2029,INDIA,,INDIA,,0.0
BIOGAS,2030,INDIA,,INDIA,,0.0
BIOGAS,2031,INDIA,,INDIA,,0.0
BIOMASS,2021,INDIA,,INDIA,,0.0
BIOMASS,2022,INDIA,,INDIA,,0.0
BIOMASS,2023,INDIA,,INDIA,,0.0
BIOMASS,2024,INDIA,,INDIA,,0.0
BIOMASS,2025,INDIA,,INDIA,,0.0
BIOMASS,2026,INDIA,,INDIA,,0.0
BIOMASS,2027,INDIA,,INDIA,,0.0
BIOMASS,2028,INDIA,,INDIA,,0.0
BIOMASS,2029,INDIA,,INDIA,,0.0
BIOMASS,2030,INDIA,,INDIA,,0.0
BIOMASS,2031,INDIA,,INDIA,,0.0
CRUDE,2021,INDIA,,INDIA,,653.0905861
CRUDE,2022,INDIA,,INDIA,,653.0905861
CRUDE,2023,INDIA,,INDIA,,653.0905861
CRUDE,2024,INDIA,,INDIA,,653.0905861
CRUDE,2025,INDIA,,INDIA,,653.0905861
CRUDE,2026,INDIA,,INDIA,,653.0905861
CRUDE,2027,INDIA,,INDIA,,653.0905861
CRUDE,2028,INDIA,,INDIA,,653.0905861
CRUDE,2029,INDIA,,INDIA,,653.0905861
CRUDE,2030,INDIA,,INDIA,,653.0905861
CRUDE,2031,INDIA,,INDIA,,653.0905861
ELECTRICITY,2021,INDIA,ER,INDIA,ER,1.551472512
ELECTRICITY,2021,INDIA,ER,INDIA,WR,2.6280972163419998
ELECTRICITY,2021,INDIA,ER,INDIA,NR,2.673854682573
ELECTRICITY,2021,INDIA,ER,INDIA,SR,2.091108110314
ELECTRICITY,2021,INDIA,ER,INDIA,NER,2.144333343316
ELECTRICITY,2021,INDIA,WR,INDIA,ER,1.900273919104
ELECTRICITY,2021,INDIA,WR,INDIA,WR,2.304133626
ELECTRICITY,2021,INDIA,WR,INDIA,NR,2.673854682573
ELECTRICITY,2021,INDIA,WR,INDIA,SR,2.091108110314
ELECTRICITY,2021,INDIA,WR,INDIA,NER,2.144333343316
ELECTRICITY,2021,INDIA,NR,INDIA,ER,1.900273919104
ELECTRICITY,2021,INDIA,NR,INDIA,WR,2.6280972163419998
ELECTRICITY,2021,INDIA,NR,INDIA,NR,2.351452619
ELECTRICITY,2021,INDIA,NR,INDIA,SR,2.091108110314
ELECTRICITY,2021,INDIA,NR,INDIA,NER,2.144333343316
ELECTRICITY,2021,INDIA,SR,INDIA,ER,1.900273919104
ELECTRICITY,2021,INDIA,SR,INDIA,WR,2.6280972163419998
ELECTRICITY,2021,INDIA,SR,INDIA,NR,2.673854682573
ELECTRICITY,2021,INDIA,SR,INDIA,SR,1.748819142
ELECTRICITY,2021,INDIA,SR,INDIA,NER,2.144333343316
ELECTRICITY,2021,INDIA,NER,INDIA,ER,1.900273919104
ELECTRICITY,2021,INDIA,NER,INDIA,WR,2.6280972163419998
ELECTRICITY,2021,INDIA,NER,INDIA,NR,2.673854682573
ELECTRICITY,2021,INDIA,NER,INDIA,SR,2.091108110314
ELECTRICITY,2021,INDIA,NER,INDIA,NER,1.803860748
ELECTRICITY,2022,INDIA,ER,INDIA,ER,1.570892123
ELECTRICITY,2022,INDIA,ER,INDIA,WR,2.6691095406940004
ELECTRICITY,2022,INDIA,ER,INDIA,NR,2.7156361171439998
ELECTRICITY,2022,INDIA,ER,INDIA,SR,2.123094495346
ELECTRICITY,2022,INDIA,ER,INDIA,NER,2.177214360002
ELECTRICITY,2022,INDIA,WR,INDIA,ER,1.9290526829409997
ELECTRICITY,2022,INDIA,WR,INDIA,WR,2.336204282
ELECTRICITY,2022,INDIA,WR,INDIA,NR,2.7156361171439998
ELECTRICITY,2022,INDIA,WR,INDIA,SR,2.123094495346
ELECTRICITY,2022,INDIA,WR,INDIA,NER,2.177214360002
ELECTRICITY,2022,INDIA,NR,INDIA,ER,1.9290526829409997
ELECTRICITY,2022,INDIA,NR,INDIA,WR,2.6691095406940004
ELECTRICITY,2022,INDIA,NR,INDIA,NR,2.384318632
ELECTRICITY,2022,INDIA,NR,INDIA,SR,2.123094495346
ELECTRICITY,2022,INDIA,NR,INDIA,NER,2.177214360002
ELECTRICITY,2022,INDIA,SR,INDIA,ER,1.9290526829409997
ELECTRICITY,2022,INDIA,SR,INDIA,WR,2.6691095406940004
ELECTRICITY,2022,INDIA,SR,INDIA,NR,2.7156361171439998
ELECTRICITY,2022,INDIA,SR,INDIA,SR,1.771555838
ELECTRICITY,2022,INDIA,SR,INDIA,NER,2.177214360002
ELECTRICITY,2022,INDIA,NER,INDIA,ER,1.9290526829409997
ELECTRICITY,2022,INDIA,NER,INDIA,WR,2.6691095406940004
ELECTRICITY,2022,INDIA,NER,INDIA,NR,2.7156361171439998
ELECTRICITY,2022,INDIA,NER,INDIA,SR,2.123094495346
ELECTRICITY,2022,INDIA,NER,INDIA,NER,1.827522606
ELECTRICITY,2023,INDIA,ER,INDIA,ER,1.590638146
ELECTRICITY,2023,INDIA,ER,INDIA,WR,2.710643132198
ELECTRICITY,2023,INDIA,ER,INDIA,NR,2.7579517476569997
ELECTRICITY,2023,INDIA,ER,INDIA,SR,2.155450436834
ELECTRICITY,2023,INDIA,ER,INDIA,NER,2.210479969994
ELECTRICITY,2023,INDIA,WR,INDIA,ER,1.958147087182
ELECTRICITY,2023,INDIA,WR,INDIA,WR,2.368813994
ELECTRICITY,2023,INDIA,WR,INDIA,NR,2.7579517476569997
ELECTRICITY,2023,INDIA,WR,INDIA,SR,2.155450436834
ELECTRICITY,2023,INDIA,WR,INDIA,NER,2.210479969994
ELECTRICITY,2023,INDIA,NR,INDIA,ER,1.958147087182
ELECTRICITY,2023,INDIA,NR,INDIA,WR,2.710643132198
ELECTRICITY,2023,INDIA,NR,INDIA,NR,2.417737071
ELECTRICITY,2023,INDIA,NR,INDIA,SR,2.155450436834
ELECTRICITY,2023,INDIA,NR,INDIA,NER,2.210479969994
ELECTRICITY,2023,INDIA,SR,INDIA,ER,1.958147087182
ELECTRICITY,2023,INDIA,SR,INDIA,WR,2.710643132198
ELECTRICITY,2023,INDIA,SR,INDIA,NR,2.7579517476569997
ELECTRICITY,2023,INDIA,SR,INDIA,SR,1.794674702
ELECTRICITY,2023,INDIA,SR,INDIA,NER,2.210479969994
ELECTRICITY,2023,INDIA,NER,INDIA,ER,1.958147087182
ELECTRICITY,2023,INDIA,NER,INDIA,WR,2.710643132198
ELECTRICITY,2023,INDIA,NER,INDIA,NR,2.7579517476569997
ELECTRICITY,2023,INDIA,NER,INDIA,SR,2.155450436834
ELECTRICITY,2023,INDIA,NER,INDIA,NER,1.851582182
ELECTRICITY,2024,INDIA,ER,INDIA,ER,1.610716069
ELECTRICITY,2024,INDIA,ER,INDIA,WR,2.752706753808
ELECTRICITY,2024,INDIA,ER,INDIA,NR,2.80081055174
ELECTRICITY,2024,INDIA,ER,INDIA,SR,2.1881821458190003
ELECTRICITY,2024,INDIA,ER,INDIA,NER,2.244136638654
ELECTRICITY,2024,INDIA,WR,INDIA,ER,1.9875624387229998
ELECTRICITY,2024,INDIA,WR,INDIA,WR,2.401971824
ELECTRICITY,2024,INDIA,WR,INDIA,NR,2.80081055174
ELECTRICITY,2024,INDIA,WR,INDIA,SR,2.1881821458190003
ELECTRICITY,2024,INDIA,WR,INDIA,NER,2.244136638654
ELECTRICITY,2024,INDIA,NR,INDIA,ER,1.9875624387229998
ELECTRICITY,2024,INDIA,NR,INDIA,WR,2.752706753808
ELECTRICITY,2024,INDIA,NR,INDIA,NR,2.45171722
ELECTRICITY,2024,INDIA,NR,INDIA,SR,2.1881821458190003
ELECTRICITY,2024,INDIA,NR,INDIA,NER,2.244136638654
ELECTRICITY,2024,INDIA,SR,INDIA,ER,1.9875624387229998
ELECTRICITY,2024,INDIA,SR,INDIA,WR,2.752706753808
ELECTRICITY,2024,INDIA,SR,INDIA,NR,2.80081055174
ELECTRICITY,2024,INDIA,SR,INDIA,SR,1.818182157
ELECTRICITY,2024,INDIA,SR,INDIA,NER,2.244136638654
ELECTRICITY,2024,INDIA,NER,INDIA,ER,1.9875624387229998
ELECTRICITY,2024,INDIA,NER,INDIA,WR,2.752706753808
ELECTRICITY,2024,INDIA,NER,INDIA,NR,2.80081055174
ELECTRICITY,2024,INDIA,NER,INDIA,SR,2.1881821458190003
ELECTRICITY,2024,INDIA,NER,INDIA,NER,1.876046162
ELECTRICITY,2025,INDIA,ER,INDIA,ER,1.63113147
ELECTRICITY,2025,INDIA,ER,INDIA,WR,2.795309314495
ELECTRICITY,2025,INDIA,ER,INDIA,NR,2.844221661741
ELECTRICITY,2025,INDIA,ER,INDIA,SR,2.221295938745
ELECTRICITY,2025,INDIA,ER,INDIA,NER,2.278190938681
ELECTRICITY,2025,INDIA,WR,INDIA,ER,2.01730413149
ELECTRICITY,2025,INDIA,WR,INDIA,WR,2.435686985
ELECTRICITY,2025,INDIA,WR,INDIA,NR,2.844221661741
ELECTRICITY,2025,INDIA,WR,INDIA,SR,2.221295938745
ELECTRICITY,2025,INDIA,WR,INDIA,NER,2.278190938681
ELECTRICITY,2025,INDIA,NR,INDIA,ER,2.01730413149
ELECTRICITY,2025,INDIA,NR,INDIA,WR,2.795309314495
ELECTRICITY,2025,INDIA,NR,INDIA,NR,2.486268523
ELECTRICITY,2025,INDIA,NR,INDIA,SR,2.221295938745
ELECTRICITY,2025,INDIA,NR,INDIA,NER,2.278190938681
ELECTRICITY,2025,INDIA,SR,INDIA,ER,2.01730413149
ELECTRICITY,2025,INDIA,SR,INDIA,WR,2.795309314495
ELECTRICITY,2025,INDIA,SR,INDIA,NR,2.844221661741
ELECTRICITY,2025,INDIA,SR,INDIA,SR,1.842084735
ELECTRICITY,2025,INDIA,SR,INDIA,NER,2.278190938681
ELECTRICITY,2025,INDIA,NER,INDIA,ER,2.01730413149
ELECTRICITY,2025,INDIA,NER,INDIA,WR,2.795309314495
ELECTRICITY,2025,INDIA,NER,INDIA,NR,2.844221661741
ELECTRICITY,2025,INDIA,NER,INDIA,SR,2.221295938745
ELECTRICITY,2025,INDIA,NER,INDIA,NER,1.900921343
ELECTRICITY,2026,INDIA,ER,INDIA,ER,1.651890021
ELECTRICITY,2026,INDIA,ER,INDIA,WR,2.838459872148
ELECTRICITY,2026,INDIA,ER,INDIA,NR,2.8881943589260004
ELECTRICITY,2026,INDIA,ER,INDIA,SR,2.254798238426
ELECTRICITY,2026,INDIA,ER,INDIA,NER,2.312649553979
ELECTRICITY,2026,INDIA,WR,INDIA,ER,2.0473776503070003
ELECTRICITY,2026,INDIA,WR,INDIA,WR,2.469968844
ELECTRICITY,2026,INDIA,WR,INDIA,NR,2.8881943589260004
ELECTRICITY,2026,INDIA,WR,INDIA,SR,2.254798238426
ELECTRICITY,2026,INDIA,WR,INDIA,NER,2.312649553979
ELECTRICITY,2026,INDIA,NR,INDIA,ER,2.0473776503070003
ELECTRICITY,2026,INDIA,NR,INDIA,WR,2.838459872148
ELECTRICITY,2026,INDIA,NR,INDIA,NR,2.521400578
ELECTRICITY,2026,INDIA,NR,INDIA,SR,2.254798238426
ELECTRICITY,2026,INDIA,NR,INDIA,NER,2.312649553979
ELECTRICITY,2026,INDIA,SR,INDIA,ER,2.0473776503070003
ELECTRICITY,2026,INDIA,SR,INDIA,WR,2.838459872148
ELECTRICITY,2026,INDIA,SR,INDIA,NR,2.8881943589260004
ELECTRICITY,2026,INDIA,SR,INDIA,SR,1.866389078
ELECTRICITY,2026,INDIA,SR,INDIA,NER,2.312649553979
ELECTRICITY,2026,INDIA,NER,INDIA,ER,2.0473776503070003
ELECTRICITY,2026,INDIA,NER,INDIA,WR,2.838459872148
ELECTRICITY,2026,INDIA,NER,INDIA,NR,2.8881943589260004
ELECTRICITY,2026,INDIA,NER,INDIA,SR,2.254798238426
ELECTRICITY,2026,INDIA,NER,INDIA,NER,1.926214637
ELECTRICITY,2027,INDIA,ER,INDIA,ER,1.672997491
ELECTRICITY,2027,INDIA,ER,INDIA,WR,2.8821676393759996
ELECTRICITY,2027,INDIA,ER,INDIA,NR,2.932738084116
ELECTRICITY,2027,INDIA,ER,INDIA,SR,2.288695574046
ELECTRICITY,2027,INDIA,ER,INDIA,NER,2.34751927869
ELECTRICITY,2027,INDIA,WR,INDIA,ER,2.077788573797
ELECTRICITY,2027,INDIA,WR,INDIA,WR,2.504826928
ELECTRICITY,2027,INDIA,WR,INDIA,NR,2.932738084116
ELECTRICITY,2027,INDIA,WR,INDIA,SR,2.288695574046
ELECTRICITY,2027,INDIA,WR,INDIA,NER,2.34751927869
ELECTRICITY,2027,INDIA,NR,INDIA,ER,2.077788573797
ELECTRICITY,2027,INDIA,NR,INDIA,WR,2.8821676393759996
ELECTRICITY,2027,INDIA,NR,INDIA,NR,2.557123148
ELECTRICITY,2027,INDIA,NR,INDIA,SR,2.288695574046
ELECTRICITY,2027,INDIA,NR,INDIA,NER,2.34751927869
ELECTRICITY,2027,INDIA,SR,INDIA,ER,2.077788573797
ELECTRICITY,2027,INDIA,SR,INDIA,WR,2.8821676393759996
ELECTRICITY,2027,INDIA,SR,INDIA,NR,2.932738084116
ELECTRICITY,2027,INDIA,SR,INDIA,SR,1.891101938
ELECTRICITY,2027,INDIA,SR,INDIA,NER,2.34751927869
ELECTRICITY,2027,INDIA,NER,INDIA,ER,2.077788573797
ELECTRICITY,2027,INDIA,NER,INDIA,WR,2.8821676393759996
ELECTRICITY,2027,INDIA,NER,INDIA,NR,2.932738084116
ELECTRICITY,2027,INDIA,NER,INDIA,SR,2.288695574046
ELECTRICITY,2027,INDIA,NER,INDIA,NER,1.95193307
ELECTRICITY,2028,INDIA,ER,INDIA,ER,1.694459745
ELECTRICITY,2028,INDIA,ER,INDIA,WR,2.9264419806069997
ELECTRICITY,2028,INDIA,ER,INDIA,NR,2.9778624338189994
ELECTRICITY,2028,INDIA,ER,INDIA,SR,2.322994586961
ELECTRICITY,2028,INDIA,ER,INDIA,NER,2.38280702493
ELECTRICITY,2028,INDIA,WR,INDIA,ER,2.108542573415
ELECTRICITY,2028,INDIA,WR,INDIA,WR,2.540270921
ELECTRICITY,2028,INDIA,WR,INDIA,NR,2.9778624338189994
ELECTRICITY,2028,INDIA,WR,INDIA,SR,2.322994586961
ELECTRICITY,2028,INDIA,WR,INDIA,NER,2.38280702493
ELECTRICITY,2028,INDIA,NR,INDIA,ER,2.108542573415
ELECTRICITY,2028,INDIA,NR,INDIA,WR,2.9264419806069997
ELECTRICITY,2028,INDIA,NR,INDIA,NR,2.593446157
ELECTRICITY,2028,INDIA,NR,INDIA,SR,2.322994586961
ELECTRICITY,2028,INDIA,NR,INDIA,NER,2.38280702493
ELECTRICITY,2028,INDIA,SR,INDIA,ER,2.108542573415
ELECTRICITY,2028,INDIA,SR,INDIA,WR,2.9264419806069997
ELECTRICITY,2028,INDIA,SR,INDIA,NR,2.9778624338189994
ELECTRICITY,2028,INDIA,SR,INDIA,SR,1.916230183
ELECTRICITY,2028,INDIA,SR,INDIA,NER,2.38280702493
ELECTRICITY,2028,INDIA,NER,INDIA,ER,2.108542573415
ELECTRICITY,2028,INDIA,NER,INDIA,WR,2.9264419806069997
ELECTRICITY,2028,INDIA,NER,INDIA,NR,2.9778624338189994
ELECTRICITY,2028,INDIA,NER,INDIA,SR,2.322994586961
ELECTRICITY,2028,INDIA,NER,INDIA,NER,1.97808379
ELECTRICITY,2029,INDIA,ER,INDIA,ER,1.716282745
ELECTRICITY,2029,INDIA,ER,INDIA,WR,2.971292418857
ELECTRICITY,2029,INDIA,ER,INDIA,NR,3.023577168933
ELECTRICITY,2029,INDIA,ER,INDIA,SR,2.357702027798
ELECTRICITY,2029,INDIA,ER,INDIA,NER,2.418519818921
ELECTRICITY,2029,INDIA,WR,INDIA,ER,2.139645414415
ELECTRICITY,2029,INDIA,WR,INDIA,WR,2.576310671
ELECTRICITY,2029,INDIA,WR,INDIA,NR,3.023577168933
ELECTRICITY,2029,INDIA,WR,INDIA,SR,2.357702027798
ELECTRICITY,2029,INDIA,WR,INDIA,NER,2.418519818921
ELECTRICITY,2029,INDIA,NR,INDIA,ER,2.139645414415
ELECTRICITY,2029,INDIA,NR,INDIA,WR,2.971292418857
ELECTRICITY,2029,INDIA,NR,INDIA,NR,2.630379699
ELECTRICITY,2029,INDIA,NR,INDIA,SR,2.357702027798
ELECTRICITY,2029,INDIA,NR,INDIA,NER,2.418519818921
ELECTRICITY,2029,INDIA,SR,INDIA,ER,2.139645414415
ELECTRICITY,2029,INDIA,SR,INDIA,WR,2.971292418857
ELECTRICITY,2029,INDIA,SR,INDIA,NR,3.023577168933
ELECTRICITY,2029,INDIA,SR,INDIA,SR,1.941780794
ELECTRICITY,2029,INDIA,SR,INDIA,NER,2.418519818921
ELECTRICITY,2029,INDIA,NER,INDIA,ER,2.139645414415
ELECTRICITY,2029,INDIA,NER,INDIA,WR,2.971292418857
ELECTRICITY,2029,INDIA,NER,INDIA,NR,3.023577168933
ELECTRICITY,2029,INDIA,NER,INDIA,SR,2.357702027798
ELECTRICITY,2029,INDIA,NER,INDIA,NER,2.004674063
ELECTRICITY,2030,INDIA,ER,INDIA,ER,1.738472555
ELECTRICITY,2030,INDIA,ER,INDIA,WR,3.0167286376639995
ELECTRICITY,2030,INDIA,ER,INDIA,NR,3.0698922128120003
ELECTRICITY,2030,INDIA,ER,INDIA,SR,2.39282476129
ELECTRICITY,2030,INDIA,ER,INDIA,NER,2.454664802925
ELECTRICITY,2030,INDIA,WR,INDIA,ER,2.171102960685
ELECTRICITY,2030,INDIA,WR,INDIA,WR,2.612956192
ELECTRICITY,2030,INDIA,WR,INDIA,NR,3.0698922128120003
ELECTRICITY,2030,INDIA,WR,INDIA,SR,2.39282476129
ELECTRICITY,2030,INDIA,WR,INDIA,NER,2.454664802925
ELECTRICITY,2030,INDIA,NR,INDIA,ER,2.171102960685
ELECTRICITY,2030,INDIA,NR,INDIA,WR,3.0167286376639995
ELECTRICITY,2030,INDIA,NR,INDIA,NR,2.667934036
ELECTRICITY,2030,INDIA,NR,INDIA,SR,2.39282476129
ELECTRICITY,2030,INDIA,NR,INDIA,NER,2.454664802925
ELECTRICITY,2030,INDIA,SR,INDIA,ER,2.171102960685
ELECTRICITY,2030,INDIA,SR,INDIA,WR,3.0167286376639995
