ConsumerType1,ConsumerType2,ModelGeography,SubGeography1,SubGeography2,Year,Season,DayType,DaySlice,FRIDGE
URBAN,Q3,INDIA,SR,AP,2022,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,AP,2023,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,AP,2024,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,AP,2025,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,AP,2026,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,AP,2027,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,AP,2028,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,AP,2029,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,AP,2030,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,AP,2031,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,AP,2021,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,AP,2022,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,AP,2023,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,AP,2024,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,AP,2025,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,AP,2026,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,AP,2027,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,AP,2028,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,AP,2029,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,AP,2030,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,AP,2031,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,AP,2021,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,AP,2022,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,AP,2023,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,AP,2024,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,AP,2025,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,AP,2026,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,AP,2027,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,AP,2028,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,AP,2029,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,AP,2030,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,AP,2031,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,TS,2021,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,TS,2022,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,TS,2023,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,TS,2024,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,TS,2025,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,TS,2026,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,TS,2027,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,TS,2028,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,TS,2029,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,TS,2030,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,TS,2031,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,TS,2021,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,TS,2022,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,TS,2023,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,TS,2024,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,TS,2025,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,TS,2026,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,TS,2027,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,TS,2028,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,TS,2029,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,TS,2030,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,TS,2031,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,TS,2021,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,TS,2022,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,TS,2023,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,TS,2024,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,TS,2025,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,TS,2026,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,TS,2027,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,TS,2028,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,TS,2029,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,TS,2030,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,TS,2031,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,TS,2021,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,TS,2022,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,TS,2023,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,TS,2024,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,TS,2025,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,TS,2026,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,TS,2027,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,TS,2028,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,TS,2029,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,TS,2030,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,TS,2031,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,TS,2021,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,TS,2022,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,TS,2023,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,TS,2024,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,TS,2025,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,TS,2026,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,TS,2027,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,TS,2028,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,TS,2029,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,TS,2030,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,TS,2031,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,TS,2021,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,TS,2022,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,TS,2023,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,TS,2024,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,TS,2025,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,TS,2026,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,TS,2027,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,TS,2028,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,TS,2029,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,TS,2030,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,TS,2031,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,TS,2021,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,TS,2022,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,TS,2023,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,TS,2024,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,TS,2025,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,TS,2026,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,TS,2027,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,TS,2028,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,TS,2029,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,TS,2030,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,TS,2031,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,TS,2021,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,TS,2022,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,TS,2023,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,TS,2024,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,TS,2025,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,TS,2026,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,TS,2027,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,TS,2028,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,TS,2029,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,TS,2030,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,TS,2031,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,TS,2021,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,TS,2022,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,TS,2023,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,TS,2024,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,TS,2025,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,TS,2026,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,TS,2027,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,TS,2028,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,TS,2029,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,TS,2030,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,TS,2031,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,TS,2021,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,TS,2022,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,TS,2023,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,TS,2024,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,TS,2025,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,TS,2026,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,TS,2027,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,TS,2028,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,TS,2029,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,TS,2030,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,TS,2031,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,KA,2021,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,KA,2022,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,KA,2023,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,KA,2024,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,KA,2025,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,KA,2026,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,KA,2027,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,KA,2028,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,KA,2029,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,KA,2030,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,KA,2031,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,KA,2021,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,KA,2022,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,KA,2023,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,KA,2024,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,KA,2025,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,KA,2026,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,KA,2027,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,KA,2028,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,KA,2029,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,KA,2030,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,KA,2031,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,KA,2021,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,KA,2022,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,KA,2023,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,KA,2024,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,KA,2025,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,KA,2026,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,KA,2027,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,KA,2028,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,KA,2029,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,KA,2030,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,KA,2031,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,KA,2021,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,KA,2022,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,KA,2023,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,KA,2024,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,KA,2025,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,KA,2026,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,KA,2027,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,KA,2028,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,KA,2029,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,KA,2030,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,KA,2031,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,KA,2021,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,KA,2022,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,KA,2023,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,KA,2024,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,KA,2025,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,KA,2026,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,KA,2027,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,KA,2028,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,KA,2029,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,KA,2030,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q5,INDIA,SR,KA,2031,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,KA,2021,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,KA,2022,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,KA,2023,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,KA,2024,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,KA,2025,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,KA,2026,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,KA,2027,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,KA,2028,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,KA,2029,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,KA,2030,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q1,INDIA,SR,KA,2031,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,KA,2021,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,KA,2022,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,KA,2023,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,KA,2024,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,KA,2025,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,KA,2026,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,KA,2027,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,KA,2028,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,KA,2029,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,KA,2030,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q2,INDIA,SR,KA,2031,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,KA,2021,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,KA,2022,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,KA,2023,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,KA,2024,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,KA,2025,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,KA,2026,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,KA,2027,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,KA,2028,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,KA,2029,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,KA,2030,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q3,INDIA,SR,KA,2031,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,KA,2021,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,KA,2022,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,KA,2023,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,KA,2024,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,KA,2025,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,KA,2026,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,KA,2027,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,KA,2028,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,KA,2029,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,KA,2030,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q4,INDIA,SR,KA,2031,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,KA,2021,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,KA,2022,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,KA,2023,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,KA,2024,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,KA,2025,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,KA,2026,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,KA,2027,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,KA,2028,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,KA,2029,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,KA,2030,MONSOON,ALLDAYS,AFTERNOON,3
URBAN,Q5,INDIA,SR,KA,2031,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,KL,2021,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,KL,2022,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,KL,2023,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,KL,2024,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,KL,2025,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,KL,2026,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,KL,2027,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,KL,2028,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,KL,2029,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,KL,2030,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q1,INDIA,SR,KL,2031,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,KL,2021,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,KL,2022,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,KL,2023,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,KL,2024,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,KL,2025,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,KL,2026,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,KL,2027,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,KL,2028,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,KL,2029,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,KL,2030,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q2,INDIA,SR,KL,2031,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,KL,2021,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,KL,2022,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,KL,2023,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,KL,2024,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,KL,2025,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,KL,2026,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,KL,2027,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,KL,2028,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,KL,2029,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,KL,2030,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q3,INDIA,SR,KL,2031,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,KL,2021,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,KL,2022,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,KL,2023,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,KL,2024,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,KL,2025,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,KL,2026,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,KL,2027,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,KL,2028,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,KL,2029,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,KL,2030,MONSOON,ALLDAYS,AFTERNOON,3
RURAL,Q4,INDIA,SR,KL,2031,MONSOON,ALLDAYS,AFTERNOON,3
