EnergyCarrier,Year,Season,DayType,DaySlice,ModelGeography,SubGeography1,EndUseDemandEnergy
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,NR,132.7124840886113
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,SR,118.15792224930584
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,NER,6.269625887349547
ELECTRICITY,2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,ER,69.42880439447772
ELECTRICITY,2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,WR,132.26780161219293
ELECTRICITY,2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,NR,131.32473722524412
ELECTRICITY,2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,SR,113.9637597934342
ELECTRICITY,2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,NER,5.926391763248181
ELECTRICITY,2021,MONSOON,ALLDAYS,EVENING,INDIA,ER,106.80919854999352
ELECTRICITY,2021,MONSOON,ALLDAYS,EVENING,INDIA,WR,155.0943462341231
ELECTRICITY,2021,MONSOON,ALLDAYS,EVENING,INDIA,NR,201.4197215556534
ELECTRICITY,2021,MONSOON,ALLDAYS,EVENING,INDIA,SR,138.9322421645791
ELECTRICITY,2021,MONSOON,ALLDAYS,EVENING,INDIA,NER,10.642694488297892
ELECTRICITY,2021,MONSOON,ALLDAYS,NIGHT,INDIA,ER,130.50271499487775
ELECTRICITY,2021,MONSOON,ALLDAYS,NIGHT,INDIA,WR,204.99079177262757
ELECTRICITY,2021,MONSOON,ALLDAYS,NIGHT,INDIA,NR,216.11047256624926
ELECTRICITY,2021,MONSOON,ALLDAYS,NIGHT,INDIA,SR,160.84535238533715
ELECTRICITY,2021,MONSOON,ALLDAYS,NIGHT,INDIA,NER,8.37804320419042
ELECTRICITY,2021,AUTUMN,ALLDAYS,EARLY,INDIA,ER,49.220473083599394
ELECTRICITY,2021,AUTUMN,ALLDAYS,EARLY,INDIA,WR,116.9448905754945
ELECTRICITY,2021,AUTUMN,ALLDAYS,EARLY,INDIA,NR,95.90854199721036
ELECTRICITY,2021,AUTUMN,ALLDAYS,EARLY,INDIA,SR,100.62614698028449
ELECTRICITY,2021,AUTUMN,ALLDAYS,EARLY,INDIA,NER,3.0547054482103997
ELECTRICITY,2021,AUTUMN,ALLDAYS,MORN,INDIA,ER,66.27550520395327
ELECTRICITY,2021,AUTUMN,ALLDAYS,MORN,INDIA,WR,149.5308382669489
ELECTRICITY,2021,AUTUMN,ALLDAYS,MORN,INDIA,NR,126.27652110289922
ELECTRICITY,2021,AUTUMN,ALLDAYS,MORN,INDIA,SR,130.95508616643633
ELECTRICITY,2021,AUTUMN,ALLDAYS,MORN,INDIA,NER,4.631977138273613
ELECTRICITY,2021,AUTUMN,ALLDAYS,MID,INDIA,ER,70.83722505312774
ELECTRICITY,2021,AUTUMN,ALLDAYS,MID,INDIA,WR,164.23177664602892
ELECTRICITY,2021,AUTUMN,ALLDAYS,MID,INDIA,NR,148.75266785216928
ELECTRICITY,2021,AUTUMN,ALLDAYS,MID,INDIA,SR,147.53661920975455
ELECTRICITY,2021,AUTUMN,ALLDAYS,MID,INDIA,NER,5.845211569701803
ELECTRICITY,2021,AUTUMN,ALLDAYS,AFTERNOON,INDIA,ER,68.26157089717248
ELECTRICITY,2021,AUTUMN,ALLDAYS,AFTERNOON,INDIA,WR,158.03726136107886
ELECTRICITY,2021,AUTUMN,ALLDAYS,AFTERNOON,INDIA,NR,142.78604909661402
ELECTRICITY,2021,AUTUMN,ALLDAYS,AFTERNOON,INDIA,SR,140.133787841393
ELECTRICITY,2021,AUTUMN,ALLDAYS,AFTERNOON,INDIA,NER,4.906745027553536
ELECTRICITY,2021,AUTUMN,ALLDAYS,EVENING,INDIA,ER,93.51501492909863
ELECTRICITY,2021,AUTUMN,ALLDAYS,EVENING,INDIA,WR,172.19677429133966
ELECTRICITY,2021,AUTUMN,ALLDAYS,EVENING,INDIA,NR,172.09067541790586
ELECTRICITY,2021,AUTUMN,ALLDAYS,EVENING,INDIA,SR,154.61132687736333
ELECTRICITY,2021,AUTUMN,ALLDAYS,EVENING,INDIA,NER,9.108585449331123
ELECTRICITY,2021,AUTUMN,ALLDAYS,NIGHT,INDIA,ER,111.77157463667169
ELECTRICITY,2021,AUTUMN,ALLDAYS,NIGHT,INDIA,WR,259.5386333757971
ELECTRICITY,2021,AUTUMN,ALLDAYS,NIGHT,INDIA,NR,217.37892265209288
ELECTRICITY,2021,AUTUMN,ALLDAYS,NIGHT,INDIA,SR,221.24514311301687
ELECTRICITY,2021,AUTUMN,ALLDAYS,NIGHT,INDIA,NER,7.803492968579043
ELECTRICITY,2021,WINTER,ALLDAYS,EARLY,INDIA,ER,50.352714916939895
ELECTRICITY,2021,WINTER,ALLDAYS,EARLY,INDIA,WR,127.12103155879188
ELECTRICITY,2021,WINTER,ALLDAYS,EARLY,INDIA,NR,106.20945148761277
ELECTRICITY,2021,WINTER,ALLDAYS,EARLY,INDIA,SR,109.68760810593167
ELECTRICITY,2021,WINTER,ALLDAYS,EARLY,INDIA,NER,4.24707264630278
ELECTRICITY,2021,WINTER,ALLDAYS,MORN,INDIA,ER,56.36698626837575
ELECTRICITY,2021,WINTER,ALLDAYS,MORN,INDIA,WR,149.3926608113078
ELECTRICITY,2021,WINTER,ALLDAYS,MORN,INDIA,NR,113.9795437922067
ELECTRICITY,2021,WINTER,ALLDAYS,MORN,INDIA,SR,127.85923181285023
ELECTRICITY,2021,WINTER,ALLDAYS,MORN,INDIA,NER,3.4770804371554007
ELECTRICITY,2021,WINTER,ALLDAYS,MID,INDIA,ER,61.195569020517304
ELECTRICITY,2021,WINTER,ALLDAYS,MID,INDIA,WR,162.40229132742533
ELECTRICITY,2021,WINTER,ALLDAYS,MID,INDIA,NR,121.7292153546769
ELECTRICITY,2021,WINTER,ALLDAYS,MID,INDIA,SR,145.17344401346799
ELECTRICITY,2021,WINTER,ALLDAYS,MID,INDIA,NER,3.791148298811824
ELECTRICITY,2021,WINTER,ALLDAYS,AFTERNOON,INDIA,ER,58.353616881050556
ELECTRICITY,2021,WINTER,ALLDAYS,AFTERNOON,INDIA,WR,155.52195373109728
ELECTRICITY,2021,WINTER,ALLDAYS,AFTERNOON,INDIA,NR,116.37842444684053
ELECTRICITY,2021,WINTER,ALLDAYS,AFTERNOON,INDIA,SR,137.76853337841203
ELECTRICITY,2021,WINTER,ALLDAYS,AFTERNOON,INDIA,NER,3.6137610691909883
ELECTRICITY,2021,WINTER,ALLDAYS,EVENING,INDIA,ER,75.14465347659926
ELECTRICITY,2021,WINTER,ALLDAYS,EVENING,INDIA,WR,157.65011686226725
ELECTRICITY,2021,WINTER,ALLDAYS,EVENING,INDIA,NR,129.97245739332809
ELECTRICITY,2021,WINTER,ALLDAYS,EVENING,INDIA,SR,136.81645367675162
ELECTRICITY,2021,WINTER,ALLDAYS,EVENING,INDIA,NER,7.693555763733222
ELECTRICITY,2021,WINTER,ALLDAYS,NIGHT,INDIA,ER,106.3584113036504
ELECTRICITY,2021,WINTER,ALLDAYS,NIGHT,INDIA,WR,264.2088298862968
ELECTRICITY,2021,WINTER,ALLDAYS,NIGHT,INDIA,NR,203.36543825177333
ELECTRICITY,2021,WINTER,ALLDAYS,NIGHT,INDIA,SR,220.43593107561404
ELECTRICITY,2021,WINTER,ALLDAYS,NIGHT,INDIA,NER,6.993813050743169
ELECTRICITY,2021,SPRING,ALLDAYS,EARLY,INDIA,ER,46.93135018041077
ELECTRICITY,2021,SPRING,ALLDAYS,EARLY,INDIA,WR,118.61816631273129
ELECTRICITY,2021,SPRING,ALLDAYS,EARLY,INDIA,NR,92.62701568776568
ELECTRICITY,2021,SPRING,ALLDAYS,EARLY,INDIA,SR,100.9790666666556
ELECTRICITY,2021,SPRING,ALLDAYS,EARLY,INDIA,NER,2.9120311445109412
ELECTRICITY,2021,SPRING,ALLDAYS,MORN,INDIA,ER,62.845321934693
ELECTRICITY,2021,SPRING,ALLDAYS,MORN,INDIA,WR,151.1190480011894
ELECTRICITY,2021,SPRING,ALLDAYS,MORN,INDIA,NR,113.56174299339463
ELECTRICITY,2021,SPRING,ALLDAYS,MORN,INDIA,SR,133.82240757921357
ELECTRICITY,2021,SPRING,ALLDAYS,MORN,INDIA,NER,3.9571027498340463
ELECTRICITY,2021,SPRING,ALLDAYS,MID,INDIA,ER,69.25198499864267
ELECTRICITY,2021,SPRING,ALLDAYS,MID,INDIA,WR,167.29671258269374
ELECTRICITY,2021,SPRING,ALLDAYS,MID,INDIA,NR,129.37877758284665
ELECTRICITY,2021,SPRING,ALLDAYS,MID,INDIA,SR,153.31974120474956
ELECTRICITY,2021,SPRING,ALLDAYS,MID,INDIA,NER,4.835653777663728
ELECTRICITY,2021,SPRING,ALLDAYS,AFTERNOON,INDIA,ER,68.19141374923827
ELECTRICITY,2021,SPRING,ALLDAYS,AFTERNOON,INDIA,WR,163.3231203459344
ELECTRICITY,2021,SPRING,ALLDAYS,AFTERNOON,INDIA,NR,126.94370808174232
ELECTRICITY,2021,SPRING,ALLDAYS,AFTERNOON,INDIA,SR,147.96478322095606
ELECTRICITY,2021,SPRING,ALLDAYS,AFTERNOON,INDIA,NER,4.4098377392600385
ELECTRICITY,2021,SPRING,ALLDAYS,EVENING,INDIA,ER,90.42466045608236
ELECTRICITY,2021,SPRING,ALLDAYS,EVENING,INDIA,WR,176.3827810358751
ELECTRICITY,2021,SPRING,ALLDAYS,EVENING,INDIA,NR,144.9072508686871
ELECTRICITY,2021,SPRING,ALLDAYS,EVENING,INDIA,SR,168.5559085078465
ELECTRICITY,2021,SPRING,ALLDAYS,EVENING,INDIA,NER,8.427854035076813
ELECTRICITY,2021,SPRING,ALLDAYS,NIGHT,INDIA,ER,113.08344365175672
ELECTRICITY,2021,SPRING,ALLDAYS,NIGHT,INDIA,WR,268.77949671837564
ELECTRICITY,2021,SPRING,ALLDAYS,NIGHT,INDIA,NR,206.93697380663698
ELECTRICITY,2021,SPRING,ALLDAYS,NIGHT,INDIA,SR,231.55999773176902
ELECTRICITY,2021,SPRING,ALLDAYS,NIGHT,INDIA,NER,7.496001594535818
ELECTRICITY,2022,SUMMER,ALLDAYS,EARLY,INDIA,ER,62.677764358788934
ELECTRICITY,2022,SUMMER,ALLDAYS,EARLY,INDIA,WR,144.5323401784798
ELECTRICITY,2022,SUMMER,ALLDAYS,EARLY,INDIA,NR,129.20141039649923
ELECTRICITY,2022,SUMMER,ALLDAYS,EARLY,INDIA,SR,132.1556850645584
ELECTRICITY,2022,SUMMER,ALLDAYS,EARLY,INDIA,NER,3.6915779962203707
ELECTRICITY,2022,SUMMER,ALLDAYS,MORN,INDIA,ER,73.71059228659027
ELECTRICITY,2022,SUMMER,ALLDAYS,MORN,INDIA,WR,173.6671161664272
ELECTRICITY,2022,SUMMER,ALLDAYS,MORN,INDIA,NR,161.23726457933654
ELECTRICITY,2022,SUMMER,ALLDAYS,MORN,INDIA,SR,156.1812210318325
ELECTRICITY,2022,SUMMER,ALLDAYS,MORN,INDIA,NER,5.350767047747702
ELECTRICITY,2022,SUMMER,ALLDAYS,MID,INDIA,ER,75.10368248593412
ELECTRICITY,2022,SUMMER,ALLDAYS,MID,INDIA,WR,171.41407320121402
ELECTRICITY,2022,SUMMER,ALLDAYS,MID,INDIA,NR,168.9662542675925
ELECTRICITY,2022,SUMMER,ALLDAYS,MID,INDIA,SR,152.58103140114883
ELECTRICITY,2022,SUMMER,ALLDAYS,MID,INDIA,NER,6.597093854128325
ELECTRICITY,2022,SUMMER,ALLDAYS,AFTERNOON,INDIA,ER,73.84387991791594
ELECTRICITY,2022,SUMMER,ALLDAYS,AFTERNOON,INDIA,WR,160.89964284646922
ELECTRICITY,2022,SUMMER,ALLDAYS,AFTERNOON,INDIA,NR,159.43209501342992
ELECTRICITY,2022,SUMMER,ALLDAYS,AFTERNOON,INDIA,SR,139.83258349252586
ELECTRICITY,2022,SUMMER,ALLDAYS,AFTERNOON,INDIA,NER,5.9294510428051765
ELECTRICITY,2022,SUMMER,ALLDAYS,EVENING,INDIA,ER,116.17175084721002
ELECTRICITY,2022,SUMMER,ALLDAYS,EVENING,INDIA,WR,213.52216923618602
ELECTRICITY,2022,SUMMER,ALLDAYS,EVENING,INDIA,NR,254.14936806072927
ELECTRICITY,2022,SUMMER,ALLDAYS,EVENING,INDIA,SR,193.74864853588463
ELECTRICITY,2022,SUMMER,ALLDAYS,EVENING,INDIA,NER,10.747374666452467
ELECTRICITY,2022,SUMMER,ALLDAYS,NIGHT,INDIA,ER,148.96169429917
ELECTRICITY,2022,SUMMER,ALLDAYS,NIGHT,INDIA,WR,316.9544330271502
ELECTRICITY,2022,SUMMER,ALLDAYS,NIGHT,INDIA,NR,304.81075707702064
ELECTRICITY,2022,SUMMER,ALLDAYS,NIGHT,INDIA,SR,291.18030893902665
ELECTRICITY,2022,SUMMER,ALLDAYS,NIGHT,INDIA,NER,8.696763108483555
ELECTRICITY,2022,MONSOON,ALLDAYS,EARLY,INDIA,ER,65.82116705331191
ELECTRICITY,2022,MONSOON,ALLDAYS,EARLY,INDIA,WR,118.02094337013804
ELECTRICITY,2022,MONSOON,ALLDAYS,EARLY,INDIA,NR,122.61286988458704
ELECTRICITY,2022,MONSOON,ALLDAYS,EARLY,INDIA,SR,100.96828332461388
ELECTRICITY,2022,MONSOON,ALLDAYS,EARLY,INDIA,NER,5.067693375109216
ELECTRICITY,2022,MONSOON,ALLDAYS,MORN,INDIA,ER,71.25926549823731
ELECTRICITY,2022,MONSOON,ALLDAYS,MORN,INDIA,WR,136.30512081368923
ELECTRICITY,2022,MONSOON,ALLDAYS,MORN,INDIA,NR,132.13382723362966
ELECTRICITY,2022,MONSOON,ALLDAYS,MORN,INDIA,SR,116.17085542629863
ELECTRICITY,2022,MONSOON,ALLDAYS,MORN,INDIA,NER,5.318604944707508
ELECTRICITY,2022,MONSOON,ALLDAYS,MID,INDIA,ER,73.53772436728781
ELECTRICITY,2022,MONSOON,ALLDAYS,MID,INDIA,WR,143.022700971915
ELECTRICITY,2022,MONSOON,ALLDAYS,MID,INDIA,NR,143.95440111309438
ELECTRICITY,2022,MONSOON,ALLDAYS,MID,INDIA,SR,124.53305431353462
ELECTRICITY,2022,MONSOON,ALLDAYS,MID,INDIA,NER,6.622518009603041
ELECTRICITY,2022,MONSOON,ALLDAYS,AFTERNOON,INDIA,ER,72.73437213814066
ELECTRICITY,2022,MONSOON,ALLDAYS,AFTERNOON,INDIA,WR,140.17500708051298
ELECTRICITY,2022,MONSOON,ALLDAYS,AFTERNOON,INDIA,NR,142.43692415448666
ELECTRICITY,2022,MONSOON,ALLDAYS,AFTERNOON,INDIA,SR,120.34216437095766
ELECTRICITY,2022,MONSOON,ALLDAYS,AFTERNOON,INDIA,NER,6.25793536969978
ELECTRICITY,2022,MONSOON,ALLDAYS,EVENING,INDIA,ER,112.54466228812974
ELECTRICITY,2022,MONSOON,ALLDAYS,EVENING,INDIA,WR,166.80018114650522
ELECTRICITY,2022,MONSOON,ALLDAYS,EVENING,INDIA,NR,223.96949576853604
ELECTRICITY,2022,MONSOON,ALLDAYS,EVENING,INDIA,SR,147.98197019579067
ELECTRICITY,2022,MONSOON,ALLDAYS,EVENING,INDIA,NER,11.15743953400026
ELECTRICITY,2022,MONSOON,ALLDAYS,NIGHT,INDIA,ER,141.39907852591276
ELECTRICITY,2022,MONSOON,ALLDAYS,NIGHT,INDIA,WR,222.98601283097955
ELECTRICITY,2022,MONSOON,ALLDAYS,NIGHT,INDIA,NR,263.48183930164606
ELECTRICITY,2022,MONSOON,ALLDAYS,NIGHT,INDIA,SR,175.205389832211
ELECTRICITY,2022,MONSOON,ALLDAYS,NIGHT,INDIA,NER,8.940777790081608
ELECTRICITY,2022,AUTUMN,ALLDAYS,EARLY,INDIA,ER,53.03584346630493
ELECTRICITY,2022,AUTUMN,ALLDAYS,EARLY,INDIA,WR,122.55172292870945
ELECTRICITY,2022,AUTUMN,ALLDAYS,EARLY,INDIA,NR,103.6191527824813
ELECTRICITY,2022,AUTUMN,ALLDAYS,EARLY,INDIA,SR,106.66439687852977
ELECTRICITY,2022,AUTUMN,ALLDAYS,EARLY,INDIA,NER,3.3647105404220814
ELECTRICITY,2022,AUTUMN,ALLDAYS,MORN,INDIA,ER,70.11335405564833
ELECTRICITY,2022,AUTUMN,ALLDAYS,MORN,INDIA,WR,156.91199110263412
ELECTRICITY,2022,AUTUMN,ALLDAYS,MORN,INDIA,NR,137.08731176656926
ELECTRICITY,2022,AUTUMN,ALLDAYS,MORN,INDIA,SR,138.39763166854678
ELECTRICITY,2022,AUTUMN,ALLDAYS,MORN,INDIA,NER,5.075529330170298
ELECTRICITY,2022,AUTUMN,ALLDAYS,MID,INDIA,ER,74.5136259739493
ELECTRICITY,2022,AUTUMN,ALLDAYS,MID,INDIA,WR,172.65730333559125
ELECTRICITY,2022,AUTUMN,ALLDAYS,MID,INDIA,NR,160.91710402159958
ELECTRICITY,2022,AUTUMN,ALLDAYS,MID,INDIA,SR,155.67697164780594
ELECTRICITY,2022,AUTUMN,ALLDAYS,MID,INDIA,NER,6.422842276750597
ELECTRICITY,2022,AUTUMN,ALLDAYS,AFTERNOON,INDIA,ER,72.1243634694653
ELECTRICITY,2022,AUTUMN,ALLDAYS,AFTERNOON,INDIA,WR,165.87799724261473
ELECTRICITY,2022,AUTUMN,ALLDAYS,AFTERNOON,INDIA,NR,154.21373648504846
ELECTRICITY,2022,AUTUMN,ALLDAYS,AFTERNOON,INDIA,SR,147.46307842498678
ELECTRICITY,2022,AUTUMN,ALLDAYS,AFTERNOON,INDIA,NER,5.379852372356349
ELECTRICITY,2022,AUTUMN,ALLDAYS,EVENING,INDIA,ER,100.89676099463803
ELECTRICITY,2022,AUTUMN,ALLDAYS,EVENING,INDIA,WR,179.27457903265963
ELECTRICITY,2022,AUTUMN,ALLDAYS,EVENING,INDIA,NR,190.34217982183299
ELECTRICITY,2022,AUTUMN,ALLDAYS,EVENING,INDIA,SR,160.64877723035772
ELECTRICITY,2022,AUTUMN,ALLDAYS,EVENING,INDIA,NER,9.788727306392442
ELECTRICITY,2022,AUTUMN,ALLDAYS,NIGHT,INDIA,ER,120.69037049025053
ELECTRICITY,2022,AUTUMN,ALLDAYS,NIGHT,INDIA,WR,268.34868511101286
ELECTRICITY,2022,AUTUMN,ALLDAYS,NIGHT,INDIA,NR,235.0117886643436
ELECTRICITY,2022,AUTUMN,ALLDAYS,NIGHT,INDIA,SR,229.7454495622262
ELECTRICITY,2022,AUTUMN,ALLDAYS,NIGHT,INDIA,NER,8.3712872590776
ELECTRICITY,2022,WINTER,ALLDAYS,EARLY,INDIA,ER,52.87037822886081
ELECTRICITY,2022,WINTER,ALLDAYS,EARLY,INDIA,WR,133.87013741115612
ELECTRICITY,2022,WINTER,ALLDAYS,EARLY,INDIA,NR,112.1027179407253
ELECTRICITY,2022,WINTER,ALLDAYS,EARLY,INDIA,SR,116.27906275708523
ELECTRICITY,2022,WINTER,ALLDAYS,EARLY,INDIA,NER,4.451070607241217
ELECTRICITY,2022,WINTER,ALLDAYS,MORN,INDIA,ER,60.80203305180628
ELECTRICITY,2022,WINTER,ALLDAYS,MORN,INDIA,WR,160.10218438373886
ELECTRICITY,2022,WINTER,ALLDAYS,MORN,INDIA,NR,121.01015491513658
ELECTRICITY,2022,WINTER,ALLDAYS,MORN,INDIA,SR,138.9660931683537
ELECTRICITY,2022,WINTER,ALLDAYS,MORN,INDIA,NER,3.8473640037241594
ELECTRICITY,2022,WINTER,ALLDAYS,MID,INDIA,ER,66.85999427623796
ELECTRICITY,2022,WINTER,ALLDAYS,MID,INDIA,WR,174.84133399906293
ELECTRICITY,2022,WINTER,ALLDAYS,MID,INDIA,NR,129.74965552449586
ELECTRICITY,2022,WINTER,ALLDAYS,MID,INDIA,SR,158.68239887811862
ELECTRICITY,2022,WINTER,ALLDAYS,MID,INDIA,NER,4.368977515097568
ELECTRICITY,2022,WINTER,ALLDAYS,AFTERNOON,INDIA,ER,63.352460691950625
ELECTRICITY,2022,WINTER,ALLDAYS,AFTERNOON,INDIA,WR,167.9223382575373
ELECTRICITY,2022,WINTER,ALLDAYS,AFTERNOON,INDIA,NR,123.63788742344752
ELECTRICITY,2022,WINTER,ALLDAYS,AFTERNOON,INDIA,SR,150.14113763938113
ELECTRICITY,2022,WINTER,ALLDAYS,AFTERNOON,INDIA,NER,4.0335831359740215
ELECTRICITY,2022,WINTER,ALLDAYS,EVENING,INDIA,ER,80.72370195910842
ELECTRICITY,2022,WINTER,ALLDAYS,EVENING,INDIA,WR,169.93245658313788
ELECTRICITY,2022,WINTER,ALLDAYS,EVENING,INDIA,NR,136.2516823493503
ELECTRICITY,2022,WINTER,ALLDAYS,EVENING,INDIA,SR,148.81481010891764
ELECTRICITY,2022,WINTER,ALLDAYS,EVENING,INDIA,NER,8.176503422024991
ELECTRICITY,2022,WINTER,ALLDAYS,NIGHT,INDIA,ER,112.39900273366875
ELECTRICITY,2022,WINTER,ALLDAYS,NIGHT,INDIA,WR,275.87909130303774
ELECTRICITY,2022,WINTER,ALLDAYS,NIGHT,INDIA,NR,210.46843985297215
ELECTRICITY,2022,WINTER,ALLDAYS,NIGHT,INDIA,SR,230.82635739785974
ELECTRICITY,2022,WINTER,ALLDAYS,NIGHT,INDIA,NER,7.523740915345807
ELECTRICITY,2022,SPRING,ALLDAYS,EARLY,INDIA,ER,47.58433891105846
ELECTRICITY,2022,SPRING,ALLDAYS,EARLY,INDIA,WR,124.81862064281323
ELECTRICITY,2022,SPRING,ALLDAYS,EARLY,INDIA,NR,97.84499190666584
ELECTRICITY,2022,SPRING,ALLDAYS,EARLY,INDIA,SR,107.69362152227549
ELECTRICITY,2022,SPRING,ALLDAYS,EARLY,INDIA,NER,3.072158013167748
ELECTRICITY,2022,SPRING,ALLDAYS,MORN,INDIA,ER,64.10700100686273
ELECTRICITY,2022,SPRING,ALLDAYS,MORN,INDIA,WR,159.77050046481287
ELECTRICITY,2022,SPRING,ALLDAYS,MORN,INDIA,NR,119.20154233096272
ELECTRICITY,2022,SPRING,ALLDAYS,MORN,INDIA,SR,143.61989774959548
ELECTRICITY,2022,SPRING,ALLDAYS,MORN,INDIA,NER,3.871074203817974
ELECTRICITY,2022,SPRING,ALLDAYS,MID,INDIA,ER,71.99645445606188
ELECTRICITY,2022,SPRING,ALLDAYS,MID,INDIA,WR,176.86495992390164
ELECTRICITY,2022,SPRING,ALLDAYS,MID,INDIA,NR,135.06837699331942
ELECTRICITY,2022,SPRING,ALLDAYS,MID,INDIA,SR,163.1717839441618
ELECTRICITY,2022,SPRING,ALLDAYS,MID,INDIA,NER,4.550657928230109
ELECTRICITY,2022,SPRING,ALLDAYS,AFTERNOON,INDIA,ER,70.79052800236883
ELECTRICITY,2022,SPRING,ALLDAYS,AFTERNOON,INDIA,WR,172.35582196982585
ELECTRICITY,2022,SPRING,ALLDAYS,AFTERNOON,INDIA,NR,132.11420607078455
ELECTRICITY,2022,SPRING,ALLDAYS,AFTERNOON,INDIA,SR,157.45748660583115
ELECTRICITY,2022,SPRING,ALLDAYS,AFTERNOON,INDIA,NER,4.337262260787086
ELECTRICITY,2022,SPRING,ALLDAYS,EVENING,INDIA,ER,90.19986246403494
ELECTRICITY,2022,SPRING,ALLDAYS,EVENING,INDIA,WR,184.99427241897934
ELECTRICITY,2022,SPRING,ALLDAYS,EVENING,INDIA,NR,148.83838187333964
ELECTRICITY,2022,SPRING,ALLDAYS,EVENING,INDIA,SR,181.19175418637593
ELECTRICITY,2022,SPRING,ALLDAYS,EVENING,INDIA,NER,8.397241211752783
