EnergyService,EnergyCarrier,ModelGeography,SubGeography1,SubGeography2,ConsumerType1,Year,EnergyDemand
RES_OTHER,ELECTRICITY,INDIA,NR,DL,URBAN,2036,16382.56059
RES_OTHER,ELECTRICITY,INDIA,NR,DL,RURAL,2037,0.036714676
RES_OTHER,ELECTRICITY,INDIA,NR,DL,URBAN,2037,17190.58862
RES_OTHER,ELECTRICITY,INDIA,NR,DL,RURAL,2038,0.022028806
RES_OTHER,ELECTRICITY,INDIA,NR,DL,URBAN,2038,18038.47057
RES_OTHER,ELECTRICITY,INDIA,NR,DL,RURAL,2039,0.013217283
RES_OTHER,ELECTRICITY,INDIA,NR,DL,URBAN,2039,18928.17213
RES_OTHER,ELECTRICITY,INDIA,NR,DL,RURAL,2040,0.00793037
RES_OTHER,ELECTRICITY,INDIA,NR,DL,URBAN,2040,19861.75595
RES_OTHER,ELECTRICITY,INDIA,NR,DL,RURAL,2041,0.004758222
RES_OTHER,ELECTRICITY,INDIA,NR,DL,URBAN,2041,20841.38642
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2024,3107.214304
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2024,3869.866854
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2025,3232.923208
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2025,4101.557326
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2026,3363.71793
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2026,4347.119198
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2027,3499.804228
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2027,4607.382958
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2028,3641.396184
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2028,4883.228813
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2029,3788.716541
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2029,5175.589669
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2030,3941.997053
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2030,5485.454286
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2031,4101.478852
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2031,5813.870621
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2032,4267.412823
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2032,6161.949373
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2033,4440.060003
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2033,6530.867739
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2034,4619.691988
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2034,6921.873395
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2035,4806.591364
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2035,7336.288715
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2036,5001.052147
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2036,7775.515245
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2037,5203.380252
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2037,8241.038443
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2038,5413.893967
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2038,8734.432701
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2039,5632.924457
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2039,9257.366669
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2040,5860.816288
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2040,9811.608903
RES_OTHER,ELECTRICITY,INDIA,NR,HR,RURAL,2041,6097.927963
RES_OTHER,ELECTRICITY,INDIA,NR,HR,URBAN,2041,10399.03384
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2024,770.6343364
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2024,176.2326559
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2025,777.8365989
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2025,185.2263359
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2026,785.106173
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2026,194.6789902
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2027,792.4436877
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2027,204.6140418
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2028,799.849778
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2028,215.0561089
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2029,807.3250847
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2029,226.0310658
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2030,814.8702549
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2030,237.5661077
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2031,822.4859414
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2031,249.6898173
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2032,830.1728032
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2032,262.4322361
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2033,837.9315056
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2033,275.8249386
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2034,845.7627199
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2034,289.9011109
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2035,853.667124
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2035,304.6956323
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2036,861.6454016
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2036,320.2451625
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2037,869.6982434
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2037,336.5882318
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2038,877.8263462
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2038,353.7653367
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2039,886.0304132
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2039,371.8190408
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2040,894.3111546
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2040,390.7940794
RES_OTHER,ELECTRICITY,INDIA,NR,HP,RURAL,2041,902.6692869
RES_OTHER,ELECTRICITY,INDIA,NR,HP,URBAN,2041,410.7374711
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2024,876.0520904
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2024,750.6089279
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2025,897.8112354
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2025,785.5418092
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2026,920.1108282
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2026,822.1004454
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2027,942.9642922
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2027,860.3604983
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2028,966.3853843
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2028,900.4011507
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2029,990.3882033
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2029,942.3052706
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2030,1014.987198
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2030,986.1595827
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2031,1040.197175
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2031,1032.054848
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2032,1066.033312
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2032,1080.08605
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2033,1092.511159
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2033,1130.352596
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2034,1119.646656
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2034,1182.958516
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2035,1147.456137
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2035,1238.012683
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2036,1175.956342
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2036,1295.629037
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2037,1205.164428
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2037,1355.926822
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2038,1235.097976
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2038,1419.030828
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2039,1265.775005
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2039,1485.071657
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2040,1297.213983
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2040,1554.185985
RES_OTHER,ELECTRICITY,INDIA,NR,JK,RURAL,2041,1329.433833
RES_OTHER,ELECTRICITY,INDIA,NR,JK,URBAN,2041,1626.516852
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2024,4133.999211
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2024,4433.054231
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2025,4253.494937
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2025,4577.743441
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2026,4376.444759
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2026,4727.15512
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2027,4502.948518
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2027,4881.443406
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2028,4633.108945
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2028,5040.767463
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2029,4767.031738
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2029,5205.291654
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2030,4904.825648
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2030,5375.185703
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2031,5046.602575
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2031,5550.624876
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2032,5192.477648
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2032,5731.790159
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2033,5342.569328
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2033,5918.868445
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2034,5496.999498
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2034,6112.052726
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2035,5655.893564
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2035,6311.542295
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2036,5819.380559
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2036,6517.542947
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2037,5987.593244
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2037,6730.267197
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2038,6160.668217
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2038,6949.934494
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2039,6338.746025
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2039,7176.771449
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2040,6521.97128
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2040,7411.012073
RES_OTHER,ELECTRICITY,INDIA,NR,PB,RURAL,2041,6710.492771
RES_OTHER,ELECTRICITY,INDIA,NR,PB,URBAN,2041,7652.89801
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2024,988.0991484
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2024,730.0640123
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2025,1033.592153
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2025,763.4949259
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2026,1081.179697
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2026,798.4566998
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2027,1130.958216
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2027,835.0194348
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2028,1183.028585
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2028,873.2564416
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2029,1237.496321
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2029,913.2443882
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2030,1294.471803
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2030,955.063453
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2031,1354.07049
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2031,998.7974864
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2032,1416.413155
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2032,1044.534178
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2033,1481.626134
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2033,1092.365233
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2034,1549.84158
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2034,1142.386556
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2035,1621.197729
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2035,1194.698443
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2036,1695.83918
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2036,1249.405784
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2037,1773.917194
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2037,1306.618269
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2038,1855.589992
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2038,1366.450615
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2039,1941.023082
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2039,1429.022789
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2040,2030.389591
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2040,1494.460253
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,RURAL,2041,2123.870617
RES_OTHER,ELECTRICITY,INDIA,NR,RJ,URBAN,2041,1562.894214
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2024,8278.127331
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2024,6053.704135
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2025,8773.865177
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2025,6455.416348
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2026,9299.290415
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2026,6883.785414
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2027,9856.180882
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2027,7340.580231
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2028,10446.42088
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2028,7827.687078
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2029,11072.00756
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2029,8347.117402
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2030,11735.05766
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2030,8901.016127
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2031,12437.8147
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2031,9491.670511
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2032,13182.65652
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2032,10121.51959
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2033,13972.1034
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2033,10793.16425
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2034,14808.8265
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2034,11509.37796
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2035,15695.657
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2035,12273.11823
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2036,16635.59557
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2036,13087.53886
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2037,17631.82261
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2037,13956.00287
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2038,18687.70898
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2038,14882.0965
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2039,19806.82737
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2039,15869.64392
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2040,20992.96447
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2040,16922.7231
RES_OTHER,ELECTRICITY,INDIA,NR,UP,RURAL,2041,22250.1337
RES_OTHER,ELECTRICITY,INDIA,NR,UP,URBAN,2041,18045.68259
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2024,693.9552182
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2024,719.703002
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2025,708.317684
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2025,745.872604
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2026,722.977403
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2026,772.9937765
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2027,737.9405273
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2027,801.10112
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2028,753.2133364
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2028,830.2304935
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2029,768.8022397
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2029,860.4190596
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2030,784.7137792
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2030,891.7053323
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2031,800.9546323
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2031,924.1292261
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2032,817.5316148
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2032,957.7321067
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2033,834.4516834
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2033,992.5568442
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2034,851.7219386
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2034,1028.647867
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2035,869.3496282
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2035,1066.05122
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2036,887.3421499
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2036,1104.814621
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2037,905.7070543
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2037,1144.987524
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2038,924.4520486
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2038,1186.621181
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2039,943.5849992
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2039,1229.768708
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2040,963.1139355
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2040,1274.48515
RES_OTHER,ELECTRICITY,INDIA,NR,UK,RURAL,2041,983.0470531
RES_OTHER,ELECTRICITY,INDIA,NR,UK,URBAN,2041,1320.827556
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2024,1225.661876
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2024,903.4266885
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2025,1289.686035
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2025,954.7696057
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2026,1357.054585
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2026,1009.030408
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2027,1427.942225
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2027,1066.374922
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2028,1502.532781
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2028,1126.9784
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2029,1581.019678
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2029,1191.026053
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2030,1663.606447
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2030,1258.713617
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2031,1750.507252
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2031,1330.247954
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2032,1841.947442
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2032,1405.84768
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2033,1938.164137
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2033,1485.743838
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2034,2039.406846
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2034,1570.180598
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2035,2145.93811
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2035,1659.41601
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2036,2258.034182
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2036,1753.722786
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2037,2375.985749
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2037,1853.38914
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2038,2500.098681
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2038,1958.719662
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2039,2630.694826
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2039,2070.036256
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2040,2768.112842
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2040,2187.679117
RES_OTHER,ELECTRICITY,INDIA,WR,CG,RURAL,2041,2912.70908
RES_OTHER,ELECTRICITY,INDIA,WR,CG,URBAN,2041,2312.007774
RES_OTHER,ELECTRICITY,INDIA,WR,GJ,RURAL,2024,744.8928096
RES_OTHER,ELECTRICITY,INDIA,WR,GJ,URBAN,2024,1469.662174
RES_OTHER,ELECTRICITY,INDIA,WR,GJ,RURAL,2025,759.7066989
RES_OTHER,ELECTRICITY,INDIA,WR,GJ,URBAN,2025,1547.368913
RES_OTHER,ELECTRICITY,INDIA,WR,GJ,RURAL,2026,774.8151961
