ModelGeography,SubGeography1,SubGeography2,Year,IF+EAF+BOF
INDIA,NR,UP,2027,1.321
INDIA,SR,AP,2027,1.688
INDIA,SR,KA,2027,1.001
INDIA,SR,KL,2027,0.359
INDIA,SR,TN,2027,2.195
INDIA,SR,TS,2027,1.616
INDIA,WR,CG,2027,6.327
INDIA,WR,GA,2027,0.449
INDIA,WR,GJ,2027,2.393
INDIA,WR,MH,2027,4.044
INDIA,WR,MP,2027,0.629
INDIA,ER,BR,2028,0.595
INDIA,ER,JH,2028,1.575
INDIA,ER,OD,2028,2.995
INDIA,ER,SK,2028,0
INDIA,ER,WB,2028,4.498
INDIA,NER,AS,2028,0.121
INDIA,NER,NE,2028,0.16
INDIA,NR,DL,2028,0.006
INDIA,NR,HP,2028,1.424
INDIA,NR,HR,2028,0.185
INDIA,NR,JK,2028,0.164
INDIA,NR,PB,2028,3.647
INDIA,NR,RJ,2028,0.699
INDIA,NR,UK,2028,1.116
INDIA,NR,UP,2028,1.348
INDIA,SR,AP,2028,1.722
INDIA,SR,KA,2028,1.02
INDIA,SR,KL,2028,0.366
INDIA,SR,TN,2028,2.238
INDIA,SR,TS,2028,1.649
INDIA,WR,CG,2028,6.454
INDIA,WR,GA,2028,0.459
INDIA,WR,GJ,2028,2.44
INDIA,WR,MH,2028,4.125
INDIA,WR,MP,2028,0.64
INDIA,ER,BR,2029,0.608
INDIA,ER,JH,2029,1.607
INDIA,ER,OD,2029,3.055
INDIA,ER,SK,2029,0
INDIA,ER,WB,2029,4.588
INDIA,NER,AS,2029,0.124
INDIA,NER,NE,2029,0.163
INDIA,NR,DL,2029,0.006
INDIA,NR,HP,2029,1.453
INDIA,NR,HR,2029,0.19
INDIA,NR,JK,2029,0.168
INDIA,NR,PB,2029,3.721
INDIA,NR,RJ,2029,0.713
INDIA,NR,UK,2029,1.139
INDIA,NR,UP,2029,1.375
INDIA,SR,AP,2029,1.756
INDIA,SR,KA,2029,1.04
INDIA,SR,KL,2029,0.374
INDIA,SR,TN,2029,2.283
INDIA,SR,TS,2029,1.682
INDIA,WR,CG,2029,6.583
INDIA,WR,GA,2029,0.467
INDIA,WR,GJ,2029,2.489
INDIA,WR,MH,2029,4.207
INDIA,WR,MP,2029,0.653
INDIA,ER,BR,2030,0.62
INDIA,ER,JH,2030,1.639
INDIA,ER,OD,2030,3.117
INDIA,ER,SK,2030,0
INDIA,ER,WB,2030,4.679
INDIA,NER,AS,2030,0.127
INDIA,NER,NE,2030,0.167
INDIA,NR,DL,2030,0.006
INDIA,NR,HP,2030,1.482
INDIA,NR,HR,2030,0.193
INDIA,NR,JK,2030,0.171
INDIA,NR,PB,2030,3.795
INDIA,NR,RJ,2030,0.728
INDIA,NR,UK,2030,1.161
INDIA,NR,UP,2030,1.403
INDIA,SR,AP,2030,1.791
INDIA,SR,KA,2030,1.062
INDIA,SR,KL,2030,0.381
INDIA,SR,TN,2030,2.329
INDIA,SR,TS,2030,1.716
INDIA,WR,CG,2030,6.714
INDIA,WR,GA,2030,0.477
INDIA,WR,GJ,2030,2.539
INDIA,WR,MH,2030,4.292
INDIA,WR,MP,2030,0.667
INDIA,ER,BR,2031,0.632
INDIA,ER,JH,2031,1.672
INDIA,ER,OD,2031,3.179
INDIA,ER,SK,2031,0
INDIA,ER,WB,2031,4.773
INDIA,NER,AS,2031,0.129
INDIA,NER,NE,2031,0.17
INDIA,NR,DL,2031,0.006
INDIA,NR,HP,2031,1.512
INDIA,NR,HR,2031,0.197
INDIA,NR,JK,2031,0.175
INDIA,NR,PB,2031,3.871
INDIA,NR,RJ,2031,0.742
INDIA,NR,UK,2031,1.184
INDIA,NR,UP,2031,1.431
INDIA,SR,AP,2031,1.827
INDIA,SR,KA,2031,1.083
INDIA,SR,KL,2031,0.388
INDIA,SR,TN,2031,2.376
INDIA,SR,TS,2031,1.749
INDIA,WR,CG,2031,6.849
INDIA,WR,GA,2031,0.486
INDIA,WR,GJ,2031,2.59
INDIA,WR,MH,2031,4.377
INDIA,WR,MP,2031,0.68
INDIA,ER,BR,2032,0.638
INDIA,ER,JH,2032,1.689
INDIA,ER,OD,2032,3.21
INDIA,ER,SK,2032,0
INDIA,ER,WB,2032,4.821
INDIA,NER,AS,2032,0.131
INDIA,NER,NE,2032,0.172
INDIA,NR,DL,2032,0.006
INDIA,NR,HP,2032,1.526
INDIA,NR,HR,2032,0.199
INDIA,NR,JK,2032,0.176
INDIA,NR,PB,2032,3.91
INDIA,NR,RJ,2032,0.749
INDIA,NR,UK,2032,1.196
INDIA,NR,UP,2032,1.445
INDIA,SR,AP,2032,1.845
INDIA,SR,KA,2032,1.094
INDIA,SR,KL,2032,0.392
INDIA,SR,TN,2032,2.4
INDIA,SR,TS,2032,1.768
INDIA,WR,CG,2032,6.918
INDIA,WR,GA,2032,0.491
INDIA,WR,GJ,2032,2.615
INDIA,WR,MH,2032,4.421
INDIA,WR,MP,2032,0.686
INDIA,ER,BR,2033,0.645
INDIA,ER,JH,2033,1.706
INDIA,ER,OD,2033,3.243
INDIA,ER,SK,2033,0
INDIA,ER,WB,2033,4.869
INDIA,NER,AS,2033,0.132
INDIA,NER,NE,2033,0.173
INDIA,NR,DL,2033,0.006
INDIA,NR,HP,2033,1.543
INDIA,NR,HR,2033,0.201
INDIA,NR,JK,2033,0.178
INDIA,NR,PB,2033,3.949
INDIA,NR,RJ,2033,0.757
INDIA,NR,UK,2033,1.208
INDIA,NR,UP,2033,1.459
INDIA,SR,AP,2033,1.864
INDIA,SR,KA,2033,1.104
INDIA,SR,KL,2033,0.396
INDIA,SR,TN,2033,2.424
INDIA,SR,TS,2033,1.785
INDIA,WR,CG,2033,6.987
INDIA,WR,GA,2033,0.496
INDIA,WR,GJ,2033,2.642
INDIA,WR,MH,2033,4.466
INDIA,WR,MP,2033,0.694
INDIA,ER,BR,2034,0.651
INDIA,ER,JH,2034,1.723
INDIA,ER,OD,2034,3.276
INDIA,ER,SK,2034,0
INDIA,ER,WB,2034,4.918
INDIA,NER,AS,2034,0.133
INDIA,NER,NE,2034,0.175
INDIA,NR,DL,2034,0.006
INDIA,NR,HP,2034,1.558
INDIA,NR,HR,2034,0.203
INDIA,NR,JK,2034,0.18
INDIA,NR,PB,2034,3.989
INDIA,NR,RJ,2034,0.764
INDIA,NR,UK,2034,1.22
INDIA,NR,UP,2034,1.474
INDIA,SR,AP,2034,1.883
INDIA,SR,KA,2034,1.116
INDIA,SR,KL,2034,0.4
INDIA,SR,TN,2034,2.448
INDIA,SR,TS,2034,1.803
INDIA,WR,CG,2034,7.057
INDIA,WR,GA,2034,0.501
INDIA,WR,GJ,2034,2.668
INDIA,WR,MH,2034,4.51
INDIA,WR,MP,2034,0.701
INDIA,ER,BR,2035,0.658
INDIA,ER,JH,2035,1.74
INDIA,ER,OD,2035,3.308
INDIA,ER,SK,2035,0
INDIA,ER,WB,2035,4.967
INDIA,NER,AS,2035,0.134
INDIA,NER,NE,2035,0.176
INDIA,NR,DL,2035,0.007
INDIA,NR,HP,2035,1.573
INDIA,NR,HR,2035,0.206
INDIA,NR,JK,2035,0.182
INDIA,NR,PB,2035,4.028
INDIA,NR,RJ,2035,0.773
INDIA,NR,UK,2035,1.232
INDIA,NR,UP,2035,1.489
INDIA,SR,AP,2035,1.902
INDIA,SR,KA,2035,1.127
INDIA,SR,KL,2035,0.405
INDIA,SR,TN,2035,2.473
INDIA,SR,TS,2035,1.82
INDIA,WR,CG,2035,7.127
INDIA,WR,GA,2035,0.506
INDIA,WR,GJ,2035,2.695
INDIA,WR,MH,2035,4.555
INDIA,WR,MP,2035,0.707
INDIA,ER,BR,2036,0.664
INDIA,ER,JH,2036,1.758
INDIA,ER,OD,2036,3.341
INDIA,ER,SK,2036,0
INDIA,ER,WB,2036,5.017
INDIA,NER,AS,2036,0.135
INDIA,NER,NE,2036,0.178
INDIA,NR,DL,2036,0.007
INDIA,NR,HP,2036,1.589
INDIA,NR,HR,2036,0.207
INDIA,NR,JK,2036,0.183
INDIA,NR,PB,2036,4.068
INDIA,NR,RJ,2036,0.78
INDIA,NR,UK,2036,1.244
INDIA,NR,UP,2036,1.504
INDIA,SR,AP,2036,1.921
INDIA,SR,KA,2036,1.138
INDIA,SR,KL,2036,0.408
INDIA,SR,TN,2036,2.497
INDIA,SR,TS,2036,1.839
INDIA,WR,CG,2036,7.198
INDIA,WR,GA,2036,0.511
INDIA,WR,GJ,2036,2.722
INDIA,WR,MH,2036,4.601
INDIA,WR,MP,2036,0.715
INDIA,ER,BR,2037,0.665
INDIA,ER,JH,2037,1.757
INDIA,ER,OD,2037,3.341
INDIA,ER,SK,2037,0
INDIA,ER,WB,2037,5.017
INDIA,NER,AS,2037,0.136
INDIA,NER,NE,2037,0.179
INDIA,NR,DL,2037,0.007
INDIA,NR,HP,2037,1.589
INDIA,NR,HR,2037,0.207
INDIA,NR,JK,2037,0.183
INDIA,NR,PB,2037,4.068
INDIA,NR,RJ,2037,0.78
INDIA,NR,UK,2037,1.244
INDIA,NR,UP,2037,1.503
INDIA,SR,AP,2037,1.921
INDIA,SR,KA,2037,1.138
INDIA,SR,KL,2037,0.409
INDIA,SR,TN,2037,2.497
INDIA,SR,TS,2037,1.839
INDIA,WR,CG,2037,7.198
INDIA,WR,GA,2037,0.511
INDIA,WR,GJ,2037,2.722
INDIA,WR,MH,2037,4.601
INDIA,WR,MP,2037,0.715
INDIA,ER,BR,2038,0.665
INDIA,ER,JH,2038,1.757
INDIA,ER,OD,2038,3.341
INDIA,ER,SK,2038,0
INDIA,ER,WB,2038,5.017
INDIA,NER,AS,2038,0.136
INDIA,NER,NE,2038,0.178
INDIA,NR,DL,2038,0.007
INDIA,NR,HP,2038,1.589
INDIA,NR,HR,2038,0.207
INDIA,NR,JK,2038,0.184
INDIA,NR,PB,2038,4.068
INDIA,NR,RJ,2038,0.78
INDIA,NR,UK,2038,1.244
INDIA,NR,UP,2038,1.503
INDIA,SR,AP,2038,1.921
INDIA,SR,KA,2038,1.138
INDIA,SR,KL,2038,0.408
INDIA,SR,TN,2038,2.497
INDIA,SR,TS,2038,1.839
INDIA,WR,CG,2038,7.199
INDIA,WR,GA,2038,0.511
INDIA,WR,GJ,2038,2.722
INDIA,WR,MH,2038,4.601
INDIA,WR,MP,2038,0.714
INDIA,ER,BR,2039,0.665
INDIA,ER,JH,2039,1.758
INDIA,ER,OD,2039,3.341
INDIA,ER,SK,2039,0
INDIA,ER,WB,2039,5.017
INDIA,NER,AS,2039,0.136
INDIA,NER,NE,2039,0.178
INDIA,NR,DL,2039,0.007
INDIA,NR,HP,2039,1.589
INDIA,NR,HR,2039,0.207
INDIA,NR,JK,2039,0.183
INDIA,NR,PB,2039,4.068
INDIA,NR,RJ,2039,0.78
INDIA,NR,UK,2039,1.244
INDIA,NR,UP,2039,1.503
INDIA,SR,AP,2039,1.92
INDIA,SR,KA,2039,1.138
INDIA,SR,KL,2039,0.408
INDIA,SR,TN,2039,2.497
INDIA,SR,TS,2039,1.839
INDIA,WR,CG,2039,7.199
INDIA,WR,GA,2039,0.512
INDIA,WR,GJ,2039,2.722
INDIA,WR,MH,2039,4.601
INDIA,WR,MP,2039,0.715
INDIA,ER,BR,2040,0.664
INDIA,ER,JH,2040,1.757
INDIA,ER,OD,2040,3.341
INDIA,ER,SK,2040,0
INDIA,ER,WB,2040,5.017
INDIA,NER,AS,2040,0.136
INDIA,NER,NE,2040,0.179
INDIA,NR,DL,2040,0.007
INDIA,NR,HP,2040,1.589
INDIA,NR,HR,2040,0.207
INDIA,NR,JK,2040,0.184
INDIA,NR,PB,2040,4.068
INDIA,NR,RJ,2040,0.78
INDIA,NR,UK,2040,1.244
INDIA,NR,UP,2040,1.504
INDIA,SR,AP,2040,1.92
INDIA,SR,KA,2040,1.138
INDIA,SR,KL,2040,0.409
INDIA,SR,TN,2040,2.497
INDIA,SR,TS,2040,1.839
INDIA,WR,CG,2040,7.199
INDIA,WR,GA,2040,0.511
INDIA,WR,GJ,2040,2.722
INDIA,WR,MH,2040,4.601
INDIA,WR,MP,2040,0.715
INDIA,ER,BR,2041,0.664
INDIA,ER,JH,2041,1.757
INDIA,ER,OD,2041,3.341
INDIA,ER,SK,2041,0
INDIA,ER,WB,2041,5.017
INDIA,NER,AS,2041,0.135
INDIA,NER,NE,2041,0.178
INDIA,NR,DL,2041,0.007
INDIA,NR,HP,2041,1.589
INDIA,NR,HR,2041,0.207
INDIA,NR,JK,2041,0.183
INDIA,NR,PB,2041,4.068
INDIA,NR,RJ,2041,0.78
INDIA,NR,UK,2041,1.244
INDIA,NR,UP,2041,1.504
INDIA,SR,AP,2041,1.92
INDIA,SR,KA,2041,1.138
INDIA,SR,KL,2041,0.408
INDIA,SR,TN,2041,2.497
INDIA,SR,TS,2041,1.839
INDIA,WR,CG,2041,7.199
INDIA,WR,GA,2041,0.511
INDIA,WR,GJ,2041,2.721
INDIA,WR,MH,2041,4.601
INDIA,WR,MP,2041,0.715
