ModelGeography,SubGeography1,SubGeography2,ServiceTech,EfficiencyLevelName,EnergyService,EnergyCarrier,Year,SpecificEnergyConsumption
INDIA,,,RAIL_HSD,AVERAGE,ShortDistPass,HSD,2033,1.20723152981534e-10
INDIA,,,RAIL_HSD,AVERAGE,ShortDistPass,HSD,2034,1.19994595465373e-10
INDIA,,,RAIL_HSD,AVERAGE,ShortDistPass,HSD,2035,1.19269222178752e-10
INDIA,,,RAIL_HSD,AVERAGE,ShortDistPass,HSD,2036,1.1853461827064e-10
INDIA,,,RAIL_HSD,AVERAGE,ShortDistPass,HSD,2037,1.17777936434181e-10
INDIA,,,RAIL_HSD,AVERAGE,ShortDistPass,HSD,2038,1.1698564875778e-10
INDIA,,,RAIL_HSD,AVERAGE,ShortDistPass,HSD,2039,1.16143284120126e-10
INDIA,,,RAIL_HSD,AVERAGE,ShortDistPass,HSD,2040,1.15235145362209e-10
INDIA,,,RAIL_HSD,AVERAGE,ShortDistPass,HSD,2041,1.14244000163213e-10
INDIA,,,RAIL_HSD,AVERAGE,LongDistPass,HSD,2020,1.37253686124107e-10
INDIA,,,RAIL_HSD,AVERAGE,LongDistPass,HSD,2021,1.3511874979118e-10
INDIA,,,RAIL_HSD,AVERAGE,LongDistPass,HSD,2022,1.33242513902484e-10
INDIA,,,RAIL_HSD,AVERAGE,LongDistPass,HSD,2023,1.31590835279283e-10
INDIA,,,RAIL_HSD,AVERAGE,LongDistPass,HSD,2024,1.30134641126237e-10
INDIA,,,RAIL_HSD,AVERAGE,LongDistPass,HSD,2025,1.28204820651197e-10
INDIA,,,RAIL_HSD,AVERAGE,LongDistPass,HSD,2026,1.26975354281898e-10
INDIA,,,RAIL_HSD,AVERAGE,LongDistPass,HSD,2027,1.25862471307334e-10
INDIA,,,RAIL_HSD,AVERAGE,LongDistPass,HSD,2028,1.24848052470973e-10
INDIA,,,RAIL_HSD,AVERAGE,LongDistPass,HSD,2029,1.2391574594409e-10
INDIA,,,RAIL_HSD,AVERAGE,LongDistPass,HSD,2030,1.23050601692964e-10
INDIA,,,RAIL_HSD,AVERAGE,LongDistPass,HSD,2031,1.22238750518896e-10
INDIA,,,RAIL_HSD,AVERAGE,LongDistPass,HSD,2032,1.21467116436047e-10
INDIA,,,RAIL_HSD,AVERAGE,LongDistPass,HSD,2033,1.20723152981534e-10
INDIA,,,RAIL_HSD,AVERAGE,LongDistPass,HSD,2034,1.19994595465373e-10
INDIA,,,RAIL_HSD,AVERAGE,LongDistPass,HSD,2035,1.19269222178752e-10
INDIA,,,RAIL_HSD,AVERAGE,LongDistPass,HSD,2036,1.1853461827064e-10
INDIA,,,RAIL_HSD,AVERAGE,LongDistPass,HSD,2037,1.17777936434181e-10
INDIA,,,RAIL_HSD,AVERAGE,LongDistPass,HSD,2038,1.1698564875778e-10
INDIA,,,RAIL_HSD,AVERAGE,LongDistPass,HSD,2039,1.16143284120126e-10
INDIA,,,RAIL_HSD,AVERAGE,LongDistPass,HSD,2040,1.15235145362209e-10
INDIA,,,RAIL_HSD,AVERAGE,LongDistPass,HSD,2041,1.14244000163213e-10
INDIA,,,ST_AIR,AVERAGE,IntAirPass,ATF,2020,1.24539540905534e-09
INDIA,,,ST_AIR,AVERAGE,IntAirPass,ATF,2021,1.17804228445896e-09
INDIA,,,ST_AIR,AVERAGE,IntAirPass,ATF,2022,1.12242612147712e-09
INDIA,,,ST_AIR,AVERAGE,IntAirPass,ATF,2023,1.07616804546603e-09
INDIA,,,ST_AIR,AVERAGE,IntAirPass,ATF,2024,1.03745123708892e-09
INDIA,,,ST_AIR,AVERAGE,IntAirPass,ATF,2025,1.00486930712616e-09
INDIA,,,ST_AIR,AVERAGE,IntAirPass,ATF,2026,9.77320147812793e-10
INDIA,,,ST_AIR,AVERAGE,IntAirPass,ATF,2027,9.53930414094972e-10
INDIA,,,ST_AIR,AVERAGE,IntAirPass,ATF,2028,9.34000988691075e-10
INDIA,,,ST_AIR,AVERAGE,IntAirPass,ATF,2029,9.16967050219127e-10
INDIA,,,ST_AIR,AVERAGE,IntAirPass,ATF,2030,9.0236845305187e-10
INDIA,,,ST_AIR,AVERAGE,IntAirPass,ATF,2031,8.89827488080108e-10
INDIA,,,ST_AIR,AVERAGE,IntAirPass,ATF,2032,8.79031993968176e-10
INDIA,,,ST_AIR,AVERAGE,IntAirPass,ATF,2033,8.69722393441291e-10
INDIA,,,ST_AIR,AVERAGE,IntAirPass,ATF,2034,8.6168164135153e-10
INDIA,,,ST_AIR,AVERAGE,IntAirPass,ATF,2035,8.57373233144772e-10
INDIA,,,ST_AIR,AVERAGE,IntAirPass,ATF,2036,8.53693497748101e-10
INDIA,,,ST_AIR,AVERAGE,IntAirPass,ATF,2037,8.50548464012212e-10
INDIA,,,ST_AIR,AVERAGE,IntAirPass,ATF,2038,8.47858793605576e-10
INDIA,,,ST_AIR,AVERAGE,IntAirPass,ATF,2039,8.45557350759828e-10
INDIA,,,ST_AIR,AVERAGE,IntAirPass,ATF,2040,8.43587213884535e-10
INDIA,,,ST_AIR,AVERAGE,IntAirPass,ATF,2041,8.41478245849824e-10
INDIA,,,ST_AIR,AVERAGE,LongDistPass,ATF,2020,1.83034672391046e-09
INDIA,,,ST_AIR,AVERAGE,LongDistPass,ATF,2021,1.76902022357825e-09
INDIA,,,ST_AIR,AVERAGE,LongDistPass,ATF,2022,1.71727893148532e-09
INDIA,,,ST_AIR,AVERAGE,LongDistPass,ATF,2023,1.6734324276382e-09
INDIA,,,ST_AIR,AVERAGE,LongDistPass,ATF,2024,1.6361338762317e-09
INDIA,,,ST_AIR,AVERAGE,LongDistPass,ATF,2025,1.59627829911309e-09
INDIA,,,ST_AIR,AVERAGE,LongDistPass,ATF,2026,1.56794517004075e-09
INDIA,,,ST_AIR,AVERAGE,LongDistPass,ATF,2027,1.54330876677236e-09
INDIA,,,ST_AIR,AVERAGE,LongDistPass,ATF,2028,1.52175070686207e-09
INDIA,,,ST_AIR,AVERAGE,LongDistPass,ATF,2029,1.50274976969238e-09
INDIA,,,ST_AIR,AVERAGE,LongDistPass,ATF,2030,1.48586161723097e-09
INDIA,,,ST_AIR,AVERAGE,LongDistPass,ATF,2031,1.47070275605087e-09
INDIA,,,ST_AIR,AVERAGE,LongDistPass,ATF,2032,1.45693765753572e-09
INDIA,,,ST_AIR,AVERAGE,LongDistPass,ATF,2033,1.444268238166e-09
INDIA,,,ST_AIR,AVERAGE,LongDistPass,ATF,2034,1.43242510337643e-09
INDIA,,,ST_AIR,AVERAGE,LongDistPass,ATF,2035,1.42116010214763e-09
INDIA,,,ST_AIR,AVERAGE,LongDistPass,ATF,2036,1.41034307379854e-09
INDIA,,,ST_AIR,AVERAGE,LongDistPass,ATF,2037,1.39971960462509e-09
INDIA,,,ST_AIR,AVERAGE,LongDistPass,ATF,2038,1.38904528894757e-09
INDIA,,,ST_AIR,AVERAGE,LongDistPass,ATF,2039,1.37807933112907e-09
INDIA,,,ST_AIR,AVERAGE,LongDistPass,ATF,2040,1.36657854191238e-09
INDIA,,,ST_AIR,AVERAGE,LongDistPass,ATF,2041,1.3542915226911e-09
INDIA,SR,AP,2W_MS,AVERAGE,ShortDistPass,MS,2020,6.70491122879814e-10
INDIA,SR,AP,2W_MS,AVERAGE,ShortDistPass,MS,2021,6.67043056838665e-10
INDIA,SR,AP,2W_MS,AVERAGE,ShortDistPass,MS,2022,6.63119721543299e-10
INDIA,SR,AP,2W_MS,AVERAGE,ShortDistPass,MS,2023,6.58373985626978e-10
INDIA,SR,AP,2W_MS,AVERAGE,ShortDistPass,MS,2024,6.53201732662156e-10
INDIA,SR,AP,2W_MS,AVERAGE,ShortDistPass,MS,2025,6.71790561807428e-10
INDIA,SR,AP,2W_MS,AVERAGE,ShortDistPass,MS,2026,6.67140906635399e-10
INDIA,SR,AP,2W_MS,AVERAGE,ShortDistPass,MS,2027,6.63025526577943e-10
INDIA,SR,AP,2W_MS,AVERAGE,ShortDistPass,MS,2028,6.59566514704851e-10
INDIA,SR,AP,2W_MS,AVERAGE,ShortDistPass,MS,2029,6.56961479658355e-10
INDIA,SR,AP,2W_MS,AVERAGE,ShortDistPass,MS,2030,6.55562587094905e-10
INDIA,SR,AP,2W_MS,AVERAGE,ShortDistPass,MS,2031,6.54363516653902e-10
INDIA,SR,AP,2W_MS,AVERAGE,ShortDistPass,MS,2032,6.53328853653786e-10
INDIA,SR,AP,2W_MS,AVERAGE,ShortDistPass,MS,2033,6.52401547165418e-10
INDIA,SR,AP,2W_MS,AVERAGE,ShortDistPass,MS,2034,6.50718908163977e-10
INDIA,SR,AP,2W_MS,AVERAGE,ShortDistPass,MS,2035,6.48858845415069e-10
INDIA,SR,AP,2W_MS,AVERAGE,ShortDistPass,MS,2036,6.46830310360188e-10
INDIA,SR,AP,2W_MS,AVERAGE,ShortDistPass,MS,2037,6.44465905281687e-10
INDIA,SR,AP,2W_MS,AVERAGE,ShortDistPass,MS,2038,6.41707438435099e-10
INDIA,SR,AP,2W_MS,AVERAGE,ShortDistPass,MS,2039,6.38429048124807e-10
INDIA,SR,AP,2W_MS,AVERAGE,ShortDistPass,MS,2040,6.34633492755741e-10
INDIA,SR,AP,2W_MS,AVERAGE,ShortDistPass,MS,2041,6.37089082187321e-10
INDIA,NER,AS,2W_MS,AVERAGE,ShortDistPass,MS,2020,6.70491122879814e-10
INDIA,NER,AS,2W_MS,AVERAGE,ShortDistPass,MS,2021,6.62862679579486e-10
INDIA,NER,AS,2W_MS,AVERAGE,ShortDistPass,MS,2022,6.56241229141023e-10
INDIA,NER,AS,2W_MS,AVERAGE,ShortDistPass,MS,2023,6.49296205121553e-10
INDIA,NER,AS,2W_MS,AVERAGE,ShortDistPass,MS,2024,6.4262030411615e-10
INDIA,NER,AS,2W_MS,AVERAGE,ShortDistPass,MS,2025,6.5941717216785e-10
INDIA,NER,AS,2W_MS,AVERAGE,ShortDistPass,MS,2026,6.54216407878623e-10
INDIA,NER,AS,2W_MS,AVERAGE,ShortDistPass,MS,2027,6.50095562417666e-10
INDIA,NER,AS,2W_MS,AVERAGE,ShortDistPass,MS,2028,6.4695265258289e-10
INDIA,NER,AS,2W_MS,AVERAGE,ShortDistPass,MS,2029,6.44746157351096e-10
INDIA,NER,AS,2W_MS,AVERAGE,ShortDistPass,MS,2030,6.43859583161839e-10
INDIA,NER,AS,2W_MS,AVERAGE,ShortDistPass,MS,2031,6.43116973418151e-10
INDIA,NER,AS,2W_MS,AVERAGE,ShortDistPass,MS,2032,6.4248253140285e-10
INDIA,NER,AS,2W_MS,AVERAGE,ShortDistPass,MS,2033,6.41929766840615e-10
INDIA,NER,AS,2W_MS,AVERAGE,ShortDistPass,MS,2034,6.40621747528017e-10
INDIA,NER,AS,2W_MS,AVERAGE,ShortDistPass,MS,2035,6.39165377170355e-10
INDIA,NER,AS,2W_MS,AVERAGE,ShortDistPass,MS,2036,6.37443805938369e-10
INDIA,NER,AS,2W_MS,AVERAGE,ShortDistPass,MS,2037,6.35367660696936e-10
INDIA,NER,AS,2W_MS,AVERAGE,ShortDistPass,MS,2038,6.32529947636527e-10
INDIA,NER,AS,2W_MS,AVERAGE,ShortDistPass,MS,2039,6.28670967894838e-10
INDIA,NER,AS,2W_MS,AVERAGE,ShortDistPass,MS,2040,6.23961884758434e-10
INDIA,NER,AS,2W_MS,AVERAGE,ShortDistPass,MS,2041,6.26154079974174e-10
INDIA,ER,BR,2W_MS,AVERAGE,ShortDistPass,MS,2020,6.70491122879814e-10
INDIA,ER,BR,2W_MS,AVERAGE,ShortDistPass,MS,2021,6.63464749147882e-10
INDIA,ER,BR,2W_MS,AVERAGE,ShortDistPass,MS,2022,6.57370394211559e-10
INDIA,ER,BR,2W_MS,AVERAGE,ShortDistPass,MS,2023,6.50756360201932e-10
INDIA,ER,BR,2W_MS,AVERAGE,ShortDistPass,MS,2024,6.43067096423879e-10
INDIA,ER,BR,2W_MS,AVERAGE,ShortDistPass,MS,2025,6.59000346755097e-10
INDIA,ER,BR,2W_MS,AVERAGE,ShortDistPass,MS,2026,6.53524216446013e-10
INDIA,ER,BR,2W_MS,AVERAGE,ShortDistPass,MS,2027,6.4927799514223e-10
INDIA,ER,BR,2W_MS,AVERAGE,ShortDistPass,MS,2028,6.4611806668747e-10
INDIA,ER,BR,2W_MS,AVERAGE,ShortDistPass,MS,2029,6.43948239304026e-10
INDIA,ER,BR,2W_MS,AVERAGE,ShortDistPass,MS,2030,6.431140672848e-10
INDIA,ER,BR,2W_MS,AVERAGE,ShortDistPass,MS,2031,6.42469065317832e-10
INDIA,ER,BR,2W_MS,AVERAGE,ShortDistPass,MS,2032,6.41924249543183e-10
INDIA,ER,BR,2W_MS,AVERAGE,ShortDistPass,MS,2033,6.41452843009235e-10
INDIA,ER,BR,2W_MS,AVERAGE,ShortDistPass,MS,2034,6.4015823438107e-10
INDIA,ER,BR,2W_MS,AVERAGE,ShortDistPass,MS,2035,6.38684383616822e-10
INDIA,ER,BR,2W_MS,AVERAGE,ShortDistPass,MS,2036,6.36925161785843e-10
INDIA,ER,BR,2W_MS,AVERAGE,ShortDistPass,MS,2037,6.34889379571971e-10
INDIA,ER,BR,2W_MS,AVERAGE,ShortDistPass,MS,2038,6.31991035935346e-10
INDIA,ER,BR,2W_MS,AVERAGE,ShortDistPass,MS,2039,6.2820620731814e-10
INDIA,ER,BR,2W_MS,AVERAGE,ShortDistPass,MS,2040,6.22975933105452e-10
INDIA,ER,BR,2W_MS,AVERAGE,ShortDistPass,MS,2041,6.24793234359604e-10
INDIA,WR,CG,2W_MS,AVERAGE,ShortDistPass,MS,2020,6.70491122879814e-10
INDIA,WR,CG,2W_MS,AVERAGE,ShortDistPass,MS,2021,6.65281494355811e-10
INDIA,WR,CG,2W_MS,AVERAGE,ShortDistPass,MS,2022,6.60560435666403e-10
INDIA,WR,CG,2W_MS,AVERAGE,ShortDistPass,MS,2023,6.55831327405008e-10
INDIA,WR,CG,2W_MS,AVERAGE,ShortDistPass,MS,2024,6.49776594319634e-10
INDIA,WR,CG,2W_MS,AVERAGE,ShortDistPass,MS,2025,6.67425796480646e-10
INDIA,WR,CG,2W_MS,AVERAGE,ShortDistPass,MS,2026,6.62712424423315e-10
INDIA,WR,CG,2W_MS,AVERAGE,ShortDistPass,MS,2027,6.58864150095753e-10
INDIA,WR,CG,2W_MS,AVERAGE,ShortDistPass,MS,2028,6.55867698894312e-10
INDIA,WR,CG,2W_MS,AVERAGE,ShortDistPass,MS,2029,6.53620406943325e-10
INDIA,WR,CG,2W_MS,AVERAGE,ShortDistPass,MS,2030,6.52475790353887e-10
INDIA,WR,CG,2W_MS,AVERAGE,ShortDistPass,MS,2031,6.5151084697339e-10
INDIA,WR,CG,2W_MS,AVERAGE,ShortDistPass,MS,2032,6.50696831535583e-10
INDIA,WR,CG,2W_MS,AVERAGE,ShortDistPass,MS,2033,6.49985954943385e-10
INDIA,WR,CG,2W_MS,AVERAGE,ShortDistPass,MS,2034,6.48294034905778e-10
INDIA,WR,CG,2W_MS,AVERAGE,ShortDistPass,MS,2035,6.46444206900427e-10
INDIA,WR,CG,2W_MS,AVERAGE,ShortDistPass,MS,2036,6.44535723904364e-10
INDIA,WR,CG,2W_MS,AVERAGE,ShortDistPass,MS,2037,6.42320116616962e-10
INDIA,WR,CG,2W_MS,AVERAGE,ShortDistPass,MS,2038,6.39651504319555e-10
INDIA,WR,CG,2W_MS,AVERAGE,ShortDistPass,MS,2039,6.36106987357208e-10
INDIA,WR,CG,2W_MS,AVERAGE,ShortDistPass,MS,2040,6.31285393253903e-10
INDIA,WR,CG,2W_MS,AVERAGE,ShortDistPass,MS,2041,6.34177437485954e-10
INDIA,NR,DL,2W_MS,AVERAGE,ShortDistPass,MS,2020,6.70491122879814e-10
INDIA,NR,DL,2W_MS,AVERAGE,ShortDistPass,MS,2021,6.66930610546893e-10
INDIA,NR,DL,2W_MS,AVERAGE,ShortDistPass,MS,2022,6.63714044977854e-10
INDIA,NR,DL,2W_MS,AVERAGE,ShortDistPass,MS,2023,6.59397578475904e-10
INDIA,NR,DL,2W_MS,AVERAGE,ShortDistPass,MS,2024,6.54402015008275e-10
INDIA,NR,DL,2W_MS,AVERAGE,ShortDistPass,MS,2025,6.73304157554015e-10
INDIA,NR,DL,2W_MS,AVERAGE,ShortDistPass,MS,2026,6.68901196884493e-10
INDIA,NR,DL,2W_MS,AVERAGE,ShortDistPass,MS,2027,6.65004537906646e-10
INDIA,NR,DL,2W_MS,AVERAGE,ShortDistPass,MS,2028,6.61723532187566e-10
INDIA,NR,DL,2W_MS,AVERAGE,ShortDistPass,MS,2029,6.59226835477607e-10
INDIA,NR,DL,2W_MS,AVERAGE,ShortDistPass,MS,2030,6.57805197446667e-10
INDIA,NR,DL,2W_MS,AVERAGE,ShortDistPass,MS,2031,6.56577339477567e-10
INDIA,NR,DL,2W_MS,AVERAGE,ShortDistPass,MS,2032,6.55501656609533e-10
INDIA,NR,DL,2W_MS,AVERAGE,ShortDistPass,MS,2033,6.54528615338009e-10
INDIA,NR,DL,2W_MS,AVERAGE,ShortDistPass,MS,2034,6.53043240101395e-10
INDIA,NR,DL,2W_MS,AVERAGE,ShortDistPass,MS,2035,6.51397548573875e-10
INDIA,NR,DL,2W_MS,AVERAGE,ShortDistPass,MS,2036,6.49397432024979e-10
INDIA,NR,DL,2W_MS,AVERAGE,ShortDistPass,MS,2037,6.46968977578437e-10
INDIA,NR,DL,2W_MS,AVERAGE,ShortDistPass,MS,2038,6.44356997949252e-10
INDIA,NR,DL,2W_MS,AVERAGE,ShortDistPass,MS,2039,6.41103085073857e-10
INDIA,NR,DL,2W_MS,AVERAGE,ShortDistPass,MS,2040,6.37648753012246e-10
INDIA,NR,DL,2W_MS,AVERAGE,ShortDistPass,MS,2041,6.40773327880991e-10
INDIA,WR,GA,2W_MS,AVERAGE,ShortDistPass,MS,2020,6.70491122879814e-10
INDIA,WR,GA,2W_MS,AVERAGE,ShortDistPass,MS,2021,6.6747079031792e-10
INDIA,WR,GA,2W_MS,AVERAGE,ShortDistPass,MS,2022,6.64142061637111e-10
INDIA,WR,GA,2W_MS,AVERAGE,ShortDistPass,MS,2023,6.59752457936814e-10
INDIA,WR,GA,2W_MS,AVERAGE,ShortDistPass,MS,2024,6.55037210322692e-10
INDIA,WR,GA,2W_MS,AVERAGE,ShortDistPass,MS,2025,6.73975136905572e-10
INDIA,WR,GA,2W_MS,AVERAGE,ShortDistPass,MS,2026,6.69599764170839e-10
INDIA,WR,GA,2W_MS,AVERAGE,ShortDistPass,MS,2027,6.6573675147398e-10
INDIA,WR,GA,2W_MS,AVERAGE,ShortDistPass,MS,2028,6.62486917237594e-10
INDIA,WR,GA,2W_MS,AVERAGE,ShortDistPass,MS,2029,6.59999397669444e-10
INDIA,WR,GA,2W_MS,AVERAGE,ShortDistPass,MS,2030,6.58520928524533e-10
INDIA,WR,GA,2W_MS,AVERAGE,ShortDistPass,MS,2031,6.57241339477399e-10
INDIA,WR,GA,2W_MS,AVERAGE,ShortDistPass,MS,2032,6.5612256263513e-10
INDIA,WR,GA,2W_MS,AVERAGE,ShortDistPass,MS,2033,6.55096562303561e-10
INDIA,WR,GA,2W_MS,AVERAGE,ShortDistPass,MS,2034,6.53328274928058e-10
INDIA,WR,GA,2W_MS,AVERAGE,ShortDistPass,MS,2035,6.51411609251821e-10
INDIA,WR,GA,2W_MS,AVERAGE,ShortDistPass,MS,2036,6.49300623462987e-10
INDIA,WR,GA,2W_MS,AVERAGE,ShortDistPass,MS,2037,6.46783519941754e-10
INDIA,WR,GA,2W_MS,AVERAGE,ShortDistPass,MS,2038,6.44047064305208e-10
INDIA,WR,GA,2W_MS,AVERAGE,ShortDistPass,MS,2039,6.41129104369644e-10
INDIA,WR,GA,2W_MS,AVERAGE,ShortDistPass,MS,2040,6.37942471503896e-10
INDIA,WR,GA,2W_MS,AVERAGE,ShortDistPass,MS,2041,6.40616148194522e-10
INDIA,WR,GJ,2W_MS,AVERAGE,ShortDistPass,MS,2020,6.70491122879814e-10
INDIA,WR,GJ,2W_MS,AVERAGE,ShortDistPass,MS,2021,6.67005582729627e-10
INDIA,WR,GJ,2W_MS,AVERAGE,ShortDistPass,MS,2022,6.63048420832108e-10
INDIA,WR,GJ,2W_MS,AVERAGE,ShortDistPass,MS,2023,6.58272006086772e-10
INDIA,WR,GJ,2W_MS,AVERAGE,ShortDistPass,MS,2024,6.53032278741005e-10
INDIA,WR,GJ,2W_MS,AVERAGE,ShortDistPass,MS,2025,6.71536135863365e-10
INDIA,WR,GJ,2W_MS,AVERAGE,ShortDistPass,MS,2026,6.67136410850479e-10
INDIA,WR,GJ,2W_MS,AVERAGE,ShortDistPass,MS,2027,6.6323219480929e-10
INDIA,WR,GJ,2W_MS,AVERAGE,ShortDistPass,MS,2028,6.59944475569187e-10
INDIA,WR,GJ,2W_MS,AVERAGE,ShortDistPass,MS,2029,6.57466381148107e-10
INDIA,WR,GJ,2W_MS,AVERAGE,ShortDistPass,MS,2030,6.56137099709196e-10
INDIA,WR,GJ,2W_MS,AVERAGE,ShortDistPass,MS,2031,6.5499951653866e-10
INDIA,WR,GJ,2W_MS,AVERAGE,ShortDistPass,MS,2032,6.54019136347825e-10
INDIA,WR,GJ,2W_MS,AVERAGE,ShortDistPass,MS,2033,6.53140691256892e-10
INDIA,WR,GJ,2W_MS,AVERAGE,ShortDistPass,MS,2034,6.5150036529296e-10
INDIA,WR,GJ,2W_MS,AVERAGE,ShortDistPass,MS,2035,6.49682090604466e-10
INDIA,WR,GJ,2W_MS,AVERAGE,ShortDistPass,MS,2036,6.47695498798249e-10
INDIA,WR,GJ,2W_MS,AVERAGE,ShortDistPass,MS,2037,6.45371463799337e-10
INDIA,WR,GJ,2W_MS,AVERAGE,ShortDistPass,MS,2038,6.42643804379768e-10
