EnergyConvTech,InstYear,ModelGeography,SubGeography1,Year,Season,DayType,DaySlice,MaxUF
EG_WIND,2024,INDIA,NR,2029,SPRING,ALLDAYS,EARLY,0.088729671
EG_WIND,2024,INDIA,NR,2030,SPRING,ALLDAYS,EARLY,0.088729671
EG_WIND,2024,INDIA,NR,2031,SPRING,ALLDAYS,EARLY,0.088729671
EG_WIND,2024,INDIA,WR,2024,SPRING,ALLDAYS,EARLY,0.073406823
EG_WIND,2024,INDIA,WR,2025,SPRING,ALLDAYS,EARLY,0.073406823
EG_WIND,2024,INDIA,WR,2026,SPRING,ALLDAYS,EARLY,0.073406823
EG_WIND,2024,INDIA,WR,2027,SPRING,ALLDAYS,EARLY,0.073406823
EG_WIND,2024,INDIA,WR,2028,SPRING,ALLDAYS,EARLY,0.073406823
EG_WIND,2024,INDIA,WR,2029,SPRING,ALLDAYS,EARLY,0.073406823
EG_WIND,2024,INDIA,WR,2030,SPRING,ALLDAYS,EARLY,0.073406823
EG_WIND,2024,INDIA,WR,2031,SPRING,ALLDAYS,EARLY,0.073406823
EG_WIND,2024,INDIA,SR,2024,SPRING,ALLDAYS,EARLY,0.074509396
EG_WIND,2024,INDIA,SR,2025,SPRING,ALLDAYS,EARLY,0.074509396
EG_WIND,2024,INDIA,SR,2026,SPRING,ALLDAYS,EARLY,0.074509396
EG_WIND,2024,INDIA,SR,2027,SPRING,ALLDAYS,EARLY,0.074509396
EG_WIND,2024,INDIA,SR,2028,SPRING,ALLDAYS,EARLY,0.074509396
EG_WIND,2024,INDIA,SR,2029,SPRING,ALLDAYS,EARLY,0.074509396
EG_WIND,2024,INDIA,SR,2030,SPRING,ALLDAYS,EARLY,0.074509396
EG_WIND,2024,INDIA,SR,2031,SPRING,ALLDAYS,EARLY,0.074509396
EG_WIND,2024,INDIA,ER,2024,SPRING,ALLDAYS,EARLY,0.104108845
EG_WIND,2024,INDIA,ER,2025,SPRING,ALLDAYS,EARLY,0.104108845
EG_WIND,2024,INDIA,ER,2026,SPRING,ALLDAYS,EARLY,0.104108845
EG_WIND,2024,INDIA,ER,2027,SPRING,ALLDAYS,EARLY,0.104108845
EG_WIND,2024,INDIA,ER,2028,SPRING,ALLDAYS,EARLY,0.104108845
EG_WIND,2024,INDIA,ER,2029,SPRING,ALLDAYS,EARLY,0.104108845
EG_WIND,2024,INDIA,ER,2030,SPRING,ALLDAYS,EARLY,0.104108845
EG_WIND,2024,INDIA,ER,2031,SPRING,ALLDAYS,EARLY,0.104108845
EG_WIND,2024,INDIA,NER,2024,SPRING,ALLDAYS,EARLY,0.104108845
EG_WIND,2024,INDIA,NER,2025,SPRING,ALLDAYS,EARLY,0.104108845
EG_WIND,2024,INDIA,NER,2026,SPRING,ALLDAYS,EARLY,0.104108845
EG_WIND,2024,INDIA,NER,2027,SPRING,ALLDAYS,EARLY,0.104108845
EG_WIND,2024,INDIA,NER,2028,SPRING,ALLDAYS,EARLY,0.104108845
EG_WIND,2024,INDIA,NER,2029,SPRING,ALLDAYS,EARLY,0.104108845
EG_WIND,2024,INDIA,NER,2030,SPRING,ALLDAYS,EARLY,0.104108845
EG_WIND,2024,INDIA,NER,2031,SPRING,ALLDAYS,EARLY,0.104108845
EG_WIND,2024,INDIA,NR,2024,SPRING,ALLDAYS,MORN,0.108426213
EG_WIND,2024,INDIA,NR,2025,SPRING,ALLDAYS,MORN,0.108426213
EG_WIND,2024,INDIA,NR,2026,SPRING,ALLDAYS,MORN,0.108426213
EG_WIND,2024,INDIA,NR,2027,SPRING,ALLDAYS,MORN,0.108426213
EG_WIND,2024,INDIA,NR,2028,SPRING,ALLDAYS,MORN,0.108426213
EG_WIND,2024,INDIA,NR,2029,SPRING,ALLDAYS,MORN,0.108426213
EG_WIND,2024,INDIA,NR,2030,SPRING,ALLDAYS,MORN,0.108426213
EG_WIND,2024,INDIA,NR,2031,SPRING,ALLDAYS,MORN,0.108426213
EG_WIND,2024,INDIA,WR,2024,SPRING,ALLDAYS,MORN,0.084335191
EG_WIND,2024,INDIA,WR,2025,SPRING,ALLDAYS,MORN,0.084335191
EG_WIND,2024,INDIA,WR,2026,SPRING,ALLDAYS,MORN,0.084335191
EG_WIND,2024,INDIA,WR,2027,SPRING,ALLDAYS,MORN,0.084335191
EG_WIND,2024,INDIA,WR,2028,SPRING,ALLDAYS,MORN,0.084335191
EG_WIND,2024,INDIA,WR,2029,SPRING,ALLDAYS,MORN,0.084335191
EG_WIND,2024,INDIA,WR,2030,SPRING,ALLDAYS,MORN,0.084335191
EG_WIND,2024,INDIA,WR,2031,SPRING,ALLDAYS,MORN,0.084335191
EG_WIND,2024,INDIA,SR,2024,SPRING,ALLDAYS,MORN,0.162173733
EG_WIND,2024,INDIA,SR,2025,SPRING,ALLDAYS,MORN,0.162173733
EG_WIND,2024,INDIA,SR,2026,SPRING,ALLDAYS,MORN,0.162173733
EG_WIND,2024,INDIA,SR,2027,SPRING,ALLDAYS,MORN,0.162173733
EG_WIND,2024,INDIA,SR,2028,SPRING,ALLDAYS,MORN,0.162173733
EG_WIND,2024,INDIA,SR,2029,SPRING,ALLDAYS,MORN,0.162173733
EG_WIND,2024,INDIA,SR,2030,SPRING,ALLDAYS,MORN,0.162173733
EG_WIND,2024,INDIA,SR,2031,SPRING,ALLDAYS,MORN,0.162173733
EG_WIND,2024,INDIA,ER,2024,SPRING,ALLDAYS,MORN,0.103088333
EG_WIND,2024,INDIA,ER,2025,SPRING,ALLDAYS,MORN,0.103088333
EG_WIND,2024,INDIA,ER,2026,SPRING,ALLDAYS,MORN,0.103088333
EG_WIND,2024,INDIA,ER,2027,SPRING,ALLDAYS,MORN,0.103088333
EG_WIND,2024,INDIA,ER,2028,SPRING,ALLDAYS,MORN,0.103088333
EG_WIND,2024,INDIA,ER,2029,SPRING,ALLDAYS,MORN,0.103088333
EG_WIND,2024,INDIA,ER,2030,SPRING,ALLDAYS,MORN,0.103088333
EG_WIND,2024,INDIA,ER,2031,SPRING,ALLDAYS,MORN,0.103088333
EG_WIND,2024,INDIA,NER,2024,SPRING,ALLDAYS,MORN,0.103088333
EG_WIND,2024,INDIA,NER,2025,SPRING,ALLDAYS,MORN,0.103088333
EG_WIND,2024,INDIA,NER,2026,SPRING,ALLDAYS,MORN,0.103088333
EG_WIND,2024,INDIA,NER,2027,SPRING,ALLDAYS,MORN,0.103088333
EG_WIND,2024,INDIA,NER,2028,SPRING,ALLDAYS,MORN,0.103088333
EG_WIND,2024,INDIA,NER,2029,SPRING,ALLDAYS,MORN,0.103088333
EG_WIND,2024,INDIA,NER,2030,SPRING,ALLDAYS,MORN,0.103088333
EG_WIND,2024,INDIA,NER,2031,SPRING,ALLDAYS,MORN,0.103088333
EG_WIND,2024,INDIA,NR,2024,SPRING,ALLDAYS,MID,0.195590975
EG_WIND,2024,INDIA,NR,2025,SPRING,ALLDAYS,MID,0.195590975
EG_WIND,2024,INDIA,NR,2026,SPRING,ALLDAYS,MID,0.195590975
EG_WIND,2024,INDIA,NR,2027,SPRING,ALLDAYS,MID,0.195590975
EG_WIND,2024,INDIA,NR,2028,SPRING,ALLDAYS,MID,0.195590975
EG_WIND,2024,INDIA,NR,2029,SPRING,ALLDAYS,MID,0.195590975
EG_WIND,2024,INDIA,NR,2030,SPRING,ALLDAYS,MID,0.195590975
EG_WIND,2024,INDIA,NR,2031,SPRING,ALLDAYS,MID,0.195590975
EG_WIND,2024,INDIA,WR,2024,SPRING,ALLDAYS,MID,0.202594606
EG_WIND,2024,INDIA,WR,2025,SPRING,ALLDAYS,MID,0.202594606
EG_WIND,2024,INDIA,WR,2026,SPRING,ALLDAYS,MID,0.202594606
EG_WIND,2024,INDIA,WR,2027,SPRING,ALLDAYS,MID,0.202594606
EG_WIND,2024,INDIA,WR,2028,SPRING,ALLDAYS,MID,0.202594606
EG_WIND,2024,INDIA,WR,2029,SPRING,ALLDAYS,MID,0.202594606
EG_WIND,2024,INDIA,WR,2030,SPRING,ALLDAYS,MID,0.202594606
EG_WIND,2024,INDIA,WR,2031,SPRING,ALLDAYS,MID,0.202594606
EG_WIND,2024,INDIA,SR,2024,SPRING,ALLDAYS,MID,0.329316385
EG_WIND,2024,INDIA,SR,2025,SPRING,ALLDAYS,MID,0.329316385
EG_WIND,2024,INDIA,SR,2026,SPRING,ALLDAYS,MID,0.329316385
EG_WIND,2024,INDIA,SR,2027,SPRING,ALLDAYS,MID,0.329316385
EG_WIND,2024,INDIA,SR,2028,SPRING,ALLDAYS,MID,0.329316385
EG_WIND,2024,INDIA,SR,2029,SPRING,ALLDAYS,MID,0.329316385
EG_WIND,2024,INDIA,SR,2030,SPRING,ALLDAYS,MID,0.329316385
EG_WIND,2024,INDIA,SR,2031,SPRING,ALLDAYS,MID,0.329316385
EG_WIND,2024,INDIA,ER,2024,SPRING,ALLDAYS,MID,0.145492539
EG_WIND,2024,INDIA,ER,2025,SPRING,ALLDAYS,MID,0.145492539
EG_WIND,2024,INDIA,ER,2026,SPRING,ALLDAYS,MID,0.145492539
EG_WIND,2024,INDIA,ER,2027,SPRING,ALLDAYS,MID,0.145492539
EG_WIND,2024,INDIA,ER,2028,SPRING,ALLDAYS,MID,0.145492539
EG_WIND,2024,INDIA,ER,2029,SPRING,ALLDAYS,MID,0.145492539
EG_WIND,2024,INDIA,ER,2030,SPRING,ALLDAYS,MID,0.145492539
EG_WIND,2024,INDIA,ER,2031,SPRING,ALLDAYS,MID,0.145492539
EG_WIND,2024,INDIA,NER,2024,SPRING,ALLDAYS,MID,0.145492539
EG_WIND,2024,INDIA,NER,2025,SPRING,ALLDAYS,MID,0.145492539
EG_WIND,2024,INDIA,NER,2026,SPRING,ALLDAYS,MID,0.145492539
EG_WIND,2024,INDIA,NER,2027,SPRING,ALLDAYS,MID,0.145492539
EG_WIND,2024,INDIA,NER,2028,SPRING,ALLDAYS,MID,0.145492539
EG_WIND,2024,INDIA,NER,2029,SPRING,ALLDAYS,MID,0.145492539
EG_WIND,2024,INDIA,NER,2030,SPRING,ALLDAYS,MID,0.145492539
EG_WIND,2024,INDIA,NER,2031,SPRING,ALLDAYS,MID,0.145492539
EG_WIND,2024,INDIA,NR,2024,SPRING,ALLDAYS,AFTERNOON,0.339640055
EG_WIND,2024,INDIA,NR,2025,SPRING,ALLDAYS,AFTERNOON,0.339640055
EG_WIND,2024,INDIA,NR,2026,SPRING,ALLDAYS,AFTERNOON,0.339640055
EG_WIND,2024,INDIA,NR,2027,SPRING,ALLDAYS,AFTERNOON,0.339640055
EG_WIND,2024,INDIA,NR,2028,SPRING,ALLDAYS,AFTERNOON,0.339640055
EG_WIND,2024,INDIA,NR,2029,SPRING,ALLDAYS,AFTERNOON,0.339640055
EG_WIND,2024,INDIA,NR,2030,SPRING,ALLDAYS,AFTERNOON,0.339640055
EG_WIND,2024,INDIA,NR,2031,SPRING,ALLDAYS,AFTERNOON,0.339640055
EG_WIND,2024,INDIA,WR,2024,SPRING,ALLDAYS,AFTERNOON,0.370927057
EG_WIND,2024,INDIA,WR,2025,SPRING,ALLDAYS,AFTERNOON,0.370927057
EG_WIND,2024,INDIA,WR,2026,SPRING,ALLDAYS,AFTERNOON,0.370927057
EG_WIND,2024,INDIA,WR,2027,SPRING,ALLDAYS,AFTERNOON,0.370927057
EG_WIND,2024,INDIA,WR,2028,SPRING,ALLDAYS,AFTERNOON,0.370927057
EG_WIND,2024,INDIA,WR,2029,SPRING,ALLDAYS,AFTERNOON,0.370927057
EG_WIND,2024,INDIA,WR,2030,SPRING,ALLDAYS,AFTERNOON,0.370927057
EG_WIND,2024,INDIA,WR,2031,SPRING,ALLDAYS,AFTERNOON,0.370927057
EG_WIND,2024,INDIA,SR,2024,SPRING,ALLDAYS,AFTERNOON,0.376616853
EG_WIND,2024,INDIA,SR,2025,SPRING,ALLDAYS,AFTERNOON,0.376616853
EG_WIND,2024,INDIA,SR,2026,SPRING,ALLDAYS,AFTERNOON,0.376616853
EG_WIND,2024,INDIA,SR,2027,SPRING,ALLDAYS,AFTERNOON,0.376616853
EG_WIND,2024,INDIA,SR,2028,SPRING,ALLDAYS,AFTERNOON,0.376616853
EG_WIND,2024,INDIA,SR,2029,SPRING,ALLDAYS,AFTERNOON,0.376616853
EG_WIND,2024,INDIA,SR,2030,SPRING,ALLDAYS,AFTERNOON,0.376616853
EG_WIND,2024,INDIA,SR,2031,SPRING,ALLDAYS,AFTERNOON,0.376616853
EG_WIND,2024,INDIA,ER,2024,SPRING,ALLDAYS,AFTERNOON,0.215760635
EG_WIND,2024,INDIA,ER,2025,SPRING,ALLDAYS,AFTERNOON,0.215760635
EG_WIND,2024,INDIA,ER,2026,SPRING,ALLDAYS,AFTERNOON,0.215760635
EG_WIND,2024,INDIA,ER,2027,SPRING,ALLDAYS,AFTERNOON,0.215760635
EG_WIND,2024,INDIA,ER,2028,SPRING,ALLDAYS,AFTERNOON,0.215760635
EG_WIND,2024,INDIA,ER,2029,SPRING,ALLDAYS,AFTERNOON,0.215760635
EG_WIND,2024,INDIA,ER,2030,SPRING,ALLDAYS,AFTERNOON,0.215760635
EG_WIND,2024,INDIA,ER,2031,SPRING,ALLDAYS,AFTERNOON,0.215760635
EG_WIND,2024,INDIA,NER,2024,SPRING,ALLDAYS,AFTERNOON,0.215760635
EG_WIND,2024,INDIA,NER,2025,SPRING,ALLDAYS,AFTERNOON,0.215760635
EG_WIND,2024,INDIA,NER,2026,SPRING,ALLDAYS,AFTERNOON,0.215760635
EG_WIND,2024,INDIA,NER,2027,SPRING,ALLDAYS,AFTERNOON,0.215760635
EG_WIND,2024,INDIA,NER,2028,SPRING,ALLDAYS,AFTERNOON,0.215760635
EG_WIND,2024,INDIA,NER,2029,SPRING,ALLDAYS,AFTERNOON,0.215760635
EG_WIND,2024,INDIA,NER,2030,SPRING,ALLDAYS,AFTERNOON,0.215760635
EG_WIND,2024,INDIA,NER,2031,SPRING,ALLDAYS,AFTERNOON,0.215760635
EG_WIND,2024,INDIA,NR,2024,SPRING,ALLDAYS,EVENING,0.36877972
EG_WIND,2024,INDIA,NR,2025,SPRING,ALLDAYS,EVENING,0.36877972
EG_WIND,2024,INDIA,NR,2026,SPRING,ALLDAYS,EVENING,0.36877972
EG_WIND,2024,INDIA,NR,2027,SPRING,ALLDAYS,EVENING,0.36877972
EG_WIND,2024,INDIA,NR,2028,SPRING,ALLDAYS,EVENING,0.36877972
EG_WIND,2024,INDIA,NR,2029,SPRING,ALLDAYS,EVENING,0.36877972
EG_WIND,2024,INDIA,NR,2030,SPRING,ALLDAYS,EVENING,0.36877972
EG_WIND,2024,INDIA,NR,2031,SPRING,ALLDAYS,EVENING,0.36877972
EG_WIND,2024,INDIA,WR,2024,SPRING,ALLDAYS,EVENING,0.394769309
EG_WIND,2024,INDIA,WR,2025,SPRING,ALLDAYS,EVENING,0.394769309
EG_WIND,2024,INDIA,WR,2026,SPRING,ALLDAYS,EVENING,0.394769309
EG_WIND,2024,INDIA,WR,2027,SPRING,ALLDAYS,EVENING,0.394769309
EG_WIND,2024,INDIA,WR,2028,SPRING,ALLDAYS,EVENING,0.394769309
EG_WIND,2024,INDIA,WR,2029,SPRING,ALLDAYS,EVENING,0.394769309
EG_WIND,2024,INDIA,WR,2030,SPRING,ALLDAYS,EVENING,0.394769309
EG_WIND,2024,INDIA,WR,2031,SPRING,ALLDAYS,EVENING,0.394769309
EG_WIND,2024,INDIA,SR,2024,SPRING,ALLDAYS,EVENING,0.231104557
EG_WIND,2024,INDIA,SR,2025,SPRING,ALLDAYS,EVENING,0.231104557
EG_WIND,2024,INDIA,SR,2026,SPRING,ALLDAYS,EVENING,0.231104557
EG_WIND,2024,INDIA,SR,2027,SPRING,ALLDAYS,EVENING,0.231104557
EG_WIND,2024,INDIA,SR,2028,SPRING,ALLDAYS,EVENING,0.231104557
EG_WIND,2024,INDIA,SR,2029,SPRING,ALLDAYS,EVENING,0.231104557
EG_WIND,2024,INDIA,SR,2030,SPRING,ALLDAYS,EVENING,0.231104557
EG_WIND,2024,INDIA,SR,2031,SPRING,ALLDAYS,EVENING,0.231104557
EG_WIND,2024,INDIA,ER,2024,SPRING,ALLDAYS,EVENING,0.172338173
EG_WIND,2024,INDIA,ER,2025,SPRING,ALLDAYS,EVENING,0.172338173
EG_WIND,2024,INDIA,ER,2026,SPRING,ALLDAYS,EVENING,0.172338173
EG_WIND,2024,INDIA,ER,2027,SPRING,ALLDAYS,EVENING,0.172338173
EG_WIND,2024,INDIA,ER,2028,SPRING,ALLDAYS,EVENING,0.172338173
EG_WIND,2024,INDIA,ER,2029,SPRING,ALLDAYS,EVENING,0.172338173
EG_WIND,2024,INDIA,ER,2030,SPRING,ALLDAYS,EVENING,0.172338173
EG_WIND,2024,INDIA,ER,2031,SPRING,ALLDAYS,EVENING,0.172338173
EG_WIND,2024,INDIA,NER,2024,SPRING,ALLDAYS,EVENING,0.172338173
EG_WIND,2024,INDIA,NER,2025,SPRING,ALLDAYS,EVENING,0.172338173
EG_WIND,2024,INDIA,NER,2026,SPRING,ALLDAYS,EVENING,0.172338173
EG_WIND,2024,INDIA,NER,2027,SPRING,ALLDAYS,EVENING,0.172338173
EG_WIND,2024,INDIA,NER,2028,SPRING,ALLDAYS,EVENING,0.172338173
EG_WIND,2024,INDIA,NER,2029,SPRING,ALLDAYS,EVENING,0.172338173
EG_WIND,2024,INDIA,NER,2030,SPRING,ALLDAYS,EVENING,0.172338173
EG_WIND,2024,INDIA,NER,2031,SPRING,ALLDAYS,EVENING,0.172338173
EG_WIND,2024,INDIA,NR,2024,SPRING,ALLDAYS,NIGHT,0.231882099
EG_WIND,2024,INDIA,NR,2025,SPRING,ALLDAYS,NIGHT,0.231882099
EG_WIND,2024,INDIA,NR,2026,SPRING,ALLDAYS,NIGHT,0.231882099
EG_WIND,2024,INDIA,NR,2027,SPRING,ALLDAYS,NIGHT,0.231882099
EG_WIND,2024,INDIA,NR,2028,SPRING,ALLDAYS,NIGHT,0.231882099
EG_WIND,2024,INDIA,NR,2029,SPRING,ALLDAYS,NIGHT,0.231882099
EG_WIND,2024,INDIA,NR,2030,SPRING,ALLDAYS,NIGHT,0.231882099
EG_WIND,2024,INDIA,NR,2031,SPRING,ALLDAYS,NIGHT,0.231882099
EG_WIND,2024,INDIA,WR,2024,SPRING,ALLDAYS,NIGHT,0.285794549
EG_WIND,2024,INDIA,WR,2025,SPRING,ALLDAYS,NIGHT,0.285794549
EG_WIND,2024,INDIA,WR,2026,SPRING,ALLDAYS,NIGHT,0.285794549
EG_WIND,2024,INDIA,WR,2027,SPRING,ALLDAYS,NIGHT,0.285794549
EG_WIND,2024,INDIA,WR,2028,SPRING,ALLDAYS,NIGHT,0.285794549
EG_WIND,2024,INDIA,WR,2029,SPRING,ALLDAYS,NIGHT,0.285794549
EG_WIND,2024,INDIA,WR,2030,SPRING,ALLDAYS,NIGHT,0.285794549
EG_WIND,2024,INDIA,WR,2031,SPRING,ALLDAYS,NIGHT,0.285794549
EG_WIND,2024,INDIA,SR,2024,SPRING,ALLDAYS,NIGHT,0.109020266
EG_WIND,2024,INDIA,SR,2025,SPRING,ALLDAYS,NIGHT,0.109020266
EG_WIND,2024,INDIA,SR,2026,SPRING,ALLDAYS,NIGHT,0.109020266
EG_WIND,2024,INDIA,SR,2027,SPRING,ALLDAYS,NIGHT,0.109020266
EG_WIND,2024,INDIA,SR,2028,SPRING,ALLDAYS,NIGHT,0.109020266
EG_WIND,2024,INDIA,SR,2029,SPRING,ALLDAYS,NIGHT,0.109020266
EG_WIND,2024,INDIA,SR,2030,SPRING,ALLDAYS,NIGHT,0.109020266
EG_WIND,2024,INDIA,SR,2031,SPRING,ALLDAYS,NIGHT,0.109020266
EG_WIND,2024,INDIA,ER,2024,SPRING,ALLDAYS,NIGHT,0.101781843
EG_WIND,2024,INDIA,ER,2025,SPRING,ALLDAYS,NIGHT,0.101781843
EG_WIND,2024,INDIA,ER,2026,SPRING,ALLDAYS,NIGHT,0.101781843
EG_WIND,2024,INDIA,ER,2027,SPRING,ALLDAYS,NIGHT,0.101781843
EG_WIND,2024,INDIA,ER,2028,SPRING,ALLDAYS,NIGHT,0.101781843
EG_WIND,2024,INDIA,ER,2029,SPRING,ALLDAYS,NIGHT,0.101781843
EG_WIND,2024,INDIA,ER,2030,SPRING,ALLDAYS,NIGHT,0.101781843
EG_WIND,2024,INDIA,ER,2031,SPRING,ALLDAYS,NIGHT,0.101781843
EG_WIND,2024,INDIA,NER,2024,SPRING,ALLDAYS,NIGHT,0.101781843
EG_WIND,2024,INDIA,NER,2025,SPRING,ALLDAYS,NIGHT,0.101781843
EG_WIND,2024,INDIA,NER,2026,SPRING,ALLDAYS,NIGHT,0.101781843
EG_WIND,2024,INDIA,NER,2027,SPRING,ALLDAYS,NIGHT,0.101781843
EG_WIND,2024,INDIA,NER,2028,SPRING,ALLDAYS,NIGHT,0.101781843
EG_WIND,2024,INDIA,NER,2029,SPRING,ALLDAYS,NIGHT,0.101781843
EG_WIND,2024,INDIA,NER,2030,SPRING,ALLDAYS,NIGHT,0.101781843
EG_WIND,2024,INDIA,NER,2031,SPRING,ALLDAYS,NIGHT,0.101781843
EG_WIND,2025,INDIA,NR,2025,SUMMER,ALLDAYS,EARLY,0.140172721
EG_WIND,2025,INDIA,NR,2026,SUMMER,ALLDAYS,EARLY,0.140172721
EG_WIND,2025,INDIA,NR,2027,SUMMER,ALLDAYS,EARLY,0.140172721
EG_WIND,2025,INDIA,NR,2028,SUMMER,ALLDAYS,EARLY,0.140172721
EG_WIND,2025,INDIA,NR,2029,SUMMER,ALLDAYS,EARLY,0.140172721
EG_WIND,2025,INDIA,NR,2030,SUMMER,ALLDAYS,EARLY,0.140172721
EG_WIND,2025,INDIA,NR,2031,SUMMER,ALLDAYS,EARLY,0.140172721
EG_WIND,2025,INDIA,WR,2025,SUMMER,ALLDAYS,EARLY,0.128925594
EG_WIND,2025,INDIA,WR,2026,SUMMER,ALLDAYS,EARLY,0.128925594
EG_WIND,2025,INDIA,WR,2027,SUMMER,ALLDAYS,EARLY,0.128925594
EG_WIND,2025,INDIA,WR,2028,SUMMER,ALLDAYS,EARLY,0.128925594
EG_WIND,2025,INDIA,WR,2029,SUMMER,ALLDAYS,EARLY,0.128925594
EG_WIND,2025,INDIA,WR,2030,SUMMER,ALLDAYS,EARLY,0.128925594
EG_WIND,2025,INDIA,WR,2031,SUMMER,ALLDAYS,EARLY,0.128925594
EG_WIND,2025,INDIA,SR,2025,SUMMER,ALLDAYS,EARLY,0.130804235
EG_WIND,2025,INDIA,SR,2026,SUMMER,ALLDAYS,EARLY,0.130804235
EG_WIND,2025,INDIA,SR,2027,SUMMER,ALLDAYS,EARLY,0.130804235
EG_WIND,2025,INDIA,SR,2028,SUMMER,ALLDAYS,EARLY,0.130804235
EG_WIND,2025,INDIA,SR,2029,SUMMER,ALLDAYS,EARLY,0.130804235
EG_WIND,2025,INDIA,SR,2030,SUMMER,ALLDAYS,EARLY,0.130804235
EG_WIND,2025,INDIA,SR,2031,SUMMER,ALLDAYS,EARLY,0.130804235
EG_WIND,2025,INDIA,ER,2025,SUMMER,ALLDAYS,EARLY,0.141592987
EG_WIND,2025,INDIA,ER,2026,SUMMER,ALLDAYS,EARLY,0.141592987
EG_WIND,2025,INDIA,ER,2027,SUMMER,ALLDAYS,EARLY,0.141592987
EG_WIND,2025,INDIA,ER,2028,SUMMER,ALLDAYS,EARLY,0.141592987
EG_WIND,2025,INDIA,ER,2029,SUMMER,ALLDAYS,EARLY,0.141592987
EG_WIND,2025,INDIA,ER,2030,SUMMER,ALLDAYS,EARLY,0.141592987
EG_WIND,2025,INDIA,ER,2031,SUMMER,ALLDAYS,EARLY,0.141592987
EG_WIND,2025,INDIA,NER,2025,SUMMER,ALLDAYS,EARLY,0.141592987
EG_WIND,2025,INDIA,NER,2026,SUMMER,ALLDAYS,EARLY,0.141592987
EG_WIND,2025,INDIA,NER,2027,SUMMER,ALLDAYS,EARLY,0.141592987
EG_WIND,2025,INDIA,NER,2028,SUMMER,ALLDAYS,EARLY,0.141592987
EG_WIND,2025,INDIA,NER,2029,SUMMER,ALLDAYS,EARLY,0.141592987
EG_WIND,2025,INDIA,NER,2030,SUMMER,ALLDAYS,EARLY,0.141592987
EG_WIND,2025,INDIA,NER,2031,SUMMER,ALLDAYS,EARLY,0.141592987
EG_WIND,2025,INDIA,NR,2025,SUMMER,ALLDAYS,MORN,0.178282949
EG_WIND,2025,INDIA,NR,2026,SUMMER,ALLDAYS,MORN,0.178282949
EG_WIND,2025,INDIA,NR,2027,SUMMER,ALLDAYS,MORN,0.178282949
EG_WIND,2025,INDIA,NR,2028,SUMMER,ALLDAYS,MORN,0.178282949
EG_WIND,2025,INDIA,NR,2029,SUMMER,ALLDAYS,MORN,0.178282949
EG_WIND,2025,INDIA,NR,2030,SUMMER,ALLDAYS,MORN,0.178282949
EG_WIND,2025,INDIA,NR,2031,SUMMER,ALLDAYS,MORN,0.178282949
EG_WIND,2025,INDIA,WR,2025,SUMMER,ALLDAYS,MORN,0.179345044
EG_WIND,2025,INDIA,WR,2026,SUMMER,ALLDAYS,MORN,0.179345044
EG_WIND,2025,INDIA,WR,2027,SUMMER,ALLDAYS,MORN,0.179345044
EG_WIND,2025,INDIA,WR,2028,SUMMER,ALLDAYS,MORN,0.179345044
EG_WIND,2025,INDIA,WR,2029,SUMMER,ALLDAYS,MORN,0.179345044
EG_WIND,2025,INDIA,WR,2030,SUMMER,ALLDAYS,MORN,0.179345044
EG_WIND,2025,INDIA,WR,2031,SUMMER,ALLDAYS,MORN,0.179345044
EG_WIND,2025,INDIA,SR,2025,SUMMER,ALLDAYS,MORN,0.276010899
EG_WIND,2025,INDIA,SR,2026,SUMMER,ALLDAYS,MORN,0.276010899
EG_WIND,2025,INDIA,SR,2027,SUMMER,ALLDAYS,MORN,0.276010899
EG_WIND,2025,INDIA,SR,2028,SUMMER,ALLDAYS,MORN,0.276010899
EG_WIND,2025,INDIA,SR,2029,SUMMER,ALLDAYS,MORN,0.276010899
EG_WIND,2025,INDIA,SR,2030,SUMMER,ALLDAYS,MORN,0.276010899
EG_WIND,2025,INDIA,SR,2031,SUMMER,ALLDAYS,MORN,0.276010899
EG_WIND,2025,INDIA,ER,2025,SUMMER,ALLDAYS,MORN,0.108564001
EG_WIND,2025,INDIA,ER,2026,SUMMER,ALLDAYS,MORN,0.108564001
EG_WIND,2025,INDIA,ER,2027,SUMMER,ALLDAYS,MORN,0.108564001
EG_WIND,2025,INDIA,ER,2028,SUMMER,ALLDAYS,MORN,0.108564001
EG_WIND,2025,INDIA,ER,2029,SUMMER,ALLDAYS,MORN,0.108564001
EG_WIND,2025,INDIA,ER,2030,SUMMER,ALLDAYS,MORN,0.108564001
EG_WIND,2025,INDIA,ER,2031,SUMMER,ALLDAYS,MORN,0.108564001
EG_WIND,2025,INDIA,NER,2025,SUMMER,ALLDAYS,MORN,0.108564001
EG_WIND,2025,INDIA,NER,2026,SUMMER,ALLDAYS,MORN,0.108564001
EG_WIND,2025,INDIA,NER,2027,SUMMER,ALLDAYS,MORN,0.108564001
EG_WIND,2025,INDIA,NER,2028,SUMMER,ALLDAYS,MORN,0.108564001
EG_WIND,2025,INDIA,NER,2029,SUMMER,ALLDAYS,MORN,0.108564001
EG_WIND,2025,INDIA,NER,2030,SUMMER,ALLDAYS,MORN,0.108564001
EG_WIND,2025,INDIA,NER,2031,SUMMER,ALLDAYS,MORN,0.108564001
EG_WIND,2025,INDIA,NR,2025,SUMMER,ALLDAYS,MID,0.25909332
EG_WIND,2025,INDIA,NR,2026,SUMMER,ALLDAYS,MID,0.25909332
EG_WIND,2025,INDIA,NR,2027,SUMMER,ALLDAYS,MID,0.25909332
