BOF,BF_BOF,BF_BOF_CCUS,,,,,,
EAF,DRI_EAF_COAL,DRI_EAF_NATGAS,DRI_EAF_H2,SCRAP_EAF,COREX_EAF_COAL,COREX_EAF_CCUS,BF_EAF,BF_EAF_CCUS
IF,SCRAP_IF,DRI_IF_COAL,,,,,,
PRIMARY,PRIMARY_Norm,PRIMARY_INERT,,,,,,
SECONDARY,SECONDARY_Norm,,,,,,,
OPC,OPC_Norm,OPC_CCUS,,,,,,
PPC,PPC_Norm,PPC_CCUS,,,,,,
PSC,PSC_Norm,PSC_CCUS,,,,,,
CC,CC_Norm,,,,,,,
LC3,LC3_Norm,,,,,,,
