Year,ModelGeography,EnergyDemand
2021,INDIA,1.582615928
2022,INDIA,2.036086014
2023,INDIA,2.590319596
2024,INDIA,3.260163597
2025,INDIA,4.061072868
2026,INDIA,5.008854558
2027,INDIA,6.119382675
2028,INDIA,7.408291969
2029,INDIA,8.890661358
2030,INDIA,10.58069761
2031,INDIA,12.49142999
