Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,7.244782615883042
2022,INDIA,ALL,7.348108538919079
2023,INDIA,ALL,7.434358345839019
2024,INDIA,ALL,7.506995310852334
2025,INDIA,ALL,7.579000401579403
2026,INDIA,ALL,7.650952312829481
2027,INDIA,ALL,7.722619342743017
2028,INDIA,ALL,7.794957683065495
2029,INDIA,ALL,7.86797362187648
2030,INDIA,ALL,7.9416735062112656
2031,INDIA,ALL,8.016063742802542
