Year,ModelGeography,EnergyDemand
2021,INDIA,2433.5463688149284
2022,INDIA,2531.560071696794
2023,INDIA,2614.634858845585
2024,INDIA,2685.3412825011264
2025,INDIA,2755.91863551622
2026,INDIA,2826.8928852715576
2027,INDIA,2898.0064539486384
2028,INDIA,2970.179936977893
2029,INDIA,3043.4111571352464
2030,INDIA,3117.6975605056946
2031,INDIA,3193.0362188511767
