Year,ModelGeography,EnergyDemand
2021,INDIA,213.0703226108002
2022,INDIA,215.53004770395563
2023,INDIA,217.57776532376116
2024,INDIA,219.29847810342628
2025,INDIA,221.00107700320532
2026,INDIA,222.699338126849
2027,INDIA,224.38784374873737
2028,INDIA,226.0891516167935
2029,INDIA,227.8033587944468
2030,INDIA,229.53056308236307
2031,INDIA,231.27086302845623
