Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,473.2664674
2022,INDIA,ALL,488.3005453
2023,INDIA,ALL,503.8122051
2024,INDIA,ALL,519.816618
2025,INDIA,ALL,536.3294371
2026,INDIA,ALL,553.3668127
2027,INDIA,ALL,570.9454081
2028,INDIA,ALL,589.0824162
2029,INDIA,ALL,607.7955758
2030,INDIA,ALL,627.1031894
2031,INDIA,ALL,647.0241406
