Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,1.582615928
2022,INDIA,ALL,2.036086014
2023,INDIA,ALL,2.590319596
2024,INDIA,ALL,3.260163597
2025,INDIA,ALL,4.061072868
2026,INDIA,ALL,5.008854558
2027,INDIA,ALL,6.119382675
2028,INDIA,ALL,7.408291969
2029,INDIA,ALL,8.890661358
2030,INDIA,ALL,10.58069761
2031,INDIA,ALL,12.49142999
