EnergyCarrier,Year,Season,DayType,DaySlice,ModelGeography,SubGeography1,EndUseDemandEnergy,TotalEnergyDemand
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,ER,61.110816474239385,3727.7598049286025
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,WR,144.94926701214123,8841.905287740616
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,NR,130.7698848438379,7976.962975474112
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,SR,129.1455987129164,7877.881521487901
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,NER,3.636470122973964,221.8246775014118
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,ER,71.04841549625031,4333.953345271269
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,WR,167.40553215534877,10211.737461476274
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,NR,156.3728577665117,9538.744323757213
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,SR,149.0018224963629,9089.111172278137
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,NER,5.183950299802092,316.2209682879276
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,ER,72.27197836497207,4408.590680263296
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,WR,163.73471642777272,9987.817702094137
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,NR,162.5110646649377,9913.174944561199
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,SR,144.73250742487977,8828.682952917667
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,NER,6.3582332493681,387.8522282114541
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,ER,71.08476831982239,4336.170867509166
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,WR,153.88484337555715,9386.975445908987
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,NR,153.63947942752947,9372.008245079298
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,SR,133.16423945325963,8123.018606648837
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,NER,5.741214819236129,350.2141039734039
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,ER,112.60659456253903,6869.002268314881
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,WR,208.07608662867403,12692.641284349116
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,NR,252.65835989719193,15412.159953728707
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,SR,187.07505581290738,11411.57840458735
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,NER,10.507624112527957,640.9650708642054
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,ER,148.05784026017557,9031.52825587071
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,WR,330.3574803313153,20151.80630021023
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,NR,322.46717918109283,19670.497930046662
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,SR,296.40185736259906,18080.513299118542
