Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,3.684347836
2022,INDIA,ALL,3.760897216
2023,INDIA,ALL,3.839037056
2024,INDIA,ALL,3.918800401
2025,INDIA,ALL,4.000220982
2026,INDIA,ALL,4.083333231
2027,INDIA,ALL,4.168172297
2028,INDIA,ALL,4.254774056
2029,INDIA,ALL,4.343175133
2030,INDIA,ALL,4.433412911
2031,INDIA,ALL,4.525525552
