Year,ModelGeography,EnergyDemand
2021,INDIA,473.2664674
2022,INDIA,488.3005453
2023,INDIA,503.8122051
2024,INDIA,519.816618
2025,INDIA,536.3294371
2026,INDIA,553.3668127
2027,INDIA,570.9454081
2028,INDIA,589.0824162
2029,INDIA,607.7955758
2030,INDIA,627.1031894
2031,INDIA,647.0241406
