Year,ModelGeography,EnergyDemand
2021,INDIA,27.82483307691475
2022,INDIA,33.940467362051706
2023,INDIA,39.65010228025778
2024,INDIA,44.81366447197211
2025,INDIA,50.14187486451061
2026,INDIA,55.62954213788216
2027,INDIA,61.21616229081499
2028,INDIA,66.93348501280018
2029,INDIA,72.74719004991192
2030,INDIA,78.62355455127181
2031,INDIA,84.53002623935102
