Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,1195.873892996986
2022,INDIA,ALL,1353.6559009971631
2023,INDIA,ALL,1495.4983830129877
2024,INDIA,ALL,1621.3743825939812
2025,INDIA,ALL,1750.660074277497
2026,INDIA,ALL,1883.990616082428
2027,INDIA,ALL,2020.6084428049687
2028,INDIA,ALL,2162.0047652173216
2029,INDIA,ALL,2308.000413553847
2030,INDIA,ALL,2458.399936552677
2031,INDIA,ALL,2612.993150552465
