Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,909.1606158383502
2022,INDIA,ALL,1017.2772053904794
2023,INDIA,ALL,1114.8470798640426
2024,INDIA,ALL,1202.0737792868351
2025,INDIA,ALL,1292.5582805660156
2026,INDIA,ALL,1386.932338624786
2027,INDIA,ALL,1484.8491704448506
2028,INDIA,ALL,1587.582294555756
2029,INDIA,ALL,1695.2264555389086
2030,INDIA,ALL,1807.8704458380123
2031,INDIA,ALL,1925.596797772704
