Year,ModelGeography,EnergyDemand
2021,INDIA,909.1606158383502
2022,INDIA,1017.2772053904794
2023,INDIA,1114.8470798640426
2024,INDIA,1202.0737792868351
2025,INDIA,1292.5582805660156
2026,INDIA,1386.932338624786
2027,INDIA,1484.8491704448506
2028,INDIA,1587.582294555756
2029,INDIA,1695.2264555389086
2030,INDIA,1807.8704458380123
2031,INDIA,1925.596797772704
