Year,ModelGeography,EnergyDemand
2021,INDIA,243.6981167089669
2022,INDIA,220.1445578726964
2023,INDIA,202.6335577440272
2024,INDIA,189.21684884405343
2025,INDIA,176.9176367314893
2026,INDIA,165.5355481195718
2027,INDIA,155.02765586421734
2028,INDIA,145.18678527701226
2029,INDIA,135.97059506764435
2030,INDIA,127.33943168277032
2031,INDIA,119.256158675235
