Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,8.469699418581014
2022,INDIA,ALL,8.088698909428086
2023,INDIA,ALL,7.789241638874996
2024,INDIA,ALL,7.5492019810651705
2025,INDIA,ALL,7.320814799135666
2026,INDIA,ALL,7.101603241518884
2027,INDIA,ALL,6.891789494555315
2028,INDIA,ALL,6.688174602267252
2029,INDIA,ALL,6.490575422601659
2030,INDIA,ALL,6.298814224171098
2031,INDIA,ALL,6.112718525949447
