Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,426.8304946721203
2022,INDIA,ALL,495.1774183053729
2023,INDIA,ALL,555.8658543016563
2024,INDIA,ALL,608.6045870368989
2025,INDIA,ALL,661.322804951164
2026,INDIA,ALL,714.0525042373782
2027,INDIA,ALL,766.295539066574
2028,INDIA,ALL,818.436315895515
2029,INDIA,ALL,870.2266890450394
2030,INDIA,ALL,921.4396038760555
2031,INDIA,ALL,971.8705271804046
