Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,89.56494587671827
2022,INDIA,ALL,82.06667669791692
2023,INDIA,ALL,76.41225179978612
2024,INDIA,ALL,72.02980935241115
2025,INDIA,ALL,67.97427254859818
2026,INDIA,ALL,64.18623742442676
2027,INDIA,ALL,60.656967673000295
2028,INDIA,ALL,57.32175423626557
2029,INDIA,ALL,54.169926965910534
2030,INDIA,ALL,51.19140240660191
2031,INDIA,ALL,48.376651530311776
