Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,111.72331230495016
2022,INDIA,ALL,127.84172592108578
2023,INDIA,ALL,141.958410174155
2024,INDIA,ALL,154.0932984184066
2025,INDIA,ALL,166.11938185755128
2026,INDIA,ALL,178.0531353686713
2027,INDIA,ALL,189.7902903224762
2028,INDIA,ALL,201.42539116849764
2029,INDIA,ALL,212.90939492187587
2030,INDIA,ALL,224.1984315760353
2031,INDIA,ALL,235.2539108935014
