Year,ModelGeography,EnergyDemand
2021,INDIA,375.51626778254354
2022,INDIA,387.2325814357343
2023,INDIA,397.17593217732536
2024,INDIA,405.66530137507743
2025,INDIA,414.1775287924042
2026,INDIA,422.7794455550757
2027,INDIA,431.4429993209749
2028,INDIA,440.284085768995
2029,INDIA,449.3063428646452
2030,INDIA,458.5134831285632
2031,INDIA,467.9092951885055
