Year,ModelGeography,EnergyDemand
2021,INDIA,290.4295583325411
2022,INDIA,295.0766957788178
2023,INDIA,298.9624761384893
2024,INDIA,302.2395908917046
2025,INDIA,305.49203002895047
2026,INDIA,308.74583154521423
2027,INDIA,311.99046605081327
2028,INDIA,315.26919868299336
2029,INDIA,318.5823877756028
2030,INDIA,321.93039543071905
2031,INDIA,325.31358756687496
