Year,ModelGeography,EnergyDemand
2021,INDIA,1321.1365722246169
2022,INDIA,1342.2807261798246
2023,INDIA,1359.9608208216166
2024,INDIA,1374.8715629107426
2025,INDIA,1389.6700680988226
2026,INDIA,1404.474807605381
2027,INDIA,1419.237872449209
2028,INDIA,1434.1561185115022
2029,INDIA,1449.2311769440253
2030,INDIA,1464.4646960555488
2031,INDIA,1479.858341531443
