Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,1321.1365722246169
2022,INDIA,ALL,1342.2807261798246
2023,INDIA,ALL,1359.9608208216166
2024,INDIA,ALL,1374.8715629107426
2025,INDIA,ALL,1389.6700680988226
2026,INDIA,ALL,1404.474807605381
2027,INDIA,ALL,1419.237872449209
2028,INDIA,ALL,1434.1561185115022
2029,INDIA,ALL,1449.2311769440253
2030,INDIA,ALL,1464.4646960555488
2031,INDIA,ALL,1479.858341531443
