Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,148.17445429677838
2022,INDIA,ALL,162.62900213180595
2023,INDIA,ALL,175.42440255041583
2024,INDIA,ALL,186.68350046137408
2025,INDIA,ALL,198.21082338554092
2026,INDIA,ALL,210.08242495181295
2027,INDIA,ALL,222.24908157257408
2028,INDIA,ALL,234.8629292041265
2029,INDIA,ALL,247.92608643525816
2030,INDIA,ALL,261.4400262777748
2031,INDIA,ALL,275.4055719797094
