Year,ModelGeography,EnergyDemand
2021,INDIA,8.469699418581014
2022,INDIA,8.088698909428086
2023,INDIA,7.789241638874996
2024,INDIA,7.54920198106517
2025,INDIA,7.320814799135666
2026,INDIA,7.101603241518884
2027,INDIA,6.891789494555315
2028,INDIA,6.688174602267252
2029,INDIA,6.490575422601659
2030,INDIA,6.298814224171098
2031,INDIA,6.112718525949447
