Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,290.4295583325411
2022,INDIA,ALL,295.0766957788178
2023,INDIA,ALL,298.9624761384893
2024,INDIA,ALL,302.2395908917046
2025,INDIA,ALL,305.49203002895047
2026,INDIA,ALL,308.74583154521423
2027,INDIA,ALL,311.99046605081327
2028,INDIA,ALL,315.26919868299336
2029,INDIA,ALL,318.5823877756028
2030,INDIA,ALL,321.93039543071905
2031,INDIA,ALL,325.31358756687496
