Year,ModelGeography,EnergyDemand
2021,INDIA,1195.873892996986
2022,INDIA,1353.6559009971631
2023,INDIA,1495.4983830129877
2024,INDIA,1621.3743825939812
2025,INDIA,1750.660074277497
2026,INDIA,1883.990616082428
2027,INDIA,2020.6084428049687
2028,INDIA,2162.0047652173216
2029,INDIA,2308.000413553847
2030,INDIA,2458.399936552677
2031,INDIA,2612.993150552465
