Year,ModelGeography,SubGeography1,SubGeography2,EnergyDemand
2021,INDIA,ER,BR,2.002170201930659
2021,INDIA,ER,JH,0.061174082984345304
2021,INDIA,ER,OD,0.0738905789482294
2021,INDIA,ER,WB,0.3690519602063596
2021,INDIA,WR,CG,0.0834966371240801
2021,INDIA,WR,GJ,1.0824750259597866
2021,INDIA,WR,MP,0.702436751644415
2021,INDIA,WR,MH,2.0096487768509923
2021,INDIA,WR,GA,0.0
2021,INDIA,WR,UT,0.0
2021,INDIA,NR,DL,0.0012830545389045998
2021,INDIA,NR,HR,0.062129977073697204
2021,INDIA,NR,HP,0.0013476446609189002
2021,INDIA,NR,JK,0.0
2021,INDIA,NR,PB,1.0110375805747476
2021,INDIA,NR,RJ,0.0836067781674799
2021,INDIA,NR,UP,0.7813269314596829
2021,INDIA,NR,UK,0.0061495817182596
2021,INDIA,SR,AP,0.7906778004864389
2021,INDIA,SR,KA,0.8273954733464353
2021,INDIA,SR,KL,0.29902053512881466
2021,INDIA,SR,TN,0.3863217501032077
2021,INDIA,SR,TS,0.571596519768073
2021,INDIA,NER,AS,0.17539392083876038
2021,INDIA,NER,NE,0.040418302123769706
2022,INDIA,ER,BR,1.9073515559581204
2022,INDIA,ER,JH,0.0593958686248055
2022,INDIA,ER,OD,0.0574009546100501
2022,INDIA,ER,WB,0.364127070219514
2022,INDIA,WR,CG,0.0726912390180771
2022,INDIA,WR,GJ,1.0662452359217713
2022,INDIA,WR,MP,0.654276029087814
2022,INDIA,WR,MH,2.013594925267435
2022,INDIA,WR,GA,0.0
2022,INDIA,WR,UT,0.0
2022,INDIA,NR,DL,0.0012650308464467
2022,INDIA,NR,HR,0.0306524883125293
2022,INDIA,NR,HP,0.0013932486786032
2022,INDIA,NR,JK,0.0
2022,INDIA,NR,PB,1.063175030965644
2022,INDIA,NR,RJ,0.053807387523984306
2022,INDIA,NR,UP,0.7483727717884582
2022,INDIA,NR,UK,0.005487547231576
2022,INDIA,SR,AP,0.7952473018678735
2022,INDIA,SR,KA,0.5691824341928322
2022,INDIA,SR,KL,0.29570043149186304
2022,INDIA,SR,TN,0.37146089231631063
2022,INDIA,SR,TS,0.5657314726098681
2022,INDIA,NER,AS,0.1860969097764965
2022,INDIA,NER,NE,0.03947245532673721
2023,INDIA,ER,BR,1.8358660293503446
2023,INDIA,ER,JH,0.0582807594930453
2023,INDIA,ER,OD,0.04730032211555921
2023,INDIA,ER,WB,0.35964757534881997
2023,INDIA,WR,CG,0.0643452966302474
2023,INDIA,WR,GJ,1.0510263534353883
2023,INDIA,WR,MP,0.6120684474227694
2023,INDIA,WR,MH,2.005590957400508
2023,INDIA,WR,GA,0.0
2023,INDIA,WR,UT,0.0
2023,INDIA,NR,DL,0.0012458524116453
2023,INDIA,NR,HR,0.0308576964664366
2023,INDIA,NR,HP,0.0014387698499486001
2023,INDIA,NR,JK,0.0
2023,INDIA,NR,PB,1.1054156743141936
2023,INDIA,NR,RJ,0.0550367121785698
2023,INDIA,NR,UP,0.7184202279284206
2023,INDIA,NR,UK,0.0055585578563436
2023,INDIA,SR,AP,0.7907728989815673
2023,INDIA,SR,KA,0.4499725993785133
2023,INDIA,SR,KL,0.2911505530839646
2023,INDIA,SR,TN,0.35652505764908465
2023,INDIA,SR,TS,0.5581772576430183
2023,INDIA,NER,AS,0.1946250036252082
2023,INDIA,NER,NE,0.038470429415769
2024,INDIA,ER,BR,1.7803263793849633
2024,INDIA,ER,JH,0.0575387143058435
2024,INDIA,ER,OD,0.0410226930313453
2024,INDIA,ER,WB,0.35541973647001546
2024,INDIA,WR,CG,0.057675194149085604
2024,INDIA,WR,GJ,1.0352977993561128
2024,INDIA,WR,MP,0.574236317412144
2024,INDIA,WR,MH,1.9882636015655044
2024,INDIA,WR,GA,0.0
2024,INDIA,WR,UT,0.0
2024,INDIA,NR,DL,0.0012254891116503
2024,INDIA,NR,HR,0.031001453794184
2024,INDIA,NR,HP,0.0014839258528645
2024,INDIA,NR,JK,0.0
2024,INDIA,NR,PB,1.1392028491689365
2024,INDIA,NR,RJ,0.056074998796197
2024,INDIA,NR,UP,0.6907361328167269
2024,INDIA,NR,UK,0.0056224977707028
2024,INDIA,SR,AP,0.7800234585616079
2024,INDIA,SR,KA,0.3955291418975813
2024,INDIA,SR,KL,0.28539002820103987
2024,INDIA,SR,TN,0.34183956565609275
2024,INDIA,SR,TS,0.5493389916272234
2024,INDIA,NER,AS,0.2013334715453826
2024,INDIA,NER,NE,0.037458389215004696
2025,INDIA,ER,BR,1.7424715939028597
2025,INDIA,ER,JH,0.057367277541189705
2025,INDIA,ER,OD,0.0372519478629936
2025,INDIA,ER,WB,0.3532094393109809
2025,INDIA,WR,CG,0.05232831745242439
2025,INDIA,WR,GJ,1.0226796832052267
2025,INDIA,WR,MP,0.5432072888054212
2025,INDIA,WR,MH,1.9743253666717666
2025,INDIA,WR,GA,0.0
2025,INDIA,WR,UT,0.0
2025,INDIA,NR,DL,0.0012039000647768
2025,INDIA,NR,HR,0.031111306228187398
2025,INDIA,NR,HP,0.001529854804099
2025,INDIA,NR,JK,0.0
2025,INDIA,NR,PB,1.1721603442938158
2025,INDIA,NR,RJ,0.0571109295463275
2025,INDIA,NR,UP,0.6681052496351058
2025,INDIA,NR,UK,0.005689870103265399
2025,INDIA,SR,AP,0.7683123178655524
2025,INDIA,SR,KA,0.3714333395818554
2025,INDIA,SR,KL,0.2799587397261847
2025,INDIA,SR,TN,0.32830077191990165
2025,INDIA,SR,TS,0.541276405890484
2025,INDIA,NER,AS,0.20831433838409597
2025,INDIA,NER,NE,0.036610939960459
2026,INDIA,ER,BR,1.7182936773891284
2026,INDIA,ER,JH,0.0576421413872042
2026,INDIA,ER,OD,0.035043097894098305
2026,INDIA,ER,WB,0.3527750036367084
2026,INDIA,WR,CG,0.047965488477140196
2026,INDIA,WR,GJ,1.0119286655828126
2026,INDIA,WR,MP,0.5173042312015655
2026,INDIA,WR,MH,1.9620610775663807
2026,INDIA,WR,GA,0.0
2026,INDIA,WR,UT,0.0
2026,INDIA,NR,DL,0.0011810409351869998
2026,INDIA,NR,HR,0.031183096183838098
2026,INDIA,NR,HP,0.0015763966150527
2026,INDIA,NR,JK,0.0
2026,INDIA,NR,PB,1.204321953955812
2026,INDIA,NR,RJ,0.0581223738139878
2026,INDIA,NR,UP,0.6492999691716954
2026,INDIA,NR,UK,0.0057620375920169
2026,INDIA,SR,AP,0.7515205660223266
2026,INDIA,SR,KA,0.3616011889933261
2026,INDIA,SR,KL,0.2747493480385482
2026,INDIA,SR,TN,0.31434392548651163
2026,INDIA,SR,TS,0.5330974071358072
2026,INDIA,NER,AS,0.21550422146551357
2026,INDIA,NER,NE,0.035898420664325206
2027,INDIA,ER,BR,1.683213076045464
2027,INDIA,ER,JH,0.057895317178103506
2027,INDIA,ER,OD,0.0302251524448068
2027,INDIA,ER,WB,0.35194570629950117
2027,INDIA,WR,CG,0.04378932382270741
2027,INDIA,WR,GJ,0.9983800031704279
2027,INDIA,WR,MP,0.4889487995588748
2027,INDIA,WR,MH,1.9414907699655384
2027,INDIA,WR,GA,0.0
2027,INDIA,WR,UT,0.0
2027,INDIA,NR,DL,0.0011568769747113
2027,INDIA,NR,HR,0.031213501074968297
2027,INDIA,NR,HP,0.0016245688768976
2027,INDIA,NR,JK,0.0
2027,INDIA,NR,PB,1.2257761037623753
2027,INDIA,NR,RJ,0.058984402949166
2027,INDIA,NR,UP,0.6283911363743846
2027,INDIA,NR,UK,0.0058368817204845005
2027,INDIA,SR,AP,0.7230265689441513
2027,INDIA,SR,KA,0.3525632239112501
2027,INDIA,SR,KL,0.2684998414242663
2027,INDIA,SR,TN,0.29623412985176356
2027,INDIA,SR,TS,0.52294997660936
2027,INDIA,NER,AS,0.22006423422547067
2027,INDIA,NER,NE,0.0350544681400488
2028,INDIA,ER,BR,1.6605728273270577
2028,INDIA,ER,JH,0.0581709738771803
2028,INDIA,ER,OD,0.030765997626059197
2028,INDIA,ER,WB,0.35259356010645543
2028,INDIA,WR,CG,0.040342989814359895
2028,INDIA,WR,GJ,0.9868447406300092
2028,INDIA,WR,MP,0.4648230162045472
2028,INDIA,WR,MH,1.9234193029877915
2028,INDIA,WR,GA,0.0
2028,INDIA,WR,UT,0.0
2028,INDIA,NR,DL,0.0011313636723840998
2028,INDIA,NR,HR,0.0311938784540397
2028,INDIA,NR,HP,0.0016729629480339999
2028,INDIA,NR,JK,0.0
2028,INDIA,NR,PB,1.2327430944691586
2028,INDIA,NR,RJ,0.059284717285132404
2028,INDIA,NR,UP,0.6103715283628073
2028,INDIA,NR,UK,0.0059145856308024
2028,INDIA,SR,AP,0.6941802534154062
2028,INDIA,SR,KA,0.3522519713990819
2028,INDIA,SR,KL,0.26243788018881026
2028,INDIA,SR,TN,0.28028834803599906
