Year,ModelGeography,EnergyDemand
2021,INDIA,4663.586485569959
2022,INDIA,4526.134672976499
2023,INDIA,4412.396295174923
2024,INDIA,4318.766817522321
2025,INDIA,4226.66718450164
2026,INDIA,4139.071901451122
2027,INDIA,4059.24181789119
2028,INDIA,3984.3396817562652
2029,INDIA,3913.4729402032494
2030,INDIA,3846.849201413779
2031,INDIA,3782.5804559611415
