Year,ModelGeography,EnergyDemand
2021,INDIA,148.17445429677838
2022,INDIA,162.62900213180595
2023,INDIA,175.42440255041583
2024,INDIA,186.68350046137408
2025,INDIA,198.21082338554092
2026,INDIA,210.08242495181295
2027,INDIA,222.24908157257408
2028,INDIA,234.8629292041265
2029,INDIA,247.92608643525816
2030,INDIA,261.4400262777748
2031,INDIA,275.4055719797094
