EnergyService,EnergyCarrier,ConsumerType1,ModelGeography,SubGeography1,SubGeography2,Year,Season,DayType,DaySlice,EnergyDemand
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2022,SPRING,ALLDAYS,EVENING,0.244181969
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2023,SUMMER,ALLDAYS,NIGHT,0.65083733
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2023,SUMMER,ALLDAYS,EARLY,0.20596118
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2023,SUMMER,ALLDAYS,MORN,0.197722733
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2023,SUMMER,ALLDAYS,MID,0.197722733
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2023,SUMMER,ALLDAYS,AFTERNOON,0.197722733
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2023,SUMMER,ALLDAYS,EVENING,0.263630311
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2023,MONSOON,ALLDAYS,NIGHT,0.65083733
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2023,MONSOON,ALLDAYS,EARLY,0.20596118
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2023,MONSOON,ALLDAYS,MORN,0.197722733
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2023,MONSOON,ALLDAYS,MID,0.197722733
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2023,MONSOON,ALLDAYS,AFTERNOON,0.197722733
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2023,MONSOON,ALLDAYS,EVENING,0.263630311
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2023,AUTUMN,ALLDAYS,NIGHT,0.65083733
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2023,AUTUMN,ALLDAYS,EARLY,0.20596118
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2023,AUTUMN,ALLDAYS,MORN,0.197722733
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2023,AUTUMN,ALLDAYS,MID,0.197722733
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2023,AUTUMN,ALLDAYS,AFTERNOON,0.197722733
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2023,AUTUMN,ALLDAYS,EVENING,0.263630311
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2023,WINTER,ALLDAYS,NIGHT,0.65083733
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2023,WINTER,ALLDAYS,EARLY,0.20596118
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2023,WINTER,ALLDAYS,MORN,0.197722733
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2023,WINTER,ALLDAYS,MID,0.197722733
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2023,WINTER,ALLDAYS,AFTERNOON,0.197722733
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2023,WINTER,ALLDAYS,EVENING,0.263630311
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2023,SPRING,ALLDAYS,NIGHT,0.65083733
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2023,SPRING,ALLDAYS,EARLY,0.20596118
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2023,SPRING,ALLDAYS,MORN,0.197722733
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2023,SPRING,ALLDAYS,MID,0.197722733
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2023,SPRING,ALLDAYS,AFTERNOON,0.197722733
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2023,SPRING,ALLDAYS,EVENING,0.263630311
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2024,SUMMER,ALLDAYS,NIGHT,0.716326186
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2024,SUMMER,ALLDAYS,EARLY,0.226685502
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2024,SUMMER,ALLDAYS,MORN,0.217618082
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2024,SUMMER,ALLDAYS,MID,0.217618082
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2024,SUMMER,ALLDAYS,AFTERNOON,0.217618082
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2024,SUMMER,ALLDAYS,EVENING,0.290157442
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2024,MONSOON,ALLDAYS,NIGHT,0.716326186
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2024,MONSOON,ALLDAYS,EARLY,0.226685502
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2024,MONSOON,ALLDAYS,MORN,0.217618082
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2024,MONSOON,ALLDAYS,MID,0.217618082
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2024,MONSOON,ALLDAYS,AFTERNOON,0.217618082
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2024,MONSOON,ALLDAYS,EVENING,0.290157442
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2024,AUTUMN,ALLDAYS,NIGHT,0.716326186
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2024,AUTUMN,ALLDAYS,EARLY,0.226685502
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2024,AUTUMN,ALLDAYS,MORN,0.217618082
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2024,AUTUMN,ALLDAYS,MID,0.217618082
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2024,AUTUMN,ALLDAYS,AFTERNOON,0.217618082
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2024,AUTUMN,ALLDAYS,EVENING,0.290157442
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2024,WINTER,ALLDAYS,NIGHT,0.716326186
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2024,WINTER,ALLDAYS,EARLY,0.226685502
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2024,WINTER,ALLDAYS,MORN,0.217618082
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2024,WINTER,ALLDAYS,MID,0.217618082
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2024,WINTER,ALLDAYS,AFTERNOON,0.217618082
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2024,WINTER,ALLDAYS,EVENING,0.290157442
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2024,SPRING,ALLDAYS,NIGHT,0.716326186
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2024,SPRING,ALLDAYS,EARLY,0.226685502
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2024,SPRING,ALLDAYS,MORN,0.217618082
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2024,SPRING,ALLDAYS,MID,0.217618082
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2024,SPRING,ALLDAYS,AFTERNOON,0.217618082
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2024,SPRING,ALLDAYS,EVENING,0.290157442
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2025,SUMMER,ALLDAYS,NIGHT,0.80840669
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2025,SUMMER,ALLDAYS,EARLY,0.255824902
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2025,SUMMER,ALLDAYS,MORN,0.245591906
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2025,SUMMER,ALLDAYS,MID,0.245591906
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2025,SUMMER,ALLDAYS,AFTERNOON,0.245591906
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2025,SUMMER,ALLDAYS,EVENING,0.327455875
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2025,MONSOON,ALLDAYS,NIGHT,0.80840669
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2025,MONSOON,ALLDAYS,EARLY,0.255824902
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2025,MONSOON,ALLDAYS,MORN,0.245591906
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2025,MONSOON,ALLDAYS,MID,0.245591906
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2025,MONSOON,ALLDAYS,AFTERNOON,0.245591906
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2025,MONSOON,ALLDAYS,EVENING,0.327455875
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2025,AUTUMN,ALLDAYS,NIGHT,0.80840669
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2025,AUTUMN,ALLDAYS,EARLY,0.255824902
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2025,AUTUMN,ALLDAYS,MORN,0.245591906
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2025,AUTUMN,ALLDAYS,MID,0.245591906
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2025,AUTUMN,ALLDAYS,AFTERNOON,0.245591906
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2025,AUTUMN,ALLDAYS,EVENING,0.327455875
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2025,WINTER,ALLDAYS,NIGHT,0.80840669
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2025,WINTER,ALLDAYS,EARLY,0.255824902
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2025,WINTER,ALLDAYS,MORN,0.245591906
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2025,WINTER,ALLDAYS,MID,0.245591906
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2025,WINTER,ALLDAYS,AFTERNOON,0.245591906
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2025,WINTER,ALLDAYS,EVENING,0.327455875
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2025,SPRING,ALLDAYS,NIGHT,0.80840669
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2025,SPRING,ALLDAYS,EARLY,0.255824902
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2025,SPRING,ALLDAYS,MORN,0.245591906
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2025,SPRING,ALLDAYS,MID,0.245591906
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2025,SPRING,ALLDAYS,AFTERNOON,0.245591906
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2025,SPRING,ALLDAYS,EVENING,0.327455875
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2026,SUMMER,ALLDAYS,NIGHT,0.941071524
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2026,SUMMER,ALLDAYS,EARLY,0.297807444
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2026,SUMMER,ALLDAYS,MORN,0.285895147
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2026,SUMMER,ALLDAYS,MID,0.285895147
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2026,SUMMER,ALLDAYS,AFTERNOON,0.285895147
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2026,SUMMER,ALLDAYS,EVENING,0.381193529
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2026,MONSOON,ALLDAYS,NIGHT,0.941071524
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2026,MONSOON,ALLDAYS,EARLY,0.297807444
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2026,MONSOON,ALLDAYS,MORN,0.285895147
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2026,MONSOON,ALLDAYS,MID,0.285895147
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2026,MONSOON,ALLDAYS,AFTERNOON,0.285895147
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2026,MONSOON,ALLDAYS,EVENING,0.381193529
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2026,AUTUMN,ALLDAYS,NIGHT,0.941071524
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2026,AUTUMN,ALLDAYS,EARLY,0.297807444
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2026,AUTUMN,ALLDAYS,MORN,0.285895147
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2026,AUTUMN,ALLDAYS,MID,0.285895147
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2026,AUTUMN,ALLDAYS,AFTERNOON,0.285895147
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2026,AUTUMN,ALLDAYS,EVENING,0.381193529
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2026,WINTER,ALLDAYS,NIGHT,0.941071524
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2026,WINTER,ALLDAYS,EARLY,0.297807444
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2026,WINTER,ALLDAYS,MORN,0.285895147
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2026,WINTER,ALLDAYS,MID,0.285895147
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2026,WINTER,ALLDAYS,AFTERNOON,0.285895147
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2026,WINTER,ALLDAYS,EVENING,0.381193529
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2026,SPRING,ALLDAYS,NIGHT,0.941071524
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2026,SPRING,ALLDAYS,EARLY,0.297807444
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2026,SPRING,ALLDAYS,MORN,0.285895147
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2026,SPRING,ALLDAYS,MID,0.285895147
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2026,SPRING,ALLDAYS,AFTERNOON,0.285895147
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2026,SPRING,ALLDAYS,EVENING,0.381193529
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2027,SUMMER,ALLDAYS,NIGHT,1.13580288
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2027,SUMMER,ALLDAYS,EARLY,0.359431291
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2027,SUMMER,ALLDAYS,MORN,0.345054039
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2027,SUMMER,ALLDAYS,MID,0.345054039
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2027,SUMMER,ALLDAYS,AFTERNOON,0.345054039
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2027,SUMMER,ALLDAYS,EVENING,0.460072053
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2027,MONSOON,ALLDAYS,NIGHT,1.13580288
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2027,MONSOON,ALLDAYS,EARLY,0.359431291
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2027,MONSOON,ALLDAYS,MORN,0.345054039
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2027,MONSOON,ALLDAYS,MID,0.345054039
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2027,MONSOON,ALLDAYS,AFTERNOON,0.345054039
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2027,MONSOON,ALLDAYS,EVENING,0.460072053
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2027,AUTUMN,ALLDAYS,NIGHT,1.13580288
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2027,AUTUMN,ALLDAYS,EARLY,0.359431291
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2027,AUTUMN,ALLDAYS,MORN,0.345054039
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2027,AUTUMN,ALLDAYS,MID,0.345054039
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2027,AUTUMN,ALLDAYS,AFTERNOON,0.345054039
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2027,AUTUMN,ALLDAYS,EVENING,0.460072053
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2027,WINTER,ALLDAYS,NIGHT,1.13580288
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2027,WINTER,ALLDAYS,EARLY,0.359431291
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2027,WINTER,ALLDAYS,MORN,0.345054039
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2027,WINTER,ALLDAYS,MID,0.345054039
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2027,WINTER,ALLDAYS,AFTERNOON,0.345054039
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2027,WINTER,ALLDAYS,EVENING,0.460072053
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2027,SPRING,ALLDAYS,NIGHT,1.13580288
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2027,SPRING,ALLDAYS,EARLY,0.359431291
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2027,SPRING,ALLDAYS,MORN,0.345054039
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2027,SPRING,ALLDAYS,MID,0.345054039
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2027,SPRING,ALLDAYS,AFTERNOON,0.345054039
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2027,SPRING,ALLDAYS,EVENING,0.460072053
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2028,SUMMER,ALLDAYS,NIGHT,1.425585053
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2028,SUMMER,ALLDAYS,EARLY,0.451134511
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2028,SUMMER,ALLDAYS,MORN,0.43308913
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2028,SUMMER,ALLDAYS,MID,0.43308913
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2028,SUMMER,ALLDAYS,AFTERNOON,0.43308913
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2028,SUMMER,ALLDAYS,EVENING,0.577452174
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2028,MONSOON,ALLDAYS,NIGHT,1.425585053
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2028,MONSOON,ALLDAYS,EARLY,0.451134511
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2028,MONSOON,ALLDAYS,MORN,0.43308913
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2028,MONSOON,ALLDAYS,MID,0.43308913
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2028,MONSOON,ALLDAYS,AFTERNOON,0.43308913
TRANS_ELEC,ELECTRICITY,ALL,INDIA,NR,DL,2028,MONSOON,ALLDAYS,EVENING,0.577452174
