ConsumerType1,ConsumerType2,ModelGeography,SubGeography1,SubGeography2,Year,Penetration
RURAL,Q1,INDIA,NR,JK,2021,0.135047544
RURAL,Q2,INDIA,NR,JK,2021,0.213995428
RURAL,Q3,INDIA,NR,JK,2021,0.275501158
RURAL,Q4,INDIA,NR,JK,2021,0.351220275
RURAL,Q5,INDIA,NR,JK,2021,0.587656667
URBAN,Q1,INDIA,NR,JK,2021,0.413088221
URBAN,Q2,INDIA,NR,JK,2021,0.566659831
URBAN,Q3,INDIA,NR,JK,2021,0.679834259
URBAN,Q4,INDIA,NR,JK,2021,0.793029381
URBAN,Q5,INDIA,NR,JK,2021,0.91421407
RURAL,Q1,INDIA,NR,JK,2022,0.142274942
RURAL,Q2,INDIA,NR,JK,2022,0.224696809
RURAL,Q3,INDIA,NR,JK,2022,0.289097587
RURAL,Q4,INDIA,NR,JK,2022,0.366662374
RURAL,Q5,INDIA,NR,JK,2022,0.607231681
URBAN,Q1,INDIA,NR,JK,2022,0.427835467
URBAN,Q2,INDIA,NR,JK,2022,0.581939887
URBAN,Q3,INDIA,NR,JK,2022,0.694263446
URBAN,Q4,INDIA,NR,JK,2022,0.804647377
URBAN,Q5,INDIA,NR,JK,2022,0.921238041
RURAL,Q1,INDIA,NR,JK,2023,0.148337003
RURAL,Q2,INDIA,NR,JK,2023,0.233602299
RURAL,Q3,INDIA,NR,JK,2023,0.300353438
RURAL,Q4,INDIA,NR,JK,2023,0.379326771
RURAL,Q5,INDIA,NR,JK,2023,0.622794656
URBAN,Q1,INDIA,NR,JK,2023,0.439825604
URBAN,Q2,INDIA,NR,JK,2023,0.594153568
URBAN,Q3,INDIA,NR,JK,2023,0.705636155
URBAN,Q4,INDIA,NR,JK,2023,0.813659162
URBAN,Q5,INDIA,NR,JK,2023,0.926525475
RURAL,Q1,INDIA,NR,JK,2024,0.155824756
RURAL,Q2,INDIA,NR,JK,2024,0.244511275
RURAL,Q3,INDIA,NR,JK,2024,0.314059386
RURAL,Q4,INDIA,NR,JK,2024,0.394603946
RURAL,Q5,INDIA,NR,JK,2024,0.640965307
URBAN,Q1,INDIA,NR,JK,2024,0.454180464
URBAN,Q2,INDIA,NR,JK,2024,0.608530797
URBAN,Q3,INDIA,NR,JK,2024,0.718834887
URBAN,Q4,INDIA,NR,JK,2024,0.823952919
URBAN,Q5,INDIA,NR,JK,2024,0.932380801
RURAL,Q1,INDIA,NR,JK,2025,0.163398438
RURAL,Q2,INDIA,NR,JK,2025,0.255444611
RURAL,Q3,INDIA,NR,JK,2025,0.327706097
RURAL,Q4,INDIA,NR,JK,2025,0.409660321
RURAL,Q5,INDIA,NR,JK,2025,0.658257732
URBAN,Q1,INDIA,NR,JK,2025,0.468212432
URBAN,Q2,INDIA,NR,JK,2025,0.622332999
URBAN,Q3,INDIA,NR,JK,2025,0.731318051
URBAN,Q4,INDIA,NR,JK,2025,0.833529221
URBAN,Q5,INDIA,NR,JK,2025,0.937658003
RURAL,Q1,INDIA,NR,JK,2026,0.171129605
RURAL,Q2,INDIA,NR,JK,2026,0.266500888
RURAL,Q3,INDIA,NR,JK,2026,0.341411908
RURAL,Q4,INDIA,NR,JK,2026,0.424628823
RURAL,Q5,INDIA,NR,JK,2026,0.674858214
URBAN,Q1,INDIA,NR,JK,2026,0.482055635
URBAN,Q2,INDIA,NR,JK,2026,0.63571071
URBAN,Q3,INDIA,NR,JK,2026,0.743242434
URBAN,Q4,INDIA,NR,JK,2026,0.842532705
URBAN,Q5,INDIA,NR,JK,2026,0.942469551
RURAL,Q1,INDIA,NR,JK,2027,0.178973669
RURAL,Q2,INDIA,NR,JK,2027,0.277611222
RURAL,Q3,INDIA,NR,JK,2027,0.355086776
RURAL,Q4,INDIA,NR,JK,2027,0.439412952
RURAL,Q5,INDIA,NR,JK,2027,0.690691404
URBAN,Q1,INDIA,NR,JK,2027,0.495629567
URBAN,Q2,INDIA,NR,JK,2027,0.64860257
URBAN,Q3,INDIA,NR,JK,2027,0.754571614
URBAN,Q4,INDIA,NR,JK,2027,0.850956854
URBAN,Q5,INDIA,NR,JK,2027,0.946839632
RURAL,Q1,INDIA,NR,JK,2028,0.187070197
RURAL,Q2,INDIA,NR,JK,2028,0.28896609
RURAL,Q3,INDIA,NR,JK,2028,0.368958541
RURAL,Q4,INDIA,NR,JK,2028,0.454258597
