ServiceTech,ConsumerType1,ModelGeography,SubGeography1,SubGeography2,Year,NumInstances
CK_LPG,RURAL,INDIA,ER,BR,2022,1
CK_LPG,RURAL,INDIA,ER,BR,2023,1
CK_LPG,RURAL,INDIA,ER,BR,2024,1
CK_LPG,RURAL,INDIA,ER,BR,2025,1
CK_LPG,RURAL,INDIA,ER,BR,2026,1
CK_LPG,RURAL,INDIA,ER,BR,2027,1
CK_LPG,RURAL,INDIA,ER,BR,2028,1
CK_LPG,RURAL,INDIA,ER,BR,2029,1
CK_LPG,RURAL,INDIA,ER,BR,2030,1
CK_LPG,RURAL,INDIA,ER,BR,2031,1
CK_LPG,RURAL,INDIA,ER,BR,2032,1
CK_LPG,RURAL,INDIA,ER,BR,2033,1
CK_LPG,RURAL,INDIA,ER,BR,2034,1
CK_LPG,RURAL,INDIA,ER,BR,2035,1
CK_LPG,RURAL,INDIA,ER,BR,2036,1
CK_LPG,RURAL,INDIA,ER,BR,2037,1
CK_LPG,RURAL,INDIA,ER,BR,2038,1
CK_LPG,RURAL,INDIA,ER,BR,2039,1
CK_LPG,RURAL,INDIA,ER,BR,2040,1
CK_LPG,RURAL,INDIA,ER,BR,2041,1
CK_LPG,RURAL,INDIA,ER,JH,2022,1
CK_LPG,RURAL,INDIA,ER,JH,2023,1
CK_LPG,RURAL,INDIA,ER,JH,2024,1
CK_LPG,RURAL,INDIA,ER,JH,2025,1
CK_LPG,RURAL,INDIA,ER,JH,2026,1
CK_LPG,RURAL,INDIA,ER,JH,2027,1
CK_LPG,RURAL,INDIA,ER,JH,2028,1
CK_LPG,RURAL,INDIA,ER,JH,2029,1
CK_LPG,RURAL,INDIA,ER,JH,2030,1
CK_LPG,RURAL,INDIA,ER,JH,2031,1
CK_LPG,RURAL,INDIA,ER,JH,2032,1
CK_LPG,RURAL,INDIA,ER,JH,2033,1
CK_LPG,RURAL,INDIA,ER,JH,2034,1
CK_LPG,RURAL,INDIA,ER,JH,2035,1
CK_LPG,RURAL,INDIA,ER,JH,2036,1
CK_LPG,RURAL,INDIA,ER,JH,2037,1
CK_LPG,RURAL,INDIA,ER,JH,2038,1
CK_LPG,RURAL,INDIA,ER,JH,2039,1
CK_LPG,RURAL,INDIA,ER,JH,2040,1
CK_LPG,RURAL,INDIA,ER,JH,2041,1
CK_LPG,RURAL,INDIA,ER,OD,2022,1
CK_LPG,RURAL,INDIA,ER,OD,2023,1
CK_LPG,RURAL,INDIA,ER,OD,2024,1
