EnergyCarrier,Year,Season,DayType,DaySlice,ModelGeography,SubGeography1,ImportPrice
STEAM_COAL,2023,,,,INDIA,ER,3458.883284
STEAM_COAL,2023,,,,INDIA,WR,3458.883284
STEAM_COAL,2023,,,,INDIA,NR,3458.883284
STEAM_COAL,2023,,,,INDIA,SR,3458.883284
STEAM_COAL,2023,,,,INDIA,NER,3458.883284
STEAM_COAL,2024,,,,INDIA,ER,3478.36995
STEAM_COAL,2024,,,,INDIA,WR,3478.36995
STEAM_COAL,2024,,,,INDIA,NR,3478.36995
STEAM_COAL,2024,,,,INDIA,SR,3478.36995
STEAM_COAL,2024,,,,INDIA,NER,3478.36995
STEAM_COAL,2025,,,,INDIA,ER,3503.588133
STEAM_COAL,2025,,,,INDIA,WR,3503.588133
STEAM_COAL,2025,,,,INDIA,NR,3503.588133
STEAM_COAL,2025,,,,INDIA,SR,3503.588133
STEAM_COAL,2025,,,,INDIA,NER,3503.588133
STEAM_COAL,2026,,,,INDIA,ER,3521.961379
STEAM_COAL,2026,,,,INDIA,WR,3521.961379
STEAM_COAL,2026,,,,INDIA,NR,3521.961379
STEAM_COAL,2026,,,,INDIA,SR,3521.961379
STEAM_COAL,2026,,,,INDIA,NER,3521.961379
STEAM_COAL,2027,,,,INDIA,ER,3539.448226
STEAM_COAL,2027,,,,INDIA,WR,3539.448226
STEAM_COAL,2027,,,,INDIA,NR,3539.448226
STEAM_COAL,2027,,,,INDIA,SR,3539.448226
STEAM_COAL,2027,,,,INDIA,NER,3539.448226
STEAM_COAL,2028,,,,INDIA,ER,3557.021897
STEAM_COAL,2028,,,,INDIA,WR,3557.021897
STEAM_COAL,2028,,,,INDIA,NR,3557.021897
STEAM_COAL,2028,,,,INDIA,SR,3557.021897
STEAM_COAL,2028,,,,INDIA,NER,3557.021897
STEAM_COAL,2029,,,,INDIA,ER,3574.682822
STEAM_COAL,2029,,,,INDIA,WR,3574.682822
STEAM_COAL,2029,,,,INDIA,NR,3574.682822
STEAM_COAL,2029,,,,INDIA,SR,3574.682822
STEAM_COAL,2029,,,,INDIA,NER,3574.682822
STEAM_COAL,2030,,,,INDIA,ER,3592.431436
STEAM_COAL,2030,,,,INDIA,WR,3592.431436
STEAM_COAL,2030,,,,INDIA,NR,3592.431436
STEAM_COAL,2030,,,,INDIA,SR,3592.431436
STEAM_COAL,2030,,,,INDIA,NER,3592.431436
STEAM_COAL,2031,,,,INDIA,ER,3610.268173
STEAM_COAL,2031,,,,INDIA,WR,3610.268173
STEAM_COAL,2031,,,,INDIA,NR,3610.268173
STEAM_COAL,2031,,,,INDIA,SR,3610.268173
STEAM_COAL,2031,,,,INDIA,NER,3610.268173
COKING_COAL,2021,,,,INDIA,ER,8599.893212
COKING_COAL,2021,,,,INDIA,WR,8599.893212
COKING_COAL,2021,,,,INDIA,NR,8599.893212
COKING_COAL,2021,,,,INDIA,SR,8599.893212
COKING_COAL,2021,,,,INDIA,NER,8599.893212
COKING_COAL,2022,,,,INDIA,ER,8726.36223
COKING_COAL,2022,,,,INDIA,WR,8726.36223
COKING_COAL,2022,,,,INDIA,NR,8726.36223
COKING_COAL,2022,,,,INDIA,SR,8726.36223
COKING_COAL,2022,,,,INDIA,NER,8726.36223
COKING_COAL,2023,,,,INDIA,ER,8792.53082
COKING_COAL,2023,,,,INDIA,WR,8792.53082
COKING_COAL,2023,,,,INDIA,NR,8792.53082
COKING_COAL,2023,,,,INDIA,SR,8792.53082
COKING_COAL,2023,,,,INDIA,NER,8792.53082
COKING_COAL,2024,,,,INDIA,ER,8842.066205
COKING_COAL,2024,,,,INDIA,WR,8842.066205
COKING_COAL,2024,,,,INDIA,NR,8842.066205
COKING_COAL,2024,,,,INDIA,SR,8842.066205
COKING_COAL,2024,,,,INDIA,NER,8842.066205
COKING_COAL,2025,,,,INDIA,ER,8906.171185
COKING_COAL,2025,,,,INDIA,WR,8906.171185
COKING_COAL,2025,,,,INDIA,NR,8906.171185
COKING_COAL,2025,,,,INDIA,SR,8906.171185
COKING_COAL,2025,,,,INDIA,NER,8906.171185
COKING_COAL,2026,,,,INDIA,ER,8952.876242
COKING_COAL,2026,,,,INDIA,WR,8952.876242
COKING_COAL,2026,,,,INDIA,NR,8952.876242
COKING_COAL,2026,,,,INDIA,SR,8952.876242
COKING_COAL,2026,,,,INDIA,NER,8952.876242
COKING_COAL,2027,,,,INDIA,ER,8997.328057
COKING_COAL,2027,,,,INDIA,WR,8997.328057
COKING_COAL,2027,,,,INDIA,NR,8997.328057
COKING_COAL,2027,,,,INDIA,SR,8997.328057
COKING_COAL,2027,,,,INDIA,NER,8997.328057
COKING_COAL,2028,,,,INDIA,ER,9042.000579
COKING_COAL,2028,,,,INDIA,WR,9042.000579
COKING_COAL,2028,,,,INDIA,NR,9042.000579
COKING_COAL,2028,,,,INDIA,SR,9042.000579
COKING_COAL,2028,,,,INDIA,NER,9042.000579
COKING_COAL,2029,,,,INDIA,ER,9086.894904
COKING_COAL,2029,,,,INDIA,WR,9086.894904
COKING_COAL,2029,,,,INDIA,NR,9086.894904
COKING_COAL,2029,,,,INDIA,SR,9086.894904
COKING_COAL,2029,,,,INDIA,NER,9086.894904
COKING_COAL,2030,,,,INDIA,ER,9132.012133
COKING_COAL,2030,,,,INDIA,WR,9132.012133
COKING_COAL,2030,,,,INDIA,NR,9132.012133
COKING_COAL,2030,,,,INDIA,SR,9132.012133
COKING_COAL,2030,,,,INDIA,NER,9132.012133
COKING_COAL,2031,,,,INDIA,ER,9177.353374
COKING_COAL,2031,,,,INDIA,WR,9177.353374
COKING_COAL,2031,,,,INDIA,NR,9177.353374
COKING_COAL,2031,,,,INDIA,SR,9177.353374
COKING_COAL,2031,,,,INDIA,NER,9177.353374
