ConsumerType1,ConsumerType2,ModelGeography,SubGeography1,SubGeography2,Year,Penetration
RURAL,Q1,INDIA,NER,AS,2021,0.001697912
RURAL,Q2,INDIA,NER,AS,2021,0.002456441
RURAL,Q3,INDIA,NER,AS,2021,0.003150728
RURAL,Q4,INDIA,NER,AS,2021,0.004202958
RURAL,Q5,INDIA,NER,AS,2021,0.007834562
URBAN,Q1,INDIA,NER,AS,2021,0.005577278
URBAN,Q2,INDIA,NER,AS,2021,0.010578801
URBAN,Q3,INDIA,NER,AS,2021,0.015904632
URBAN,Q4,INDIA,NER,AS,2021,0.026518749
URBAN,Q5,INDIA,NER,AS,2021,0.0653654
RURAL,Q1,INDIA,NER,AS,2022,0.00204425
RURAL,Q2,INDIA,NER,AS,2022,0.002956802
RURAL,Q3,INDIA,NER,AS,2022,0.003791687
RURAL,Q4,INDIA,NER,AS,2022,0.005056312
RURAL,Q5,INDIA,NER,AS,2022,0.009414582
URBAN,Q1,INDIA,NER,AS,2022,0.006813922
URBAN,Q2,INDIA,NER,AS,2022,0.012903076
URBAN,Q3,INDIA,NER,AS,2022,0.019364984
URBAN,Q4,INDIA,NER,AS,2022,0.032175798
URBAN,Q5,INDIA,NER,AS,2022,0.078416513
RURAL,Q1,INDIA,NER,AS,2023,0.002372999
RURAL,Q2,INDIA,NER,AS,2023,0.003431629
RURAL,Q3,INDIA,NER,AS,2023,0.004399793
RURAL,Q4,INDIA,NER,AS,2023,0.005865636
RURAL,Q5,INDIA,NER,AS,2023,0.010911238
URBAN,Q1,INDIA,NER,AS,2023,0.008028119
URBAN,Q2,INDIA,NER,AS,2023,0.015181533
URBAN,Q3,INDIA,NER,AS,2023,0.022751483
URBAN,Q4,INDIA,NER,AS,2023,0.03769433
URBAN,Q5,INDIA,NER,AS,2023,0.091016581
RURAL,Q1,INDIA,NER,AS,2024,0.002749347
RURAL,Q2,INDIA,NER,AS,2024,0.00397502
RURAL,Q3,INDIA,NER,AS,2024,0.005095496
RURAL,Q4,INDIA,NER,AS,2024,0.006791109
RURAL,Q5,INDIA,NER,AS,2024,0.012619941
URBAN,Q1,INDIA,NER,AS,2024,0.009439712
URBAN,Q2,INDIA,NER,AS,2024,0.017824511
