ConsumerType1,ConsumerType2,ModelGeography,SubGeography1,SubGeography2,Year,Penetration,
RURAL,Q2,INDIA,NR,PB,2022,0.579691843,
RURAL,Q3,INDIA,ER,JH,2022,0.721610695,
RURAL,Q3,INDIA,NR,PB,2022,0.519196513,
RURAL,Q4,INDIA,ER,JH,2022,0.75765005,
RURAL,Q4,INDIA,NR,PB,2022,0.41996994,
RURAL,Q5,INDIA,ER,JH,2022,0.807335894,
RURAL,Q5,INDIA,NR,PB,2022,0.249915107,
URBAN,Q1,INDIA,ER,JH,2022,0.806938045,
URBAN,Q1,INDIA,NR,PB,2022,0.466077353,
URBAN,Q2,INDIA,ER,JH,2022,0.819279703,
URBAN,Q2,INDIA,NR,PB,2022,0.35610307,
URBAN,Q3,INDIA,ER,JH,2022,0.793462657,
URBAN,Q3,INDIA,NR,PB,2022,0.274388906,
URBAN,Q4,INDIA,ER,JH,2022,0.735688069,
URBAN,Q4,INDIA,NR,PB,2022,0.214240752,
URBAN,Q5,INDIA,ER,JH,2022,0.561816372,
URBAN,Q5,INDIA,NR,PB,2022,0.095730419,
RURAL,Q1,INDIA,ER,JH,2023,0.632865643,
RURAL,Q1,INDIA,NR,PB,2023,0.652701431,
RURAL,Q2,INDIA,ER,JH,2023,0.690557269,
RURAL,Q2,INDIA,NR,PB,2023,0.559211299,
RURAL,Q3,INDIA,ER,JH,2023,0.729818818,
RURAL,Q3,INDIA,NR,PB,2023,0.499584575,
RURAL,Q4,INDIA,ER,JH,2023,0.764066669,
RURAL,Q4,INDIA,NR,PB,2023,0.400343097,
RURAL,Q5,INDIA,ER,JH,2023,0.808998749,
RURAL,Q5,INDIA,NR,PB,2023,0.234683744,
URBAN,Q1,INDIA,ER,JH,2023,0.810148278,
URBAN,Q1,INDIA,NR,PB,2023,0.446200148,
URBAN,Q2,INDIA,ER,JH,2023,0.81787683,
URBAN,Q2,INDIA,NR,PB,2023,0.341790172,
URBAN,Q3,INDIA,ER,JH,2023,0.78816243,
URBAN,Q3,INDIA,NR,PB,2023,0.262164664,
URBAN,Q4,INDIA,ER,JH,2023,0.726466073,
URBAN,Q4,INDIA,NR,PB,2023,0.204976588,
URBAN,Q5,INDIA,ER,JH,2023,0.547464556,
URBAN,Q5,INDIA,NR,PB,2023,0.090972834,
RURAL,Q1,INDIA,ER,JH,2024,0.643600031,
RURAL,Q1,INDIA,NR,PB,2024,0.634645206,
RURAL,Q2,INDIA,ER,JH,2024,0.699727911,
RURAL,Q2,INDIA,NR,PB,2024,0.538827796,
RURAL,Q3,INDIA,ER,JH,2024,0.737491627,
RURAL,Q3,INDIA,NR,PB,2024,0.480319845,
RURAL,Q4,INDIA,ER,JH,2024,0.769957181,
RURAL,Q4,INDIA,NR,PB,2024,0.381413112,
RURAL,Q5,INDIA,ER,JH,2024,0.810054145,
RURAL,Q5,INDIA,NR,PB,2024,0.220418492,
URBAN,Q1,INDIA,ER,JH,2024,0.812885116,
URBAN,Q1,INDIA,NR,PB,2024,0.426875789,
URBAN,Q2,INDIA,ER,JH,2024,0.816067178,
URBAN,Q2,INDIA,NR,PB,2024,0.328059195,
URBAN,Q3,INDIA,ER,JH,2024,0.782519511,
URBAN,Q3,INDIA,NR,PB,2024,0.250555712,
URBAN,Q4,INDIA,ER,JH,2024,0.717011969,
URBAN,Q4,INDIA,NR,PB,2024,0.196211259,
URBAN,Q5,INDIA,ER,JH,2024,0.533278812,
URBAN,Q5,INDIA,NR,PB,2024,0.086530229,
RURAL,Q1,INDIA,ER,JH,2025,0.653830227,
RURAL,Q1,INDIA,NR,PB,2025,0.616402369,
RURAL,Q2,INDIA,ER,JH,2025,0.708368629,
RURAL,Q2,INDIA,NR,PB,2025,0.518679564,
RURAL,Q3,INDIA,ER,JH,2025,0.744635001,
RURAL,Q3,INDIA,NR,PB,2025,0.461505249,
RURAL,Q4,INDIA,ER,JH,2025,0.775334625,
RURAL,Q4,INDIA,NR,PB,2025,0.363248909,
RURAL,Q5,INDIA,ER,JH,2025,0.810535695,
RURAL,Q5,INDIA,NR,PB,2025,0.207105362,
URBAN,Q1,INDIA,ER,JH,2025,0.815169848,
URBAN,Q1,INDIA,NR,PB,2025,0.408190125,
URBAN,Q2,INDIA,ER,JH,2025,0.81388154,
URBAN,Q2,INDIA,NR,PB,2025,0.314932669,
URBAN,Q3,INDIA,ER,JH,2025,0.776575135,
URBAN,Q3,INDIA,NR,PB,2025,0.239563469,
URBAN,Q4,INDIA,ER,JH,2025,0.707380071,
URBAN,Q4,INDIA,NR,PB,2025,0.187937543,
URBAN,Q5,INDIA,ER,JH,2025,0.519320706,
URBAN,Q5,INDIA,NR,PB,2025,0.082388233,
RURAL,Q1,INDIA,ER,JH,2026,0.663664109,
RURAL,Q1,INDIA,NR,PB,2026,0.597884446,
RURAL,Q2,INDIA,ER,JH,2026,0.716578399,
RURAL,Q2,INDIA,NR,PB,2026,0.498655188,
RURAL,Q3,INDIA,ER,JH,2026,0.75133713,
RURAL,Q3,INDIA,NR,PB,2026,0.443011371,
RURAL,Q4,INDIA,ER,JH,2026,0.780272441,
RURAL,Q4,INDIA,NR,PB,2026,0.345696628,
RURAL,Q5,INDIA,ER,JH,2026,0.810476381,
RURAL,Q5,INDIA,NR,PB,2026,0.194575013,
URBAN,Q1,INDIA,ER,JH,2026,0.817046461,
URBAN,Q1,INDIA,NR,PB,2026,0.389998979,
URBAN,Q2,INDIA,ER,JH,2026,0.811319683,
URBAN,Q2,INDIA,NR,PB,2026,0.302275786,
URBAN,Q3,INDIA,ER,JH,2026,0.770294575,
URBAN,Q3,INDIA,NR,PB,2026,0.229060004,
URBAN,Q4,INDIA,ER,JH,2026,0.697504629,
URBAN,Q4,INDIA,NR,PB,2026,0.180052203,
URBAN,Q5,INDIA,ER,JH,2026,0.505480378,
URBAN,Q5,INDIA,NR,PB,2026,0.07848631,
RURAL,Q1,INDIA,ER,JH,2027,0.673066422,
RURAL,Q1,INDIA,NR,PB,2027,0.579250054,
RURAL,Q2,INDIA,ER,JH,2027,0.724334426,
RURAL,Q2,INDIA,NR,PB,2027,0.478913432,
RURAL,Q3,INDIA,ER,JH,2027,0.757584738,
RURAL,Q3,INDIA,NR,PB,2027,0.424962262,
RURAL,Q4,INDIA,ER,JH,2027,0.784766754,
RURAL,Q4,INDIA,NR,PB,2027,0.328847389,
RURAL,Q5,INDIA,ER,JH,2027,0.809899051,
RURAL,Q5,INDIA,NR,PB,2027,0.182843413,
URBAN,Q1,INDIA,ER,JH,2027,0.818524418,
URBAN,Q1,INDIA,NR,PB,2027,0.37240993,
URBAN,Q2,INDIA,ER,JH,2027,0.808409388,
URBAN,Q2,INDIA,NR,PB,2027,0.290135773,
URBAN,Q3,INDIA,ER,JH,2027,0.763723849,
URBAN,Q3,INDIA,NR,PB,2027,0.219071598,
URBAN,Q4,INDIA,ER,JH,2027,0.687452139,
URBAN,Q4,INDIA,NR,PB,2027,0.172569495,
URBAN,Q5,INDIA,ER,JH,2027,0.491839979,
URBAN,Q5,INDIA,NR,PB,2027,0.074824109,
RURAL,Q1,INDIA,ER,JH,2028,0.68219364,
RURAL,Q1,INDIA,NR,PB,2028,0.560268745,
RURAL,Q2,INDIA,ER,JH,2028,0.73177042,
RURAL,Q2,INDIA,NR,PB,2028,0.459201897,
RURAL,Q3,INDIA,ER,JH,2028,0.76348909,
RURAL,Q3,INDIA,NR,PB,2028,0.407107152,
RURAL,Q4,INDIA,ER,JH,2028,0.788901345,
RURAL,Q4,INDIA,NR,PB,2028,0.312445257,
RURAL,Q5,INDIA,ER,JH,2028,0.808806613,
RURAL,Q5,INDIA,NR,PB,2028,0.171692019,
URBAN,Q1,INDIA,ER,JH,2028,0.819637968,
URBAN,Q1,INDIA,NR,PB,2028,0.355166794,
URBAN,Q2,INDIA,ER,JH,2028,0.805112186,
URBAN,Q2,INDIA,NR,PB,2028,0.278311258,
URBAN,Q3,INDIA,ER,JH,2028,0.756767171,
URBAN,Q3,INDIA,NR,PB,2028,0.20942202,
URBAN,Q4,INDIA,ER,JH,2028,0.677075909,
URBAN,Q4,INDIA,NR,PB,2028,0.165352662,
URBAN,Q5,INDIA,ER,JH,2028,0.478196865,
URBAN,Q5,INDIA,NR,PB,2028,0.071328772,
RURAL,Q1,INDIA,ER,JH,2029,0.691038304,
RURAL,Q1,INDIA,NR,PB,2029,0.54101184,
RURAL,Q2,INDIA,ER,JH,2029,0.738882419,
RURAL,Q2,INDIA,NR,PB,2029,0.439593104,
RURAL,Q3,INDIA,ER,JH,2029,0.769048285,
RURAL,Q3,INDIA,NR,PB,2029,0.389496303,
RURAL,Q4,INDIA,ER,JH,2029,0.792675627,
RURAL,Q4,INDIA,NR,PB,2029,0.296520288,
RURAL,Q5,INDIA,ER,JH,2029,0.807198804,
RURAL,Q5,INDIA,NR,PB,2029,0.161109853,
URBAN,Q1,INDIA,ER,JH,2029,0.820387301,
URBAN,Q1,INDIA,NR,PB,2029,0.338309577,
URBAN,Q2,INDIA,ER,JH,2029,0.801428921,
URBAN,Q2,INDIA,NR,PB,2029,0.266810342,
URBAN,Q3,INDIA,ER,JH,2029,0.749429975,
URBAN,Q3,INDIA,NR,PB,2029,0.200109943,
URBAN,Q4,INDIA,ER,JH,2029,0.666390578,
URBAN,Q4,INDIA,NR,PB,2029,0.158397122,
URBAN,Q5,INDIA,ER,JH,2029,0.464576247,
URBAN,Q5,INDIA,NR,PB,2029,0.067993597,
RURAL,Q1,INDIA,ER,JH,2030,0.699593658,
RURAL,Q1,INDIA,NR,PB,2030,0.521552577,
RURAL,Q2,INDIA,ER,JH,2030,0.745667005,
RURAL,Q2,INDIA,NR,PB,2030,0.420156832,
RURAL,Q3,INDIA,ER,JH,2030,0.774260787,
RURAL,Q3,INDIA,NR,PB,2030,0.372176482,
RURAL,Q4,INDIA,ER,JH,2030,0.796089203,
RURAL,Q4,INDIA,NR,PB,2030,0.281097609,
RURAL,Q5,INDIA,ER,JH,2030,0.805075565,
RURAL,Q5,INDIA,NR,PB,2030,0.15108361,
URBAN,Q1,INDIA,ER,JH,2030,0.820772614,
URBAN,Q1,INDIA,NR,PB,2030,0.321873782,
URBAN,Q2,INDIA,ER,JH,2030,0.797360729,
URBAN,Q2,INDIA,NR,PB,2030,0.25563943,
URBAN,Q3,INDIA,ER,JH,2030,0.741718505,
URBAN,Q3,INDIA,NR,PB,2030,0.191132928,
URBAN,Q4,INDIA,ER,JH,2030,0.65541185,
URBAN,Q4,INDIA,NR,PB,2030,0.151697881,
URBAN,Q5,INDIA,ER,JH,2030,0.451002769,
URBAN,Q5,INDIA,NR,PB,2030,0.064812043,
RURAL,Q1,INDIA,ER,JH,2031,0.707853625,
RURAL,Q1,INDIA,NR,PB,2031,0.501965216,
RURAL,Q2,INDIA,ER,JH,2031,0.752121263,
RURAL,Q2,INDIA,NR,PB,2031,0.40095931,
RURAL,Q3,INDIA,ER,JH,2031,0.779125384,
RURAL,Q3,INDIA,NR,PB,2031,0.355190609,
RURAL,Q4,INDIA,ER,JH,2031,0.799141832,
RURAL,Q4,INDIA,NR,PB,2031,0.266197511,
RURAL,Q5,INDIA,ER,JH,2031,0.802437093,
RURAL,Q5,INDIA,NR,PB,2031,0.141598038,
URBAN,Q1,INDIA,ER,JH,2031,0.820794109,
URBAN,Q1,INDIA,NR,PB,2031,0.305890294,
URBAN,Q2,INDIA,ER,JH,2031,0.792909084,
URBAN,Q2,INDIA,NR,PB,2031,0.2448033,
URBAN,Q3,INDIA,ER,JH,2031,0.733639859,
URBAN,Q3,INDIA,NR,PB,2031,0.182487526,
URBAN,Q4,INDIA,ER,JH,2031,0.644156461,
URBAN,Q4,INDIA,NR,PB,2031,0.145249585,
URBAN,Q5,INDIA,ER,JH,2031,0.437500365,
URBAN,Q5,INDIA,NR,PB,2031,0.061777736,
RURAL,Q1,INDIA,ER,OD,2021,0.732731773,
RURAL,Q1,INDIA,NR,UK,2021,0.519872517,
RURAL,Q2,INDIA,ER,OD,2021,0.772378457,
RURAL,Q2,INDIA,NR,UK,2021,0.572939157,
RURAL,Q3,INDIA,ER,OD,2021,0.791431927,
RURAL,Q3,INDIA,NR,UK,2021,0.603171098,
RURAL,Q4,INDIA,ER,OD,2021,0.802132823,
RURAL,Q4,INDIA,NR,UK,2021,0.620842227,
RURAL,Q5,INDIA,ER,OD,2021,0.790317591,
RURAL,Q5,INDIA,NR,UK,2021,0.577702272,
URBAN,Q1,INDIA,ER,OD,2021,0.803645241,
URBAN,Q1,INDIA,NR,UK,2021,0.64104823,
URBAN,Q2,INDIA,ER,OD,2021,0.756621757,
URBAN,Q2,INDIA,NR,UK,2021,0.625560946,
URBAN,Q3,INDIA,ER,OD,2021,0.689799099,
URBAN,Q3,INDIA,NR,UK,2021,0.56885337,
URBAN,Q4,INDIA,ER,OD,2021,0.584701002,
URBAN,Q4,INDIA,NR,UK,2021,0.483679542,
URBAN,Q5,INDIA,ER,OD,2021,0.326513831,
URBAN,Q5,INDIA,NR,UK,2021,0.235244699,
RURAL,Q1,INDIA,ER,OD,2022,0.746771528,
RURAL,Q1,INDIA,NR,UK,2022,0.52970591,
RURAL,Q2,INDIA,ER,OD,2022,0.781010201,
RURAL,Q2,INDIA,NR,UK,2022,0.580436084,
RURAL,Q3,INDIA,ER,OD,2022,0.796450497,
RURAL,Q3,INDIA,NR,UK,2022,0.608114485,
RURAL,Q4,INDIA,ER,OD,2022,0.803378384,
RURAL,Q4,INDIA,NR,UK,2022,0.622293375,
RURAL,Q5,INDIA,ER,OD,2022,0.78474725,
RURAL,Q5,INDIA,NR,UK,2022,0.567492848,
URBAN,Q1,INDIA,ER,OD,2022,0.796105938,
URBAN,Q1,INDIA,NR,UK,2022,0.641427673,
URBAN,Q2,INDIA,ER,OD,2022,0.740768411,
URBAN,Q2,INDIA,NR,UK,2022,0.621434586,
URBAN,Q3,INDIA,ER,OD,2022,0.669656888,
URBAN,Q3,INDIA,NR,UK,2022,0.559984675,
URBAN,Q4,INDIA,ER,OD,2022,0.559489136,
URBAN,Q4,INDIA,NR,UK,2022,0.471723995,
URBAN,Q5,INDIA,ER,OD,2022,0.295268101,
URBAN,Q5,INDIA,NR,UK,2022,0.219994134,
RURAL,Q1,INDIA,ER,OD,2023,0.756172835,
RURAL,Q1,INDIA,NR,UK,2023,0.536779536,
RURAL,Q2,INDIA,ER,OD,2023,0.786488556,
RURAL,Q2,INDIA,NR,UK,2023,0.585657949,
RURAL,Q3,INDIA,ER,OD,2023,0.799296073,
RURAL,Q3,INDIA,NR,UK,2023,0.611350079,
RURAL,Q4,INDIA,ER,OD,2023,0.803482793,
RURAL,Q4,INDIA,NR,UK,2023,0.6228939,
RURAL,Q5,INDIA,ER,OD,2023,0.780031009,
RURAL,Q5,INDIA,NR,UK,2023,0.55931267,
URBAN,Q1,INDIA,ER,OD,2023,0.789229752,
URBAN,Q1,INDIA,NR,UK,2023,0.64138988,
URBAN,Q2,INDIA,ER,OD,2023,0.727890739,
URBAN,Q2,INDIA,NR,UK,2023,0.618075668,
URBAN,Q3,INDIA,ER,OD,2023,0.654028502,
URBAN,Q3,INDIA,NR,UK,2023,0.553135757,
URBAN,Q4,INDIA,ER,OD,2023,0.540544558,
URBAN,Q4,INDIA,NR,UK,2023,0.46272087,
URBAN,Q5,INDIA,ER,OD,2023,0.273326797,
URBAN,Q5,INDIA,NR,UK,2023,0.209072854,
RURAL,Q1,INDIA,ER,OD,2024,0.764620605,
RURAL,Q1,INDIA,NR,UK,2024,0.54353046,
RURAL,Q2,INDIA,ER,OD,2024,0.791143014,
RURAL,Q2,INDIA,NR,UK,2024,0.590492886,
RURAL,Q3,INDIA,ER,OD,2024,0.801387807,
RURAL,Q3,INDIA,NR,UK,2024,0.614159941,
RURAL,Q4,INDIA,ER,OD,2024,0.802910374,
RURAL,Q4,INDIA,NR,UK,2024,0.623084286,
RURAL,Q5,INDIA,ER,OD,2024,0.774879862,
RURAL,Q5,INDIA,NR,UK,2024,0.550806349,
URBAN,Q1,INDIA,ER,OD,2024,0.781375653,
URBAN,Q1,INDIA,NR,UK,2024,0.641086609,
URBAN,Q2,INDIA,ER,OD,2024,0.714267299,
URBAN,Q2,INDIA,NR,UK,2024,0.614530327,
URBAN,Q3,INDIA,ER,OD,2024,0.638048666,
URBAN,Q3,INDIA,NR,UK,2024,0.54619258,
URBAN,Q4,INDIA,ER,OD,2024,0.521677915,
URBAN,Q4,INDIA,NR,UK,2024,0.45377949,
URBAN,Q5,INDIA,ER,OD,2024,0.252763819,
URBAN,Q5,INDIA,NR,UK,2024,0.198701226,
RURAL,Q1,INDIA,ER,OD,2025,0.772132966,
RURAL,Q1,INDIA,NR,UK,2025,0.549950897,
RURAL,Q2,INDIA,ER,OD,2025,0.794999764,
RURAL,Q2,INDIA,NR,UK,2025,0.594942259,
RURAL,Q3,INDIA,ER,OD,2025,0.802755606,
RURAL,Q3,INDIA,NR,UK,2025,0.61655407,
RURAL,Q4,INDIA,ER,OD,2025,0.801694208,
RURAL,Q4,INDIA,NR,UK,2025,0.622883471,
RURAL,Q5,INDIA,ER,OD,2025,0.769329704,
RURAL,Q5,INDIA,NR,UK,2025,0.542030895,
URBAN,Q1,INDIA,ER,OD,2025,0.772612617,
URBAN,Q1,INDIA,NR,UK,2025,0.640531884,
URBAN,Q2,INDIA,ER,OD,2025,0.699996292,
URBAN,Q2,INDIA,NR,UK,2025,0.610819133,
URBAN,Q3,INDIA,ER,OD,2025,0.621817165,
URBAN,Q3,INDIA,NR,UK,2025,0.539184181,
URBAN,Q4,INDIA,ER,OD,2025,0.502995088,
URBAN,Q4,INDIA,NR,UK,2025,0.44492847,
URBAN,Q5,INDIA,ER,OD,2025,0.23359647,
URBAN,Q5,INDIA,NR,UK,2025,0.188877235,
RURAL,Q1,INDIA,ER,OD,2026,0.778794715,
RURAL,Q1,INDIA,NR,UK,2026,0.556090837,
RURAL,Q2,INDIA,ER,OD,2026,0.798115952,
RURAL,Q2,INDIA,NR,UK,2026,0.599046381,
RURAL,Q3,INDIA,ER,OD,2026,0.803436446,
RURAL,Q3,INDIA,NR,UK,2026,0.618561975,
RURAL,Q4,INDIA,ER,OD,2026,0.799850006,
RURAL,Q4,INDIA,NR,UK,2026,0.622305738,
RURAL,Q5,INDIA,ER,OD,2026,0.763358941,
RURAL,Q5,INDIA,NR,UK,2026,0.53295896,
URBAN,Q1,INDIA,ER,OD,2026,0.762919602,
URBAN,Q1,INDIA,NR,UK,2026,0.639732541,
URBAN,Q2,INDIA,ER,OD,2026,0.685034886,
URBAN,Q2,INDIA,NR,UK,2026,0.606926525,
URBAN,Q3,INDIA,ER,OD,2026,0.605273275,
URBAN,Q3,INDIA,NR,UK,2026,0.532073207,
URBAN,Q4,INDIA,ER,OD,2026,0.484416218,
URBAN,Q4,INDIA,NR,UK,2026,0.436113693,
URBAN,Q5,INDIA,ER,OD,2026,0.215650829,
URBAN,Q5,INDIA,NR,UK,2026,0.179510837,
RURAL,Q1,INDIA,ER,OD,2027,0.784604695,
RURAL,Q1,INDIA,NR,UK,2027,0.561931565,
RURAL,Q2,INDIA,ER,OD,2027,0.800502583,
RURAL,Q2,INDIA,NR,UK,2027,0.602797481,
RURAL,Q3,INDIA,ER,OD,2027,0.803448864,
RURAL,Q3,INDIA,NR,UK,2027,0.620186654,
RURAL,Q4,INDIA,ER,OD,2027,0.797404187,
RURAL,Q4,INDIA,NR,UK,2027,0.621366206,
RURAL,Q5,INDIA,ER,OD,2027,0.757006342,
RURAL,Q5,INDIA,NR,UK,2027,0.523653808,
URBAN,Q1,INDIA,ER,OD,2027,0.752371087,
URBAN,Q1,INDIA,NR,UK,2027,0.638700278,
URBAN,Q2,INDIA,ER,OD,2027,0.669497875,
URBAN,Q2,INDIA,NR,UK,2027,0.602875505,
URBAN,Q3,INDIA,ER,OD,2027,0.5885345,
URBAN,Q3,INDIA,NR,UK,2027,0.524895843,
URBAN,Q4,INDIA,ER,OD,2027,0.466063992,
URBAN,Q4,INDIA,NR,UK,2027,0.427374299,
URBAN,Q5,INDIA,ER,OD,2027,0.198955049,
URBAN,Q5,INDIA,NR,UK,2027,0.170616299,
RURAL,Q1,INDIA,ER,OD,2028,0.789648604,
RURAL,Q1,INDIA,NR,UK,2028,0.567543799,
RURAL,Q2,INDIA,ER,OD,2028,0.802201642,
RURAL,Q2,INDIA,NR,UK,2028,0.60624359,
RURAL,Q3,INDIA,ER,OD,2028,0.802803679,
RURAL,Q3,INDIA,NR,UK,2028,0.621452956,
RURAL,Q4,INDIA,ER,OD,2028,0.794335611,
RURAL,Q4,INDIA,NR,UK,2028,0.62006148,
RURAL,Q5,INDIA,ER,OD,2028,0.750200748,
RURAL,Q5,INDIA,NR,UK,2028,0.514029326,
URBAN,Q1,INDIA,ER,OD,2028,0.740860922,
URBAN,Q1,INDIA,NR,UK,2028,0.637427902,
URBAN,Q2,INDIA,ER,OD,2028,0.653240243,
URBAN,Q2,INDIA,NR,UK,2028,0.598623061,
URBAN,Q3,INDIA,ER,OD,2028,0.571439031,
URBAN,Q3,INDIA,NR,UK,2028,0.517573637,
URBAN,Q4,INDIA,ER,OD,2028,0.447755671,
URBAN,Q4,INDIA,NR,UK,2028,0.418611349,
URBAN,Q5,INDIA,ER,OD,2028,0.183266068,
URBAN,Q5,INDIA,NR,UK,2028,0.162072277,
RURAL,Q1,INDIA,ER,OD,2029,0.793920437,
RURAL,Q1,INDIA,NR,UK,2029,0.572920106,
RURAL,Q2,INDIA,ER,OD,2029,0.803209815,
RURAL,Q2,INDIA,NR,UK,2029,0.60937979,
RURAL,Q3,INDIA,ER,OD,2029,0.801498647,
RURAL,Q3,INDIA,NR,UK,2029,0.622358864,
RURAL,Q4,INDIA,ER,OD,2029,0.790643826,
RURAL,Q4,INDIA,NR,UK,2029,0.618393709,
RURAL,Q5,INDIA,ER,OD,2029,0.742947801,
RURAL,Q5,INDIA,NR,UK,2029,0.50411138,
URBAN,Q1,INDIA,ER,OD,2029,0.72840827,
URBAN,Q1,INDIA,NR,UK,2029,0.635916997,
URBAN,Q2,INDIA,ER,OD,2029,0.636313634,
URBAN,Q2,INDIA,NR,UK,2029,0.594174107,
URBAN,Q3,INDIA,ER,OD,2029,0.554042093,
URBAN,Q3,INDIA,NR,UK,2029,0.510116692,
URBAN,Q4,INDIA,ER,OD,2029,0.429550711,
URBAN,Q4,INDIA,NR,UK,2029,0.409836209,
URBAN,Q5,INDIA,ER,OD,2029,0.168571171,
URBAN,Q5,INDIA,NR,UK,2029,0.153875214,
RURAL,Q1,INDIA,ER,OD,2030,0.797414765,
RURAL,Q1,INDIA,NR,UK,2030,0.578053391,
RURAL,Q2,INDIA,ER,OD,2030,0.803524005,
RURAL,Q2,INDIA,NR,UK,2030,0.612201628,
RURAL,Q3,INDIA,ER,OD,2030,0.799531839,
RURAL,Q3,INDIA,NR,UK,2030,0.622902952,
RURAL,Q4,INDIA,ER,OD,2030,0.786329024,
RURAL,Q4,INDIA,NR,UK,2030,0.616365675,
RURAL,Q5,INDIA,ER,OD,2030,0.735254136,
RURAL,Q5,INDIA,NR,UK,2030,0.493926501,
URBAN,Q1,INDIA,ER,OD,2030,0.715037706,
URBAN,Q1,INDIA,NR,UK,2030,0.634169412,
URBAN,Q2,INDIA,ER,OD,2030,0.618775282,
URBAN,Q2,INDIA,NR,UK,2030,0.589533789,
URBAN,Q3,INDIA,ER,OD,2030,0.536400843,
URBAN,Q3,INDIA,NR,UK,2030,0.502535235,
URBAN,Q4,INDIA,ER,OD,2030,0.411506239,
URBAN,Q4,INDIA,NR,UK,2030,0.401059989,
URBAN,Q5,INDIA,ER,OD,2030,0.154848957,
URBAN,Q5,INDIA,NR,UK,2030,0.146020347,
RURAL,Q1,INDIA,ER,OD,2031,0.800126609,
RURAL,Q1,INDIA,NR,UK,2031,0.582936904,
RURAL,Q2,INDIA,ER,OD,2031,0.80314134,
RURAL,Q2,INDIA,NR,UK,2031,0.61470512,
RURAL,Q3,INDIA,ER,OD,2031,0.796901731,
RURAL,Q3,INDIA,NR,UK,2031,0.62308438,
RURAL,Q4,INDIA,ER,OD,2031,0.781392165,
RURAL,Q4,INDIA,NR,UK,2031,0.613980795,
RURAL,Q5,INDIA,ER,OD,2031,0.727127448,
RURAL,Q5,INDIA,NR,UK,2031,0.483501746,
URBAN,Q1,INDIA,ER,OD,2031,0.700779632,
URBAN,Q1,INDIA,NR,UK,2031,0.632187254,
URBAN,Q2,INDIA,ER,OD,2031,0.600687661,
URBAN,Q2,INDIA,NR,UK,2031,0.584707483,
URBAN,Q3,INDIA,ER,OD,2031,0.518573812,
URBAN,Q3,INDIA,NR,UK,2031,0.494839585,
URBAN,Q4,INDIA,ER,OD,2031,0.3936765,
URBAN,Q4,INDIA,NR,UK,2031,0.392293502,
URBAN,Q5,INDIA,ER,OD,2031,0.14207085,
URBAN,Q5,INDIA,NR,UK,2031,0.138501849,
RURAL,Q1,INDIA,ER,WB,2021,0.722933475,
RURAL,Q1,INDIA,NR,HR,2021,0.696304142,
RURAL,Q2,INDIA,ER,WB,2021,0.784187419,
RURAL,Q2,INDIA,NR,HR,2021,0.565688583,
RURAL,Q3,INDIA,ER,WB,2021,0.819178203,
RURAL,Q3,INDIA,NR,HR,2021,0.493112481,
RURAL,Q4,INDIA,ER,WB,2021,0.851169807,
RURAL,Q4,INDIA,NR,HR,2021,0.40089734,
RURAL,Q5,INDIA,ER,WB,2021,0.893415727,
RURAL,Q5,INDIA,NR,HR,2021,0.306817076,
URBAN,Q1,INDIA,ER,WB,2021,0.885543379,
URBAN,Q1,INDIA,NR,HR,2021,0.419555524,
URBAN,Q2,INDIA,ER,WB,2021,0.908339173,
URBAN,Q2,INDIA,NR,HR,2021,0.259606141,
URBAN,Q3,INDIA,ER,WB,2021,0.90459284,
URBAN,Q3,INDIA,NR,HR,2021,0.185363821,
URBAN,Q4,INDIA,ER,WB,2021,0.8823717,
URBAN,Q4,INDIA,NR,HR,2021,0.111732828,
URBAN,Q5,INDIA,ER,WB,2021,0.740025967,
URBAN,Q5,INDIA,NR,HR,2021,0.031919598,
RURAL,Q1,INDIA,ER,WB,2022,0.736439237,
RURAL,Q1,INDIA,NR,HR,2022,0.67356015,
RURAL,Q2,INDIA,ER,WB,2022,0.795108757,
RURAL,Q2,INDIA,NR,HR,2022,0.535393517,
RURAL,Q3,INDIA,ER,WB,2022,0.828247822,
RURAL,Q3,INDIA,NR,HR,2022,0.463647715,
RURAL,Q4,INDIA,ER,WB,2022,0.858185054,
RURAL,Q4,INDIA,NR,HR,2022,0.372008682,
RURAL,Q5,INDIA,ER,WB,2022,0.896345136,
RURAL,Q5,INDIA,NR,HR,2022,0.289940962,
URBAN,Q1,INDIA,ER,WB,2022,0.890019343,
URBAN,Q1,INDIA,NR,HR,2022,0.388835016,
URBAN,Q2,INDIA,ER,WB,2022,0.909032342,
URBAN,Q2,INDIA,NR,HR,2022,0.233437705,
URBAN,Q3,INDIA,ER,WB,2022,0.901926868,
URBAN,Q3,INDIA,NR,HR,2022,0.165718086,
URBAN,Q4,INDIA,ER,WB,2022,0.875990143,
URBAN,Q4,INDIA,NR,HR,2022,0.097602161,
URBAN,Q5,INDIA,ER,WB,2022,0.719551878,
URBAN,Q5,INDIA,NR,HR,2022,0.026869806,
RURAL,Q1,INDIA,ER,WB,2023,0.745083572,
RURAL,Q1,INDIA,NR,HR,2023,0.655226173,
RURAL,Q2,INDIA,ER,WB,2023,0.802025842,
RURAL,Q2,INDIA,NR,HR,2023,0.511793087,
RURAL,Q3,INDIA,ER,WB,2023,0.833943464,
RURAL,Q3,INDIA,NR,HR,2023,0.4411155,
RURAL,Q4,INDIA,ER,WB,2023,0.862533553,
RURAL,Q4,INDIA,NR,HR,2023,0.350387204,
