EnergyCarrier,Year,Season,DayType,DaySlice,ModelGeography,SubGeography1,DomPECCostInBT_BA
NATGAS,2021,,,,INDIA,,353960.49951977545
NATGAS,2022,,,,INDIA,,370065.70431119134
NATGAS,2023,,,,INDIA,,387104.285170009
NATGAS,2024,,,,INDIA,,405135.63229935296
NATGAS,2025,,,,INDIA,,424350.05568190344
NATGAS,2026,,,,INDIA,,444564.45642297884
NATGAS,2027,,,,INDIA,,466242.689476111
NATGAS,2028,,,,INDIA,,489070.43546170165
NATGAS,2029,,,,INDIA,,513402.34073315165
NATGAS,2030,,,,INDIA,,539192.4087940174
NATGAS,2031,,,,INDIA,,566685.1538261594
BIOGAS,2021,,,,INDIA,,17335.760999560407
BIOGAS,2022,,,,INDIA,,16529.93978767415
BIOGAS,2023,,,,INDIA,,15990.846087271231
BIOGAS,2024,,,,INDIA,,15658.032331973178
BIOGAS,2025,,,,INDIA,,15429.536319841585
BIOGAS,2026,,,,INDIA,,15273.338539828716
BIOGAS,2027,,,,INDIA,,15039.799747097246
BIOGAS,2028,,,,INDIA,,14855.136318909977
BIOGAS,2029,,,,INDIA,,14676.82187453256
BIOGAS,2030,,,,INDIA,,14507.619308480342
BIOGAS,2031,,,,INDIA,,14340.449036011456
BIOMASS,2021,,,,INDIA,,1079800.5611753317
BIOMASS,2022,,,,INDIA,,1076108.7873079472
BIOMASS,2023,,,,INDIA,,1081018.1600989648
BIOMASS,2024,,,,INDIA,,1086081.7704246938
BIOMASS,2025,,,,INDIA,,1091050.361368394
BIOMASS,2026,,,,INDIA,,1096456.3564863852
BIOMASS,2027,,,,INDIA,,1105629.503759126
BIOMASS,2028,,,,INDIA,,1112702.4671079835
BIOMASS,2029,,,,INDIA,,1129517.302171437
BIOMASS,2030,,,,INDIA,,1139361.5953483551
BIOMASS,2031,,,,INDIA,,1151043.8609400904
CRUDE,2021,,,,INDIA,,691345.893354399
CRUDE,2022,,,,INDIA,,751800.9417997621
CRUDE,2023,,,,INDIA,,861234.7056243542
CRUDE,2024,,,,INDIA,,908188.603987068
CRUDE,2025,,,,INDIA,,958650.6249446912
CRUDE,2026,,,,INDIA,,1009661.1851348651
CRUDE,2027,,,,INDIA,,1063208.008290319
CRUDE,2028,,,,INDIA,,1119531.5752711229
CRUDE,2029,,,,INDIA,,1179107.932364578
CRUDE,2030,,,,INDIA,,1241778.480989783
CRUDE,2031,,,,INDIA,,1308064.812003329
