EnergyCarrier,Year,Season,DayType,DaySlice,ModelGeography,SubGeography1,ImpPECCostInBT_BA
BIOGAS,2030,,,,INDIA,,0.0
BIOGAS,2031,,,,INDIA,,0.0
BIOMASS,2021,,,,INDIA,,0.0
BIOMASS,2022,,,,INDIA,,0.0
BIOMASS,2023,,,,INDIA,,0.0
BIOMASS,2024,,,,INDIA,,0.0
BIOMASS,2025,,,,INDIA,,0.0
BIOMASS,2026,,,,INDIA,,0.0
BIOMASS,2027,,,,INDIA,,0.0
BIOMASS,2028,,,,INDIA,,0.0
BIOMASS,2029,,,,INDIA,,0.0
BIOMASS,2030,,,,INDIA,,0.0
BIOMASS,2031,,,,INDIA,,0.0
CRUDE,2021,,,,INDIA,,3302895.826661826
CRUDE,2022,,,,INDIA,,3815308.55993554
CRUDE,2023,,,,INDIA,,4557132.0625811815
CRUDE,2024,,,,INDIA,,5000231.363800247
CRUDE,2025,,,,INDIA,,5485803.737921564
CRUDE,2026,,,,INDIA,,5996203.33846776
CRUDE,2027,,,,INDIA,,6544132.8863206655
CRUDE,2028,,,,INDIA,,7136481.118610894
CRUDE,2029,,,,INDIA,,7775263.659310727
CRUDE,2030,,,,INDIA,,8464185.264528714
CRUDE,2031,,,,INDIA,,9205346.679021971
