EnergyCarrier,Year,Season,DayType,DaySlice,ModelGeography,SubGeography1,DECCostInBT_BA
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,ER,167.90218818712046
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,WR,538.0478135304284
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,NR,454.319227137597
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,SR,282.1614888660935
ELECTRICITY,2021,SUMMER,ALLDAYS,EARLY,INDIA,NER,9.18899738290552
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,ER,195.60469922195452
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,WR,621.3664115137317
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,NR,586.6661404290845
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,SR,326.3248715928694
ELECTRICITY,2021,SUMMER,ALLDAYS,MORN,INDIA,NER,14.202779730929063
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,ER,198.94739624364757
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,WR,604.8228881915002
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,NR,605.1021007643972
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,SR,316.93355253765856
ELECTRICITY,2021,SUMMER,ALLDAYS,MID,INDIA,NER,17.965605659258586
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,ER,195.68975814037046
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,WR,569.4409779249496
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,NR,539.7136572356067
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,SR,291.36353028992346
ELECTRICITY,2021,SUMMER,ALLDAYS,AFTERNOON,INDIA,NER,15.75568922283922
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,ER,314.45998739583683
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,WR,768.9223627661818
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,NR,911.6614136670802
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,SR,417.38944457273084
ELECTRICITY,2021,SUMMER,ALLDAYS,EVENING,INDIA,NER,30.950380892748353
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,ER,402.47477234439197
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,WR,1222.4304882364377
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,NR,1161.7514710984901
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,SR,644.0657239200002
ELECTRICITY,2021,SUMMER,ALLDAYS,NIGHT,INDIA,NER,21.233830698130188
ELECTRICITY,2021,MONSOON,ALLDAYS,EARLY,INDIA,ER,183.19322793195724
ELECTRICITY,2021,MONSOON,ALLDAYS,EARLY,INDIA,WR,419.5922397994468
ELECTRICITY,2021,MONSOON,ALLDAYS,EARLY,INDIA,NR,417.5237050698453
ELECTRICITY,2021,MONSOON,ALLDAYS,EARLY,INDIA,SR,215.95392835842065
ELECTRICITY,2021,MONSOON,ALLDAYS,EARLY,INDIA,NER,13.284955223592254
ELECTRICITY,2021,MONSOON,ALLDAYS,MORN,INDIA,ER,191.568306180231
ELECTRICITY,2021,MONSOON,ALLDAYS,MORN,INDIA,WR,486.0554373071643
ELECTRICITY,2021,MONSOON,ALLDAYS,MORN,INDIA,NR,443.68718342384534
ELECTRICITY,2021,MONSOON,ALLDAYS,MORN,INDIA,SR,248.69063080002547
ELECTRICITY,2021,MONSOON,ALLDAYS,MORN,INDIA,NER,14.248069657231
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,ER,196.38955281043542
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,WR,510.3907318645554
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,NR,497.4251292111826
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,SR,264.3766132465658
ELECTRICITY,2021,MONSOON,ALLDAYS,MID,INDIA,NER,17.983362856405208
ELECTRICITY,2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,ER,195.09674693557983
ELECTRICITY,2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,WR,499.4825689500759
ELECTRICITY,2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,NR,529.5777946475372
ELECTRICITY,2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,SR,255.65113216265587
ELECTRICITY,2021,MONSOON,ALLDAYS,AFTERNOON,INDIA,NER,16.548502082089858
ELECTRICITY,2021,MONSOON,ALLDAYS,EVENING,INDIA,ER,300.45521670619365
ELECTRICITY,2021,MONSOON,ALLDAYS,EVENING,INDIA,WR,594.2262508772892
ELECTRICITY,2021,MONSOON,ALLDAYS,EVENING,INDIA,NR,785.7332905082995
ELECTRICITY,2021,MONSOON,ALLDAYS,EVENING,INDIA,SR,320.09179240267594
ELECTRICITY,2021,MONSOON,ALLDAYS,EVENING,INDIA,NER,34.09413734382056
ELECTRICITY,2021,MONSOON,ALLDAYS,NIGHT,INDIA,ER,410.7035993568843
ELECTRICITY,2021,MONSOON,ALLDAYS,NIGHT,INDIA,WR,796.3939396481642
ELECTRICITY,2021,MONSOON,ALLDAYS,NIGHT,INDIA,NR,943.3717813429816
ELECTRICITY,2021,MONSOON,ALLDAYS,NIGHT,INDIA,SR,380.20611001835215
ELECTRICITY,2021,MONSOON,ALLDAYS,NIGHT,INDIA,NER,23.152537063857263
ELECTRICITY,2021,AUTUMN,ALLDAYS,EARLY,INDIA,ER,145.3416632713918
ELECTRICITY,2021,AUTUMN,ALLDAYS,EARLY,INDIA,WR,443.95652272017423
