ConsumerType1,ConsumerType2,ModelGeography,SubGeography1,SubGeography2,Year,Penetration
RURAL,Q1,INDIA,NR,JK,2021,0.090547258
RURAL,Q2,INDIA,NR,JK,2021,0.136928595
RURAL,Q3,INDIA,NR,JK,2021,0.17124854
RURAL,Q4,INDIA,NR,JK,2021,0.217578383
RURAL,Q5,INDIA,NR,JK,2021,0.382652584
URBAN,Q1,INDIA,NR,JK,2021,0.16422884
URBAN,Q2,INDIA,NR,JK,2021,0.235559548
URBAN,Q3,INDIA,NR,JK,2021,0.296708263
URBAN,Q4,INDIA,NR,JK,2021,0.376344331
URBAN,Q5,INDIA,NR,JK,2021,0.493043594
RURAL,Q1,INDIA,NR,JK,2022,0.098983191
RURAL,Q2,INDIA,NR,JK,2022,0.148325622
RURAL,Q3,INDIA,NR,JK,2022,0.183567419
RURAL,Q4,INDIA,NR,JK,2022,0.231868703
RURAL,Q5,INDIA,NR,JK,2022,0.40445057
URBAN,Q1,INDIA,NR,JK,2022,0.17448426
URBAN,Q2,INDIA,NR,JK,2022,0.246342858
URBAN,Q3,INDIA,NR,JK,2022,0.305622769
URBAN,Q4,INDIA,NR,JK,2022,0.383514172
URBAN,Q5,INDIA,NR,JK,2022,0.494927769
RURAL,Q1,INDIA,NR,JK,2023,0.10533588
RURAL,Q2,INDIA,NR,JK,2023,0.156658256
RURAL,Q3,INDIA,NR,JK,2023,0.192268685
RURAL,Q4,INDIA,NR,JK,2023,0.241683119
RURAL,Q5,INDIA,NR,JK,2023,0.418293278
URBAN,Q1,INDIA,NR,JK,2023,0.181257114
URBAN,Q2,INDIA,NR,JK,2023,0.252669233
URBAN,Q3,INDIA,NR,JK,2023,0.309804321
URBAN,Q4,INDIA,NR,JK,2023,0.385428627
URBAN,Q5,INDIA,NR,JK,2023,0.491459764
RURAL,Q1,INDIA,NR,JK,2024,0.109627892
RURAL,Q2,INDIA,NR,JK,2024,0.162039964
RURAL,Q3,INDIA,NR,JK,2024,0.197564054
RURAL,Q4,INDIA,NR,JK,2024,0.247356144
RURAL,Q5,INDIA,NR,JK,2024,0.42515068
URBAN,Q1,INDIA,NR,JK,2024,0.184987869
URBAN,Q2,INDIA,NR,JK,2024,0.25526683
URBAN,Q3,INDIA,NR,JK,2024,0.31014779
URBAN,Q4,INDIA,NR,JK,2024,0.383226947
URBAN,Q5,INDIA,NR,JK,2024,0.484046957
RURAL,Q1,INDIA,NR,JK,2025,0.113300978
RURAL,Q2,INDIA,NR,JK,2025,0.166438207
RURAL,Q3,INDIA,NR,JK,2025,0.201624322
RURAL,Q4,INDIA,NR,JK,2025,0.251436655
RURAL,Q5,INDIA,NR,JK,2025,0.428957563
URBAN,Q1,INDIA,NR,JK,2025,0.187860344
URBAN,Q2,INDIA,NR,JK,2025,0.256663471
URBAN,Q3,INDIA,NR,JK,2025,0.309135663
URBAN,Q4,INDIA,NR,JK,2025,0.37942907
URBAN,Q5,INDIA,NR,JK,2025,0.474860324
RURAL,Q1,INDIA,NR,JK,2026,0.116247333
RURAL,Q2,INDIA,NR,JK,2026,0.169702945
RURAL,Q3,INDIA,NR,JK,2026,0.204281321
RURAL,Q4,INDIA,NR,JK,2026,0.253725664
RURAL,Q5,INDIA,NR,JK,2026,0.429427793
URBAN,Q1,INDIA,NR,JK,2026,0.18989356
URBAN,Q2,INDIA,NR,JK,2026,0.256899455
URBAN,Q3,INDIA,NR,JK,2026,0.306824418
