ConsumerType1,ConsumerType2,ModelGeography,SubGeography1,SubGeography2,Year,Penetration,
RURAL,Q2,INDIA,NR,PB,2022,0.573378856,
RURAL,Q3,INDIA,ER,JH,2022,0.72499628,
RURAL,Q3,INDIA,NR,PB,2022,0.517708588,
RURAL,Q4,INDIA,ER,JH,2022,0.760310189,
RURAL,Q4,INDIA,NR,PB,2022,0.418469026,
RURAL,Q5,INDIA,ER,JH,2022,0.808085961,
RURAL,Q5,INDIA,NR,PB,2022,0.248734306,
URBAN,Q1,INDIA,ER,JH,2022,0.809326547,
URBAN,Q1,INDIA,NR,PB,2022,0.457929557,
URBAN,Q2,INDIA,ER,JH,2022,0.81844222,
URBAN,Q2,INDIA,NR,PB,2022,0.351664699,
URBAN,Q3,INDIA,ER,JH,2022,0.791362073,
URBAN,Q3,INDIA,NR,PB,2022,0.273434007,
URBAN,Q4,INDIA,ER,JH,2022,0.731988347,
URBAN,Q4,INDIA,NR,PB,2022,0.213512531,
URBAN,Q5,INDIA,ER,JH,2022,0.555993928,
URBAN,Q5,INDIA,NR,PB,2022,0.0953541,
RURAL,Q1,INDIA,ER,JH,2023,0.646002452,
RURAL,Q1,INDIA,NR,PB,2023,0.639019787,
RURAL,Q2,INDIA,ER,JH,2023,0.70051941,
RURAL,Q2,INDIA,NR,PB,2023,0.546549341,
RURAL,Q3,INDIA,ER,JH,2023,0.7357007,
RURAL,Q3,INDIA,NR,PB,2023,0.493808934,
RURAL,Q4,INDIA,ER,JH,2023,0.768592306,
RURAL,Q4,INDIA,NR,PB,2023,0.394634802,
RURAL,Q5,INDIA,ER,JH,2023,0.809854512,
RURAL,Q5,INDIA,NR,PB,2023,0.230339883,
URBAN,Q1,INDIA,ER,JH,2023,0.813450843,
URBAN,Q1,INDIA,NR,PB,2023,0.431477965,
URBAN,Q2,INDIA,ER,JH,2023,0.815887199,
URBAN,Q2,INDIA,NR,PB,2023,0.333187235,
URBAN,Q3,INDIA,ER,JH,2023,0.783901394,
URBAN,Q3,INDIA,NR,PB,2023,0.258611453,
URBAN,Q4,INDIA,ER,JH,2023,0.719296743,
URBAN,Q4,INDIA,NR,PB,2023,0.20228191,
URBAN,Q5,INDIA,ER,JH,2023,0.536661173,
URBAN,Q5,INDIA,NR,PB,2023,0.089601035,
RURAL,Q1,INDIA,ER,JH,2024,0.65853901,
RURAL,Q1,INDIA,NR,PB,2024,0.618628398,
RURAL,Q2,INDIA,ER,JH,2024,0.710842747,
RURAL,Q2,INDIA,NR,PB,2024,0.524578302,
RURAL,Q3,INDIA,ER,JH,2024,0.743811703,
RURAL,Q3,INDIA,NR,PB,2024,0.474528368,
RURAL,Q4,INDIA,ER,JH,2024,0.774720572,
RURAL,Q4,INDIA,NR,PB,2024,0.375791052,
RURAL,Q5,INDIA,ER,JH,2024,0.810507074,
RURAL,Q5,INDIA,NR,PB,2024,0.21626026,
URBAN,Q1,INDIA,ER,JH,2024,0.81610899,
URBAN,Q1,INDIA,NR,PB,2024,0.410421207,
URBAN,Q2,INDIA,ER,JH,2024,0.813161899,
URBAN,Q2,INDIA,NR,PB,2024,0.318705868,
URBAN,Q3,INDIA,ER,JH,2024,0.777297526,
URBAN,Q3,INDIA,NR,PB,2024,0.247104568,
URBAN,Q4,INDIA,ER,JH,2024,0.708534761,
URBAN,Q4,INDIA,NR,PB,2024,0.193602565,
URBAN,Q5,INDIA,ER,JH,2024,0.520969279,
URBAN,Q5,INDIA,NR,PB,2024,0.085218916,
RURAL,Q1,INDIA,ER,JH,2025,0.670394618,
RURAL,Q1,INDIA,NR,PB,2025,0.598043216,
RURAL,Q2,INDIA,ER,JH,2025,0.720479728,
RURAL,Q2,INDIA,NR,PB,2025,0.502908073,
RURAL,Q3,INDIA,ER,JH,2025,0.751306663,
RURAL,Q3,INDIA,NR,PB,2025,0.455718053,
RURAL,Q4,INDIA,ER,JH,2025,0.780250253,
RURAL,Q4,INDIA,NR,PB,2025,0.35772734,
RURAL,Q5,INDIA,ER,JH,2025,0.810478239,
RURAL,Q5,INDIA,NR,PB,2025,0.203129626,
URBAN,Q1,INDIA,ER,JH,2025,0.818137366,
URBAN,Q1,INDIA,NR,PB,2025,0.390139523,
URBAN,Q2,INDIA,ER,JH,2025,0.809919101,
URBAN,Q2,INDIA,NR,PB,2025,0.304898225,
URBAN,Q3,INDIA,ER,JH,2025,0.770324834,
URBAN,Q3,INDIA,NR,PB,2025,0.236213747,
URBAN,Q4,INDIA,ER,JH,2025,0.697551547,
URBAN,Q4,INDIA,NR,PB,2025,0.185412425,
URBAN,Q5,INDIA,ER,JH,2025,0.505545072,
URBAN,Q5,INDIA,NR,PB,2025,0.081133912,
RURAL,Q1,INDIA,ER,JH,2026,0.681693936,
RURAL,Q1,INDIA,NR,PB,2026,0.577182183,
RURAL,Q2,INDIA,ER,JH,2026,0.729542937,
RURAL,Q2,INDIA,NR,PB,2026,0.481428876,
RURAL,Q3,INDIA,ER,JH,2026,0.758280342,
RURAL,Q3,INDIA,NR,PB,2026,0.437247141,
RURAL,Q4,INDIA,ER,JH,2026,0.78525991,
RURAL,Q4,INDIA,NR,PB,2026,0.340288551,
RURAL,Q5,INDIA,ER,JH,2026,0.809801102,
RURAL,Q5,INDIA,NR,PB,2026,0.190779187,
URBAN,Q1,INDIA,ER,JH,2026,0.819585663,
URBAN,Q1,INDIA,NR,PB,2026,0.370481808,
URBAN,Q2,INDIA,ER,JH,2026,0.806155901,
URBAN,Q2,INDIA,NR,PB,2026,0.291621671,
URBAN,Q3,INDIA,ER,JH,2026,0.762944394,
URBAN,Q3,INDIA,NR,PB,2026,0.225811528,
URBAN,Q4,INDIA,ER,JH,2026,0.686276614,
URBAN,Q4,INDIA,NR,PB,2026,0.177608916,
URBAN,Q5,INDIA,ER,JH,2026,0.49027272,
URBAN,Q5,INDIA,NR,PB,2026,0.07728621,
RURAL,Q1,INDIA,ER,JH,2027,0.692396934,
RURAL,Q1,INDIA,NR,PB,2027,0.556240318,
RURAL,Q2,INDIA,ER,JH,2027,0.738009636,
RURAL,Q2,INDIA,NR,PB,2027,0.460319209,
RURAL,Q3,INDIA,ER,JH,2027,0.764721068,
RURAL,Q3,INDIA,NR,PB,2027,0.419238162,
RURAL,Q4,INDIA,ER,JH,2027,0.789748422,
RURAL,Q4,INDIA,NR,PB,2027,0.323563312,
RURAL,Q5,INDIA,ER,JH,2027,0.808505135,
RURAL,Q5,INDIA,NR,PB,2027,0.179223167,
URBAN,Q1,INDIA,ER,JH,2027,0.820471652,
URBAN,Q1,INDIA,NR,PB,2027,0.351567262,
URBAN,Q2,INDIA,ER,JH,2027,0.801911295,
URBAN,Q2,INDIA,NR,PB,2027,0.278924475,
URBAN,Q3,INDIA,ER,JH,2027,0.755211915,
URBAN,Q3,INDIA,NR,PB,2027,0.215923323,
URBAN,Q4,INDIA,ER,JH,2027,0.674789951,
URBAN,Q4,INDIA,NR,PB,2027,0.170205826,
URBAN,Q5,INDIA,ER,JH,2027,0.475247454,
URBAN,Q5,INDIA,NR,PB,2027,0.073675366,
RURAL,Q1,INDIA,ER,JH,2028,0.7026802,
RURAL,Q1,INDIA,NR,PB,2028,0.534976398,
RURAL,Q2,INDIA,ER,JH,2028,0.74602627,
RURAL,Q2,INDIA,NR,PB,2028,0.43931791,
RURAL,Q3,INDIA,ER,JH,2028,0.770744467,
RURAL,Q3,INDIA,NR,PB,2028,0.401439792,
RURAL,Q4,INDIA,ER,JH,2028,0.793800898,
RURAL,Q4,INDIA,NR,PB,2028,0.307295972,
RURAL,Q5,INDIA,ER,JH,2028,0.806583507,
RURAL,Q5,INDIA,NR,PB,2028,0.168245055,
URBAN,Q1,INDIA,ER,JH,2028,0.820822923,
URBAN,Q1,INDIA,NR,PB,2028,0.333123972,
URBAN,Q2,INDIA,ER,JH,2028,0.797128645,
URBAN,Q2,INDIA,NR,PB,2028,0.266595409,
URBAN,Q3,INDIA,ER,JH,2028,0.747016619,
URBAN,Q3,INDIA,NR,PB,2028,0.206374169,
URBAN,Q4,INDIA,ER,JH,2028,0.662928417,
URBAN,Q4,INDIA,NR,PB,2028,0.163067592,
URBAN,Q5,INDIA,ER,JH,2028,0.460251173,
URBAN,Q5,INDIA,NR,PB,2028,0.070229469,
RURAL,Q1,INDIA,ER,JH,2029,0.712532461,
RURAL,Q1,INDIA,NR,PB,2029,0.513488179,
RURAL,Q2,INDIA,ER,JH,2029,0.75358733,
RURAL,Q2,INDIA,NR,PB,2029,0.418510752,
RURAL,Q3,INDIA,ER,JH,2029,0.776348232,
RURAL,Q3,INDIA,NR,PB,2029,0.383901356,
RURAL,Q4,INDIA,ER,JH,2029,0.797416464,
RURAL,Q4,INDIA,NR,PB,2029,0.291515094,
RURAL,Q5,INDIA,ER,JH,2029,0.804035604,
RURAL,Q5,INDIA,NR,PB,2029,0.157833072,
URBAN,Q1,INDIA,ER,JH,2029,0.820638762,
URBAN,Q1,INDIA,NR,PB,2029,0.3151981,
URBAN,Q2,INDIA,ER,JH,2029,0.791809382,
URBAN,Q2,INDIA,NR,PB,2029,0.254642594,
URBAN,Q3,INDIA,ER,JH,2029,0.738366662,
URBAN,Q3,INDIA,NR,PB,2029,0.197162374,
URBAN,Q4,INDIA,ER,JH,2029,0.650712967,
URBAN,Q4,INDIA,NR,PB,2029,0.156189486,
URBAN,Q5,INDIA,ER,JH,2029,0.44531656,
URBAN,Q5,INDIA,NR,PB,2029,0.066941854,
RURAL,Q1,INDIA,ER,JH,2030,0.72194377,
RURAL,Q1,INDIA,NR,PB,2030,0.491874693,
RURAL,Q2,INDIA,ER,JH,2030,0.760688167,
RURAL,Q2,INDIA,NR,PB,2030,0.397978947,
RURAL,Q3,INDIA,ER,JH,2030,0.781530501,
RURAL,Q3,INDIA,NR,PB,2030,0.366668552,
RURAL,Q4,INDIA,ER,JH,2030,0.800594452,
RURAL,Q4,INDIA,NR,PB,2030,0.276244323,
RURAL,Q5,INDIA,ER,JH,2030,0.800861204,
RURAL,Q5,INDIA,NR,PB,2030,0.147973224,
URBAN,Q1,INDIA,ER,JH,2030,0.819918462,
URBAN,Q1,INDIA,NR,PB,2030,0.297829085,
URBAN,Q2,INDIA,ER,JH,2030,0.785955677,
URBAN,Q2,INDIA,NR,PB,2030,0.243072024,
URBAN,Q3,INDIA,ER,JH,2030,0.729271488,
URBAN,Q3,INDIA,NR,PB,2030,0.188285162,
URBAN,Q4,INDIA,ER,JH,2030,0.638166088,
URBAN,Q4,INDIA,NR,PB,2030,0.149566384,
URBAN,Q5,INDIA,ER,JH,2030,0.430475251,
URBAN,Q5,INDIA,NR,PB,2030,0.063806019,
RURAL,Q1,INDIA,ER,JH,2031,0.730905429,
RURAL,Q1,INDIA,NR,PB,2031,0.470234752,
RURAL,Q2,INDIA,ER,JH,2031,0.767324904,
RURAL,Q2,INDIA,NR,PB,2031,0.377798145,
RURAL,Q3,INDIA,ER,JH,2031,0.786289805,
RURAL,Q3,INDIA,NR,PB,2031,0.349783127,
RURAL,Q4,INDIA,ER,JH,2031,0.803334371,
RURAL,Q4,INDIA,NR,PB,2031,0.261502485,
RURAL,Q5,INDIA,ER,JH,2031,0.797060578,
RURAL,Q5,INDIA,NR,PB,2031,0.138649681,
URBAN,Q1,INDIA,ER,JH,2031,0.818661355,
URBAN,Q1,INDIA,NR,PB,2031,0.281049617,
URBAN,Q2,INDIA,ER,JH,2031,0.779570556,
URBAN,Q2,INDIA,NR,PB,2031,0.231887676,
URBAN,Q3,INDIA,ER,JH,2031,0.719741885,
URBAN,Q3,INDIA,NR,PB,2031,0.179738775,
URBAN,Q4,INDIA,ER,JH,2031,0.625311724,
URBAN,Q4,INDIA,NR,PB,2031,0.143192818,
URBAN,Q5,INDIA,ER,JH,2031,0.41575763,
URBAN,Q5,INDIA,NR,PB,2031,0.060815634,
RURAL,Q1,INDIA,ER,OD,2021,0.735352125,
RURAL,Q1,INDIA,NR,UK,2021,0.520689854,
RURAL,Q2,INDIA,ER,OD,2021,0.77378213,
RURAL,Q2,INDIA,NR,UK,2021,0.57338345,
RURAL,Q3,INDIA,ER,OD,2021,0.791956252,
RURAL,Q3,INDIA,NR,UK,2021,0.603171098,
RURAL,Q4,INDIA,ER,OD,2021,0.802301995,
RURAL,Q4,INDIA,NR,UK,2021,0.620842227,
RURAL,Q5,INDIA,ER,OD,2021,0.789848109,
RURAL,Q5,INDIA,NR,UK,2021,0.577702272,
URBAN,Q1,INDIA,ER,OD,2021,0.802435389,
URBAN,Q1,INDIA,NR,UK,2021,0.641097364,
URBAN,Q2,INDIA,ER,OD,2021,0.754297974,
URBAN,Q2,INDIA,NR,UK,2021,0.625339239,
URBAN,Q3,INDIA,ER,OD,2021,0.687966015,
URBAN,Q3,INDIA,NR,UK,2021,0.56885337,
URBAN,Q4,INDIA,ER,OD,2021,0.582366115,
URBAN,Q4,INDIA,NR,UK,2021,0.483679542,
URBAN,Q5,INDIA,ER,OD,2021,0.323401871,
URBAN,Q5,INDIA,NR,UK,2021,0.235244699,
RURAL,Q1,INDIA,ER,OD,2022,0.752407213,
RURAL,Q1,INDIA,NR,UK,2022,0.531903156,
RURAL,Q2,INDIA,ER,OD,2022,0.783898056,
RURAL,Q2,INDIA,NR,UK,2022,0.581681961,
RURAL,Q3,INDIA,ER,OD,2022,0.797456985,
RURAL,Q3,INDIA,NR,UK,2022,0.60831934,
RURAL,Q4,INDIA,ER,OD,2022,0.803488214,
RURAL,Q4,INDIA,NR,UK,2022,0.622340967,
RURAL,Q5,INDIA,ER,OD,2022,0.783269869,
RURAL,Q5,INDIA,NR,UK,2022,0.567018431,
URBAN,Q1,INDIA,ER,OD,2022,0.792188892,
URBAN,Q1,INDIA,NR,UK,2022,0.64144508,
URBAN,Q2,INDIA,ER,OD,2022,0.734319115,
URBAN,Q2,INDIA,NR,UK,2022,0.620672559,
URBAN,Q3,INDIA,ER,OD,2022,0.664634895,
URBAN,Q3,INDIA,NR,UK,2022,0.559578042,
URBAN,Q4,INDIA,ER,OD,2022,0.553345645,
URBAN,Q4,INDIA,NR,UK,2022,0.471184525,
URBAN,Q5,INDIA,ER,OD,2022,0.287985753,
URBAN,Q5,INDIA,NR,UK,2022,0.219334409,
RURAL,Q1,INDIA,ER,OD,2023,0.764788485,
RURAL,Q1,INDIA,NR,UK,2023,0.540870892,
RURAL,Q2,INDIA,ER,OD,2023,0.790727613,
RURAL,Q2,INDIA,NR,UK,2023,0.588073489,
RURAL,Q3,INDIA,ER,OD,2023,0.800691707,
RURAL,Q3,INDIA,NR,UK,2023,0.612039649,
RURAL,Q4,INDIA,ER,OD,2023,0.803201515,
RURAL,Q4,INDIA,NR,UK,2023,0.622973977,
RURAL,Q5,INDIA,ER,OD,2023,0.776847294,
RURAL,Q5,INDIA,NR,UK,2023,0.557374832,
URBAN,Q1,INDIA,ER,OD,2023,0.781208843,
URBAN,Q1,INDIA,NR,UK,2023,0.641238496,
URBAN,Q2,INDIA,ER,OD,2023,0.715635428,
URBAN,Q2,INDIA,NR,UK,2023,0.616357716,
URBAN,Q3,INDIA,ER,OD,2023,0.644067492,
URBAN,Q3,INDIA,NR,UK,2023,0.551526852,
URBAN,Q4,INDIA,ER,OD,2023,0.52872723,
URBAN,Q4,INDIA,NR,UK,2023,0.460634189,
URBAN,Q5,INDIA,ER,OD,2023,0.260354918,
URBAN,Q5,INDIA,NR,UK,2023,0.206635369,
RURAL,Q1,INDIA,ER,OD,2024,0.773880177,
RURAL,Q1,INDIA,NR,UK,2024,0.54813814,
RURAL,Q2,INDIA,ER,OD,2024,0.795337856,
RURAL,Q2,INDIA,NR,UK,2024,0.593072502,
RURAL,Q3,INDIA,ER,OD,2024,0.802465555,
RURAL,Q3,INDIA,NR,UK,2024,0.614763097,
RURAL,Q4,INDIA,ER,OD,2024,0.802072266,
RURAL,Q4,INDIA,NR,UK,2024,0.623071359,
RURAL,Q5,INDIA,ER,OD,2024,0.770806968,
RURAL,Q5,INDIA,NR,UK,2024,0.548763142,
URBAN,Q1,INDIA,ER,OD,2024,0.770287365,
URBAN,Q1,INDIA,NR,UK,2024,0.640715534,
URBAN,Q2,INDIA,ER,OD,2024,0.698589668,
URBAN,Q2,INDIA,NR,UK,2024,0.612431462,
URBAN,Q3,INDIA,ER,OD,2024,0.626094776,
URBAN,Q3,INDIA,NR,UK,2024,0.54453487,
URBAN,Q4,INDIA,ER,OD,2024,0.507874133,
URBAN,Q4,INDIA,NR,UK,2024,0.45167198,
URBAN,Q5,INDIA,ER,OD,2024,0.238562854,
URBAN,Q5,INDIA,NR,UK,2024,0.196346801,
RURAL,Q1,INDIA,ER,OD,2025,0.781656374,
RURAL,Q1,INDIA,NR,UK,2025,0.555014931,
RURAL,Q2,INDIA,ER,OD,2025,0.798875662,
RURAL,Q2,INDIA,NR,UK,2025,0.597635579,
RURAL,Q3,INDIA,ER,OD,2025,0.803376062,
RURAL,Q3,INDIA,NR,UK,2025,0.617070906,
RURAL,Q4,INDIA,ER,OD,2025,0.800171019,
RURAL,Q4,INDIA,NR,UK,2025,0.622778735,
RURAL,Q5,INDIA,ER,OD,2025,0.764282045,
RURAL,Q5,INDIA,NR,UK,2025,0.539889446,
URBAN,Q1,INDIA,ER,OD,2025,0.758042022,
URBAN,Q1,INDIA,NR,UK,2025,0.639891423,
URBAN,Q2,INDIA,ER,OD,2025,0.680668579,
URBAN,Q2,INDIA,NR,UK,2025,0.608315087,
URBAN,Q3,INDIA,ER,OD,2025,0.607833892,
URBAN,Q3,INDIA,NR,UK,2025,0.537480726,
URBAN,Q4,INDIA,ER,OD,2025,0.48726301,
URBAN,Q4,INDIA,NR,UK,2025,0.442803476,
URBAN,Q5,INDIA,ER,OD,2025,0.218417017,
URBAN,Q5,INDIA,NR,UK,2025,0.186605225,
RURAL,Q1,INDIA,ER,OD,2026,0.788212899,
RURAL,Q1,INDIA,NR,UK,2026,0.561554018,
RURAL,Q2,INDIA,ER,OD,2026,0.801403553,
RURAL,Q2,INDIA,NR,UK,2026,0.60180448,
RURAL,Q3,INDIA,ER,OD,2026,0.803461076,
RURAL,Q3,INDIA,NR,UK,2026,0.618992099,
RURAL,Q4,INDIA,ER,OD,2026,0.797512851,
RURAL,Q4,INDIA,NR,UK,2026,0.622109842,
RURAL,Q5,INDIA,ER,OD,2026,0.757248771,
RURAL,Q5,INDIA,NR,UK,2026,0.530725724,
URBAN,Q1,INDIA,ER,OD,2026,0.744455792,
URBAN,Q1,INDIA,NR,UK,2026,0.638773385,
URBAN,Q2,INDIA,ER,OD,2026,0.661844902,
URBAN,Q2,INDIA,NR,UK,2026,0.603992183,
URBAN,Q3,INDIA,ER,OD,2026,0.589230273,
URBAN,Q3,INDIA,NR,UK,2026,0.530326686,
URBAN,Q4,INDIA,ER,OD,2026,0.466818928,
URBAN,Q4,INDIA,NR,UK,2026,0.433974283,
URBAN,Q5,INDIA,ER,OD,2026,0.19972051,
URBAN,Q5,INDIA,NR,UK,2026,0.17732077,
RURAL,Q1,INDIA,ER,OD,2027,0.793556353,
RURAL,Q1,INDIA,NR,UK,2027,0.567734774,
RURAL,Q2,INDIA,ER,OD,2027,0.802940618,
RURAL,Q2,INDIA,NR,UK,2027,0.605571715,
RURAL,Q3,INDIA,ER,OD,2027,0.802744612,
RURAL,Q3,INDIA,NR,UK,2027,0.620530097,
RURAL,Q4,INDIA,ER,OD,2027,0.794130773,
RURAL,Q4,INDIA,NR,UK,2027,0.621080223,
RURAL,Q5,INDIA,ER,OD,2027,0.749754387,
RURAL,Q5,INDIA,NR,UK,2027,0.521335596,
URBAN,Q1,INDIA,ER,OD,2027,0.72964801,
URBAN,Q1,INDIA,NR,UK,2027,0.637376214,
URBAN,Q2,INDIA,ER,OD,2027,0.642290423,
URBAN,Q2,INDIA,NR,UK,2027,0.599489049,
URBAN,Q3,INDIA,ER,OD,2027,0.570429069,
URBAN,Q3,INDIA,NR,UK,2027,0.523109045,
URBAN,Q4,INDIA,ER,OD,2027,0.446688036,
URBAN,Q4,INDIA,NR,UK,2027,0.425223461,
URBAN,Q5,INDIA,ER,OD,2027,0.182485789,
URBAN,Q5,INDIA,NR,UK,2027,0.168507074,
RURAL,Q1,INDIA,ER,OD,2028,0.797768196,
RURAL,Q1,INDIA,NR,UK,2028,0.573630801,
RURAL,Q2,INDIA,ER,OD,2028,0.80351982,
RURAL,Q2,INDIA,NR,UK,2028,0.608985411,
RURAL,Q3,INDIA,ER,OD,2028,0.801229485,
RURAL,Q3,INDIA,NR,UK,2028,0.6217088,
RURAL,Q4,INDIA,ER,OD,2028,0.789993691,
RURAL,Q4,INDIA,NR,UK,2028,0.619685489,
RURAL,Q5,INDIA,ER,OD,2028,0.741716874,
RURAL,Q5,INDIA,NR,UK,2028,0.511632006,
URBAN,Q1,INDIA,ER,OD,2028,0.713490245,
URBAN,Q1,INDIA,NR,UK,2028,0.635689616,
URBAN,Q2,INDIA,ER,OD,2028,0.621853962,
URBAN,Q2,INDIA,NR,UK,2028,0.594758649,
URBAN,Q3,INDIA,ER,OD,2028,0.551262568,
URBAN,Q3,INDIA,NR,UK,2028,0.515748846,
URBAN,Q4,INDIA,ER,OD,2028,0.426681253,
URBAN,Q4,INDIA,NR,UK,2028,0.416451832,
URBAN,Q5,INDIA,ER,OD,2028,0.166445931,
URBAN,Q5,INDIA,NR,UK,2028,0.160043468,
RURAL,Q1,INDIA,ER,OD,2029,0.800837903,
RURAL,Q1,INDIA,NR,UK,2029,0.579232489,
RURAL,Q2,INDIA,ER,OD,2029,0.803135126,
RURAL,Q2,INDIA,NR,UK,2029,0.612039833,
RURAL,Q3,INDIA,ER,OD,2029,0.798912581,
RURAL,Q3,INDIA,NR,UK,2029,0.622526329,
RURAL,Q4,INDIA,ER,OD,2029,0.785101384,
RURAL,Q4,INDIA,NR,UK,2029,0.617927943,
RURAL,Q5,INDIA,ER,OD,2029,0.733144796,
RURAL,Q5,INDIA,NR,UK,2029,0.501641029,
URBAN,Q1,INDIA,ER,OD,2029,0.696033998,
URBAN,Q1,INDIA,NR,UK,2029,0.633715875,
URBAN,Q2,INDIA,ER,OD,2029,0.600633598,
URBAN,Q2,INDIA,NR,UK,2029,0.589807132,
URBAN,Q3,INDIA,ER,OD,2029,0.531806718,
URBAN,Q3,INDIA,NR,UK,2029,0.508256241,
URBAN,Q4,INDIA,ER,OD,2029,0.406874238,
URBAN,Q4,INDIA,NR,UK,2029,0.407670721,
URBAN,Q5,INDIA,ER,OD,2029,0.151572347,
URBAN,Q5,INDIA,NR,UK,2029,0.151926089,
RURAL,Q1,INDIA,ER,OD,2030,0.802755627,
RURAL,Q1,INDIA,NR,UK,2030,0.584530716,
RURAL,Q2,INDIA,ER,OD,2030,0.801780949,
RURAL,Q2,INDIA,NR,UK,2030,0.614729858,
RURAL,Q3,INDIA,ER,OD,2030,0.795791374,
RURAL,Q3,INDIA,NR,UK,2030,0.622981392,
RURAL,Q4,INDIA,ER,OD,2030,0.779454781,
RURAL,Q4,INDIA,NR,UK,2030,0.615810524,
RURAL,Q5,INDIA,ER,OD,2030,0.72404829,
RURAL,Q5,INDIA,NR,UK,2030,0.491389378,
URBAN,Q1,INDIA,ER,OD,2030,0.677344085,
URBAN,Q1,INDIA,NR,UK,2030,0.631457659,
URBAN,Q2,INDIA,ER,OD,2030,0.578736911,
URBAN,Q2,INDIA,NR,UK,2030,0.584640953,
URBAN,Q3,INDIA,ER,OD,2030,0.512139452,
URBAN,Q3,INDIA,NR,UK,2030,0.500641496,
URBAN,Q4,INDIA,ER,OD,2030,0.387338413,
URBAN,Q4,INDIA,NR,UK,2030,0.398891185,
URBAN,Q5,INDIA,ER,OD,2030,0.137826267,
URBAN,Q5,INDIA,NR,UK,2030,0.144149897,
RURAL,Q1,INDIA,ER,OD,2031,0.803512066,
RURAL,Q1,INDIA,NR,UK,2031,0.589516875,
RURAL,Q2,INDIA,ER,OD,2031,0.799452294,
RURAL,Q2,INDIA,NR,UK,2031,0.617050975,
RURAL,Q3,INDIA,ER,OD,2031,0.791864107,
RURAL,Q3,INDIA,NR,UK,2031,0.623073291,
RURAL,Q4,INDIA,ER,OD,2031,0.773056182,
RURAL,Q4,INDIA,NR,UK,2031,0.613336803,
RURAL,Q5,INDIA,ER,OD,2031,0.714439158,
RURAL,Q5,INDIA,NR,UK,2031,0.480904253,
URBAN,Q1,INDIA,ER,OD,2031,0.657499205,
URBAN,Q1,INDIA,NR,UK,2031,0.628918021,
URBAN,Q2,INDIA,ER,OD,2031,0.556279654,
URBAN,Q2,INDIA,NR,UK,2031,0.579266861,
URBAN,Q3,INDIA,ER,OD,2031,0.492339722,
URBAN,Q3,INDIA,NR,UK,2031,0.492914963,
URBAN,Q4,INDIA,ER,OD,2031,0.368140184,
URBAN,Q4,INDIA,NR,UK,2031,0.390123977,
URBAN,Q5,INDIA,ER,OD,2031,0.125161019,
URBAN,Q5,INDIA,NR,UK,2031,0.13670882,
RURAL,Q1,INDIA,ER,WB,2021,0.726797248,
RURAL,Q1,INDIA,NR,HR,2021,0.694787231,
RURAL,Q2,INDIA,ER,WB,2021,0.786885549,
RURAL,Q2,INDIA,NR,HR,2021,0.564235251,
RURAL,Q3,INDIA,ER,WB,2021,0.82056551,
RURAL,Q3,INDIA,NR,HR,2021,0.493112481,
RURAL,Q4,INDIA,ER,WB,2021,0.852249572,
RURAL,Q4,INDIA,NR,HR,2021,0.40089734,
RURAL,Q5,INDIA,ER,WB,2021,0.893883666,
RURAL,Q5,INDIA,NR,HR,2021,0.306817076,
URBAN,Q1,INDIA,ER,WB,2021,0.886855594,
URBAN,Q1,INDIA,NR,HR,2021,0.417406726,
URBAN,Q2,INDIA,ER,WB,2021,0.908557801,
URBAN,Q2,INDIA,NR,HR,2021,0.258280166,
URBAN,Q3,INDIA,ER,WB,2021,0.904230827,
URBAN,Q3,INDIA,NR,HR,2021,0.185363821,
URBAN,Q4,INDIA,ER,WB,2021,0.881456377,
URBAN,Q4,INDIA,NR,HR,2021,0.111732828,
URBAN,Q5,INDIA,ER,WB,2021,0.736940265,
URBAN,Q5,INDIA,NR,HR,2021,0.031919598,
RURAL,Q1,INDIA,ER,WB,2022,0.743715678,
RURAL,Q1,INDIA,NR,HR,2022,0.668658252,
RURAL,Q2,INDIA,ER,WB,2022,0.800174971,
RURAL,Q2,INDIA,NR,HR,2022,0.53055941,
RURAL,Q3,INDIA,ER,WB,2022,0.830949085,
RURAL,Q3,INDIA,NR,HR,2022,0.462466829,
RURAL,Q4,INDIA,ER,WB,2022,0.86025328,
RURAL,Q4,INDIA,NR,HR,2022,0.370866613,
RURAL,Q5,INDIA,ER,WB,2022,0.897154158,
RURAL,Q5,INDIA,NR,HR,2022,0.289265706,
URBAN,Q1,INDIA,ER,WB,2022,0.89229756,
URBAN,Q1,INDIA,NR,HR,2022,0.382530495,
URBAN,Q2,INDIA,ER,WB,2022,0.90917515,
URBAN,Q2,INDIA,NR,HR,2022,0.229476595,
URBAN,Q3,INDIA,ER,WB,2022,0.900968588,
URBAN,Q3,INDIA,NR,HR,2022,0.164969663,
URBAN,Q4,INDIA,ER,WB,2022,0.873850462,
URBAN,Q4,INDIA,NR,HR,2022,0.097075426,
URBAN,Q5,INDIA,ER,WB,2022,0.712886719,
URBAN,Q5,INDIA,NR,HR,2022,0.026687918,
RURAL,Q1,INDIA,ER,WB,2023,0.756365426,
RURAL,Q1,INDIA,NR,HR,2023,0.645206002,
RURAL,Q2,INDIA,ER,WB,2023,0.809983426,
RURAL,Q2,INDIA,NR,HR,2023,0.501561602,
RURAL,Q3,INDIA,ER,WB,2023,0.838558142,
RURAL,Q3,INDIA,NR,HR,2023,0.436609214,
RURAL,Q4,INDIA,ER,WB,2023,0.866020466,
RURAL,Q4,INDIA,NR,HR,2023,0.346114749,
