ModelGeography,SubGeography1,SubGeography2,Year,4W+IPT3W+IPT4W+2W+BUS+RAIL
INDIA,WR,GJ,2039,10929.689980937814
INDIA,WR,GJ,2040,10762.5
INDIA,WR,GJ,2041,10597.86750145873
INDIA,WR,MH,2014,13453.125
INDIA,WR,MH,2015,13360.627477968035
INDIA,WR,MH,2016,13268.76592650663
INDIA,WR,MH,2017,13177.5359729736
INDIA,WR,MH,2018,13086.933274791047
INDIA,WR,MH,2019,12996.95351923865
INDIA,WR,MH,2020,13453.125
INDIA,WR,MH,2021,13360.627477968035
INDIA,WR,MH,2022,13268.76592650663
INDIA,WR,MH,2023,13177.5359729736
INDIA,WR,MH,2024,13086.933274791047
INDIA,WR,MH,2025,12996.95351923865
INDIA,WR,MH,2026,12907.592423248372
INDIA,WR,MH,2027,12818.84573320059
INDIA,WR,MH,2028,12730.709224721626
INDIA,WR,MH,2029,12643.178702482648
INDIA,WR,MH,2030,12556.25
INDIA,WR,MH,2031,12364.178751701851
INDIA,WR,MH,2032,12175.045591162614
INDIA,WR,MH,2033,11988.805574853488
INDIA,WR,MH,2034,11805.414446740722
INDIA,WR,MH,2035,11624.828627769097
INDIA,WR,MH,2036,11447.005205506268
INDIA,WR,MH,2037,11271.901923945532
INDIA,WR,MH,2038,11099.477173464576
INDIA,WR,MH,2039,10929.689980937814
INDIA,WR,MH,2040,10762.5
INDIA,WR,MH,2041,10597.86750145873
INDIA,WR,MP,2014,13453.125
INDIA,WR,MP,2015,13360.627477968035
INDIA,WR,MP,2016,13268.76592650663
INDIA,WR,MP,2017,13177.5359729736
INDIA,WR,MP,2018,13086.933274791047
INDIA,WR,MP,2019,12996.95351923865
INDIA,WR,MP,2020,13453.125
INDIA,WR,MP,2021,13360.627477968035
INDIA,WR,MP,2022,13268.76592650663
INDIA,WR,MP,2023,13177.5359729736
INDIA,WR,MP,2024,13086.933274791047
INDIA,WR,MP,2025,12996.95351923865
INDIA,WR,MP,2026,12907.592423248372
INDIA,WR,MP,2027,12818.84573320059
INDIA,WR,MP,2028,12730.709224721626
INDIA,WR,MP,2029,12643.178702482648
INDIA,WR,MP,2030,12556.25
INDIA,WR,MP,2031,12364.178751701851
INDIA,WR,MP,2032,12175.045591162614
INDIA,WR,MP,2033,11988.805574853488
INDIA,WR,MP,2034,11805.414446740722
INDIA,WR,MP,2035,11624.828627769097
INDIA,WR,MP,2036,11447.005205506268
INDIA,WR,MP,2037,11271.901923945532
INDIA,WR,MP,2038,11099.477173464576
INDIA,WR,MP,2039,10929.689980937814
INDIA,WR,MP,2040,10762.5
INDIA,WR,MP,2041,10597.86750145873
