ModelGeography,SubGeography1,SubGeography2,Year,2W+IPT3W+IPT4W+4W+BUS+RAIL
INDIA,ER,WB,2023,6504.420204131816
INDIA,ER,WB,2024,6452.564872547499
INDIA,ER,WB,2025,6401.1229483583575
INDIA,ER,WB,2026,6350.091135747566
INDIA,ER,WB,2027,6299.4661651736105
INDIA,ER,WB,2028,6249.244793160814
INDIA,ER,WB,2029,6199.423802091531
INDIA,ER,WB,2030,6150
INDIA,ER,WB,2031,6096.720137013801
INDIA,ER,WB,2032,6043.9018583852985
INDIA,ER,WB,2033,5991.541165228095
INDIA,ER,WB,2034,5939.634093299719
INDIA,ER,WB,2035,5888.176712701482
INDIA,ER,WB,2036,5837.165127580952
INDIA,ER,WB,2037,5786.595475836996
INDIA,ER,WB,2038,5736.463928827379
INDIA,ER,WB,2039,5686.766691078892
INDIA,ER,WB,2040,5637.500000000001
INDIA,ER,WB,2041,5588.660125595986
INDIA,NER,AS,2014,6662.5
INDIA,NER,AS,2015,6662.5
INDIA,NER,AS,2016,6662.5
INDIA,NER,AS,2017,6662.5
INDIA,NER,AS,2018,6662.5
INDIA,NER,AS,2019,6662.5
INDIA,NER,AS,2020,6662.5
INDIA,NER,AS,2021,6609.384405398495
INDIA,NER,AS,2022,6556.6922654146065
INDIA,NER,AS,2023,6504.420204131816
INDIA,NER,AS,2024,6452.564872547499
INDIA,NER,AS,2025,6401.1229483583575
INDIA,NER,AS,2026,6350.091135747566
INDIA,NER,AS,2027,6299.4661651736105
INDIA,NER,AS,2028,6249.244793160814
INDIA,NER,AS,2029,6199.423802091531
INDIA,NER,AS,2030,6150
INDIA,NER,AS,2031,6096.720137013801
INDIA,NER,AS,2032,6043.9018583852985
INDIA,NER,AS,2033,5991.541165228095
INDIA,NER,AS,2034,5939.634093299719
INDIA,NER,AS,2035,5888.176712701482
INDIA,NER,AS,2036,5837.165127580952
INDIA,NER,AS,2037,5786.595475836996
INDIA,NER,AS,2038,5736.463928827379
INDIA,NER,AS,2039,5686.766691078892
INDIA,NER,AS,2040,5637.500000000001
INDIA,NER,AS,2041,5588.660125595986
INDIA,NER,NE,2014,6662.5
INDIA,NER,NE,2015,6662.5
INDIA,NER,NE,2016,6662.5
INDIA,NER,NE,2017,6662.5
INDIA,NER,NE,2018,6662.5
INDIA,NER,NE,2019,6662.5
INDIA,NER,NE,2020,6662.5
INDIA,NER,NE,2021,6609.384405398495
INDIA,NER,NE,2022,6556.6922654146065
INDIA,NER,NE,2023,6504.420204131816
INDIA,NER,NE,2024,6452.564872547499
INDIA,NER,NE,2025,6401.1229483583575
INDIA,NER,NE,2026,6350.091135747566
INDIA,NER,NE,2027,6299.4661651736105
INDIA,NER,NE,2028,6249.244793160814
INDIA,NER,NE,2029,6199.423802091531
INDIA,NER,NE,2030,6150
INDIA,NER,NE,2031,6096.720137013801
INDIA,NER,NE,2032,6043.9018583852985
INDIA,NER,NE,2033,5991.541165228095
INDIA,NER,NE,2034,5939.634093299719
INDIA,NER,NE,2035,5888.176712701482
INDIA,NER,NE,2036,5837.165127580952
INDIA,NER,NE,2037,5786.595475836996
INDIA,NER,NE,2038,5736.463928827379
INDIA,NER,NE,2039,5686.766691078892
INDIA,NER,NE,2040,5637.500000000001
INDIA,NER,NE,2041,5588.660125595986
INDIA,NR,DL,2014,6662.5
INDIA,NR,DL,2015,6662.5
INDIA,NR,DL,2016,6662.5
INDIA,NR,DL,2017,6662.5
INDIA,NR,DL,2018,6662.5
INDIA,NR,DL,2019,6662.5
INDIA,NR,DL,2020,6662.5
INDIA,NR,DL,2021,6609.384405398495
INDIA,NR,DL,2022,6556.6922654146065
INDIA,NR,DL,2023,6504.420204131816
INDIA,NR,DL,2024,6452.564872547499
INDIA,NR,DL,2025,6401.1229483583575
INDIA,NR,DL,2026,6350.091135747566
INDIA,NR,DL,2027,6299.4661651736105
INDIA,NR,DL,2028,6249.244793160814
INDIA,NR,DL,2029,6199.423802091531
INDIA,NR,DL,2030,6150
INDIA,NR,DL,2031,6096.720137013801
INDIA,NR,DL,2032,6043.9018583852985
INDIA,NR,DL,2033,5991.541165228095
INDIA,NR,DL,2034,5939.634093299719
INDIA,NR,DL,2035,5888.176712701482
INDIA,NR,DL,2036,5837.165127580952
INDIA,NR,DL,2037,5786.595475836996
INDIA,NR,DL,2038,5736.463928827379
INDIA,NR,DL,2039,5686.766691078892
INDIA,NR,DL,2040,5637.500000000001
INDIA,NR,DL,2041,5588.660125595986
INDIA,NR,HP,2014,6662.5
INDIA,NR,HP,2015,6662.5
INDIA,NR,HP,2016,6662.5
INDIA,NR,HP,2017,6662.5
INDIA,NR,HP,2018,6662.5
INDIA,NR,HP,2019,6662.5
INDIA,NR,HP,2020,6662.5
INDIA,NR,HP,2021,6609.384405398495
INDIA,NR,HP,2022,6556.6922654146065
INDIA,NR,HP,2023,6504.420204131816
INDIA,NR,HP,2024,6452.564872547499
INDIA,NR,HP,2025,6401.1229483583575
INDIA,NR,HP,2026,6350.091135747566
INDIA,NR,HP,2027,6299.4661651736105
INDIA,NR,HP,2028,6249.244793160814
INDIA,NR,HP,2029,6199.423802091531
INDIA,NR,HP,2030,6150
INDIA,NR,HP,2031,6096.720137013801
INDIA,NR,HP,2032,6043.9018583852985
INDIA,NR,HP,2033,5991.541165228095
INDIA,NR,HP,2034,5939.634093299719
INDIA,NR,HP,2035,5888.176712701482
INDIA,NR,HP,2036,5837.165127580952
INDIA,NR,HP,2037,5786.595475836996
INDIA,NR,HP,2038,5736.463928827379
INDIA,NR,HP,2039,5686.766691078892
INDIA,NR,HP,2040,5637.500000000001
INDIA,NR,HP,2041,5588.660125595986
INDIA,NR,HR,2014,6662.5
INDIA,NR,HR,2015,6662.5
INDIA,NR,HR,2016,6662.5
INDIA,NR,HR,2017,6662.5
INDIA,NR,HR,2018,6662.5
INDIA,NR,HR,2019,6662.5
INDIA,NR,HR,2020,6662.5
INDIA,NR,HR,2021,6609.384405398495
INDIA,NR,HR,2022,6556.6922654146065
INDIA,NR,HR,2023,6504.420204131816
INDIA,NR,HR,2024,6452.564872547499
INDIA,NR,HR,2025,6401.1229483583575
INDIA,NR,HR,2026,6350.091135747566
INDIA,NR,HR,2027,6299.4661651736105
INDIA,NR,HR,2028,6249.244793160814
INDIA,NR,HR,2029,6199.423802091531
INDIA,NR,HR,2030,6150
INDIA,NR,HR,2031,6096.720137013801
INDIA,NR,HR,2032,6043.9018583852985
INDIA,NR,HR,2033,5991.541165228095
INDIA,NR,HR,2034,5939.634093299719
INDIA,NR,HR,2035,5888.176712701482
INDIA,NR,HR,2036,5837.165127580952
INDIA,NR,HR,2037,5786.595475836996
INDIA,NR,HR,2038,5736.463928827379
INDIA,NR,HR,2039,5686.766691078892
INDIA,NR,HR,2040,5637.500000000001
INDIA,NR,HR,2041,5588.660125595986
INDIA,NR,JK,2014,6662.5
INDIA,NR,JK,2015,6662.5
INDIA,NR,JK,2016,6662.5
INDIA,NR,JK,2017,6662.5
INDIA,NR,JK,2018,6662.5
INDIA,NR,JK,2019,6662.5
INDIA,NR,JK,2020,6662.5
INDIA,NR,JK,2021,6609.384405398495
INDIA,NR,JK,2022,6556.6922654146065
INDIA,NR,JK,2023,6504.420204131816
INDIA,NR,JK,2024,6452.564872547499
INDIA,NR,JK,2025,6401.1229483583575
INDIA,NR,JK,2026,6350.091135747566
INDIA,NR,JK,2027,6299.4661651736105
INDIA,NR,JK,2028,6249.244793160814
INDIA,NR,JK,2029,6199.423802091531
INDIA,NR,JK,2030,6150
INDIA,NR,JK,2031,6096.720137013801
INDIA,NR,JK,2032,6043.9018583852985
INDIA,NR,JK,2033,5991.541165228095
INDIA,NR,JK,2034,5939.634093299719
INDIA,NR,JK,2035,5888.176712701482
INDIA,NR,JK,2036,5837.165127580952
INDIA,NR,JK,2037,5786.595475836996
INDIA,NR,JK,2038,5736.463928827379
INDIA,NR,JK,2039,5686.766691078892
INDIA,NR,JK,2040,5637.500000000001
INDIA,NR,JK,2041,5588.660125595986
INDIA,NR,PB,2014,6662.5
INDIA,NR,PB,2015,6662.5
INDIA,NR,PB,2016,6662.5
INDIA,NR,PB,2017,6662.5
INDIA,NR,PB,2018,6662.5
INDIA,NR,PB,2019,6662.5
INDIA,NR,PB,2020,6662.5
INDIA,NR,PB,2021,6609.384405398495
INDIA,NR,PB,2022,6556.6922654146065
INDIA,NR,PB,2023,6504.420204131816
INDIA,NR,PB,2024,6452.564872547499
INDIA,NR,PB,2025,6401.1229483583575
INDIA,NR,PB,2026,6350.091135747566
INDIA,NR,PB,2027,6299.4661651736105
INDIA,NR,PB,2028,6249.244793160814
INDIA,NR,PB,2029,6199.423802091531
INDIA,NR,PB,2030,6150
INDIA,NR,PB,2031,6096.720137013801
INDIA,NR,PB,2032,6043.9018583852985
INDIA,NR,PB,2033,5991.541165228095
INDIA,NR,PB,2034,5939.634093299719
INDIA,NR,PB,2035,5888.176712701482
INDIA,NR,PB,2036,5837.165127580952
INDIA,NR,PB,2037,5786.595475836996
INDIA,NR,PB,2038,5736.463928827379
INDIA,NR,PB,2039,5686.766691078892
INDIA,NR,PB,2040,5637.500000000001
INDIA,NR,PB,2041,5588.660125595986
INDIA,NR,RJ,2014,6662.5
INDIA,NR,RJ,2015,6662.5
INDIA,NR,RJ,2016,6662.5
INDIA,NR,RJ,2017,6662.5
INDIA,NR,RJ,2018,6662.5
INDIA,NR,RJ,2019,6662.5
INDIA,NR,RJ,2020,6662.5
INDIA,NR,RJ,2021,6609.384405398495
INDIA,NR,RJ,2022,6556.6922654146065
INDIA,NR,RJ,2023,6504.420204131816
INDIA,NR,RJ,2024,6452.564872547499
INDIA,NR,RJ,2025,6401.1229483583575
INDIA,NR,RJ,2026,6350.091135747566
INDIA,NR,RJ,2027,6299.4661651736105
INDIA,NR,RJ,2028,6249.244793160814
INDIA,NR,RJ,2029,6199.423802091531
INDIA,NR,RJ,2030,6150
INDIA,NR,RJ,2031,6096.720137013801
INDIA,NR,RJ,2032,6043.9018583852985
INDIA,NR,RJ,2033,5991.541165228095
INDIA,NR,RJ,2034,5939.634093299719
INDIA,NR,RJ,2035,5888.176712701482
INDIA,NR,RJ,2036,5837.165127580952
INDIA,NR,RJ,2037,5786.595475836996
INDIA,NR,RJ,2038,5736.463928827379
INDIA,NR,RJ,2039,5686.766691078892
INDIA,NR,RJ,2040,5637.500000000001
INDIA,NR,RJ,2041,5588.660125595986
INDIA,NR,UK,2014,6662.5
INDIA,NR,UK,2015,6662.5
INDIA,NR,UK,2016,6662.5
INDIA,NR,UK,2017,6662.5
INDIA,NR,UK,2018,6662.5
INDIA,NR,UK,2019,6662.5
INDIA,NR,UK,2020,6662.5
INDIA,NR,UK,2021,6609.384405398495
INDIA,NR,UK,2022,6556.6922654146065
INDIA,NR,UK,2023,6504.420204131816
INDIA,NR,UK,2024,6452.564872547499
INDIA,NR,UK,2025,6401.1229483583575
INDIA,NR,UK,2026,6350.091135747566
INDIA,NR,UK,2027,6299.4661651736105
INDIA,NR,UK,2028,6249.244793160814
INDIA,NR,UK,2029,6199.423802091531
INDIA,NR,UK,2030,6150
INDIA,NR,UK,2031,6096.720137013801
INDIA,NR,UK,2032,6043.9018583852985
INDIA,NR,UK,2033,5991.541165228095
INDIA,NR,UK,2034,5939.634093299719
INDIA,NR,UK,2035,5888.176712701482
INDIA,NR,UK,2036,5837.165127580952
INDIA,NR,UK,2037,5786.595475836996
INDIA,NR,UK,2038,5736.463928827379
INDIA,NR,UK,2039,5686.766691078892
INDIA,NR,UK,2040,5637.500000000001
INDIA,NR,UK,2041,5588.660125595986
INDIA,NR,UP,2014,6662.5
INDIA,NR,UP,2015,6662.5
INDIA,NR,UP,2016,6662.5
INDIA,NR,UP,2017,6662.5
INDIA,NR,UP,2018,6662.5
INDIA,NR,UP,2019,6662.5
INDIA,NR,UP,2020,6662.5
INDIA,NR,UP,2021,6609.384405398495
INDIA,NR,UP,2022,6556.6922654146065
INDIA,NR,UP,2023,6504.420204131816
INDIA,NR,UP,2024,6452.564872547499
INDIA,NR,UP,2025,6401.1229483583575
INDIA,NR,UP,2026,6350.091135747566
INDIA,NR,UP,2027,6299.4661651736105
INDIA,NR,UP,2028,6249.244793160814
INDIA,NR,UP,2029,6199.423802091531
INDIA,NR,UP,2030,6150
INDIA,NR,UP,2031,6096.720137013801
INDIA,NR,UP,2032,6043.9018583852985
INDIA,NR,UP,2033,5991.541165228095
INDIA,NR,UP,2034,5939.634093299719
INDIA,NR,UP,2035,5888.176712701482
INDIA,NR,UP,2036,5837.165127580952
INDIA,NR,UP,2037,5786.595475836996
INDIA,NR,UP,2038,5736.463928827379
INDIA,NR,UP,2039,5686.766691078892
INDIA,NR,UP,2040,5637.500000000001
INDIA,NR,UP,2041,5588.660125595986
INDIA,SR,AP,2014,6662.5
INDIA,SR,AP,2015,6662.5
INDIA,SR,AP,2016,6662.5
INDIA,SR,AP,2017,6662.5
INDIA,SR,AP,2018,6662.5
INDIA,SR,AP,2019,6662.5
INDIA,SR,AP,2020,6662.5
INDIA,SR,AP,2021,6609.384405398495
INDIA,SR,AP,2022,6556.6922654146065
INDIA,SR,AP,2023,6504.420204131816
INDIA,SR,AP,2024,6452.564872547499
INDIA,SR,AP,2025,6401.1229483583575
INDIA,SR,AP,2026,6350.091135747566
INDIA,SR,AP,2027,6299.4661651736105
INDIA,SR,AP,2028,6249.244793160814
INDIA,SR,AP,2029,6199.423802091531
INDIA,SR,AP,2030,6150
INDIA,SR,AP,2031,6096.720137013801
INDIA,SR,AP,2032,6043.9018583852985
INDIA,SR,AP,2033,5991.541165228095
INDIA,SR,AP,2034,5939.634093299719
INDIA,SR,AP,2035,5888.176712701482
INDIA,SR,AP,2036,5837.165127580952
INDIA,SR,AP,2037,5786.595475836996
INDIA,SR,AP,2038,5736.463928827379
INDIA,SR,AP,2039,5686.766691078892
INDIA,SR,AP,2040,5637.500000000001
INDIA,SR,AP,2041,5588.660125595986
INDIA,SR,KA,2014,6662.5
INDIA,SR,KA,2015,6662.5
INDIA,SR,KA,2016,6662.5
INDIA,SR,KA,2017,6662.5
INDIA,SR,KA,2018,6662.5
INDIA,SR,KA,2019,6662.5
INDIA,SR,KA,2020,6662.5
INDIA,SR,KA,2021,6609.384405398495
INDIA,SR,KA,2022,6556.6922654146065
INDIA,SR,KA,2023,6504.420204131816
INDIA,SR,KA,2024,6452.564872547499
INDIA,SR,KA,2025,6401.1229483583575
INDIA,SR,KA,2026,6350.091135747566
INDIA,SR,KA,2027,6299.4661651736105
INDIA,SR,KA,2028,6249.244793160814
INDIA,SR,KA,2029,6199.423802091531
INDIA,SR,KA,2030,6150
INDIA,SR,KA,2031,6096.720137013801
INDIA,SR,KA,2032,6043.9018583852985
INDIA,SR,KA,2033,5991.541165228095
INDIA,SR,KA,2034,5939.634093299719
INDIA,SR,KA,2035,5888.176712701482
INDIA,SR,KA,2036,5837.165127580952
INDIA,SR,KA,2037,5786.595475836996
INDIA,SR,KA,2038,5736.463928827379
INDIA,SR,KA,2039,5686.766691078892
INDIA,SR,KA,2040,5637.500000000001
INDIA,SR,KA,2041,5588.660125595986
INDIA,SR,KL,2014,6662.5
INDIA,SR,KL,2015,6662.5
INDIA,SR,KL,2016,6662.5
INDIA,SR,KL,2017,6662.5
INDIA,SR,KL,2018,6662.5
INDIA,SR,KL,2019,6662.5
INDIA,SR,KL,2020,6662.5
INDIA,SR,KL,2021,6609.384405398495
INDIA,SR,KL,2022,6556.6922654146065
INDIA,SR,KL,2023,6504.420204131816
INDIA,SR,KL,2024,6452.564872547499
INDIA,SR,KL,2025,6401.1229483583575
INDIA,SR,KL,2026,6350.091135747566
INDIA,SR,KL,2027,6299.4661651736105
INDIA,SR,KL,2028,6249.244793160814
INDIA,SR,KL,2029,6199.423802091531
INDIA,SR,KL,2030,6150
INDIA,SR,KL,2031,6096.720137013801
INDIA,SR,KL,2032,6043.9018583852985
INDIA,SR,KL,2033,5991.541165228095
INDIA,SR,KL,2034,5939.634093299719
INDIA,SR,KL,2035,5888.176712701482
INDIA,SR,KL,2036,5837.165127580952
INDIA,SR,KL,2037,5786.595475836996
INDIA,SR,KL,2038,5736.463928827379
INDIA,SR,KL,2039,5686.766691078892
INDIA,SR,KL,2040,5637.500000000001
INDIA,SR,KL,2041,5588.660125595986
INDIA,SR,TN,2014,6662.5
INDIA,SR,TN,2015,6662.5
INDIA,SR,TN,2016,6662.5
INDIA,SR,TN,2017,6662.5
INDIA,SR,TN,2018,6662.5
INDIA,SR,TN,2019,6662.5
INDIA,SR,TN,2020,6662.5
INDIA,SR,TN,2021,6609.384405398495
INDIA,SR,TN,2022,6556.6922654146065
INDIA,SR,TN,2023,6504.420204131816
INDIA,SR,TN,2024,6452.564872547499
INDIA,SR,TN,2025,6401.1229483583575
INDIA,SR,TN,2026,6350.091135747566
INDIA,SR,TN,2027,6299.4661651736105
INDIA,SR,TN,2028,6249.244793160814
INDIA,SR,TN,2029,6199.423802091531
INDIA,SR,TN,2030,6150
INDIA,SR,TN,2031,6096.720137013801
INDIA,SR,TN,2032,6043.9018583852985
INDIA,SR,TN,2033,5991.541165228095
INDIA,SR,TN,2034,5939.634093299719
INDIA,SR,TN,2035,5888.176712701482
INDIA,SR,TN,2036,5837.165127580952
INDIA,SR,TN,2037,5786.595475836996
INDIA,SR,TN,2038,5736.463928827379
INDIA,SR,TN,2039,5686.766691078892
INDIA,SR,TN,2040,5637.500000000001
INDIA,SR,TN,2041,5588.660125595986
INDIA,SR,TS,2014,6662.5
INDIA,SR,TS,2015,6662.5
INDIA,SR,TS,2016,6662.5
INDIA,SR,TS,2017,6662.5
INDIA,SR,TS,2018,6662.5
INDIA,SR,TS,2019,6662.5
INDIA,SR,TS,2020,6662.5
INDIA,SR,TS,2021,6609.384405398495
INDIA,SR,TS,2022,6556.6922654146065
INDIA,SR,TS,2023,6504.420204131816
INDIA,SR,TS,2024,6452.564872547499
INDIA,SR,TS,2025,6401.1229483583575
INDIA,SR,TS,2026,6350.091135747566
INDIA,SR,TS,2027,6299.4661651736105
INDIA,SR,TS,2028,6249.244793160814
INDIA,SR,TS,2029,6199.423802091531
INDIA,SR,TS,2030,6150
INDIA,SR,TS,2031,6096.720137013801
INDIA,SR,TS,2032,6043.9018583852985
INDIA,SR,TS,2033,5991.541165228095
INDIA,SR,TS,2034,5939.634093299719
INDIA,SR,TS,2035,5888.176712701482
INDIA,SR,TS,2036,5837.165127580952
INDIA,SR,TS,2037,5786.595475836996
INDIA,SR,TS,2038,5736.463928827379
INDIA,SR,TS,2039,5686.766691078892
INDIA,SR,TS,2040,5637.500000000001
INDIA,SR,TS,2041,5588.660125595986
INDIA,WR,CG,2014,6662.5
INDIA,WR,CG,2015,6662.5
INDIA,WR,CG,2016,6662.5
INDIA,WR,CG,2017,6662.5
INDIA,WR,CG,2018,6662.5
INDIA,WR,CG,2019,6662.5
INDIA,WR,CG,2020,6662.5
INDIA,WR,CG,2021,6609.384405398495
INDIA,WR,CG,2022,6556.6922654146065
INDIA,WR,CG,2023,6504.420204131816
INDIA,WR,CG,2024,6452.564872547499
INDIA,WR,CG,2025,6401.1229483583575
INDIA,WR,CG,2026,6350.091135747566
INDIA,WR,CG,2027,6299.4661651736105
INDIA,WR,CG,2028,6249.244793160814
INDIA,WR,CG,2029,6199.423802091531
INDIA,WR,CG,2030,6150
INDIA,WR,CG,2031,6096.720137013801
INDIA,WR,CG,2032,6043.9018583852985
INDIA,WR,CG,2033,5991.541165228095
INDIA,WR,CG,2034,5939.634093299719
INDIA,WR,CG,2035,5888.176712701482
INDIA,WR,CG,2036,5837.165127580952
INDIA,WR,CG,2037,5786.595475836996
INDIA,WR,CG,2038,5736.463928827379
INDIA,WR,CG,2039,5686.766691078892
INDIA,WR,CG,2040,5637.500000000001
INDIA,WR,CG,2041,5588.660125595986
INDIA,WR,GA,2014,6662.5
INDIA,WR,GA,2015,6662.5
INDIA,WR,GA,2016,6662.5
INDIA,WR,GA,2017,6662.5
INDIA,WR,GA,2018,6662.5
INDIA,WR,GA,2019,6662.5
INDIA,WR,GA,2020,6662.5
INDIA,WR,GA,2021,6609.384405398495
INDIA,WR,GA,2022,6556.6922654146065
INDIA,WR,GA,2023,6504.420204131816
INDIA,WR,GA,2024,6452.564872547499
INDIA,WR,GA,2025,6401.1229483583575
INDIA,WR,GA,2026,6350.091135747566
INDIA,WR,GA,2027,6299.4661651736105
INDIA,WR,GA,2028,6249.244793160814
INDIA,WR,GA,2029,6199.423802091531
INDIA,WR,GA,2030,6150
INDIA,WR,GA,2031,6096.720137013801
INDIA,WR,GA,2032,6043.9018583852985
INDIA,WR,GA,2033,5991.541165228095
INDIA,WR,GA,2034,5939.634093299719
INDIA,WR,GA,2035,5888.176712701482
INDIA,WR,GA,2036,5837.165127580952
INDIA,WR,GA,2037,5786.595475836996
INDIA,WR,GA,2038,5736.463928827379
INDIA,WR,GA,2039,5686.766691078892
INDIA,WR,GA,2040,5637.500000000001
INDIA,WR,GA,2041,5588.660125595986
INDIA,WR,GJ,2014,6662.5
INDIA,WR,GJ,2015,6662.5
INDIA,WR,GJ,2016,6662.5
INDIA,WR,GJ,2017,6662.5
INDIA,WR,GJ,2018,6662.5
INDIA,WR,GJ,2019,6662.5
INDIA,WR,GJ,2020,6662.5
INDIA,WR,GJ,2021,6609.384405398495
INDIA,WR,GJ,2022,6556.6922654146065
INDIA,WR,GJ,2023,6504.420204131816
INDIA,WR,GJ,2024,6452.564872547499
INDIA,WR,GJ,2025,6401.1229483583575
INDIA,WR,GJ,2026,6350.091135747566
INDIA,WR,GJ,2027,6299.4661651736105
INDIA,WR,GJ,2028,6249.244793160814
INDIA,WR,GJ,2029,6199.423802091531
INDIA,WR,GJ,2030,6150
INDIA,WR,GJ,2031,6096.720137013801
INDIA,WR,GJ,2032,6043.9018583852985
INDIA,WR,GJ,2033,5991.541165228095
INDIA,WR,GJ,2034,5939.634093299719
INDIA,WR,GJ,2035,5888.176712701482
INDIA,WR,GJ,2036,5837.165127580952
INDIA,WR,GJ,2037,5786.595475836996
INDIA,WR,GJ,2038,5736.463928827379
INDIA,WR,GJ,2039,5686.766691078892
INDIA,WR,GJ,2040,5637.500000000001
INDIA,WR,GJ,2041,5588.660125595986
INDIA,WR,MH,2014,6662.5
INDIA,WR,MH,2015,6662.5
INDIA,WR,MH,2016,6662.5
INDIA,WR,MH,2017,6662.5
INDIA,WR,MH,2018,6662.5
INDIA,WR,MH,2019,6662.5
INDIA,WR,MH,2020,6662.5
INDIA,WR,MH,2021,6609.384405398495
INDIA,WR,MH,2022,6556.6922654146065
