ServiceTech,ConsumerType1,ModelGeography,SubGeography1,SubGeography2,Year,NumInstances
LIGHT_ELEC,RURAL,INDIA,ER,BR,2024,2.463187411
LIGHT_ELEC,RURAL,INDIA,ER,BR,2025,2.467929932
LIGHT_ELEC,RURAL,INDIA,ER,BR,2026,2.472681585
LIGHT_ELEC,RURAL,INDIA,ER,BR,2027,2.477442386
LIGHT_ELEC,RURAL,INDIA,ER,BR,2028,2.482212354
LIGHT_ELEC,RURAL,INDIA,ER,BR,2029,2.486991506
LIGHT_ELEC,RURAL,INDIA,ER,BR,2030,2.491779859
LIGHT_ELEC,RURAL,INDIA,ER,BR,2031,2.496577431
LIGHT_ELEC,RURAL,INDIA,ER,BR,2032,2.501384241
LIGHT_ELEC,RURAL,INDIA,ER,BR,2033,2.506200305
LIGHT_ELEC,RURAL,INDIA,ER,BR,2034,2.511025642
LIGHT_ELEC,RURAL,INDIA,ER,BR,2035,2.515860269
LIGHT_ELEC,RURAL,INDIA,ER,BR,2036,2.520704205
LIGHT_ELEC,RURAL,INDIA,ER,BR,2037,2.525557467
LIGHT_ELEC,RURAL,INDIA,ER,BR,2038,2.530420074
LIGHT_ELEC,RURAL,INDIA,ER,BR,2039,2.535292043
LIGHT_ELEC,RURAL,INDIA,ER,BR,2040,2.540173392
LIGHT_ELEC,RURAL,INDIA,ER,BR,2041,2.545064139
LIGHT_ELEC,RURAL,INDIA,ER,JH,2024,2.463187411
LIGHT_ELEC,RURAL,INDIA,ER,JH,2025,2.467929932
LIGHT_ELEC,RURAL,INDIA,ER,JH,2026,2.472681585
LIGHT_ELEC,RURAL,INDIA,ER,JH,2027,2.477442386
LIGHT_ELEC,RURAL,INDIA,ER,JH,2028,2.482212354
LIGHT_ELEC,RURAL,INDIA,ER,JH,2029,2.486991506
LIGHT_ELEC,RURAL,INDIA,ER,JH,2030,2.491779859
LIGHT_ELEC,RURAL,INDIA,ER,JH,2031,2.496577431
LIGHT_ELEC,RURAL,INDIA,ER,JH,2032,2.501384241
LIGHT_ELEC,RURAL,INDIA,ER,JH,2033,2.506200305
LIGHT_ELEC,RURAL,INDIA,ER,JH,2034,2.511025642
LIGHT_ELEC,RURAL,INDIA,ER,JH,2035,2.515860269
LIGHT_ELEC,RURAL,INDIA,ER,JH,2036,2.520704205
LIGHT_ELEC,RURAL,INDIA,ER,JH,2037,2.525557467
LIGHT_ELEC,RURAL,INDIA,ER,JH,2038,2.530420074
LIGHT_ELEC,RURAL,INDIA,ER,JH,2039,2.535292043
LIGHT_ELEC,RURAL,INDIA,ER,JH,2040,2.540173392
LIGHT_ELEC,RURAL,INDIA,ER,JH,2041,2.545064139
LIGHT_ELEC,RURAL,INDIA,ER,OD,2024,2.463187411
LIGHT_ELEC,RURAL,INDIA,ER,OD,2025,2.467929932
LIGHT_ELEC,RURAL,INDIA,ER,OD,2026,2.472681585
LIGHT_ELEC,RURAL,INDIA,ER,OD,2027,2.477442386
LIGHT_ELEC,RURAL,INDIA,ER,OD,2028,2.482212354
LIGHT_ELEC,RURAL,INDIA,ER,OD,2029,2.486991506
LIGHT_ELEC,RURAL,INDIA,ER,OD,2030,2.491779859
LIGHT_ELEC,RURAL,INDIA,ER,OD,2031,2.496577431
LIGHT_ELEC,RURAL,INDIA,ER,OD,2032,2.501384241
LIGHT_ELEC,RURAL,INDIA,ER,OD,2033,2.506200305
LIGHT_ELEC,RURAL,INDIA,ER,OD,2034,2.511025642
LIGHT_ELEC,RURAL,INDIA,ER,OD,2035,2.515860269
LIGHT_ELEC,RURAL,INDIA,ER,OD,2036,2.520704205
LIGHT_ELEC,RURAL,INDIA,ER,OD,2037,2.525557467
LIGHT_ELEC,RURAL,INDIA,ER,OD,2038,2.530420074
LIGHT_ELEC,RURAL,INDIA,ER,OD,2039,2.535292043
LIGHT_ELEC,RURAL,INDIA,ER,OD,2040,2.540173392
