Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,243.69811670896686
2022,INDIA,ALL,221.20910960650852
2023,INDIA,ALL,206.31288092173546
2024,INDIA,ALL,192.65255783133296
2025,INDIA,ALL,180.13002251410174
2026,INDIA,ALL,168.54126338913636
2027,INDIA,ALL,157.84257384417748
2028,INDIA,ALL,147.82301743609156
2029,INDIA,ALL,138.43948405274455
2030,INDIA,ALL,129.6516001168953
2031,INDIA,ALL,121.42155490439937
