Year,ModelGeography,EnergyDemand
2021,INDIA,1166.0109446516599
2022,INDIA,1213.4541715641972
2023,INDIA,1246.4055230475064
2024,INDIA,1277.9431837636896
2025,INDIA,1307.6334352613308
2026,INDIA,1335.1828750641562
2027,INDIA,1359.7771082933193
2028,INDIA,1381.7899366726608
2029,INDIA,1400.3470828298855
2030,INDIA,1415.664020547779
2031,INDIA,1426.7578237382397
