Year,ModelGeography,ConsumerType1,EnergyDemand
2021,INDIA,ALL,331.1516203812852
2022,INDIA,ALL,359.1297657243702
2023,INDIA,ALL,381.0494275253429
2024,INDIA,ALL,403.6885849629648
2025,INDIA,ALL,426.9986490526893
2026,INDIA,ALL,451.1583770901089
2027,INDIA,ALL,476.0930265860514
2028,INDIA,ALL,502.1426385011068
2029,INDIA,ALL,529.342815588272
2030,INDIA,ALL,557.7296424734734
2031,INDIA,ALL,587.3396656736885
