Year,ModelGeography,EnergyDemand
2021,INDIA,1195.873892996986
2022,INDIA,1346.5246172982304
2023,INDIA,1465.9736575995976
2024,INDIA,1589.364563096886
2025,INDIA,1716.097845081075
2026,INDIA,1846.796122112862
2027,INDIA,1980.7167853543544
2028,INDIA,2119.321605233059
2029,INDIA,2262.434949324881
2030,INDIA,2409.8652252771008
2031,INDIA,2561.4063985057523
