Year,ModelGeography,EnergyDemand
2021,INDIA,89.56494587671827
2022,INDIA,82.40557645868644
2023,INDIA,77.59885981850461
2024,INDIA,73.14836229507765
2025,INDIA,69.02984694668245
2026,INDIA,65.18298731974546
2027,INDIA,61.59891143512339
2028,INDIA,58.211905373986646
2029,INDIA,55.011133288018016
2030,INDIA,51.98635513091796
2031,INDIA,49.12789390799973
